,인구밀도,오존
2014,154.82817450645868,0.031
2015,155.04032356309236,0.03
2016,154.55352794103322,0.031
2017,153.74208559314476,0.03
2018,152.5462587899802,0.029
2019,151.3742183196708,0.033
2020,149.9460645767365,0.032
2021,148.29823042503784,0.034
2022,147.0569151733344,0.035
2023,145.94509112382002,0.034
