,인구밀도,미세먼지(PM2.5)
2014,154.82817450645868,
2015,155.04032356309236,25.0
2016,154.55352794103322,23.58
2017,153.74208559314476,20.33
2018,152.5462587899802,20.5
2019,151.3742183196708,19.17
2020,149.9460645767365,15.25
2021,148.29823042503784,14.83
2022,147.0569151733344,14.25
2023,145.94509112382002,14.5
