,인구밀도,미세먼지(PM2.5)
2014,251.07722463688717,
2015,252.9399805210616,
2016,254.88712755740872,25.0
2017,257.3142565399203,23.83
2018,258.3825888300199,20.73
2019,257.55975986901944,25.67
2020,257.2128980621377,21.42
2021,256.9730811204074,21.17
2022,257.4251867300417,19.5
2023,258.2745074264929,20.75
