,인구밀도,미세먼지(PM2.5)
2014,328.4726879394267,
2015,337.6750851765724,24.0
2016,346.97798929208807,22.0
2017,355.141606312831,21.45
2018,360.6047994811372,18.92
2019,362.6575505350773,18.58
2020,364.628148308291,15.58
2021,365.756363832892,13.58
2022,366.5328072640796,14.0
2023,364.94190131330055,13.75
