,인구밀도,미세먼지(PM10)
2014,4571.838139776565,
2015,4564.532346063913,49.13
2016,4544.134303156255,43.83
2017,4507.341558441559,43.75
2018,4470.0,41.58
2019,4432.984028048305,36.92
2020,4404.552655499286,30.08
2021,4350.012983640612,31.17
2022,4301.584338130429,27.0
2023,4269.8846103980295,31.25
