,인구밀도,오존
2014,141.92818443137688,0.029
2015,142.02451827836074,0.03
2016,141.89171579600028,0.03
2017,141.42682254039144,0.03
2018,140.64230884415932,0.031
2019,140.06168136896912,0.033
2020,138.66880319428392,0.033
2021,137.9898396620926,0.033
2022,136.6062911054611,0.033
2023,138.64036777915882,0.033
