,인구밀도,미세먼지(PM2.5)
2014,1099.629489959461,
2015,1106.0640904806787,24.67
2016,1105.113122171946,23.17
2017,1097.938183188843,24.75
2018,1088.6698068770609,23.17
2019,1080.997175141243,20.33
2020,1069.5951417004048,17.0
2021,1055.8147415984183,15.25
2022,1045.0348136996613,15.83
2023,1038.446556266466,17.83
