,인구밀도,오존
2014,1099.629489959461,0.028
2015,1106.0640904806787,0.028
2016,1105.113122171946,0.027
2017,1097.938183188843,0.03
2018,1088.6698068770609,0.028
2019,1080.997175141243,0.031
2020,1069.5951417004048,0.032
2021,1055.8147415984183,0.033
2022,1045.0348136996613,0.034
2023,1038.446556266466,0.033
