,인구밀도,오존
2014,16694.039986781227,0.023
2015,16557.378159590287,0.022
2016,16408.816920026435,0.024
2017,16287.881692002642,0.028
2018,16136.19134170522,0.023
2019,16075.854263053534,0.025
2020,15975.652676801055,0.025
2021,15712.91804362194,0.028
2022,15578.935888962324,0.029
2023,15508.978849966952,0.031
