,인구밀도,오존
2014,251.07722463688717,0.029
2015,252.9399805210616,0.028
2016,254.88712755740872,0.032
2017,257.3142565399203,0.031
2018,258.3825888300199,0.029
2019,257.55975986901944,0.032
2020,257.2128980621377,0.032
2021,256.9730811204074,0.036
2022,257.4251867300417,0.036
2023,258.2745074264929,0.035
