,인구밀도,아황산가스
2014,1099.629489959461,0.0076
2015,1106.0640904806787,0.0075
2016,1105.113122171946,0.0066
2017,1097.938183188843,0.0058
2018,1088.6698068770609,0.0057
2019,1080.997175141243,0.0052
2020,1069.5951417004048,0.0039
2021,1055.8147415984183,0.0033
2022,1045.0348136996613,0.0033
2023,1038.446556266466,0.0034
