,인구밀도,오존
2014,2944.700718276137,0.028
2015,2937.3483639265764,0.028
2016,2931.392657621708,0.03
2017,2920.530726256983,0.03
2018,2911.683958499601,0.028
2019,2906.541608461385,0.03
2020,2893.7577329874275,0.029
2021,2876.892835761325,0.033
2022,2856.3872255489023,0.033
2023,2832.808383233533,0.033
