행정구역(동읍면)별,교원_1인당_학생수_유치원,교원_1인당_학생수_초등학교,교원_1인당_학생수_중학교,교원_1인당_학생수_고등학교,유치원_학급당 학생 수 (명),초등학교_학급당 학생 수 (명),중학교_학급당 학생 수 (명),고등학교_학급당 학생 수 (명),학교교과 교습학원 (개),평생직업 교육학원 (개),사설학원당 학생수 (명),유치원생 수,초등학생 수
경기도 이천시_2021,10.0,15.0,12.0,9.0,14.0,22.0,26.0,23.0,362.0,28.0,62.0,2050.0,12678.0
경기도 안성시_2021,11.0,12.0,12.0,10.0,15.0,20.0,26.0,23.0,204.0,23.0,82.0,2252.0,10378.0
경기도 김포시_2021,13.0,17.0,14.0,12.0,18.0,25.0,31.0,28.0,845.0,39.0,67.0,10287.0,35537.0
경기도 화성시_2021,11.0,16.0,15.0,13.0,17.0,24.0,32.0,30.0,1569.0,62.0,72.0,17417.0,68101.0
경기도 광주시_2021,11.0,16.0,13.0,10.0,16.0,25.0,29.0,24.0,408.0,14.0,82.0,2615.0,20505.0
경기도 여주시_2021,9.0,11.0,9.0,8.0,12.0,18.0,24.0,19.0,113.0,7.0,70.0,996.0,5178.0
경기도 양평군_2021,8.0,11.0,8.0,7.0,10.0,18.0,21.0,20.0,97.0,7.0,70.0,525.0,5036.0
경기도 의정부시_2021,10.0,16.0,13.0,10.0,16.0,24.0,27.0,23.0,672.0,40.0,59.0,4395.0,22279.0
경기도 동두천시_2021,8.0,15.0,12.0,8.0,11.0,22.0,24.0,18.0,87.0,5.0,69.0,418.0,4618.0
경기도 고양시_2021,11.0,16.0,13.0,10.0,16.0,24.0,28.0,24.0,1873.0,130.0,54.0,12656.0,54368.0
경기도 구리시_2021,11.0,15.0,13.0,10.0,16.0,24.0,28.0,24.0,357.0,18.0,51.0,1868.0,9562.0
경기도 남양주시_2021,11.0,16.0,13.0,11.0,16.0,24.0,29.0,25.0,1047.0,32.0,73.0,9352.0,44845.0
경기도 파주시_2021,12.0,15.0,14.0,12.0,17.0,23.0,30.0,27.0,621.0,41.0,80.0,6486.0,29914.0
경기도 양주시_2021,10.0,14.0,14.0,11.0,15.0,22.0,28.0,27.0,263.0,15.0,96.0,2764.0,14037.0
경기도 포천시_2021,10.0,10.0,9.0,8.0,13.0,17.0,22.0,19.0,111.0,13.0,100.0,951.0,6007.0
경기도 연천군_2021,9.0,8.0,6.0,6.0,12.0,13.0,19.0,15.0,33.0,0.0,99.0,358.0,1695.0
경기도 가평군_2021,7.0,10.0,9.0,7.0,9.0,15.0,22.0,19.0,21.0,4.0,223.0,239.0,2345.0
강원특별자치도 춘천시_2021,10.0,13.0,11.0,10.0,17.0,20.0,25.0,25.0,399.0,41.0,61.0,2882.0,14834.0
강원특별자치도 원주시_2021,11.0,13.0,11.0,11.0,16.0,20.0,25.0,26.0,552.0,62.0,57.0,4293.0,19476.0
강원특별자치도 강릉시_2021,9.0,12.0,12.0,9.0,15.0,18.0,26.0,22.0,374.0,46.0,46.0,1517.0,9526.0
강원특별자치도 동해시_2021,11.0,13.0,10.0,9.0,15.0,20.0,23.0,21.0,121.0,18.0,69.0,1026.0,4844.0
강원특별자치도 태백시_2021,5.0,9.0,8.0,7.0,9.0,15.0,22.0,20.0,48.0,8.0,79.0,195.0,2008.0
강원특별자치도 속초시_2021,11.0,13.0,12.0,10.0,18.0,20.0,25.0,23.0,106.0,8.0,76.0,491.0,3882.0
강원특별자치도 삼척시_2021,9.0,9.0,6.0,6.0,14.0,14.0,16.0,18.0,57.0,7.0,80.0,669.0,2587.0
강원특별자치도 홍천군_2021,7.0,6.0,7.0,8.0,11.0,11.0,19.0,22.0,69.0,5.0,70.0,523.0,2500.0
강원특별자치도 횡성군_2021,7.0,7.0,5.0,7.0,11.0,11.0,13.0,18.0,40.0,0.0,72.0,245.0,1528.0
강원특별자치도 영월군_2021,6.0,6.0,4.0,5.0,8.0,11.0,11.0,16.0,35.0,1.0,59.0,199.0,1212.0
강원특별자치도 평창군_2021,7.0,6.0,6.0,6.0,9.0,10.0,17.0,17.0,29.0,1.0,94.0,205.0,1361.0
강원특별자치도 정선군_2021,5.0,6.0,6.0,5.0,8.0,10.0,15.0,15.0,20.0,0.0,125.0,206.0,1341.0
강원특별자치도 철원군_2021,8.0,8.0,9.0,7.0,14.0,13.0,21.0,19.0,49.0,2.0,79.0,283.0,1958.0
강원특별자치도 화천군_2021,6.0,6.0,6.0,6.0,8.0,10.0,17.0,18.0,19.0,0.0,95.0,204.0,1016.0
강원특별자치도 양구군_2021,8.0,6.0,6.0,8.0,11.0,11.0,15.0,19.0,18.0,0.0,104.0,153.0,973.0
강원특별자치도 인제군_2021,6.0,7.0,6.0,6.0,10.0,12.0,17.0,17.0,24.0,1.0,106.0,278.0,1420.0
강원특별자치도 고성군_2021,7.0,6.0,5.0,5.0,10.0,10.0,13.0,16.0,11.0,0.0,139.0,133.0,965.0
강원특별자치도 양양군_2021,6.0,6.0,7.0,8.0,9.0,10.0,17.0,21.0,16.0,1.0,116.0,182.0,942.0
경상남도 창원시_2021,11.0,14.0,12.0,9.0,19.0,22.0,25.0,22.0,1779.0,180.0,52.0,14996.0,58133.0
경상남도 진주시_2021,10.0,14.0,11.0,8.0,18.0,21.0,24.0,21.0,807.0,69.0,35.0,4110.0,20105.0
경상남도 통영시_2021,9.0,13.0,10.0,10.0,16.0,20.0,22.0,23.0,209.0,11.0,60.0,1267.0,7736.0
경상남도 사천시_2021,9.0,12.0,10.0,7.0,13.0,20.0,22.0,18.0,186.0,14.0,43.0,733.0,5980.0
경상남도 김해시_2021,12.0,15.0,13.0,11.0,20.0,22.0,27.0,28.0,1043.0,83.0,60.0,8414.0,35114.0
경상남도 밀양시_2021,9.0,10.0,10.0,8.0,15.0,17.0,24.0,20.0,134.0,7.0,44.0,890.0,3899.0
경상남도 거제시_2021,11.0,15.0,13.0,12.0,19.0,22.0,26.0,29.0,400.0,29.0,73.0,4682.0,18679.0
경상남도 양산시_2021,11.0,15.0,13.0,12.0,19.0,22.0,28.0,30.0,559.0,38.0,62.0,7374.0,22471.0
경상남도 의령군_2021,6.0,4.0,6.0,5.0,10.0,8.0,16.0,16.0,16.0,0.0,66.0,158.0,705.0
경상남도 함안군_2021,9.0,10.0,11.0,8.0,14.0,16.0,22.0,21.0,71.0,1.0,65.0,562.0,3269.0
경상남도 창녕군_2021,8.0,8.0,7.0,6.0,12.0,13.0,18.0,17.0,47.0,3.0,60.0,391.0,2200.0
경상남도 고성군_2021,4.0,7.0,7.0,8.0,7.0,13.0,18.0,18.0,63.0,1.0,52.0,173.0,2091.0
경상남도 남해군_2021,6.0,6.0,6.0,8.0,11.0,11.0,17.0,18.0,41.0,2.0,52.0,193.0,1246.0
경상남도 하동군_2021,4.0,6.0,5.0,6.0,6.0,10.0,16.0,16.0,30.0,3.0,81.0,121.0,1290.0
경상남도 산청군_2021,4.0,5.0,7.0,6.0,8.0,9.0,17.0,17.0,18.0,1.0,110.0,143.0,900.0
경상남도 함양군_2021,7.0,7.0,8.0,6.0,12.0,11.0,18.0,18.0,38.0,1.0,67.0,297.0,1364.0
경상남도 거창군_2021,7.0,10.0,7.0,7.0,12.0,15.0,19.0,17.0,78.0,5.0,53.0,447.0,2896.0
경상남도 합천군_2021,5.0,5.0,5.0,5.0,10.0,9.0,17.0,14.0,27.0,1.0,66.0,193.0,1098.0
경상북도 포항시_2021,11.0,14.0,10.0,9.0,18.0,22.0,23.0,21.0,699.0,62.0,56.0,7392.0,27566.0
경상북도 경주시_2021,12.0,12.0,10.0,9.0,17.0,20.0,22.0,20.0,301.0,38.0,52.0,2539.0,11333.0
경상북도 김천시_2021,10.0,11.0,8.0,8.0,17.0,19.0,20.0,21.0,114.0,13.0,80.0,2014.0,6705.0
경상북도 안동시_2021,10.0,12.0,10.0,8.0,17.0,20.0,22.0,21.0,215.0,25.0,53.0,1976.0,8096.0
경상북도 구미시_2021,11.0,15.0,11.0,11.0,19.0,23.0,24.0,24.0,766.0,66.0,60.0,8966.0,27761.0
경상북도 영주시_2021,9.0,11.0,7.0,8.0,13.0,19.0,19.0,20.0,151.0,17.0,39.0,741.0,4568.0
경상북도 영천시_2021,9.0,10.0,6.0,7.0,14.0,17.0,17.0,17.0,74.0,9.0,66.0,623.0,3381.0
경상북도 상주시_2021,9.0,8.0,5.0,4.0,15.0,14.0,16.0,17.0,85.0,11.0,55.0,1113.0,3647.0
경상북도 문경시_2021,7.0,9.0,7.0,5.0,16.0,15.0,18.0,18.0,73.0,10.0,52.0,641.0,2701.0
경상북도 경산시_2021,10.0,13.0,10.0,10.0,17.0,22.0,23.0,23.0,350.0,26.0,51.0,3771.0,13443.0
경상북도 군위군_2021,5.0,5.0,4.0,6.0,7.0,9.0,11.0,20.0,6.0,0.0,164.0,59.0,451.0
경상북도 의성군_2021,3.0,5.0,4.0,4.0,6.0,10.0,14.0,14.0,16.0,1.0,117.0,98.0,1046.0
경상북도 청송군_2021,7.0,5.0,3.0,4.0,10.0,10.0,9.0,16.0,13.0,0.0,71.0,151.0,586.0
경상북도 영양군_2021,4.0,5.0,4.0,4.0,7.0,9.0,13.0,11.0,7.0,1.0,104.0,68.0,466.0
경상북도 영덕군_2021,7.0,7.0,4.0,7.0,8.0,14.0,12.0,17.0,26.0,0.0,71.0,121.0,1072.0
경상북도 청도군_2021,7.0,6.0,2.0,2.0,11.0,12.0,10.0,16.0,25.0,1.0,46.0,228.0,1023.0
경상북도 고령군_2021,6.0,7.0,4.0,2.0,9.0,13.0,12.0,16.0,18.0,0.0,78.0,118.0,1023.0
경상북도 성주군_2021,5.0,6.0,4.0,8.0,8.0,11.0,12.0,19.0,25.0,0.0,67.0,142.0,1093.0
경상북도 칠곡군_2021,9.0,12.0,9.0,8.0,16.0,19.0,21.0,21.0,166.0,5.0,63.0,1585.0,6731.0
경상북도 예천군_2021,8.0,9.0,4.0,8.0,15.0,16.0,12.0,20.0,63.0,6.0,54.0,613.0,2212.0
경상북도 봉화군_2021,6.0,5.0,4.0,8.0,9.0,9.0,14.0,20.0,12.0,0.0,184.0,163.0,905.0
경상북도 울진군_2021,7.0,8.0,7.0,7.0,10.0,14.0,17.0,18.0,51.0,3.0,65.0,172.0,1839.0
경상북도 울릉군_2021,8.0,6.0,6.0,7.0,11.0,10.0,19.0,18.0,1.0,0.0,867.0,81.0,264.0
광주광역시 동구_2021,10.0,10.0,8.0,8.0,17.0,17.0,21.0,21.0,184.0,105.0,26.0,1048.0,3398.0
광주광역시 서구_2021,10.0,13.0,11.0,10.0,18.0,20.0,23.0,24.0,620.0,84.0,40.0,4122.0,15761.0
광주광역시 남구_2021,11.0,15.0,10.0,10.0,19.0,22.0,22.0,24.0,571.0,45.0,34.0,3619.0,13648.0
광주광역시 북구_2021,11.0,13.0,10.0,10.0,18.0,20.0,22.0,24.0,779.0,132.0,42.0,5985.0,23034.0
광주광역시 광산구_2021,12.0,14.0,12.0,12.0,19.0,21.0,25.0,30.0,855.0,58.0,55.0,7424.0,29157.0
대구광역시 중구_2021,12.0,13.0,10.0,10.0,19.0,21.0,23.0,24.0,122.0,160.0,47.0,788.0,4238.0
대구광역시 동구_2021,11.0,13.0,10.0,10.0,18.0,21.0,21.0,24.0,366.0,42.0,59.0,4782.0,16546.0
대구광역시 서구_2021,10.0,10.0,9.0,9.0,17.0,19.0,22.0,23.0,109.0,27.0,82.0,1017.0,5257.0
대구광역시 남구_2021,11.0,11.0,9.0,9.0,20.0,20.0,22.0,22.0,85.0,25.0,72.0,1308.0,4139.0
대구광역시 북구_2021,11.0,13.0,10.0,10.0,20.0,22.0,22.0,25.0,594.0,44.0,59.0,6720.0,21686.0
대구광역시 수성구_2021,11.0,14.0,11.0,10.0,20.0,24.0,24.0,24.0,924.0,64.0,37.0,5320.0,22847.0
대구광역시 달서구_2021,11.0,13.0,11.0,9.0,20.0,22.0,24.0,23.0,913.0,87.0,51.0,8092.0,29501.0
대구광역시 달성군_2021,12.0,13.0,10.0,10.0,21.0,22.0,22.0,25.0,395.0,11.0,64.0,5931.0,17094.0
대전광역시 동구_2021,10.0,12.0,11.0,8.0,15.0,19.0,24.0,22.0,196.0,40.0,76.0,1877.0,10459.0
대전광역시 중구_2021,10.0,11.0,12.0,10.0,16.0,18.0,25.0,23.0,227.0,102.0,70.0,2915.0,11185.0
대전광역시 서구_2021,10.0,14.0,12.0,9.0,16.0,22.0,25.0,22.0,777.0,138.0,58.0,6851.0,25744.0
대전광역시 유성구_2021,10.0,13.0,11.0,10.0,17.0,21.0,24.0,23.0,548.0,48.0,70.0,6488.0,22560.0
대전광역시 대덕구_2021,10.0,10.0,9.0,9.0,16.0,17.0,21.0,21.0,197.0,21.0,66.0,2274.0,7936.0
부산광역시 중구_2021,8.0,13.0,9.0,9.0,13.0,20.0,21.0,21.0,24.0,23.0,266.0,137.0,1241.0
부산광역시 서구_2021,10.0,12.0,12.0,8.0,18.0,19.0,25.0,21.0,112.0,3.0,60.0,814.0,3731.0
부산광역시 동구_2021,11.0,13.0,10.0,8.0,19.0,21.0,23.0,19.0,45.0,22.0,100.0,793.0,2499.0
부산광역시 영도구_2021,9.0,10.0,9.0,8.0,16.0,17.0,21.0,19.0,68.0,2.0,80.0,688.0,3630.0
부산광역시 부산진구_2021,11.0,14.0,11.0,7.0,20.0,21.0,24.0,19.0,411.0,193.0,53.0,4216.0,15154.0
부산광역시 동래구_2021,11.0,16.0,14.0,10.0,20.0,23.0,27.0,25.0,621.0,51.0,37.0,3133.0,13161.0
부산광역시 남구_2021,11.0,15.0,12.0,9.0,19.0,23.0,26.0,21.0,341.0,51.0,58.0,2965.0,12284.0
부산광역시 북구_2021,11.0,14.0,10.0,9.0,19.0,21.0,23.0,22.0,348.0,22.0,63.0,3802.0,12425.0
부산광역시 해운대구_2021,10.0,15.0,13.0,10.0,19.0,23.0,25.0,24.0,653.0,35.0,50.0,4187.0,19536.0
부산광역시 사하구_2021,10.0,14.0,11.0,10.0,19.0,21.0,24.0,23.0,373.0,33.0,50.0,3259.0,13558.0
부산광역시 금정구_2021,10.0,15.0,12.0,8.0,19.0,22.0,25.0,21.0,354.0,51.0,44.0,2326.0,9474.0
부산광역시 강서구_2021,13.0,16.0,12.0,9.0,21.0,24.0,25.0,24.0,331.0,16.0,48.0,3481.0,11429.0
부산광역시 연제구_2021,11.0,15.0,12.0,9.0,21.0,23.0,24.0,24.0,299.0,37.0,45.0,1617.0,9465.0
부산광역시 수영구_2021,10.0,15.0,12.0,10.0,20.0,22.0,25.0,22.0,239.0,25.0,37.0,1731.0,6105.0
부산광역시 사상구_2021,10.0,13.0,10.0,9.0,18.0,20.0,22.0,22.0,131.0,26.0,89.0,2437.0,7617.0
부산광역시 기장군_2021,11.0,15.0,13.0,12.0,18.0,23.0,25.0,27.0,310.0,15.0,65.0,3065.0,12612.0
서울특별시 종로구_2021,11.0,11.0,8.0,7.0,19.0,18.0,21.0,19.0,91.0,126.0,72.0,1077.0,5072.0
서울특별시 중구_2021,10.0,12.0,7.0,7.0,17.0,20.0,17.0,18.0,47.0,44.0,133.0,1002.0,4808.0
서울특별시 용산구_2021,11.0,11.0,10.0,8.0,21.0,19.0,22.0,21.0,116.0,21.0,86.0,1351.0,6656.0
서울특별시 성동구_2021,11.0,11.0,10.0,7.0,18.0,19.0,22.0,18.0,247.0,43.0,69.0,1978.0,10555.0
서울특별시 광진구_2021,10.0,14.0,12.0,10.0,18.0,22.0,25.0,23.0,364.0,62.0,60.0,2237.0,13742.0
서울특별시 동대문구_2021,11.0,14.0,11.0,9.0,19.0,21.0,23.0,22.0,308.0,51.0,58.0,2596.0,12792.0
서울특별시 중랑구_2021,10.0,13.0,12.0,9.0,16.0,20.0,23.0,22.0,232.0,25.0,97.0,2658.0,13862.0
서울특별시 성북구_2021,10.0,14.0,12.0,9.0,19.0,22.0,25.0,23.0,430.0,21.0,63.0,4208.0,19628.0
서울특별시 강북구_2021,9.0,13.0,12.0,9.0,15.0,21.0,23.0,22.0,187.0,23.0,80.0,1199.0,9412.0
서울특별시 도봉구_2021,9.0,14.0,10.0,9.0,18.0,20.0,22.0,21.0,268.0,17.0,82.0,2115.0,13952.0
서울특별시 노원구_2021,11.0,14.0,12.0,9.0,18.0,20.0,23.0,21.0,636.0,48.0,63.0,5466.0,24692.0
서울특별시 은평구_2021,11.0,14.0,12.0,10.0,17.0,21.0,24.0,22.0,472.0,37.0,58.0,3196.0,19730.0
서울특별시 서대문구_2021,11.0,14.0,11.0,9.0,20.0,22.0,23.0,23.0,287.0,55.0,58.0,2257.0,12940.0
서울특별시 마포구_2021,11.0,13.0,12.0,10.0,20.0,21.0,24.0,25.0,499.0,193.0,41.0,2711.0,13888.0
서울특별시 양천구_2021,10.0,15.0,13.0,10.0,18.0,23.0,26.0,24.0,947.0,32.0,42.0,3769.0,23469.0
서울특별시 강서구_2021,11.0,14.0,11.0,9.0,19.0,21.0,23.0,20.0,649.0,48.0,53.0,4786.0,24896.0
서울특별시 구로구_2021,11.0,13.0,11.0,10.0,18.0,20.0,23.0,24.0,345.0,41.0,86.0,2693.0,17290.0
서울특별시 금천구_2021,10.0,11.0,10.0,9.0,16.0,18.0,21.0,21.0,175.0,33.0,70.0,1423.0,8050.0
서울특별시 영등포구_2021,11.0,13.0,11.0,9.0,20.0,20.0,23.0,22.0,315.0,125.0,77.0,3356.0,13776.0
서울특별시 동작구_2021,11.0,14.0,11.0,10.0,20.0,22.0,23.0,23.0,345.0,142.0,65.0,2661.0,15174.0
서울특별시 관악구_2021,10.0,12.0,11.0,9.0,16.0,20.0,23.0,22.0,336.0,98.0,64.0,2682.0,13550.0
서울특별시 서초구_2021,10.0,16.0,13.0,10.0,18.0,25.0,27.0,24.0,876.0,270.0,41.0,2321.0,22345.0
서울특별시 강남구_2021,9.0,15.0,13.0,9.0,17.0,25.0,28.0,22.0,1898.0,485.0,21.0,2938.0,25829.0
서울특별시 송파구_2021,11.0,14.0,12.0,9.0,20.0,22.0,25.0,22.0,963.0,82.0,52.0,5073.0,31235.0
서울특별시 강동구_2021,13.0,14.0,12.0,9.0,21.0,21.0,24.0,20.0,614.0,40.0,51.0,4205.0,22092.0
울산광역시 중구_2021,12.0,15.0,11.0,9.0,17.0,22.0,25.0,22.0,396.0,48.0,51.0,2527.0,11709.0
울산광역시 남구_2021,13.0,15.0,12.0,9.0,20.0,22.0,25.0,22.0,861.0,99.0,35.0,4037.0,15944.0
울산광역시 동구_2021,13.0,15.0,11.0,9.0,19.0,23.0,24.0,22.0,252.0,12.0,65.0,2104.0,10381.0
울산광역시 북구_2021,14.0,15.0,12.0,10.0,21.0,23.0,25.0,24.0,396.0,22.0,70.0,4542.0,15986.0
울산광역시 울주군_2021,11.0,14.0,11.0,11.0,16.0,21.0,24.0,27.0,361.0,14.0,62.0,2661.0,12899.0
인천광역시 강화군_2021,8.0,15.0,13.0,7.0,10.0,21.0,26.0,19.0,124.0,12.0,103.0,436.0,8604.0
인천광역시 옹진군_2021,9.0,13.0,9.0,2.0,9.0,20.0,19.0,9.0,39.0,4.0,100.0,89.0,3371.0
인천광역시 중구_2021,12.0,15.0,13.0,8.0,16.0,22.0,26.0,21.0,327.0,55.0,80.0,2141.0,17268.0
인천광역시 동구_2021,11.0,16.0,14.0,8.0,16.0,23.0,28.0,21.0,663.0,25.0,60.0,810.0,25911.0
인천광역시 미추홀구_2021,12.0,16.0,14.0,9.0,19.0,23.0,27.0,22.0,685.0,76.0,66.0,3634.0,28231.0
인천광역시 연수구_2021,12.0,14.0,12.0,11.0,20.0,21.0,25.0,26.0,558.0,91.0,72.0,6261.0,22735.0
인천광역시 남동구_2021,12.0,14.0,12.0,11.0,19.0,21.0,24.0,25.0,350.0,25.0,76.0,7559.0,13579.0
인천광역시 부평구_2021,11.0,16.0,14.0,9.0,17.0,22.0,28.0,22.0,787.0,29.0,69.0,4744.0,32698.0
인천광역시 계양구_2021,11.0,8.0,8.0,10.0,17.0,13.0,20.0,23.0,48.0,2.0,184.0,2514.0,2318.0
인천광역시 서구_2021,13.0,6.0,4.0,11.0,18.0,9.0,10.0,26.0,4.0,0.0,2516.0,7982.0,556.0
전라남도 목포시_2021,9.0,15.0,12.0,8.0,15.0,22.0,25.0,22.0,421.0,41.0,47.0,3066.0,14710.0
전라남도 여수시_2021,8.0,12.0,10.0,9.0,14.0,19.0,25.0,23.0,466.0,34.0,48.0,2890.0,14170.0
전라남도 순천시_2021,8.0,14.0,12.0,9.0,15.0,21.0,27.0,22.0,480.0,55.0,56.0,3474.0,16457.0
전라남도 나주시_2021,7.0,11.0,7.0,6.0,15.0,18.0,19.0,18.0,149.0,20.0,62.0,1674.0,6316.0
전라남도 광양시_2021,6.0,13.0,10.0,9.0,12.0,20.0,24.0,23.0,231.0,17.0,65.0,1115.0,9004.0
전라남도 담양군_2021,6.0,7.0,6.0,7.0,12.0,12.0,16.0,18.0,14.0,2.0,173.0,304.0,1464.0
전라남도 곡성군_2021,4.0,6.0,8.0,6.0,9.0,11.0,20.0,18.0,20.0,0.0,76.0,142.0,819.0
전라남도 구례군_2021,4.0,6.0,6.0,6.0,9.0,11.0,18.0,20.0,22.0,1.0,72.0,146.0,868.0
전라남도 고흥군_2021,4.0,6.0,5.0,7.0,8.0,11.0,15.0,19.0,46.0,2.0,72.0,222.0,1766.0
전라남도 보성군_2021,3.0,5.0,5.0,6.0,5.0,10.0,15.0,19.0,22.0,1.0,87.0,131.0,1196.0
전라남도 화순군_2021,5.0,9.0,8.0,9.0,10.0,14.0,20.0,22.0,71.0,4.0,64.0,370.0,2568.0
전라남도 장흥군_2021,5.0,6.0,5.0,6.0,9.0,11.0,16.0,18.0,30.0,2.0,84.0,221.0,1369.0
전라남도 강진군_2021,3.0,6.0,5.0,6.0,7.0,10.0,15.0,19.0,27.0,0.0,88.0,112.0,1207.0
전라남도 해남군_2021,7.0,7.0,7.0,4.0,12.0,13.0,19.0,10.0,52.0,8.0,76.0,453.0,2554.0
전라남도 영암군_2021,5.0,8.0,6.0,7.0,11.0,14.0,16.0,18.0,46.0,0.0,87.0,346.0,2356.0
전라남도 무안군_2021,7.0,12.0,10.0,8.0,14.0,18.0,25.0,20.0,198.0,12.0,42.0,855.0,5436.0
전라남도 함평군_2021,2.0,6.0,5.0,6.0,5.0,11.0,15.0,19.0,15.0,1.0,123.0,55.0,937.0
전라남도 영광군_2021,6.0,9.0,7.0,7.0,12.0,14.0,19.0,19.0,64.0,3.0,51.0,333.0,2081.0
전라남도 장성군_2021,7.0,7.0,7.0,6.0,12.0,13.0,19.0,20.0,34.0,1.0,86.0,436.0,1834.0
전라남도 완도군_2021,6.0,7.0,5.0,6.0,11.0,12.0,15.0,19.0,36.0,1.0,102.0,508.0,2079.0
전라남도 진도군_2021,5.0,6.0,3.0,1.0,11.0,11.0,12.0,5.0,21.0,0.0,61.0,240.0,1111.0
전라남도 신안군_2021,4.0,4.0,3.0,4.0,8.0,7.0,10.0,12.0,7.0,0.0,243.0,183.0,927.0
전북특별자치도 전주시_2021,9.0,14.0,12.0,11.0,16.0,23.0,27.0,26.0,3480.0,395.0,22.0,8961.0,39216.0
전북특별자치도 군산시_2021,8.0,12.0,12.0,12.0,15.0,20.0,26.0,26.0,3480.0,395.0,8.0,3272.0,15273.0
전북특별자치도 익산시_2021,8.0,11.0,11.0,11.0,14.0,18.0,24.0,23.0,3480.0,395.0,8.0,3332.0,14062.0
전북특별자치도 정읍시_2021,8.0,8.0,8.0,8.0,12.0,14.0,20.0,19.0,3480.0,395.0,2.0,946.0,4761.0
전북특별자치도 남원시_2021,5.0,8.0,8.0,7.0,8.0,14.0,19.0,18.0,3480.0,395.0,2.0,376.0,3512.0
전북특별자치도 김제시_2021,7.0,6.0,8.0,6.0,10.0,11.0,20.0,18.0,3480.0,395.0,1.0,666.0,3315.0
전북특별자치도 완주군_2021,8.0,9.0,8.0,8.0,13.0,15.0,20.0,19.0,3480.0,395.0,2.0,1153.0,4496.0
전북특별자치도 진안군_2021,3.0,5.0,3.0,5.0,7.0,9.0,10.0,15.0,3480.0,395.0,0.0,110.0,850.0
전북특별자치도 무주군_2021,7.0,6.0,6.0,5.0,10.0,12.0,15.0,16.0,3480.0,395.0,0.0,161.0,913.0
전북특별자치도 장수군_2021,3.0,6.0,5.0,4.0,8.0,11.0,13.0,14.0,3480.0,395.0,0.0,113.0,861.0
전북특별자치도 임실군_2021,3.0,4.0,3.0,6.0,7.0,8.0,11.0,21.0,3480.0,395.0,0.0,129.0,874.0
전북특별자치도 순창군_2021,5.0,4.0,6.0,7.0,8.0,8.0,16.0,18.0,3480.0,395.0,0.0,172.0,966.0
전북특별자치도 고창군_2021,5.0,6.0,6.0,7.0,9.0,11.0,17.0,16.0,3480.0,395.0,1.0,278.0,2001.0
전북특별자치도 부안군_2021,6.0,6.0,5.0,6.0,10.0,10.0,15.0,17.0,3480.0,395.0,1.0,353.0,1814.0
제주특별자치도 제주시_2021,14.0,15.0,12.0,10.0,22.0,23.0,26.0,25.0,829.0,61.0,59.0,5021.0,31660.0
제주특별자치도 서귀포시_2021,14.0,11.0,10.0,8.0,17.0,19.0,24.0,23.0,197.0,8.0,82.0,1256.0,9668.0
충청남도 천안시_2021,10.0,15.0,14.0,12.0,18.0,23.0,29.0,29.0,1169.0,95.0,59.0,9490.0,41520.0
충청남도 공주시_2021,9.0,9.0,8.0,8.0,13.0,15.0,21.0,22.0,100.0,13.0,75.0,1024.0,4193.0
