,인구밀도,미세먼지(PM2.5)
2014,141.92818443137688,
2015,142.02451827836074,
2016,141.89171579600028,21.75
2017,141.42682254039144,23.5
2018,140.64230884415932,24.42
2019,140.06168136896912,20.67
2020,138.66880319428392,17.25
2021,137.9898396620926,16.67
2022,136.6062911054611,16.42
2023,138.64036777915882,18.0
