세종특별자치시_2015,78.22,32.56,24.18,0.4
경기도 수원시_2015,81.26,30.71,25.05,0.4
경기도 성남시_2015,83.54,33.49,26.1,0.3
경기도 안양시_2015,81.72,33.1,25.91,0.3
경기도 부천시_2015,84.73,33.51,26.45,0.3
경기도 광명시_2015,82.33,31.45,27.55,0.3
경기도 평택시_2015,78.7,31.13,21.61,0.5
경기도 안산시_2015,79.44,33.29,25.07,0.4
경기도 과천시_2015,88.39,33.65,27.23,0.3
경기도 오산시_2015,86.57,33.99,25.71,0.4
경기도 시흥시_2015,77.35,33.35,23.36,0.5
경기도 군포시_2015,83.9,34.4,27.22,0.3
경기도 의왕시_2015,83.11,30.73,26.19,0.4
경기도 하남시_2015,83.9,33.85,25.24,0.4
경기도 용인시_2015,83.67,32.43,26.88,0.4
경기도 이천시_2015,79.89,33.79,22.77,0.5
경기도 안성시_2015,75.19,32.48,20.68,0.5
경기도 김포시_2015,82.35,34.36,24.55,0.4
경기도 화성시_2015,77.85,32.52,22.4,0.5
경기도 광주시_2015,73.66,32.0,23.74,0.5
경기도 여주시_2015,74.01,34.02,20.02,0.6
경기도 양평군_2015,75.48,34.03,21.96,0.5
경기도 의정부시_2015,82.33,34.74,26.81,0.3
경기도 동두천시_2015,80.33,28.62,24.02,0.4
경기도 고양시_2015,78.51,29.48,26.03,0.4
경기도 구리시_2015,79.42,33.3,25.6,0.3
경기도 남양주시_2015,80.58,31.56,25.88,0.4
경기도 파주시_2015,80.45,32.01,25.5,0.4
경기도 양주시_2015,80.07,33.18,23.4,0.4
경기도 포천시_2015,73.22,31.18,19.38,0.6
경기도 연천군_2015,76.97,33.97,21.39,0.6
경기도 가평군_2015,78.62,32.93,17.95,0.4
강원특별자치도 춘천시_2015,75.51,31.11,22.4,0.4
강원특별자치도 원주시_2015,85.93,37.45,21.84,0.4
강원특별자치도 강릉시_2015,87.14,36.24,23.95,0.5
강원특별자치도 동해시_2015,81.18,33.47,23.65,0.4
강원특별자치도 태백시_2015,81.45,34.36,22.63,0.4
강원특별자치도 속초시_2015,80.76,33.43,22.64,0.4
강원특별자치도 삼척시_2015,82.71,33.95,23.04,0.4
강원특별자치도 홍천군_2015,78.81,32.46,18.76,0.5
강원특별자치도 횡성군_2015,76.32,34.53,17.45,0.5
강원특별자치도 영월군_2015,65.38,27.25,17.26,0.5
강원특별자치도 평창군_2015,69.82,28.77,22.37,0.5
강원특별자치도 정선군_2015,68.85,26.57,22.86,0.5
강원특별자치도 철원군_2015,71.08,29.85,20.4,0.4
강원특별자치도 화천군_2015,43.71,3.2,21.76,0.4
강원특별자치도 양구군_2015,73.02,32.78,20.67,0.4
강원특별자치도 인제군_2015,83.47,35.26,22.27,0.5
강원특별자치도 고성군_2015,65.66,30.78,19.23,0.4
강원특별자치도 양양군_2015,80.96,34.06,23.07,0.5
경상남도 창원시_2015,86.25,34.48,26.16,0.5
경상남도 진주시_2015,76.03,28.15,22.35,0.4
경상남도 통영시_2015,74.01,33.48,20.65,0.4
경상남도 사천시_2015,79.95,34.65,20.81,0.4
경상남도 김해시_2015,82.41,33.93,23.46,0.5
경상남도 밀양시_2015,77.67,31.99,19.09,0.5
경상남도 거제시_2015,73.38,28.09,23.16,0.4
경상남도 양산시_2015,81.07,34.19,24.45,0.4
경상남도 의령군_2015,69.4,31.68,15.02,0.5
경상남도 함안군_2015,82.67,38.34,19.56,0.7
경상남도 창녕군_2015,81.24,36.16,19.81,0.5
경상남도 고성군_2015,68.38,26.32,18.41,0.5
경상남도 남해군_2015,77.92,33.99,18.32,0.4
경상남도 하동군_2015,75.79,34.92,16.11,0.5
경상남도 산청군_2015,71.11,28.21,19.52,0.5
경상남도 함양군_2015,68.12,23.89,17.93,0.5
경상남도 거창군_2015,70.83,29.08,19.9,0.5
경상남도 합천군_2015,74.57,27.68,21.1,0.4
경상북도 포항시_2015,80.44,32.08,24.68,0.5
경상북도 경주시_2015,66.69,27.59,15.72,0.5
경상북도 김천시_2015,79.22,32.31,20.23,0.5
경상북도 안동시_2015,81.36,34.3,20.76,0.5
경상북도 구미시_2015,77.04,34.02,23.23,0.5
경상북도 영주시_2015,73.52,30.48,22.18,0.5
경상북도 영천시_2015,74.17,32.98,19.03,0.5
경상북도 상주시_2015,78.51,34.87,18.75,0.5
경상북도 문경시_2015,78.23,33.42,22.49,0.4
경상북도 경산시_2015,75.16,31.5,22.49,0.5
대구광역시 군위군_2015,32.28,19.75,11.25,0.5
경상북도 의성군_2015,70.05,30.73,16.13,0.5
경상북도 청송군_2015,77.22,35.92,11.98,0.5
경상북도 영양군_2015,74.57,35.47,13.75,0.5
경상북도 영덕군_2015,68.51,27.94,16.42,0.4
경상북도 청도군_2015,74.69,32.1,15.62,0.5
경상북도 고령군_2015,58.21,31.4,8.05,0.6
경상북도 성주군_2015,67.81,31.12,15.89,0.6
경상북도 칠곡군_2015,75.54,30.38,17.96,0.5
경상북도 예천군_2015,79.26,29.19,23.8,0.5
경상북도 봉화군_2015,64.24,28.47,18.47,0.5
경상북도 울진군_2015,56.74,23.43,22.83,0.5
경상북도 울릉군_2015,4.67,4.67,24.78,0.5
광주광역시 동구_2015,76.92,30.88,24.23,0.4
광주광역시 서구_2015,86.09,37.89,22.87,0.5
광주광역시 남구_2015,77.42,30.87,24.88,0.4
광주광역시 북구_2015,83.67,34.29,23.29,0.4
광주광역시 광산구_2015,80.96,32.15,25.49,0.4
대구광역시 중구_2015,69.89,32.63,13.08,0.8
대구광역시 동구_2015,85.62,34.07,24.24,0.4
대구광역시 서구_2015,81.66,33.59,22.67,0.4
대구광역시 남구_2015,86.66,33.9,25.93,0.4
대구광역시 북구_2015,77.45,31.35,24.67,0.4
대구광역시 수성구_2015,82.51,32.35,24.64,0.5
대구광역시 달서구_2015,86.72,35.35,24.72,0.4
대구광역시 달성군_2015,77.32,32.88,20.27,0.5
대전광역시 동구_2015,76.63,33.75,24.67,0.4
대전광역시 중구_2015,81.46,32.3,24.32,0.4
대전광역시 서구_2015,84.83,32.03,25.5,0.4
대전광역시 유성구_2015,87.09,33.29,26.19,0.5
대전광역시 대덕구_2015,82.36,34.4,24.31,0.5
부산광역시 중구_2015,75.79,30.32,18.67,0.5
부산광역시 서구_2015,80.26,30.01,25.58,0.2
부산광역시 동구_2015,84.82,34.42,24.44,0.3
부산광역시 영도구_2015,81.87,32.61,25.4,0.3
부산광역시 부산진구_2015,81.54,29.74,26.36,0.3
부산광역시 동래구_2015,85.46,33.68,25.73,0.3
부산광역시 남구_2015,82.94,30.67,25.83,0.3
부산광역시 북구_2015,79.59,30.73,27.66,0.3
부산광역시 해운대구_2015,87.73,32.86,26.72,0.4
부산광역시 사하구_2015,78.67,28.69,26.17,0.3
부산광역시 금정구_2015,77.37,30.02,26.94,0.3
부산광역시 강서구_2015,75.25,33.16,17.49,0.6
부산광역시 연제구_2015,84.87,32.13,27.4,0.5
부산광역시 수영구_2015,86.23,33.56,25.58,0.3
부산광역시 사상구_2015,85.21,31.35,25.75,0.4
부산광역시 기장군_2015,81.44,32.23,26.24,0.4
서울특별시 종로구_2015,80.57,31.38,22.35,0.3
서울특별시 중구_2015,72.71,29.16,23.67,0.4
서울특별시 용산구_2015,81.63,29.81,25.96,0.3
서울특별시 성동구_2015,78.88,30.67,26.81,0.3
서울특별시 광진구_2015,86.52,34.34,26.42,0.3
서울특별시 동대문구_2015,75.74,32.63,23.68,0.3
서울특별시 중랑구_2015,84.5,30.34,27.15,0.3
서울특별시 성북구_2015,84.25,33.08,26.58,0.3
서울특별시 강북구_2015,83.51,33.11,26.2,0.2
서울특별시 도봉구_2015,86.1,32.98,26.37,0.3
서울특별시 노원구_2015,86.38,33.39,27.38,0.3
서울특별시 은평구_2015,86.67,35.08,27.68,0.3
서울특별시 서대문구_2015,83.85,31.88,25.75,0.3
서울특별시 마포구_2015,79.78,30.8,25.32,0.3
서울특별시 양천구_2015,86.17,31.77,27.29,0.3
서울특별시 강서구_2015,88.57,35.48,26.09,0.3
서울특별시 구로구_2015,81.6,31.25,25.91,0.3
서울특별시 금천구_2015,79.07,30.08,25.55,0.3
서울특별시 영등포구_2015,78.91,31.82,23.5,0.4
서울특별시 동작구_2015,82.59,32.41,26.72,0.3
서울특별시 관악구_2015,83.47,31.01,26.63,0.2
서울특별시 서초구_2015,81.37,30.8,26.52,0.4
서울특별시 강남구_2015,84.67,34.64,25.23,0.4
서울특별시 송파구_2015,84.51,32.3,26.79,0.3
서울특별시 강동구_2015,82.15,31.67,27.22,0.3
울산광역시 중구_2015,87.4,36.01,24.76,0.4
울산광역시 남구_2015,81.67,32.56,23.19,0.5
울산광역시 동구_2015,83.43,33.39,25.6,0.4
울산광역시 북구_2015,79.81,31.25,24.17,0.5
울산광역시 울주군_2015,84.4,33.46,22.03,0.5
인천광역시 강화군_2015,81.97,34.7,18.04,0.5
인천광역시 옹진군_2015,83.34,26.75,29.53,0.5
인천광역시 중구_2015,74.32,33.49,22.34,0.6
인천광역시 동구_2015,84.3,35.36,27.82,0.4
인천광역시 미추홀구_2015,36.2,25.56,14.29,0.4
인천광역시 연수구_2015,87.82,36.03,26.74,0.4
인천광역시 남동구_2015,87.33,36.23,25.79,0.5
인천광역시 부평구_2015,83.32,33.11,27.65,0.4
인천광역시 계양구_2015,87.8,34.78,26.93,0.7
인천광역시 서구_2015,85.11,35.01,26.83,0.4
전라남도 목포시_2015,80.68,32.83,23.38,0.4
전라남도 여수시_2015,74.36,29.9,19.72,0.4
전라남도 순천시_2015,79.18,30.17,21.89,0.4
전라남도 나주시_2015,71.57,34.9,15.47,0.5
전라남도 광양시_2015,76.77,31.36,20.76,0.5
전라남도 담양군_2015,74.19,31.52,17.04,0.5
전라남도 곡성군_2015,65.09,29.6,19.62,0.5
전라남도 구례군_2015,55.38,29.59,9.52,0.5
전라남도 고흥군_2015,79.63,34.23,17.55,0.4
전라남도 보성군_2015,66.56,35.25,7.46,0.9
전라남도 화순군_2015,84.6,37.96,19.29,0.5
전라남도 장흥군_2015,79.71,35.27,20.72,0.4
전라남도 강진군_2015,76.85,34.18,18.18,0.5
전라남도 해남군_2015,64.03,32.44,16.65,0.5
전라남도 영암군_2015,60.36,33.86,7.5,0.9
전라남도 무안군_2015,70.72,31.44,21.24,0.5
전라남도 함평군_2015,76.68,32.62,20.73,0.5
전라남도 영광군_2015,73.05,31.76,17.37,0.4
전라남도 장성군_2015,86.04,35.92,24.07,0.5
전라남도 완도군_2015,76.28,33.17,23.22,0.4
전라남도 진도군_2015,67.32,31.95,14.79,0.5
전라남도 신안군_2015,3.43,22.34,7.39,0.4
전북특별자치도 전주시_2015,82.84,34.96,24.36,0.4
전북특별자치도 군산시_2015,82.01,35.68,21.28,0.4
전북특별자치도 익산시_2015,72.04,29.32,20.95,0.4
전북특별자치도 정읍시_2015,81.03,34.99,18.4,0.4
전북특별자치도 남원시_2015,76.43,30.29,23.25,0.5
전북특별자치도 김제시_2015,69.93,31.96,16.05,0.5
전북특별자치도 완주군_2015,70.3,30.18,13.37,0.5
전북특별자치도 진안군_2015,70.59,32.25,12.23,0.5
전북특별자치도 무주군_2015,73.52,32.11,13.59,0.5
전북특별자치도 장수군_2015,72.51,29.62,15.43,0.5
