전북특별자치도 임실군_2015,75.39,29.27,20.98,0.4
전북특별자치도 순창군_2015,72.68,35.43,10.47,0.4
전북특별자치도 고창군_2015,74.42,34.33,17.76,0.5
전북특별자치도 부안군_2015,66.25,32.11,14.51,0.5
제주특별자치도 제주시_2015,75.4,30.96,20.54,0.8
제주특별자치도 서귀포시_2015,71.91,32.81,17.44,0.5
충청남도 천안시_2015,76.5,32.05,22.54,0.4
충청남도 공주시_2015,76.12,35.71,17.33,0.5
충청남도 보령시_2015,74.66,35.73,20.46,0.5
충청남도 아산시_2015,76.51,32.71,22.27,0.5
충청남도 서산시_2015,79.85,35.58,22.41,0.5
충청남도 논산시_2015,57.97,30.69,14.96,0.5
충청남도 계룡시_2015,77.14,31.36,25.09,0.5
충청남도 당진시_2015,79.79,37.72,17.71,0.5
충청남도 금산군_2015,82.74,36.14,20.39,0.5
충청남도 부여군_2015,75.6,29.49,22.95,0.5
충청남도 서천군_2015,76.44,31.78,18.9,0.5
충청남도 청양군_2015,61.69,31.37,10.72,0.5
충청남도 홍성군_2015,74.39,29.74,18.68,0.5
충청남도 예산군_2015,78.98,30.98,21.22,0.5
충청남도 태안군_2015,72.3,32.25,12.87,0.5
충청북도 청주시_2015,79.07,32.8,23.22,0.4
충청북도 충주시_2015,77.5,33.93,22.37,0.5
충청북도 제천시_2015,84.24,35.97,22.18,0.5
충청북도 보은군_2015,77.23,36.33,19.63,0.5
충청북도 옥천군_2015,75.38,33.66,17.12,0.5
충청북도 영동군_2015,81.01,34.8,21.11,0.5
충청북도 증평군_2015,76.59,28.66,23.55,0.5
충청북도 진천군_2015,72.73,30.23,15.39,0.5
충청북도 괴산군_2015,84.64,35.46,21.37,0.5
충청북도 음성군_2015,74.75,31.8,19.09,0.5
충청북도 단양군_2015,78.17,32.06,21.4,0.5
세종특별자치시_2016,41.88,33.77,14.62,0.5
경기도 수원시_2016,37.09,36.64,13.8,0.4
경기도 성남시_2016,38.33,37.06,11.56,0.3
경기도 안양시_2016,35.62,33.98,12.96,0.4
경기도 부천시_2016,38.25,37.08,12.79,0.3
경기도 광명시_2016,39.47,33.48,12.66,0.3
경기도 평택시_2016,38.61,34.25,13.29,0.5
경기도 안산시_2016,39.63,35.79,13.18,0.4
경기도 과천시_2016,37.28,34.66,13.62,0.4
경기도 오산시_2016,36.51,34.6,13.12,0.4
경기도 시흥시_2016,34.08,33.37,12.99,0.5
경기도 군포시_2016,36.3,35.87,13.57,0.3
경기도 의왕시_2016,38.32,31.77,12.78,0.4
경기도 하남시_2016,36.54,34.47,13.27,0.4
경기도 용인시_2016,37.41,35.13,13.35,0.4
경기도 이천시_2016,38.77,28.37,11.71,0.5
경기도 안성시_2016,36.94,31.87,13.45,0.5
경기도 김포시_2016,35.47,33.48,12.73,0.4
경기도 화성시_2016,35.7,34.38,12.96,0.5
경기도 광주시_2016,36.53,32.45,11.82,0.5
경기도 여주시_2016,36.57,35.12,12.17,0.6
경기도 양평군_2016,36.27,29.71,14.06,0.5
경기도 의정부시_2016,37.94,35.96,13.22,0.3
경기도 동두천시_2016,38.0,31.56,13.89,0.4
경기도 고양시_2016,36.71,33.25,13.39,0.4
경기도 구리시_2016,34.55,35.1,12.19,0.3
경기도 남양주시_2016,37.6,34.58,12.62,0.4
경기도 파주시_2016,36.82,32.39,13.34,0.4
경기도 양주시_2016,38.49,32.44,14.03,0.4
경기도 포천시_2016,34.9,28.53,13.78,0.6
경기도 연천군_2016,41.71,30.33,10.0,0.6
경기도 가평군_2016,39.52,27.34,14.8,0.5
강원특별자치도 춘천시_2016,38.35,34.33,13.16,0.4
강원특별자치도 원주시_2016,38.68,33.46,14.06,0.5
강원특별자치도 강릉시_2016,35.09,33.26,13.11,0.5
강원특별자치도 동해시_2016,38.78,32.78,13.95,0.5
강원특별자치도 태백시_2016,36.11,29.19,13.38,0.4
강원특별자치도 속초시_2016,40.18,29.1,13.68,0.4
강원특별자치도 삼척시_2016,37.32,28.51,12.62,0.4
강원특별자치도 홍천군_2016,38.43,28.51,8.87,0.5
강원특별자치도 횡성군_2016,38.59,30.92,13.88,0.5
강원특별자치도 영월군_2016,32.27,28.79,12.26,0.5
강원특별자치도 평창군_2016,37.21,28.85,13.55,0.6
강원특별자치도 정선군_2016,31.39,33.92,10.41,0.5
강원특별자치도 철원군_2016,38.28,30.76,14.43,0.5
강원특별자치도 화천군_2016,32.32,32.45,9.89,0.5
강원특별자치도 양구군_2016,34.73,26.36,13.67,0.5
강원특별자치도 인제군_2016,36.89,24.05,12.36,0.5
강원특별자치도 고성군_2016,37.42,29.85,13.88,0.5
강원특별자치도 양양군_2016,38.17,24.93,12.89,0.5
경상남도 창원시_2016,40.72,32.61,13.52,0.5
경상남도 진주시_2016,39.79,32.68,12.31,0.4
경상남도 통영시_2016,36.54,29.12,12.83,0.4
경상남도 사천시_2016,38.06,25.41,12.85,0.5
경상남도 김해시_2016,38.41,35.02,13.1,0.5
경상남도 밀양시_2016,37.64,30.03,14.21,0.5
경상남도 거제시_2016,39.75,34.2,14.38,0.4
경상남도 양산시_2016,39.81,35.58,11.67,0.5
경상남도 의령군_2016,41.93,28.6,15.0,0.5
경상남도 함안군_2016,37.71,25.3,13.44,0.7
경상남도 창녕군_2016,35.4,26.69,13.82,0.5
경상남도 고성군_2016,38.02,20.38,14.17,0.5
경상남도 남해군_2016,32.86,26.33,9.29,0.4
경상남도 하동군_2016,34.56,27.65,11.01,0.5
경상남도 산청군_2016,36.26,26.6,13.32,0.5
경상남도 함양군_2016,33.42,32.77,12.3,0.5
경상남도 거창군_2016,34.19,27.84,13.56,0.5
경상남도 합천군_2016,34.17,25.15,13.49,0.5
경상북도 포항시_2016,38.44,34.37,13.46,0.5
경상북도 경주시_2016,38.09,27.4,13.65,0.5
경상북도 김천시_2016,37.0,29.21,14.56,0.5
경상북도 안동시_2016,38.23,24.82,13.83,0.5
경상북도 구미시_2016,38.05,26.14,12.5,0.5
경상북도 영주시_2016,35.14,32.03,12.44,0.5
경상북도 영천시_2016,37.64,18.87,12.09,0.6
경상북도 상주시_2016,32.18,30.77,12.95,0.5
경상북도 문경시_2016,38.92,30.1,14.2,0.5
경상북도 경산시_2016,36.04,33.48,14.48,0.5
대구광역시 군위군_2016,38.27,15.85,14.03,0.6
경상북도 의성군_2016,35.12,28.56,13.91,0.5
경상북도 청송군_2016,36.64,30.65,14.17,0.5
경상북도 영양군_2016,35.97,28.84,14.44,0.5
경상북도 영덕군_2016,33.96,25.97,14.7,0.5
경상북도 청도군_2016,32.17,25.88,12.79,0.5
경상북도 고령군_2016,33.72,30.21,12.0,0.6
경상북도 성주군_2016,32.76,26.27,13.49,0.7
경상북도 칠곡군_2016,34.46,30.02,13.97,0.5
경상북도 예천군_2016,35.91,27.27,12.06,0.5
경상북도 봉화군_2016,33.01,30.83,10.88,0.5
경상북도 울진군_2016,37.49,23.24,15.0,0.5
경상북도 울릉군_2016,4.67,24.78,10.21,0.5
광주광역시 동구_2016,36.76,33.45,13.23,0.4
광주광역시 서구_2016,38.68,28.79,14.12,0.5
광주광역시 남구_2016,38.21,34.64,14.03,0.4
광주광역시 북구_2016,41.21,33.56,14.01,0.4
광주광역시 광산구_2016,37.37,28.14,13.88,0.4
대구광역시 중구_2016,37.14,36.16,13.14,0.7
대구광역시 동구_2016,38.18,33.98,14.01,0.4
대구광역시 서구_2016,40.54,32.49,14.55,0.4
대구광역시 남구_2016,38.58,34.28,14.25,0.4
대구광역시 북구_2016,38.08,31.03,13.59,0.4
대구광역시 수성구_2016,38.89,35.69,13.35,0.5
대구광역시 달서구_2016,38.34,36.48,13.85,0.4
대구광역시 달성군_2016,33.2,30.96,13.04,0.5
대전광역시 동구_2016,39.01,35.69,13.91,0.4
대전광역시 중구_2016,38.92,34.57,13.64,0.4
대전광역시 서구_2016,41.85,36.69,14.07,0.4
대전광역시 유성구_2016,40.61,33.58,14.58,0.5
대전광역시 대덕구_2016,40.84,31.78,13.65,0.5
부산광역시 중구_2016,37.4,32.5,14.22,0.5
부산광역시 서구_2016,34.28,35.61,13.22,0.3
부산광역시 동구_2016,34.45,35.72,13.02,0.5
부산광역시 영도구_2016,36.94,35.95,14.32,0.3
부산광역시 부산진구_2016,35.52,37.72,14.03,0.3
부산광역시 동래구_2016,36.04,37.56,14.07,0.3
부산광역시 남구_2016,35.82,36.83,13.33,0.3
부산광역시 북구_2016,35.53,31.76,13.96,0.3
부산광역시 해운대구_2016,38.26,35.34,13.63,0.4
부산광역시 사하구_2016,33.9,36.11,13.18,0.3
부산광역시 금정구_2016,34.26,35.55,14.02,0.4
부산광역시 강서구_2016,34.95,22.0,12.59,0.6
부산광역시 연제구_2016,37.05,35.17,13.79,0.4
부산광역시 수영구_2016,39.28,34.11,13.38,0.4
부산광역시 사상구_2016,35.18,34.9,13.25,0.4
부산광역시 기장군_2016,34.39,31.46,11.72,0.4
서울특별시 종로구_2016,40.4,33.3,14.17,0.3
서울특별시 중구_2016,30.16,29.08,13.13,0.4
서울특별시 용산구_2016,35.53,34.94,13.92,0.3
서울특별시 성동구_2016,36.99,35.12,13.48,0.3
서울특별시 광진구_2016,38.41,36.67,13.43,0.3
서울특별시 동대문구_2016,36.96,34.87,14.05,0.3
서울특별시 중랑구_2016,40.92,35.79,14.05,0.3
서울특별시 성북구_2016,35.83,35.08,13.78,0.3
서울특별시 강북구_2016,35.15,34.32,14.05,0.2
서울특별시 도봉구_2016,37.14,37.44,13.58,0.3
서울특별시 노원구_2016,35.39,37.97,13.86,0.3
서울특별시 은평구_2016,36.56,34.31,13.61,0.3
서울특별시 서대문구_2016,33.84,34.42,13.48,0.3
서울특별시 마포구_2016,37.37,34.04,12.32,0.3
서울특별시 양천구_2016,40.47,35.81,14.07,0.3
서울특별시 강서구_2016,35.58,37.25,13.09,0.3
서울특별시 구로구_2016,38.97,36.32,13.31,0.3
서울특별시 금천구_2016,36.31,36.43,13.18,0.4
서울특별시 영등포구_2016,36.35,34.44,13.02,0.4
서울특별시 동작구_2016,36.2,34.69,13.74,0.3
서울특별시 관악구_2016,37.08,33.98,11.12,0.2
서울특별시 서초구_2016,38.1,36.33,11.34,0.4
서울특별시 강남구_2016,41.81,34.78,13.67,0.4
서울특별시 송파구_2016,37.8,37.64,13.6,0.3
서울특별시 강동구_2016,35.67,34.48,12.74,0.3
울산광역시 중구_2016,38.17,33.39,12.54,0.4
울산광역시 남구_2016,31.05,32.58,13.03,0.5
울산광역시 동구_2016,37.3,34.98,13.11,0.4
울산광역시 북구_2016,37.21,34.75,14.03,0.5
울산광역시 울주군_2016,34.08,31.8,12.19,0.5
인천광역시 강화군_2016,35.45,29.52,11.54,0.5
인천광역시 옹진군_2016,33.9,29.65,12.5,0.5
인천광역시 중구_2016,37.78,34.37,13.73,0.6
인천광역시 동구_2016,35.37,30.88,13.38,0.4
인천광역시 미추홀구_2016,39.47,32.49,12.51,0.5
인천광역시 연수구_2016,37.33,33.63,12.68,0.5
인천광역시 남동구_2016,38.35,33.79,13.62,0.5
인천광역시 부평구_2016,34.27,38.56,13.49,0.4
인천광역시 계양구_2016,35.99,36.85,11.61,0.8
인천광역시 서구_2016,36.01,35.96,11.72,0.4
전라남도 목포시_2016,33.61,32.68,13.75,0.4
전라남도 여수시_2016,35.85,33.64,13.29,0.4
전라남도 순천시_2016,39.54,33.21,14.32,0.5
전라남도 나주시_2016,41.75,30.06,11.52,0.5
전라남도 광양시_2016,36.24,35.61,12.5,0.5
전라남도 담양군_2016,33.44,21.57,11.17,0.5
전라남도 곡성군_2016,32.65,35.46,8.76,0.5
전라남도 구례군_2016,34.4,33.31,13.57,0.5
전라남도 고흥군_2016,35.78,26.57,12.94,0.4
전라남도 보성군_2016,38.65,29.34,12.27,1.5
전라남도 화순군_2016,39.99,33.74,11.84,0.5
전라남도 장흥군_2016,38.8,29.52,11.63,0.5
전라남도 강진군_2016,39.15,27.4,15.0,0.5
전라남도 해남군_2016,34.52,27.25,10.98,0.5
전라남도 영암군_2016,40.98,25.28,9.88,0.9
전라남도 무안군_2016,41.11,27.46,13.99,0.5
전라남도 함평군_2016,38.19,22.87,15.0,0.5
전라남도 영광군_2016,40.19,30.26,14.43,0.5
전라남도 장성군_2016,40.34,24.92,14.55,0.5
전라남도 완도군_2016,43.03,28.28,14.1,0.4
전라남도 진도군_2016,41.38,27.08,12.89,0.5
전라남도 신안군_2016,20.48,30.84,7.39,0.5
전북특별자치도 전주시_2016,37.93,32.67,12.71,0.5
전북특별자치도 군산시_2016,37.99,31.78,13.77,0.5
전북특별자치도 익산시_2016,37.85,33.39,13.66,0.5
전북특별자치도 정읍시_2016,37.91,28.19,13.58,0.5
전북특별자치도 남원시_2016,34.4,30.22,12.66,0.5
전북특별자치도 김제시_2016,36.79,25.24,13.82,0.5
전북특별자치도 완주군_2016,31.92,27.1,12.07,0.5
전북특별자치도 진안군_2016,35.06,32.42,11.54,0.5
전북특별자치도 무주군_2016,37.5,28.91,13.75,0.5
전북특별자치도 장수군_2016,31.36,32.7,10.0,0.5
전북특별자치도 임실군_2016,39.87,24.41,11.54,0.5
전북특별자치도 순창군_2016,30.23,28.19,13.03,0.5
전북특별자치도 고창군_2016,38.4,20.03,9.2,0.5
전북특별자치도 부안군_2016,34.19,27.25,13.96,0.5
제주특별자치도 제주시_2016,34.03,33.14,12.51,0.8
제주특별자치도 서귀포시_2016,39.79,26.59,13.22,0.5
충청남도 천안시_2016,35.92,34.76,13.38,0.5
충청남도 공주시_2016,37.28,26.25,13.51,0.5
충청남도 보령시_2016,35.01,27.87,14.57,0.5
충청남도 아산시_2016,37.82,33.26,13.68,0.5
충청남도 서산시_2016,37.97,29.39,9.68,0.5
충청남도 논산시_2016,37.03,27.99,12.48,0.5
충청남도 계룡시_2016,39.69,36.08,13.63,0.5
충청남도 당진시_2016,38.52,30.22,13.32,0.5
충청남도 금산군_2016,36.62,22.91,13.03,0.5
충청남도 부여군_2016,35.36,25.41,13.4,0.5
충청남도 서천군_2016,33.86,24.18,8.88,0.5
충청남도 청양군_2016,35.46,24.19,10.18,0.5
충청남도 홍성군_2016,37.5,32.69,13.91,0.5
충청남도 예산군_2016,35.64,22.53,13.23,0.5
충청남도 태안군_2016,36.49,28.75,12.84,0.5
충청북도 청주시_2016,37.99,32.31,13.62,0.5
충청북도 충주시_2016,40.12,30.95,14.01,0.5
충청북도 제천시_2016,38.57,34.94,14.13,0.5
충청북도 보은군_2016,41.41,25.87,14.31,0.5
충청북도 옥천군_2016,39.96,27.81,13.4,0.5
충청북도 영동군_2016,37.72,23.44,12.35,0.5
충청북도 증평군_2016,33.88,33.72,14.32,0.5
충청북도 진천군_2016,38.82,29.22,14.06,0.5
충청북도 괴산군_2016,35.53,21.53,13.67,0.5
충청북도 음성군_2016,39.22,26.91,12.9,0.6
충청북도 단양군_2016,41.26,27.86,14.57,0.5
세종특별자치시_2017,44.66,25.02,13.46,0.5
경기도 수원시_2017,49.4,27.03,13.3,0.4
경기도 성남시_2017,46.69,25.57,12.48,0.4
경기도 안양시_2017,43.29,24.4,14.0,0.4
경기도 부천시_2017,47.66,27.72,12.82,0.4
경기도 광명시_2017,50.87,23.3,12.8,0.3
경기도 평택시_2017,44.99,26.26,12.74,0.5
경기도 안산시_2017,47.36,26.72,13.72,0.4
경기도 과천시_2017,48.49,22.23,12.23,0.4
경기도 오산시_2017,44.95,23.52,14.12,0.4
경기도 시흥시_2017,47.04,26.7,13.71,0.5
경기도 군포시_2017,49.62,25.42,13.96,0.4
경기도 의왕시_2017,47.41,22.73,10.49,0.4
경기도 하남시_2017,44.05,22.71,13.74,0.4
경기도 용인시_2017,46.51,25.61,12.12,0.4
경기도 이천시_2017,43.84,20.67,11.21,0.5
경기도 안성시_2017,48.73,23.11,12.11,0.5
경기도 김포시_2017,50.58,22.44,14.4,0.5
경기도 화성시_2017,47.05,27.11,12.5,0.5
경기도 광주시_2017,41.92,22.04,13.15,0.5
경기도 여주시_2017,43.23,20.71,13.44,0.6
경기도 양평군_2017,46.59,24.54,13.08,0.5
경기도 의정부시_2017,48.5,26.16,13.73,0.3
경기도 동두천시_2017,48.6,24.18,12.51,0.4
경기도 고양시_2017,46.67,22.81,13.38,0.4
경기도 구리시_2017,49.12,23.18,13.89,0.3
경기도 남양주시_2017,46.05,25.23,12.9,0.4
경기도 파주시_2017,46.37,21.98,12.24,0.5
경기도 양주시_2017,44.74,22.19,14.01,0.4
경기도 포천시_2017,51.0,19.69,14.31,0.6
경기도 연천군_2017,49.95,18.97,14.3,0.6
