,행정구역,교원_1인당_학생수_유치원,교원_1인당_학생수_초등학교,교원_1인당_학생수_중학교,교원_1인당_학생수_고등학교,유치원_학급당 학생 수 (명),초등학교_학급당 학생 수 (명),중학교_학급당 학생 수 (명),고등학교_학급당 학생 수 (명),학교교과 교습학원 (개),평생직업 교육학원 (개),사설학원당 학생수 (명),유치원생 수,초등학생 수,종합병원,병원,의원,치과병(의)원,한방병원,한의원,인구 천명당 의료기관병상수(개),총병상수 (개),하수도보급률,상수도보급률,소멸위험지수,소멸위험등급
910,강원특별자치도 평창군_2019,6,6,6,7,10,11,17,18,35,1,87,244,1595,-,-,-,17,13,-,4.7,196,77.9,81.9,0.0601508772688369,A
911,강원특별자치도 정선군_2019,7,6,6,5,12,11,16,15,25,0,107,295,1466,-,2,2,9,5,-,5.8,217,88.8,81.4,0.0775473463613392,A
912,강원특별자치도 철원군_2019,8,8,9,9,13,14,21,23,49,3,87,303,2109,-,1,1,18,8,-,7.7,352,84.6,89.0,0.1301877386732292,A
913,강원특별자치도 화천군_2019,9,6,7,6,13,10,17,17,18,0,106,268,1078,-,-,-,9,5,-,1.9,47,70.6,68.3,0.2125589724848964,B
914,강원특별자치도 양구군_2019,8,7,5,8,12,11,15,22,23,0,89,150,1090,-,2,2,5,5,-,7.4,168,85.8,81.3,0.1308160756783957,A
915,강원특별자치도 인제군_2019,7,7,6,6,10,12,18,18,28,0,97,322,1500,-,1,1,5,5,-,4.4,138,75.7,85.4,0.2155984488172874,B
916,강원특별자치도 고성군_2019,8,5,6,5,13,9,16,16,13,0,118,169,929,-,-,-,7,5,-,-,-,88.2,86.1,0.0,A
917,강원특별자치도 양양군_2019,6,6,6,8,11,9,16,20,18,1,104,213,941,-,-,-,6,4,-,-,-,79.8,92.1,0.2737217305557659,B
918,경상남도 창원시_2019,12,15,11,10,18,22,25,23,1756,166,53,16521,59495,11,36,567,327,3,287,18.8,19626,96.6,98.6,1.0883632961019685,C
919,경상남도 진주시_2019,11,14,11,9,18,21,24,24,798,68,36,4268,20467,4,12,182,110,2,93,18.5,6424,92.2,100.0,0.7988839385109329,C
920,경상남도 통영시_2019,10,14,10,11,16,21,22,23,212,12,61,1577,8476,-,7,75,34,1,27,16.2,2128,86.3,99.0,0.3566142468533013,B
921,경상남도 사천시_2019,9,13,10,8,12,20,22,19,192,14,44,854,6461,-,5,51,35,-,27,27.1,3032,96.9,96.6,0.212426756169932,B
922,경상남도 김해시_2019,13,15,12,12,19,23,27,28,1072,69,59,9180,35967,5,25,212,135,3,104,19.7,10672,99.5,98.3,2.2613509064995,D
923,경상남도 밀양시_2019,11,11,10,9,16,18,24,20,137,10,45,959,4233,-,8,45,26,1,23,19.6,2070,84.3,85.4,0.0897206857182666,A
924,경상남도 거제시_2019,12,16,12,13,18,23,25,31,403,34,72,4955,18759,3,7,97,58,-,46,9.5,2356,85.1,97.4,2.1402993197789897,D
925,경상남도 양산시_2019,12,16,13,13,19,23,27,31,526,33,63,7542,22021,3,10,170,86,2,81,22,7711,98.4,98.4,1.4254629406174584,D
926,경상남도 의령군_2019,6,5,6,6,10,8,17,19,17,0,70,159,779,-,2,11,5,-,7,19.9,541,64.9,73.0,0.0,A
927,경상남도 함안군_2019,9,10,10,8,13,17,21,20,77,1,64,747,3684,-,3,22,13,-,13,24.4,1603,59.7,96.2,0.0615196319338911,A
928,경상남도 창녕군_2019,8,8,7,7,14,14,18,19,47,3,64,504,2320,-,4,29,13,-,15,37.3,2325,76.8,99.8,0.0033686237883817,A
929,경상남도 고성군_2019,5,8,6,8,9,13,16,20,65,3,53,236,2256,-,3,19,11,-,12,19.3,1011,65.9,80.3,0.0,A
930,경상남도 남해군_2019,6,7,6,8,10,12,17,21,44,1,53,170,1348,-,1,23,9,-,9,6,261,80.0,73.7,0.1082674574188332,A
931,경상남도 하동군_2019,4,6,5,6,6,11,16,16,35,4,77,131,1519,-,3,20,12,-,9,18.6,864,75.5,58.0,0.0,A
932,경상남도 산청군_2019,4,6,6,5,9,10,15,16,22,1,97,157,1059,-,-,13,6,-,13,4.9,174,64.9,47.1,0.0,A
933,경상남도 함양군_2019,7,8,7,7,13,12,19,19,38,2,70,327,1471,-,1,21,9,-,10,3,118,77.9,62.3,0.069867756588774,A
934,경상남도 거창군_2019,9,10,7,7,14,16,19,18,73,5,60,543,3035,-,2,30,16,-,13,11.3,703,83.2,77.1,0.1877266610538647,B
935,경상남도 합천군_2019,6,5,5,5,10,9,16,15,30,2,65,238,1256,-,2,17,10,-,14,20.1,908,67.1,53.5,0.0035757892356484,A
936,경상북도 포항시_2019,12,15,10,9,18,23,22,21,701,63,56,7948,27728,5,12,278,164,1,125,19.2,19.2,83.6,95.9,0.6433364804849665,C
937,경상북도 경주시_2019,12,12,9,9,17,20,21,21,315,28,51,2905,11792,1,10,114,60,1,68,16.7,16.7,94.5,93.8,0.2934010870195487,B
938,경상북도 김천시_2019,11,12,8,8,16,19,22,21,108,17,84,2113,6779,2,-,60,33,-,24,15.4,15.4,81.9,87.9,0.3148524809595508,B
939,경상북도 안동시_2019,11,12,10,8,17,20,22,21,226,26,52,2159,8479,3,2,76,45,1,42,33.3,33.3,80.1,92.9,0.1680120541253308,B
940,경상북도 구미시_2019,13,16,11,12,18,25,24,27,758,64,61,9839,28266,3,7,208,109,2,92,9,9,98.0,99.9,3.186939644922659,D
941,경상북도 영주시_2019,11,12,7,9,15,20,18,23,154,15,41,915,4915,1,4,49,28,1,28,22.6,22.6,87.0,89.3,0.0699230387545939,A
942,경상북도 영천시_2019,11,10,6,7,15,18,16,18,79,6,65,665,3573,1,3,58,21,1,36,18.4,18.4,71.7,95.6,0.2329478437609312,B
943,경상북도 상주시_2019,10,9,5,3,16,15,15,11,94,10,53,1245,3935,2,-,44,25,-,25,12.1,12.1,72.6,74.4,0.1988342646294701,B
944,경상북도 문경시_2019,9,10,7,5,15,16,19,19,76,9,53,721,2908,1,2,42,19,-,19,17.1,17.1,82.6,94.3,0.2202435814599241,B
945,경상북도 경산시_2019,10,14,10,11,16,22,22,24,328,25,53,4165,13424,1,4,148,75,-,66,13.8,13.8,93.2,99.3,0.8390586141487374,C
946,경상북도 의성군_2019,6,6,4,5,7,11,14,15,16,1,126,166,1146,-,4,18,8,-,10,27.8,27.8,45.6,91.5,0.0891557783471559,A
947,경상북도 청송군_2019,10,6,3,5,14,11,10,19,12,1,84,199,636,-,1,10,5,-,9,13.8,13.8,44.5,73.5,0.0283429348935011,A
948,경상북도 영양군_2019,6,6,3,4,9,10,10,13,6,0,131,103,510,-,1,1,3,-,2,2.9,2.9,58.4,90.6,0.0,A
949,경상북도 영덕군_2019,6,8,4,7,8,14,13,18,28,0,71,137,1139,-,1,17,9,-,8,7.5,7.5,75.6,94.0,0.0,A
950,경상북도 청도군_2019,9,7,3,2,13,13,10,9,26,1,48,282,1123,-,3,18,10,-,12,34.5,34.5,56.3,80.8,0.1178640703960309,A
951,경상북도 고령군_2019,8,8,4,2,10,14,12,9,20,0,76,168,1127,-,1,12,8,-,10,8.9,8.9,62.4,97.3,0.0,A
952,경상북도 성주군_2019,7,6,4,9,11,11,13,21,26,0,70,188,1214,-,2,18,9,-,11,22.2,22.2,43.3,76.6,0.0017198708318869,A
953,경상북도 칠곡군_2019,10,12,10,9,16,19,22,23,170,3,63,1689,7082,-,3,45,23,-,18,15.6,15.6,77.0,94.2,0.7164908590997773,C
954,경상북도 예천군_2019,8,9,4,9,13,15,13,18,57,3,51,512,1870,-,1,21,13,1,13,13,13,60.1,89.0,0.439487692280797,B
955,경상북도 봉화군_2019,6,5,4,9,8,10,14,18,12,0,172,178,956,-,1,8,4,-,7,7.9,7.9,61.5,68.8,0.0,A
956,경상북도 울진군_2019,8,8,7,8,12,14,18,19,48,2,74,252,1973,-,1,14,10,-,10,6.8,6.8,69.3,74.4,0.0511287233948384,A
957,경상북도 울릉군_2019,9,6,2,8,13,11,9,19,2,0,486,105,300,-,-,-,1,-,1,6.6,6.6,1.6,91.3,0.038007829620179,A
958,광주광역시 동구_2019,10,11,8,10,17,18,19,24,172,112,27,984,3227,2,7,111,56,6,31,60.9,6004,99.7,100.0,0.6309975018149118,C
959,광주광역시 서구_2019,11,14,11,11,17,21,23,27,667,85,40,4486,17016,5,18,247,151,16,83,22.5,6771,99.8,100.0,1.3832420707181132,D
960,광주광역시 남구_2019,12,15,9,11,19,22,22,27,530,43,37,3691,13419,3,16,132,104,17,45,30.6,6666,99.0,100.0,0.8696639400759698,C
961,광주광역시 북구_2019,11,13,10,11,17,21,22,27,785,138,43,6285,23940,6,24,211,159,27,79,25.3,10951,99.5,99.78,1.052344650166384,C
962,광주광역시 광산구_2019,13,15,12,13,18,23,24,31,877,63,56,7806,31388,6,17,196,138,18,68,24.2,9814,97.8,99.97,3.409302216502185,D
963,대구광역시 중구_2019,12,13,9,11,18,22,22,27,139,173,42,799,4350,3,12,251,113,1,70,46,3559,100.0,100.0,0.3953398781419049,B
964,대구광역시 동구_2019,12,14,9,11,17,23,21,27,360,37,62,5143,17437,1,9,237,103,-,118,10.4,3602,99.0,99.8,0.4064176461370603,B
965,대구광역시 서구_2019,11,11,8,9,19,20,21,20,120,25,74,1164,5879,1,8,119,53,-,70,21.2,3724,100.0,100.0,0.0,A
966,대구광역시 남구_2019,11,11,7,9,18,20,21,20,96,30,64,1433,4417,3,7,103,56,-,62,35.6,5278,100.0,100.0,0.2909881786837724,B
967,대구광역시 북구_2019,12,14,10,11,18,22,22,26,577,48,60,7257,22719,2,20,244,142,-,118,15,6556,99.8,100.0,1.1643434151569043,C
968,대구광역시 수성구_2019,11,15,11,11,17,25,24,26,916,63,39,5499,23583,1,15,349,171,2,209,9.2,3952,99.6,100.0,1.0052819424114878,C
969,대구광역시 달서구_2019,12,14,11,10,20,23,24,25,897,80,54,8828,31654,4,31,378,200,-,172,15.3,8703,100.0,100.0,1.2224750973466771,C
970,대구광역시 달성군_2019,13,13,10,10,20,22,22,24,374,13,64,6062,16083,-,4,120,60,-,58,10.8,2758,91.1,100.0,1.6927076488014867,D
971,대전광역시 동구_2019,11,13,11,9,14,20,25,23,183,33,87,2080,11381,1,3,158,76,1,82,13.7,3103,99.23,99.99,0.542666044616825,B
972,대전광역시 중구_2019,10,12,12,11,16,20,26,25,231,103,75,3312,12375,3,4,178,86,2,86,24,5765,99.43,100.0,0.5133490391396522,B
973,대전광역시 서구_2019,11,15,12,10,17,22,26,24,739,129,63,7348,26760,3,26,439,227,4,194,15.5,7443,99.31,99.92,1.890754577027289,D
974,대전광역시 유성구_2019,11,14,12,10,17,22,25,25,505,44,78,7042,23402,1,9,209,104,-,108,13.1,4592,92.74,99.81,3.530885947165354,D
975,대전광역시 대덕구_2019,10,11,10,8,15,18,22,21,213,18,66,2350,8825,2,4,114,52,-,48,14.2,2514,99.56,99.98,0.7000704961363975,C
976,부산광역시 중구_2019,9,13,10,8,14,20,22,21,29,27,230,163,1315,1,1,69,39,1,25,40.2,1685,100.0,100.0,0.1309826544476459,A
977,부산광역시 서구_2019,11,13,11,10,22,20,25,23,113,4,61,910,3808,4,3,62,34,1,37,49.8,5392,100.0,100.0,0.1448669646600221,A
978,부산광역시 동구_2019,12,13,11,8,18,20,24,20,46,22,85,768,2481,3,5,77,36,1,44,33.4,2943,100.0,100.0,0.3655493182230848,B
979,부산광역시 영도구_2019,10,11,8,8,15,18,22,20,74,2,79,800,3948,2,1,73,31,-,34,14.3,1668,100.0,100.0,0.0,A
980,부산광역시 부산진구_2019,12,14,11,8,21,21,24,19,385,199,56,4750,15421,4,19,430,174,1,157,19.9,7139,100.0,100.0,0.5304123741199741,B
981,부산광역시 동래구_2019,11,16,13,11,19,23,26,26,520,58,42,3410,12889,3,16,182,134,-,117,22.7,6157,100.0,100.0,0.8447299753837674,C
982,부산광역시 남구_2019,12,15,12,9,18,23,25,22,302,51,66,3100,12911,1,5,154,99,-,85,12.2,3361,100.0,100.0,0.4318791046534385,B
983,부산광역시 북구_2019,12,14,11,10,18,21,24,24,370,34,62,4051,13103,2,10,166,91,-,77,15.9,4618,100.0,100.0,0.6095344027780552,C
984,부산광역시 해운대구_2019,11,16,12,11,19,23,25,27,660,31,52,4462,20100,2,14,322,164,1,133,15.4,6270,100.0,100.0,0.7700732544261769,C
985,부산광역시 사하구_2019,10,15,11,10,17,22,24,25,384,35,52,3594,14643,-,18,184,102,2,85,22.4,7182,100.0,100.0,0.4426798771523831,B
986,부산광역시 금정구_2019,11,15,12,9,20,22,24,23,337,57,48,2630,9904,1,10,146,95,2,80,25.2,6019,100.0,100.0,0.3729384605454001,B
987,부산광역시 강서구_2019,14,16,11,9,20,24,24,24,243,8,54,3617,9321,-,4,43,27,-,19,3,386,94.4,100.0,1.9247769005069264,D
988,부산광역시 연제구_2019,12,16,11,9,22,23,23,24,263,39,52,1810,9672,1,10,153,91,1,80,22.9,4800,100.0,100.0,0.7066418696492477,C
989,부산광역시 수영구_2019,11,16,12,10,19,21,24,25,243,26,37,2018,6128,2,8,124,79,-,82,23.3,4100,100.0,100.0,0.5348648568395047,B
990,부산광역시 사상구_2019,10,14,10,10,18,20,23,23,146,31,82,2875,8359,2,8,111,59,-,42,29.2,6374,100.0,100.0,0.4230661415591888,B
991,부산광역시 기장군_2019,12,16,13,12,18,24,26,28,249,12,74,3282,11586,1,5,82,41,-,33,10.7,1768,91.8,100.0,0.8900447550815876,C
992,서울특별시 종로구_2019,11,12,9,9,18,19,22,23,90,169,79,1217,5463,4,2,189,162,-,130,22.2,3364,100.0,100.0,0.6951811289987067,C
993,서울특별시 중구_2019,11,12,7,9,15,21,16,23,56,62,125,1122,5181,2,4,233,213,1,94,10.7,1349,100.0,100.0,0.7567240258278252,C
994,서울특별시 용산구_2019,12,12,10,11,21,20,22,25,126,29,82,1407,7273,1,2,133,106,-,62,4,920,100.0,100.0,0.9295232156303788,C
995,서울특별시 성동구_2019,12,12,10,8,19,20,22,20,251,42,73,2264,11789,1,6,213,128,-,93,6.5,1941,100.0,100.0,1.1281973495162525,C
996,서울특별시 광진구_2019,11,14,12,10,20,23,24,24,352,54,64,2753,14977,2,5,268,156,-,118,7.7,2699,100.0,100.0,1.618611298624102,D
997,서울특별시 동대문구_2019,11,14,10,8,18,22,21,19,312,56,58,3065,13684,4,14,260,161,1,157,16.2,5617,100.0,100.0,0.8034030965796368,C
998,서울특별시 중랑구_2019,11,14,11,10,18,21,23,23,255,21,90,2947,15176,3,12,237,148,-,108,7.6,3018,100.0,100.0,0.7313669142109026,C
999,서울특별시 성북구_2019,11,15,12,10,18,23,25,27,421,29,67,4535,21051,1,6,250,150,-,113,7.9,3499,100.0,100.0,1.1301955738775362,C
1000,서울특별시 강북구_2019,11,14,12,9,14,22,24,22,188,21,84,1376,10392,1,8,225,125,-,96,7.1,2233,100.0,100.0,0.4592668669993885,B
1001,서울특별시 도봉구_2019,11,15,11,9,19,22,21,21,303,14,80,2419,15561,1,8,162,104,2,85,7.9,2648,100.0,100.0,0.5560175837154903,B
1002,서울특별시 노원구_2019,12,15,12,10,17,22,23,23,691,49,62,6203,26994,3,7,350,198,2,159,6.5,3489,100.0,100.0,0.9003103237245256,C
1003,서울특별시 은평구_2019,12,15,12,10,16,22,24,23,485,40,61,3624,21613,2,10,320,176,2,145,7.8,3736,100.0,100.0,0.8478538782808177,C
1004,서울특별시 서대문구_2019,11,14,11,10,19,22,23,25,287,59,59,2439,12993,2,5,208,127,1,89,12.1,3742,100.0,100.0,0.9130896854706732,C
1005,서울특별시 마포구_2019,12,14,11,10,19,22,24,25,497,186,42,2609,15272,-,2,370,203,1,150,2.1,779,100.0,100.0,1.665083014040562,D
1006,서울특별시 양천구_2019,11,15,12,11,19,23,25,25,1000,37,41,4469,24414,3,5,279,181,3,150,5.7,2622,100.0,100.0,1.3639938320208569,D
1007,서울특별시 강서구_2019,12,15,10,9,18,22,22,21,649,44,56,5683,27134,4,17,392,222,4,191,6.7,3976,100.0,100.0,1.3489189042937455,D
1008,서울특별시 구로구_2019,11,14,12,11,19,21,23,26,352,54,84,3135,18674,2,8,259,167,2,110,11.5,4675,100.0,100.0,1.0054825274824108,C
1009,서울특별시 금천구_2019,11,12,10,9,15,19,21,22,183,41,68,1610,8880,1,6,158,106,3,78,9.3,2161,99.0,100.0,0.8546329759452578,C
1010,서울특별시 영등포구_2019,12,13,11,9,19,20,22,22,300,146,79,3377,13891,7,8,336,235,2,148,15.2,5601,100.0,100.0,1.138388582489886,C
1011,서울특별시 동작구_2019,12,15,11,10,19,23,23,24,351,114,68,3113,16257,2,5,259,174,1,132,6.9,2747,100.0,100.0,1.1293472899455044,C
1012,서울특별시 관악구_2019,12,13,11,9,16,21,23,22,361,82,64,3252,15246,1,10,318,204,2,152,4.7,2353,100.0,100.0,1.3568064424627684,D
1013,서울특별시 서초구_2019,11,16,12,11,18,25,26,26,853,266,43,2655,23064,1,12,626,318,6,252,8.4,3613,100.0,100.0,1.7373586634767852,D
1014,서울특별시 강남구_2019,11,15,12,10,19,25,25,23,1779,500,22,3641,25484,4,33,1636,580,11,365,16,8700,100.0,100.0,2.0032610126035806,D
1015,서울특별시 송파구_2019,11,14,12,9,20,22,24,22,1028,87,50,5348,32208,2,16,558,322,4,250,9.9,6687,100.0,100.0,1.9116124749129624,D
1016,서울특별시 강동구_2019,13,14,11,9,19,22,23,20,630,42,44,3746,19622,3,15,352,220,5,185,13.5,5890,100.0,100.0,1.3299084931303469,D
1017,울산광역시 중구_2019,14,16,11,10,16,23,25,24,410,43,50,2938,12405,2,10,108,67,-,48,11,2452,99.8,100.0,0.727496058668147,C
1018,울산광역시 남구_2019,14,15,11,10,20,23,25,24,943,102,33,4250,16416,3,20,271,181,2,115,18.2,5907,99.9,100.0,1.7289033096868716,D
1019,울산광역시 동구_2019,15,16,11,9,19,23,24,24,265,11,59,2312,10508,1,1,84,46,-,36,12.7,2032,99.9,99.9,1.302096512305147,C
1020,울산광역시 북구_2019,16,15,11,10,19,22,24,24,356,21,73,4678,15535,1,3,67,49,1,31,6.8,1491,99.1,99.9,4.69280168981506,D
1021,울산광역시 울주군_2019,12,15,11,12,15,21,24,28,377,12,61,3088,13648,1,8,72,45,-,44,15.2,3402,96.2,93.2,1.0984904758415597,C
1022,인천광역시 강화군_2019,9,14,11,6,10,21,23,19,124,12,96,460,8201,1,2,20,14,1,16,14.1,977,34.2,77.2,0.1873546070914423,B
1023,인천광역시 옹진군_2019,11,14,8,3,9,20,18,11,39,4,111,117,3770,-,1,1,1,-,-,3.6,74,45.1,35.4,0.0,A
1024,인천광역시 중구_2019,13,16,12,8,18,23,25,21,327,55,82,2195,18165,2,2,57,36,1,16,15.9,2145,88.4,99.5,1.6360073242655218,D
1025,인천광역시 동구_2019,12,16,13,8,16,24,27,21,663,25,53,966,23208,2,-,40,-,-,18,12.4,799,98.3,100.0,0.1158044307407133,A
1026,인천광역시 미추홀구_2019,12,16,13,10,18,24,26,23,685,76,69,4036,30078,2,13,203,125,5,91,14.9,6093,100.0,100.0,0.6935559598325293,C
1027,인천광역시 연수구_2019,13,15,12,11,19,22,24,26,558,91,77,5424,25048,1,4,174,103,1,74,5.2,1907,99.6,100.0,3.4603598168834786,D
1028,인천광역시 남동구_2019,14,15,11,11,18,22,23,25,350,25,81,9055,15339,1,15,358,190,6,144,13.9,7411,99.2,100.0,1.4890328380815314,D
1029,인천광역시 부평구_2019,12,17,14,9,17,23,28,22,787,29,71,5565,33997,3,10,309,174,8,124,9.9,5084,100.0,100.0,1.0753793015841822,C
1030,인천광역시 계양구_2019,12,8,8,10,17,14,19,24,48,2,197,2975,2431,2,8,160,105,4,71,13,3937,99.3,100.0,1.5255810372079217,D
1031,인천광역시 서구_2019,15,7,5,11,18,11,11,26,4,0,2325,8580,616,5,11,242,150,5,99,10.6,5749,99.1,100.0,2.761066123532041,D
1032,전라남도 목포시_2019,10,16,11,10,15,24,26,23,441,44,48,3503,15912,5,15,135,65,9,47,31.3,7192,98.0,99.8,0.7680473021098837,C
1033,전라남도 여수시_2019,8,13,10,10,13,20,24,25,486,37,49,3079,14847,3,7,152,81,2,56,18.3,5186,84.2,93.1,0.4955419657527303,B
1034,전라남도 순천시_2019,9,15,11,10,15,23,26,24,485,57,56,3676,16890,5,17,133,90,5,53,21.1,5893,96.0,96.5,0.90924971379576,C
1035,전라남도 나주시_2019,7,12,7,8,15,19,18,20,147,14,56,1554,6027,1,4,62,34,3,25,37,4240,72.1,82.8,0.3665853237114401,B
1036,전라남도 광양시_2019,9,14,11,10,12,21,25,25,241,15,65,1371,9439,1,4,61,40,1,25,10,1561,93.5,87.8,1.3475129459080912,D
1037,전라남도 담양군_2019,5,7,6,9,12,12,18,21,12,1,205,321,1466,-,2,22,12,1,11,35,1627,73.4,78.9,0.0922123474013225,A
1038,전라남도 곡성군_2019,4,7,7,8,8,12,21,21,23,2,75,134,920,-,1,13,8,-,5,12.8,370,80.6,81.3,0.0,A
1039,전라남도 구례군_2019,5,6,6,9,9,11,17,22,21,0,82,151,956,-,1,10,5,-,7,23.9,635,89.3,72.2,0.0,A
1040,전라남도 고흥군_2019,4,7,5,8,8,12,15,22,44,2,82,264,1927,1,2,32,12,-,17,21.1,1369,57.3,76.7,0.0128663809440979,A
1041,전라남도 보성군_2019,4,6,5,7,7,10,15,18,26,1,80,180,1326,-,2,24,9,-,10,31.9,1321,58.1,59.3,0.0,A
1042,전라남도 화순군_2019,6,10,7,11,11,16,19,26,80,3,63,429,2877,1,3,31,16,1,11,68.5,4298,83.2,88.1,0.0470847653476217,A
1043,전라남도 장흥군_2019,6,7,6,8,11,12,17,20,25,1,109,312,1454,1,1,22,8,1,10,14.2,546,59.5,86.4,0.0,A
1044,전라남도 강진군_2019,3,7,5,7,6,11,15,22,28,0,90,114,1341,-,2,20,6,-,7,12.6,443,64.7,65.7,0.0,A
1045,전라남도 해남군_2019,6,8,7,7,11,14,20,22,58,6,79,485,2793,2,2,36,16,-,10,22.2,1559,47.5,75.8,0.0,A
1046,전라남도 영암군_2019,6,9,6,8,11,15,17,20,44,1,97,439,2499,-,2,23,13,-,14,17.8,972,73.1,86.6,0.1663383508291569,B
1047,전라남도 무안군_2019,7,12,10,8,12,19,24,22,162,10,44,717,4745,1,2,43,19,2,16,16.1,1307,66.3,98.7,0.3083827937733502,B
1048,전라남도 함평군_2019,3,6,5,8,6,11,15,21,14,2,143,93,1002,-,1,15,9,-,7,23.6,774,68.9,90.7,0.0,A
1049,전라남도 영광군_2019,6,10,7,8,11,15,18,23,64,3,55,374,2296,2,-,34,15,-,13,22.6,1218,62.0,94.0,0.0949576612685234,A
1050,전라남도 장성군_2019,6,8,7,8,11,14,20,23,37,1,82,489,1907,-,2,19,9,-,10,15,686,62.4,92.6,0.1441221692382352,A
1051,전라남도 완도군_2019,7,8,6,6,13,13,16,18,31,2,124,565,2127,-,1,25,10,-,9,2.4,122,57.7,96.4,0.0,A
1052,전라남도 진도군_2019,7,7,3,3,12,11,11,13,24,0,58,253,1196,-,2,16,7,-,7,6.5,201,66.3,99.0,0.0,A
1053,전라남도 신안군_2019,4,4,3,5,8,7,9,15,8,0,210,179,1005,-,2,12,5,-,5,8,324,37.8,89.9,0.0,A
1054,전북특별자치도 전주시_2019,12,15,12,12,14,24,27,28,3501,364,22,9293,39670,5,33,479,272,21,199,26.4,17283,99.0,99.9,1.2211936707157574,C
1055,전북특별자치도 군산시_2019,10,13,12,13,15,21,26,28,3501,364,8,3676,15877,2,6,159,76,2,72,16.7,4508,91.0,99.0,0.5234822761202595,B
1056,전북특별자치도 익산시_2019,8,12,11,11,11,19,24,25,3501,364,8,3708,15461,2,7,174,78,5,94,19,5458,92.0,99.4,0.3646089349520187,B
1057,전북특별자치도 정읍시_2019,7,9,8,8,12,15,20,22,3501,364,3,1089,5195,1,3,77,34,1,31,20.1,2218,81.0,98.8,0.0895299289068306,A
1058,전북특별자치도 남원시_2019,4,9,8,9,9,15,20,21,3501,364,2,435,3870,1,1,57,21,-,20,21.6,1762,81.0,92.9,0.0863313770823176,A
1059,전북특별자치도 김제시_2019,6,7,8,7,11,12,20,17,3501,364,1,811,3644,-,8,52,19,1,20,39.9,3348,65.0,100.0,0.0146192053121723,A
1060,전북특별자치도 완주군_2019,7,9,9,9,13,16,20,19,3501,364,2,1370,4981,-,2,50,24,-,18,21.9,2016,87.0,83.1,0.1039961057883579,A
1061,전북특별자치도 진안군_2019,4,5,3,5,8,9,10,15,3501,364,0,159,877,-,2,11,4,-,5,10.9,279,79.0,85.1,0.0351966220867514,A
1062,전북특별자치도 무주군_2019,5,8,6,6,11,13,15,16,3501,364,0,190,1018,-,-,12,5,-,8,2.4,58,79.0,82.6,0.0581716773166368,A
1063,전북특별자치도 장수군_2019,4,7,4,5,10,13,13,13,3501,364,0,158,989,-,-,9,5,-,4,1.7,38,83.0,86.3,0.0,A
1064,전북특별자치도 임실군_2019,4,5,3,7,9,9,11,22,3501,364,0,177,1004,-,1,16,6,-,8,9,261,63.0,88.7,0.0,A
1065,전북특별자치도 순창군_2019,6,5,6,7,9,9,16,19,3501,364,0,202,1102,-,1,17,6,-,6,23.3,662,59.0,81.6,0.0,A
1066,전북특별자치도 고창군_2019,6,6,7,8,10,12,17,17,3501,364,1,336,2123,1,1,31,13,-,11,19.4,1075,73.0,99.6,0.0,A
1067,전북특별자치도 부안군_2019,5,6,6,7,10,11,15,17,3501,364,1,421,1920,1,5,26,15,-,17,19.3,1027,81.0,99.8,0.0,A
1068,제주특별자치도 제주시_2019,15,15,12,12,22,23,26,29,807,46,60,5002,31399,5,4,353,163,-,139,8.9,4363,93.1,100.0,1.237558283316197,C
1069,제주특별자치도 서귀포시_2019,14,8,10,9,17,13,24,24,166,7,79,1179,6669,1,3,103,54,-,48,2.7,491,93.4,100.0,0.508148865816631,B
1070,충청남도 천안시_2019,12,16,13,12,18,24,28,29,1136,81,61,10542,42059,4,20,335,191,6,170,14.5,9490,96.62,99.1,2.564292361256537,D
1071,충청남도 공주시_2019,9,9,8,10,14,16,21,24,121,11,65,1173,4460,1,1,66,26,1,32,25,2658,73.78,96.7,0.1659589996519033,B
1072,충청남도 보령시_2019,8,9,9,10,15,15,22,23,120,8,65,1003,4621,1,3,56,23,-,29,10.6,1070,75.06,98.4,0.1608952716335795,B
1073,충청남도 아산시_2019,11,16,12,12,17,23,26,28,382,21,93,5472,22801,1,8,132,83,1,63,11.8,3705,85.6,99.8,1.370217416173929,D
1074,충청남도 서산시_2019,12,14,10,11,15,21,25,26,212,21,77,1974,10488,2,-,79,48,-,35,6.1,1068,78.33,98.3,0.5500896194899084,B
1075,충청남도 논산시_2019,7,10,8,9,11,16,20,21,111,16,69,624,5709,1,1,77,32,-,36,25.4,3018,72.83,94.1,0.131645659438315,A
1076,충청남도 계룡시_2019,10,15,13,11,17,23,27,26,49,5,114,735,3161,-,1,18,12,-,11,6.4,276,96.68,99.4,1.9465910372358328,D
1077,충청남도 당진시_2019,9,14,10,10,17,21,24,25,189,15,73,1527,10613,1,3,81,45,-,32,7.3,1213,66.14,96.1,0.4450738507771264,B
1078,충청남도 금산군_2019,7,8,7,8,11,14,19,21,32,3,125,320,2260,-,1,33,14,13,-,12,627,78.69,91.6,0.0,A
1079,충청남도 부여군_2019,7,6,7,9,12,11,18,22,46,4,93,545,2345,-,1,29,16,-,15,17,1134,64.13,94.8,0.0,A
1080,충청남도 서천군_2019,5,7,7,8,9,12,21,21,49,5,59,210,1787,-,6,30,12,-,14,22,1160,56.33,97.0,0.0,A
