전라남도 담양군_2015,334,1.599,101.4,-0.35,47009,17480,5.8,63.8,75.4
전라남도 곡성군_2015,158,1.437,95.1,-0.12,30672,12457,4.5,68.2,77.9
전라남도 구례군_2015,156,1.57,94.6,0.53,27308,10570,4.9,88.6,58.1
전라남도 고흥군_2015,236,1.091,92.8,-1.42,68601,29454,8.7,44.4,65.9
전라남도 보성군_2015,295,1.7,93.6,-1.09,45349,18239,4.6,55.4,55.8
전라남도 화순군_2015,372,1.219,96.6,-1.41,65848,25300,6.1,71.9,90.3
전라남도 장흥군_2015,212,1.204,94.1,0.82,43513,16487,3.6,59.7,77.2
전라남도 강진군_2015,301,1.755,91.4,-2.7,38758,15460,7.7,56.1,57.6
전라남도 해남군_2015,839,2.464,94.6,-0.85,76194,29659,4.4,45.5,60.9
전라남도 영암군_2015,602,2.107,104.5,0.0,58137,25262,5.5,70.6,80.7
전라남도 무안군_2015,641,1.444,99.9,0.78,82236,31136,5.1,57.8,86.4
전라남도 함평군_2015,202,1.63,97.7,-0.67,34876,13717,4.0,50.4,68.0
전라남도 영광군_2015,415,1.652,99.0,-0.87,56267,21698,5.2,53.2,91.5
전라남도 장성군_2015,440,2.101,101.9,0.21,46360,17065,3.4,58.5,82.4
전라남도 완도군_2015,379,1.767,99.4,0.1,53014,21340,6.8,49.8,96.2
전라남도 진도군_2015,206,1.697,94.8,-0.2,32476,13566,8.9,60.0,99.6
전라남도 신안군_2015,217,1.539,111.5,-0.81,43294,16850,5.5,31.3,88.5
전북특별자치도 전주시_2015,5370,1.255,97.2,-0.05,652282,249651,11.2,99.0,99.7
전북특별자치도 군산시_2015,2440,1.495,103.1,0.22,278398,108218,3.5,92.0,98.2
전북특별자치도 익산시_2015,2297,1.341,99.5,-0.65,302061,118946,4.5,87.0,99.0
전북특별자치도 정읍시_2015,692,1.338,97.8,-0.97,115977,45759,4.6,75.0,98.0
전북특별자치도 남원시_2015,514,1.383,96.3,-0.82,84856,33479,3.4,80.0,86.5
전북특별자치도 김제시_2015,476,1.268,98.2,-1.36,88721,35199,3.7,59.0,99.7
전북특별자치도 완주군_2015,902,1.697,105.3,5.33,95303,36587,5.9,66.0,76.4
전북특별자치도 진안군_2015,194,1.821,100.2,-0.99,26203,10060,5.4,70.0,70.6
전북특별자치도 무주군_2015,144,1.46,98.0,-0.57,25220,10038,4.8,74.0,73.9
전북특별자치도 장수군_2015,128,1.388,98.0,-0.11,23277,9117,6.2,72.0,76.4
전북특별자치도 임실군_2015,189,1.634,103.1,1.07,30271,11459,4.9,57.0,81.9
전북특별자치도 순창군_2015,186,1.475,94.3,-0.31,30248,11562,5.2,49.0,69.1
전북특별자치도 고창군_2015,288,1.278,97.7,-0.03,60046,23785,4.2,63.0,99.1
전북특별자치도 부안군_2015,267,1.178,98.0,-1.03,56848,22712,5.3,67.0,99.9
제주특별자치도 제주시_2015,4364,1.494,100.2,2.72,459876,166475,9.781897586302577,91.0,100.0
제주특별자치도 서귀포시_2015,1236,1.417,102.3,4.5,164519,58249,4.1181024136974225,92.6,100.0
충청남도 천안시_2015,6412,1.38,103.3,1.29,605776,240021,5.1,95.99,91.8
충청남도 공주시_2015,634,1.147,101.2,-2.02,111261,43091,5.4,68.27,96.9
충청남도 보령시_2015,636,1.303,102.3,0.54,104754,41359,6.7,66.3,94.5
충청남도 아산시_2015,3760,1.692,105.2,1.24,297737,115381,7.3,71.0,97.5
충청남도 서산시_2015,1667,1.752,105.4,1.64,170099,64936,4.3,71.63,93.1
충청남도 논산시_2015,815,1.384,100.1,-0.27,124232,49239,6.2,61.99,91.6
충청남도 계룡시_2015,313,1.305,98.5,2.96,41730,13621,10.2,95.79,99.0
충청남도 당진시_2015,1945,1.949,109.9,1.41,165122,64405,7.5,61.5,88.9
충청남도 금산군_2015,292,1.29,102.4,-0.16,54879,23290,5.7,74.07,95.3
충청남도 부여군_2015,346,1.311,98.5,-0.75,71143,28190,6.2,50.63,91.6
충청남도 서천군_2015,251,1.213,97.1,-1.24,56910,23473,4.5,51.12,94.1
충청남도 청양군_2015,170,1.497,99.9,0.85,32485,13182,6.8,50.36,92.3
충청남도 홍성군_2015,613,1.354,99.7,3.02,94553,37530,7.3,66.27,96.6
충청남도 예산군_2015,410,1.16,100.6,-1.6,83484,33249,6.1,57.08,91.8
충청남도 태안군_2015,340,1.321,102.1,1.57,63484,25280,4.7,52.25,81.0
충청북도 청주시_2015,8529,1.444,100.7,0.11,831912,310503,10.3,92.2,96.7
충청북도 충주시_2015,1430,1.26,101.4,-0.11,207913,84839,6.1,92.3,89.3
충청북도 제천시_2015,891,1.301,100.2,-0.49,136138,54037,5.5,94.8,90.8
충청북도 보은군_2015,185,1.536,99.9,0.23,34296,13776,6.1,70.9,47.7
충청북도 옥천군_2015,279,1.254,101.0,-0.08,52404,20018,4.7,86.2,84.0
충청북도 영동군_2015,245,1.21,99.4,-0.21,50693,21009,6.6,67.1,77.0
충청북도 증평군_2015,390,1.832,105.2,5.38,36671,14279,7.5,93.0,99.0
충청북도 진천군_2015,590,1.62,108.0,4.72,67981,27345,6.1,75.3,81.8
충청북도 괴산군_2015,128,0.98,103.5,1.22,38787,15833,3.8,47.9,58.3
충청북도 음성군_2015,756,1.517,110.7,1.48,96396,39073,4.3,51.9,83.5
충청북도 단양군_2015,140,1.226,101.5,-0.57,30761,12292,5.0,73.2,72.3
세종특별자치시_2016,3297,1.821,100.0,15.13,243048,91854,4.6,90.0,88.6
경기도 수원시_2016,10940,1.19,101.4,0.76,1194041,454982,8.2,99.0,100.0
경기도 성남시_2016,8312,1.11,98.4,0.25,974580,368992,4.9,99.6,99.9
경기도 안양시_2016,4776,1.112,98.8,-0.13,597414,209564,7.2,100.0,100.0
경기도 부천시_2016,6426,1.019,99.7,0.3,851380,313624,10.6,99.9,100.0
경기도 광명시_2016,2905,1.126,98.2,-1.52,339484,119951,6.8,98.7,100.0
경기도 평택시_2016,4179,1.366,104.3,2.42,470832,179176,7.4,83.6,97.8
경기도 안산시_2016,5131,1.106,105.0,-1.23,689859,283154,6.7,98.9,99.8
경기도 과천시_2016,414,0.982,94.7,-7.52,63778,21368,15.2,98.5,99.7
