전라남도 함평군_2015,50.4,68.0,74031,27940331,14461
전라남도 영광군_2015,53.2,91.5,101518,47015634,22308
전라남도 장성군_2015,58.5,82.4,101952,108637200,17648
전라남도 완도군_2015,49.8,96.2,102190,26633097,21315
전라남도 진도군_2015,60.0,99.6,102510,22963322,13608
전라남도 신안군_2015,31.3,88.5,104573,17074646,16959
전북특별자치도 전주시_2015,99.0,99.7,107215,197627900,211216
전북특별자치도 군산시_2015,92.0,98.2,108340,207398894,107580
전북특별자치도 익산시_2015,87.0,99.0,123493,76091104,114219
전북특별자치도 정읍시_2015,75.0,98.0,129385,47831973,45821
전북특별자치도 남원시_2015,80.0,86.5,140347,29871000,33017
전북특별자치도 김제시_2015,59.0,99.7,153946,43831974,36943
전북특별자치도 완주군_2015,66.0,76.4,162871,150497709,35124
전북특별자치도 진안군_2015,70.0,70.6,179106,6398307,10096
전북특별자치도 무주군_2015,74.0,73.9,190230,12353295,10592
전북특별자치도 장수군_2015,72.0,76.4,217058,5498500,9322
전북특별자치도 임실군_2015,57.0,81.9,222742,17758000,12617
전북특별자치도 순창군_2015,49.0,69.1,227198,10110000,12540
전북특별자치도 고창군_2015,63.0,99.1,235291,32453860,24355
전북특별자치도 부안군_2015,67.0,99.9,246337,47775171,23661
제주특별자치도 제주시_2015,91.0,100.0,255575,226476829,141469
제주특별자치도 서귀포시_2015,92.6,100.0,268979,226694949,53755
충청남도 천안시_2015,95.99,91.8,37229,140712458,198554
충청남도 공주시_2015,68.27,96.9,37903,60114957,41325
충청남도 보령시_2015,66.3,94.5,38008,35358561,40475
충청남도 아산시_2015,71.0,97.5,38358,83014719,107098
충청남도 서산시_2015,71.63,93.1,38390,200253515,61894
충청남도 논산시_2015,61.99,91.6,39055,49847710,46731
충청남도 계룡시_2015,95.79,99.0,40445,49221981,15202
충청남도 당진시_2015,61.5,88.9,310306,75098153,55487
충청남도 금산군_2015,74.07,95.3,313624,29406235,22672
충청남도 부여군_2015,50.63,91.6,318135,43391336,28824
충청남도 서천군_2015,51.12,94.1,323631,22730591,24718
충청남도 청양군_2015,50.36,92.3,324811,5959271,13815
충청남도 홍성군_2015,66.27,96.6,329594,36073344,37931
충청남도 예산군_2015,57.08,91.8,333478,36763842,33809
충청남도 태안군_2015,52.25,81.0,365646,35463150,25837
충청북도 청주시_2015,92.2,96.7,368992,336701918,263092
충청북도 충주시_2015,92.3,89.3,369366,108573242,78002
충청북도 제천시_2015,94.8,90.8,369346,56691849,51148
충청북도 보은군_2015,70.9,47.7,371437,17741222,14506
충청북도 옥천군_2015,86.2,84.0,379640,54707315,20496
충청북도 영동군_2015,67.1,77.0,384934,31106651,20561
충청북도 증평군_2015,93.0,99.0,444991,13544569,13957
충청북도 진천군_2015,75.3,81.8,454982,24489716,27896
충청북도 괴산군_2015,47.9,58.3,465209,12228633,15212
충청북도 음성군_2015,51.9,83.5,472239,33099830,39142
충청북도 단양군_2015,73.2,72.3,479379,35644901,12939
세종특별자치시_2016,90.0,88.6,488201,140971433,86607
경기도 수원시_2016,99.0,100.0,502923,121138690,339319
경기도 성남시_2016,99.6,99.9,159123,141820897,252344
경기도 안양시_2016,100.0,100.0,161330,58457915,175355
경기도 부천시_2016,99.9,100.0,169630,53450000,254438
경기도 광명시_2016,98.7,100.0,184106,38506473,103508
경기도 평택시_2016,83.6,97.8,198515,150783352,162960
경기도 안산시_2016,98.9,99.8,213850,149643348,195684
경기도 과천시_2016,98.5,99.7,226846,35853000,15661
경기도 오산시_2016,98.9,100.0,283872,42757000,65693
경기도 시흥시_2016,93.9,99.9,283154,133974164,121689
경기도 군포시_2016,99.7,100.0,282608,36362000,86160
경기도 의왕시_2016,99.3,99.9,280700,53991234,47249
경기도 하남시_2016,94.8,98.0,283124,93044654,58396
경기도 용인시_2016,92.9,98.5,291294,388275186,298470
경기도 이천시_2016,91.0,94.0,299371,82297680,68790
경기도 안성시_2016,77.5,91.2,71895,155905229,63912
경기도 김포시_2016,84.4,92.7,74013,101933117,115633
경기도 화성시_2016,83.2,98.4,75632,317157379,197654
경기도 광주시_2016,94.3,88.9,77319,172260533,97373
경기도 여주시_2016,81.2,85.6,79302,25929042,37795
경기도 양평군_2016,78.0,65.6,82928,51198870,39449
경기도 의정부시_2016,98.8,99.6,86337,81598379,133295
경기도 동두천시_2016,99.0,99.3,209332,33298502,35755
경기도 고양시_2016,92.1,99.6,209564,191850023,299167
경기도 구리시_2016,100.0,99.9,209878,33292067,52511
경기도 남양주시_2016,97.3,100.0,209134,241792390,204573
경기도 파주시_2016,93.5,98.4,209927,80201620,134444
경기도 양주시_2016,91.1,97.4,207634,150364475,65975
경기도 포천시_2016,65.6,75.9,212327,38614315,51349
경기도 연천군_2016,86.8,94.3,72551,29845126,16410
경기도 가평군_2016,78.2,77.0,73344,81889445,23823
강원특별자치도 춘천시_2016,93.4,96.0,77036,333858704,93300
강원특별자치도 원주시_2016,90.2,92.9,80103,87488844,118305
강원특별자치도 강릉시_2016,91.5,94.7,83851,84762822,77779
강원특별자치도 동해시_2016,98.1,99.0,88985,124277317,36363
강원특별자치도 태백시_2016,81.2,98.0,93328,66633000,21231
강원특별자치도 속초시_2016,99.5,99.7,40191,42065437,32434
강원특별자치도 삼척시_2016,88.8,89.5,41976,80176759,29329
강원특별자치도 홍천군_2016,73.8,71.5,44218,30715247,27664
강원특별자치도 횡성군_2016,55.0,74.6,45604,9919108,17797
강원특별자치도 영월군_2016,72.7,76.1,46539,26383940,16673
강원특별자치도 평창군_2016,68.1,80.2,48197,16971071,19923
강원특별자치도 정선군_2016,85.8,80.3,49922,42548998,16285
강원특별자치도 철원군_2016,79.5,90.4,41002,26458928,16222
강원특별자치도 화천군_2016,68.4,62.9,41653,13230291,9349
강원특별자치도 양구군_2016,84.1,80.8,42809,3710000,8285
강원특별자치도 인제군_2016,80.3,81.5,43398,14839362,11611
강원특별자치도 고성군_2016,85.7,83.2,44009,12421767,11334
강원특별자치도 양양군_2016,63.7,87.8,45457,10736875,12083
경상남도 창원시_2016,96.3,98.2,46824,484020507,321469
경상남도 진주시_2016,91.9,99.9,17845,275744020,113571
경상남도 통영시_2016,82.7,98.5,18437,61681820,48844
경상남도 사천시_2016,93.5,95.6,18382,91552304,45159
경상남도 김해시_2016,96.6,97.7,18455,266906655,161407
경상남도 밀양시_2016,73.1,79.2,18043,59568691,45489
경상남도 거제시_2016,85.8,96.9,18368,97244221,88240
경상남도 양산시_2016,96.5,96.9,18691,310686067,110979
경상남도 의령군_2016,63.2,68.9,80655,15591845,13015
경상남도 함안군_2016,52.9,92.8,81926,40232938,27588
경상남도 창녕군_2016,69.2,99.2,84314,48015759,27064
경상남도 고성군_2016,59.2,79.4,89029,23776581,23052
경상남도 남해군_2016,74.9,66.1,93117,11801283,21802
경상남도 하동군_2016,70.1,54.0,98336,17536071,19850
경상남도 산청군_2016,64.0,46.7,102111,10479849,16379
경상남도 함양군_2016,76.1,62.2,330661,19468805,18107
경상남도 거창군_2016,81.0,74.9,337159,31906464,26248
경상남도 합천군_2016,57.6,49.3,346336,23545887,22794
경상북도 포항시_2016,80.5,95.0,362758,388613318,185782
경상북도 경주시_2016,90.4,87.3,379061,460253134,97285
경상북도 김천시_2016,76.8,86.9,394636,63548115,54798
경상북도 안동시_2016,78.2,91.4,403879,75315830,65585
경상북도 구미시_2016,98.0,99.6,53949,185781767,133737
경상북도 영주시_2016,86.2,87.7,54243,50085198,42591
경상북도 영천시_2016,71.8,94.5,54406,57062378,41910
경상북도 상주시_2016,67.6,72.5,54228,50256371,42553
경상북도 문경시_2016,82.1,92.8,57588,37900782,29493
경상북도 경산시_2016,91.3,98.9,59922,114831835,86957
대구광역시 군위군_2016,38.0,72.7,61303,7443500,10650
경상북도 의성군_2016,44.2,81.8,156212,32583000,26045
경상북도 청송군_2016,42.7,68.1,158836,6196276,12081
경상북도 영양군_2016,54.4,89.8,161772,11453000,8111
경상북도 영덕군_2016,74.1,90.2,166468,18911332,17978
경상북도 청도군_2016,54.6,72.3,172232,21150000,20527
경상북도 고령군_2016,59.7,92.0,180351,32224831,13736
경상북도 성주군_2016,36.0,71.8,187962,10575453,16582
경상북도 칠곡군_2016,72.1,91.5,73823,148871154,40970
경상북도 예천군_2016,48.8,80.8,76320,14497080,21375
경상북도 봉화군_2016,61.8,63.9,79317,9484653,15035
경상북도 울진군_2016,60.0,68.9,81222,47894455,23196
경상북도 울릉군_2016,1.4,84.9,83144,10483319,2964
광주광역시 동구_2016,99.3,100.0,86215,49319022,32210
광주광역시 서구_2016,99.9,100.0,90135,47776114,101978
광주광역시 남구_2016,98.7,100.0,145784,60877860,74729
광주광역시 북구_2016,99.3,99.8,149665,120308865,150634
광주광역시 광산구_2016,96.9,99.6,153581,203272589,134996
대구광역시 중구_2016,100.0,100.0,162680,7054680,25971
대구광역시 동구_2016,98.7,99.7,167957,146895864,115006
대구광역시 서구_2016,100.0,100.0,174764,17328554,54530
대구광역시 남구_2016,100.0,100.0,185613,17435147,42045
대구광역시 북구_2016,99.7,99.99,171406,94072524,135041
대구광역시 수성구_2016,99.4,100.0,179176,76466396,133183
대구광역시 달서구_2016,100.0,100.0,187516,62339776,179685
대구광역시 달성군_2016,85.0,100.0,197855,376376084,75593
대전광역시 동구_2016,98.8,99.98,208466,120563421,77569
대전광역시 중구_2016,99.43,100.0,224080,56218607,80574
대전광역시 서구_2016,99.7,99.87,243822,73093288,146366
대전광역시 유성구_2016,91.5,99.78,60178,177251011,107888
대전광역시 대덕구_2016,97.68,99.96,60848,68419960,61796
부산광역시 중구_2016,100.0,100.0,61218,4466946,16590
부산광역시 서구_2016,100.0,100.0,62389,29362772,38965
부산광역시 동구_2016,100.0,100.0,62275,11593305,30089
부산광역시 영도구_2016,100.0,100.0,63701,56165682,46285
부산광역시 부산진구_2016,100.0,100.0,65647,29682617,131528
부산광역시 동래구_2016,100.0,100.0,56482,16697577,84217
부산광역시 남구_2016,100.0,100.0,72082,42507261,99806
부산광역시 북구_2016,100.0,100.0,81467,39434038,104343
