,인구밀도,미세먼지(PM10)
2014,317.9215221104574,
2015,319.26803810680536,45.58
2016,320.11376143307143,44.67
2017,320.7275280365852,42.58
2018,320.109676378782,41.5
2019,319.0156920040985,38.5
2020,316.8904995920536,29.0
2021,314.3819425340783,29.58
2022,311.19202785129534,25.67
2023,308.3858667299028,29.75
