,인구밀도,아황산가스
2014,154.82817450645868,0.0055
2015,155.04032356309236,0.0055
2016,154.55352794103322,0.0055
2017,153.74208559314476,0.0053
2018,152.5462587899802,0.0049
2019,151.3742183196708,0.0043
2020,149.9460645767365,0.0031
2021,148.29823042503784,0.003
2022,147.0569151733344,0.003
2023,145.94509112382002,0.0026
