,인구밀도,오존
2014,91.79119912514264,0.028
2015,92.08785004516712,0.028
2016,92.16121613349895,0.027
2017,92.11792391162244,0.028
2018,91.696052389187,0.029
2019,91.60176607262764,0.031
2020,91.67364837162872,0.03
2021,91.41529557864963,0.03
2022,91.29464471393516,0.032
2023,90.77447298999454,0.033
