행정구역(동읍면)별,교원_1인당_학생수_유치원,교원_1인당_학생수_초등학교,교원_1인당_학생수_중학교,교원_1인당_학생수_고등학교,유치원_학급당 학생 수 (명),초등학교_학급당 학생 수 (명),중학교_학급당 학생 수 (명),고등학교_학급당 학생 수 (명),학교교과 교습학원 (개),평생직업 교육학원 (개),사설학원당 학생수 (명),유치원생 수,초등학생 수
경기도 여주시_2016,12.0,12.0,12.0,11.0,15.0,18.0,26.0,24.0,106.0,8.0,84.0,1388.0,5600.0
경기도 양평군_2016,10.0,12.0,11.0,8.0,13.0,19.0,24.0,22.0,72.0,4.0,96.0,696.0,5029.0
경기도 의정부시_2016,13.0,16.0,14.0,13.0,17.0,25.0,29.0,29.0,633.0,42.0,68.0,5647.0,21968.0
경기도 동두천시_2016,12.0,15.0,13.0,12.0,15.0,23.0,26.0,27.0,88.0,8.0,79.0,937.0,5247.0
경기도 고양시_2016,13.0,17.0,15.0,13.0,20.0,25.0,30.0,31.0,1816.0,115.0,62.0,15030.0,55090.0
경기도 구리시_2016,14.0,17.0,15.0,13.0,22.0,25.0,31.0,32.0,317.0,15.0,66.0,2567.0,9699.0
경기도 남양주시_2016,14.0,18.0,15.0,13.0,19.0,25.0,30.0,30.0,842.0,28.0,87.0,11143.0,42143.0
경기도 파주시_2016,15.0,16.0,15.0,14.0,18.0,24.0,30.0,31.0,454.0,26.0,102.0,8016.0,27390.0
경기도 양주시_2016,12.0,15.0,16.0,15.0,14.0,23.0,31.0,33.0,220.0,6.0,107.0,2895.0,13048.0
경기도 포천시_2016,12.0,12.0,12.0,12.0,13.0,19.0,24.0,26.0,139.0,9.0,105.0,1399.0,7384.0
경기도 연천군_2016,11.0,9.0,9.0,11.0,13.0,14.0,23.0,24.0,40.0,0.0,99.0,419.0,1804.0
경기도 가평군_2016,12.0,11.0,11.0,10.0,12.0,17.0,23.0,24.0,58.0,4.0,97.0,425.0,2668.0
강원특별자치도 춘천시_2016,11.0,14.0,13.0,14.0,21.0,21.0,28.0,34.0,418.0,28.0,63.0,3573.0,14702.0
강원특별자치도 원주시_2016,13.0,15.0,13.0,15.0,21.0,22.0,27.0,34.0,537.0,45.0,61.0,5474.0,19484.0
강원특별자치도 강릉시_2016,11.0,13.0,14.0,13.0,18.0,20.0,28.0,29.0,370.0,36.0,55.0,1964.0,10404.0
강원특별자치도 동해시_2016,13.0,15.0,12.0,12.0,19.0,22.0,24.0,29.0,112.0,13.0,86.0,1362.0,5184.0
강원특별자치도 태백시_2016,11.0,10.0,10.0,10.0,18.0,16.0,24.0,27.0,49.0,3.0,92.0,471.0,2326.0
강원특별자치도 속초시_2016,12.0,13.0,13.0,14.0,19.0,21.0,27.0,32.0,116.0,7.0,84.0,597.0,4023.0
강원특별자치도 삼척시_2016,13.0,9.0,7.0,9.0,18.0,15.0,17.0,23.0,68.0,9.0,83.0,846.0,2864.0
강원특별자치도 홍천군_2016,11.0,7.0,9.0,12.0,14.0,12.0,20.0,31.0,81.0,4.0,77.0,701.0,2968.0
강원특별자치도 횡성군_2016,12.0,7.0,5.0,9.0,16.0,12.0,14.0,24.0,45.0,0.0,75.0,293.0,1765.0
강원특별자치도 영월군_2016,8.0,7.0,5.0,7.0,12.0,11.0,14.0,20.0,26.0,2.0,99.0,335.0,1457.0
강원특별자치도 평창군_2016,9.0,7.0,7.0,9.0,14.0,12.0,19.0,23.0,35.0,1.0,103.0,379.0,1751.0
강원특별자치도 정선군_2016,10.0,7.0,7.0,7.0,15.0,11.0,18.0,20.0,32.0,0.0,96.0,371.0,1521.0
강원특별자치도 철원군_2016,9.0,9.0,10.0,12.0,14.0,15.0,23.0,29.0,52.0,1.0,99.0,343.0,2409.0
강원특별자치도 화천군_2016,11.0,6.0,8.0,8.0,15.0,10.0,20.0,25.0,20.0,0.0,109.0,378.0,1159.0
강원특별자치도 양구군_2016,10.0,7.0,6.0,11.0,15.0,12.0,17.0,28.0,16.0,0.0,142.0,165.0,1156.0
강원특별자치도 인제군_2016,9.0,7.0,7.0,9.0,14.0,12.0,20.0,24.0,23.0,0.0,136.0,477.0,1642.0
강원특별자치도 고성군_2016,11.0,5.0,6.0,9.0,15.0,9.0,17.0,24.0,17.0,0.0,102.0,197.0,973.0
강원특별자치도 양양군_2016,8.0,6.0,7.0,9.0,11.0,9.0,17.0,22.0,21.0,0.0,102.0,223.0,984.0
경상남도 창원시_2016,12.0,14.0,13.0,12.0,22.0,22.0,29.0,29.0,1778.0,169.0,56.0,17817.0,57593.0
경상남도 진주시_2016,13.0,14.0,12.0,12.0,21.0,21.0,27.0,31.0,740.0,60.0,40.0,4229.0,19647.0
경상남도 통영시_2016,14.0,14.0,12.0,14.0,21.0,21.0,25.0,31.0,209.0,8.0,65.0,2209.0,7931.0
경상남도 사천시_2016,11.0,13.0,12.0,9.0,16.0,20.0,26.0,22.0,207.0,8.0,42.0,1081.0,6302.0
경상남도 김해시_2016,14.0,16.0,14.0,15.0,21.0,24.0,31.0,35.0,1081.0,69.0,61.0,9898.0,35354.0
경상남도 밀양시_2016,13.0,11.0,10.0,11.0,18.0,17.0,25.0,23.0,140.0,10.0,47.0,1094.0,4240.0
경상남도 거제시_2016,14.0,15.0,13.0,16.0,22.0,22.0,28.0,37.0,426.0,23.0,67.0,5524.0,16989.0
경상남도 양산시_2016,13.0,15.0,14.0,14.0,22.0,23.0,29.0,34.0,437.0,26.0,68.0,6644.0,18322.0
경상남도 의령군_2016,5.0,4.0,7.0,9.0,11.0,8.0,19.0,22.0,20.0,0.0,67.0,165.0,848.0
경상남도 함안군_2016,11.0,11.0,11.0,10.0,18.0,17.0,24.0,24.0,75.0,0.0,67.0,1034.0,3657.0
경상남도 창녕군_2016,10.0,8.0,10.0,10.0,14.0,14.0,23.0,25.0,55.0,4.0,56.0,586.0,2179.0
경상남도 고성군_2016,5.0,7.0,7.0,11.0,11.0,13.0,19.0,24.0,69.0,2.0,51.0,311.0,2156.0
경상남도 남해군_2016,10.0,8.0,6.0,10.0,13.0,13.0,17.0,23.0,43.0,1.0,61.0,221.0,1455.0
경상남도 하동군_2016,6.0,7.0,6.0,8.0,9.0,12.0,17.0,23.0,36.0,5.0,87.0,188.0,1644.0
경상남도 산청군_2016,9.0,6.0,6.0,6.0,12.0,10.0,15.0,19.0,25.0,1.0,93.0,198.0,1086.0
경상남도 함양군_2016,11.0,8.0,8.0,9.0,16.0,13.0,19.0,25.0,44.0,2.0,69.0,412.0,1641.0
경상남도 거창군_2016,11.0,10.0,7.0,10.0,16.0,16.0,19.0,24.0,86.0,6.0,53.0,597.0,2937.0
경상남도 합천군_2016,6.0,5.0,6.0,8.0,11.0,9.0,17.0,21.0,41.0,1.0,55.0,278.0,1344.0
경상북도 포항시_2016,14.0,15.0,12.0,12.0,20.0,23.0,26.0,26.0,712.0,57.0,57.0,8845.0,26552.0
경상북도 경주시_2016,14.0,13.0,11.0,11.0,20.0,20.0,24.0,27.0,335.0,23.0,50.0,3381.0,11947.0
경상북도 김천시_2016,14.0,11.0,7.0,11.0,20.0,19.0,17.0,27.0,110.0,17.0,79.0,2046.0,6228.0
경상북도 안동시_2016,13.0,13.0,10.0,12.0,20.0,20.0,23.0,27.0,209.0,26.0,55.0,2340.0,8174.0
경상북도 구미시_2016,14.0,16.0,13.0,14.0,20.0,25.0,27.0,33.0,784.0,59.0,62.0,10366.0,26891.0
경상북도 영주시_2016,14.0,13.0,9.0,12.0,19.0,21.0,22.0,27.0,157.0,18.0,42.0,1190.0,4998.0
경상북도 영천시_2016,13.0,10.0,8.0,10.0,17.0,18.0,21.0,25.0,80.0,7.0,70.0,763.0,3535.0
경상북도 상주시_2016,13.0,9.0,6.0,5.0,17.0,16.0,17.0,20.0,99.0,9.0,54.0,1360.0,4093.0
경상북도 문경시_2016,12.0,10.0,9.0,6.0,19.0,17.0,22.0,25.0,77.0,9.0,58.0,892.0,2974.0
경상북도 경산시_2016,11.0,13.0,12.0,14.0,17.0,22.0,26.0,29.0,298.0,19.0,56.0,4560.0,12623.0
경상북도 군위군_2016,9.0,6.0,4.0,9.0,11.0,10.0,13.0,23.0,8.0,0.0,144.0,114.0,499.0
경상북도 의성군_2016,8.0,6.0,5.0,7.0,11.0,11.0,15.0,19.0,20.0,1.0,119.0,212.0,1285.0
경상북도 청송군_2016,11.0,6.0,3.0,6.0,16.0,12.0,11.0,19.0,13.0,1.0,88.0,216.0,688.0
경상북도 영양군_2016,8.0,6.0,3.0,8.0,11.0,11.0,10.0,20.0,8.0,0.0,121.0,128.0,543.0
경상북도 영덕군_2016,9.0,8.0,6.0,10.0,10.0,14.0,15.0,23.0,31.0,0.0,72.0,157.0,1210.0
경상북도 청도군_2016,11.0,7.0,2.0,9.0,13.0,13.0,10.0,19.0,28.0,1.0,50.0,300.0,1148.0
경상북도 고령군_2016,9.0,8.0,5.0,9.0,11.0,14.0,14.0,19.0,23.0,0.0,80.0,234.0,1291.0
경상북도 성주군_2016,10.0,6.0,5.0,7.0,12.0,12.0,16.0,21.0,28.0,0.0,71.0,212.0,1249.0
경상북도 칠곡군_2016,13.0,13.0,11.0,10.0,18.0,20.0,24.0,27.0,192.0,5.0,58.0,2023.0,6992.0
경상북도 예천군_2016,11.0,8.0,6.0,9.0,14.0,14.0,17.0,24.0,30.0,3.0,82.0,270.0,1437.0
경상북도 봉화군_2016,9.0,6.0,5.0,3.0,10.0,10.0,14.0,11.0,13.0,0.0,125.0,221.0,1003.0
경상북도 울진군_2016,10.0,9.0,8.0,11.0,12.0,15.0,19.0,23.0,52.0,4.0,78.0,245.0,2174.0
경상북도 울릉군_2016,12.0,7.0,3.0,11.0,15.0,12.0,10.0,23.0,2.0,0.0,578.0,110.0,291.0
광주광역시 동구_2016,12.0,11.0,10.0,15.0,19.0,18.0,21.0,31.0,187.0,109.0,27.0,893.0,3229.0
광주광역시 서구_2016,11.0,14.0,14.0,14.0,18.0,21.0,28.0,31.0,730.0,91.0,40.0,4688.0,17578.0
광주광역시 남구_2016,13.0,15.0,11.0,14.0,19.0,22.0,26.0,31.0,501.0,36.0,39.0,3923.0,12692.0
광주광역시 북구_2016,12.0,14.0,12.0,14.0,17.0,21.0,26.0,33.0,816.0,116.0,44.0,6738.0,24025.0
광주광역시 광산구_2016,14.0,15.0,13.0,14.0,20.0,23.0,28.0,34.0,879.0,69.0,58.0,8548.0,31571.0
대구광역시 중구_2016,13.0,14.0,12.0,14.0,18.0,21.0,26.0,35.0,133.0,156.0,46.0,852.0,4172.0
대구광역시 동구_2016,11.0,14.0,11.0,14.0,18.0,22.0,24.0,35.0,336.0,26.0,68.0,5631.0,16891.0
대구광역시 서구_2016,12.0,12.0,10.0,10.0,22.0,20.0,23.0,23.0,147.0,26.0,73.0,1427.0,6628.0
대구광역시 남구_2016,11.0,12.0,9.0,10.0,21.0,20.0,23.0,23.0,110.0,30.0,66.0,1744.0,5036.0
대구광역시 북구_2016,12.0,14.0,12.0,13.0,19.0,22.0,25.0,31.0,579.0,48.0,68.0,7967.0,23860.0
대구광역시 수성구_2016,11.0,15.0,14.0,15.0,19.0,24.0,26.0,34.0,900.0,46.0,45.0,6469.0,24717.0
대구광역시 달서구_2016,13.0,14.0,13.0,12.0,23.0,23.0,26.0,31.0,854.0,60.0,64.0,9890.0,32870.0
대구광역시 달성군_2016,13.0,12.0,11.0,13.0,21.0,20.0,23.0,31.0,284.0,9.0,64.0,4885.0,11367.0
대전광역시 동구_2016,11.0,13.0,12.0,13.0,18.0,20.0,27.0,29.0,193.0,33.0,89.0,2772.0,12000.0
대전광역시 중구_2016,12.0,13.0,13.0,15.0,19.0,20.0,29.0,34.0,251.0,107.0,76.0,3914.0,13400.0
대전광역시 서구_2016,12.0,15.0,13.0,12.0,19.0,22.0,28.0,30.0,768.0,112.0,65.0,8155.0,27218.0
대전광역시 유성구_2016,13.0,14.0,13.0,13.0,20.0,22.0,28.0,32.0,495.0,41.0,83.0,7364.0,23195.0
대전광역시 대덕구_2016,12.0,12.0,12.0,10.0,19.0,19.0,26.0,26.0,252.0,14.0,66.0,2862.0,10126.0
부산광역시 중구_2016,9.0,14.0,12.0,10.0,15.0,20.0,26.0,26.0,33.0,25.0,246.0,170.0,1448.0
부산광역시 서구_2016,13.0,13.0,13.0,11.0,23.0,20.0,27.0,26.0,103.0,5.0,74.0,1117.0,3819.0
부산광역시 동구_2016,12.0,12.0,12.0,12.0,21.0,19.0,26.0,25.0,42.0,28.0,104.0,917.0,2570.0
부산광역시 영도구_2016,12.0,12.0,10.0,12.0,19.0,19.0,24.0,25.0,80.0,1.0,84.0,1057.0,4163.0
부산광역시 부산진구_2016,13.0,14.0,13.0,10.0,23.0,21.0,27.0,24.0,372.0,176.0,62.0,5554.0,15696.0
부산광역시 동래구_2016,13.0,15.0,15.0,14.0,24.0,23.0,28.0,32.0,468.0,51.0,49.0,4096.0,12144.0
부산광역시 남구_2016,13.0,14.0,14.0,12.0,23.0,22.0,27.0,28.0,273.0,52.0,76.0,3151.0,12206.0
부산광역시 북구_2016,13.0,14.0,12.0,13.0,23.0,21.0,26.0,31.0,357.0,39.0,74.0,4507.0,13744.0
부산광역시 해운대구_2016,13.0,15.0,14.0,14.0,22.0,23.0,28.0,34.0,602.0,35.0,63.0,5482.0,20869.0
부산광역시 사하구_2016,12.0,14.0,13.0,13.0,21.0,21.0,27.0,29.0,404.0,36.0,53.0,4510.0,14661.0
부산광역시 금정구_2016,12.0,14.0,14.0,11.0,23.0,21.0,27.0,27.0,348.0,47.0,50.0,2912.0,9782.0
부산광역시 강서구_2016,15.0,13.0,10.0,10.0,23.0,21.0,23.0,25.0,154.0,4.0,57.0,2334.0,5619.0
부산광역시 연제구_2016,13.0,15.0,13.0,10.0,23.0,23.0,26.0,25.0,247.0,36.0,57.0,1787.0,9425.0
부산광역시 수영구_2016,12.0,15.0,12.0,14.0,24.0,21.0,25.0,31.0,252.0,23.0,39.0,2078.0,6331.0
부산광역시 사상구_2016,11.0,13.0,11.0,11.0,22.0,20.0,25.0,26.0,158.0,23.0,85.0,3496.0,8767.0
부산광역시 기장군_2016,14.0,16.0,15.0,14.0,21.0,24.0,28.0,33.0,183.0,9.0,91.0,3460.0,9963.0
서울특별시 종로구_2016,12.0,11.0,10.0,13.0,20.0,21.0,24.0,31.0,100.0,178.0,79.0,1330.0,5686.0
서울특별시 중구_2016,12.0,13.0,9.0,13.0,16.0,22.0,19.0,31.0,65.0,62.0,121.0,1176.0,5474.0
서울특별시 용산구_2016,12.0,12.0,11.0,14.0,22.0,21.0,23.0,30.0,131.0,34.0,88.0,1779.0,7923.0
서울특별시 성동구_2016,13.0,13.0,11.0,13.0,22.0,21.0,24.0,27.0,245.0,34.0,79.0,2584.0,12352.0
서울특별시 광진구_2016,12.0,14.0,13.0,15.0,23.0,23.0,27.0,32.0,375.0,54.0,66.0,3174.0,15327.0
서울특별시 동대문구_2016,12.0,14.0,12.0,10.0,20.0,23.0,25.0,24.0,301.0,54.0,65.0,3388.0,14212.0
서울특별시 중랑구_2016,12.0,14.0,13.0,12.0,20.0,22.0,26.0,27.0,287.0,19.0,88.0,3366.0,15779.0
서울특별시 성북구_2016,12.0,15.0,13.0,12.0,21.0,24.0,28.0,30.0,421.0,32.0,72.0,5243.0,22467.0
서울특별시 강북구_2016,12.0,14.0,13.0,11.0,20.0,23.0,27.0,26.0,209.0,24.0,86.0,2105.0,11225.0
서울특별시 도봉구_2016,12.0,15.0,13.0,11.0,19.0,22.0,26.0,25.0,362.0,12.0,76.0,3027.0,16760.0
서울특별시 노원구_2016,13.0,15.0,14.0,13.0,20.0,23.0,27.0,29.0,749.0,45.0,65.0,7255.0,29482.0
서울특별시 은평구_2016,13.0,15.0,13.0,12.0,19.0,23.0,26.0,27.0,433.0,36.0,75.0,4586.0,23037.0
서울특별시 서대문구_2016,12.0,15.0,12.0,12.0,21.0,22.0,25.0,27.0,285.0,66.0,63.0,2748.0,13331.0
서울특별시 마포구_2016,13.0,13.0,13.0,12.0,21.0,23.0,26.0,27.0,442.0,161.0,52.0,3085.0,16361.0
서울특별시 양천구_2016,12.0,16.0,14.0,14.0,20.0,24.0,28.0,32.0,1005.0,34.0,44.0,5177.0,24825.0
서울특별시 강서구_2016,12.0,15.0,12.0,11.0,19.0,23.0,25.0,25.0,670.0,38.0,56.0,5858.0,27048.0
서울특별시 구로구_2016,13.0,14.0,12.0,14.0,21.0,23.0,25.0,31.0,355.0,56.0,90.0,3482.0,19143.0
서울특별시 금천구_2016,13.0,12.0,11.0,11.0,18.0,21.0,23.0,27.0,172.0,38.0,80.0,1666.0,9189.0
서울특별시 영등포구_2016,12.0,12.0,13.0,12.0,22.0,21.0,25.0,27.0,316.0,155.0,85.0,4017.0,14449.0
서울특별시 동작구_2016,12.0,15.0,13.0,12.0,20.0,24.0,26.0,28.0,363.0,103.0,71.0,3684.0,16887.0
서울특별시 관악구_2016,13.0,13.0,12.0,11.0,20.0,22.0,26.0,25.0,369.0,87.0,71.0,4385.0,16883.0
서울특별시 서초구_2016,14.0,17.0,13.0,13.0,23.0,26.0,28.0,31.0,825.0,262.0,46.0,3044.0,22595.0
서울특별시 강남구_2016,12.0,15.0,12.0,14.0,22.0,25.0,26.0,32.0,1589.0,489.0,26.0,4318.0,24190.0
서울특별시 송파구_2016,12.0,14.0,14.0,13.0,22.0,23.0,27.0,28.0,1034.0,75.0,52.0,6073.0,31048.0
서울특별시 강동구_2016,15.0,14.0,12.0,11.0,22.0,23.0,26.0,24.0,683.0,40.0,45.0,4476.0,20448.0
울산광역시 중구_2016,15.0,15.0,13.0,12.0,22.0,22.0,28.0,30.0,412.0,36.0,54.0,3491.0,11987.0
울산광역시 남구_2016,14.0,15.0,13.0,14.0,22.0,22.0,28.0,32.0,1003.0,98.0,37.0,4712.0,16858.0
울산광역시 동구_2016,16.0,15.0,12.0,12.0,23.0,22.0,25.0,28.0,267.0,11.0,59.0,2963.0,9839.0
울산광역시 북구_2016,16.0,16.0,12.0,12.0,23.0,23.0,26.0,29.0,346.0,14.0,72.0,4744.0,13265.0
울산광역시 울주군_2016,13.0,14.0,12.0,15.0,19.0,21.0,26.0,34.0,369.0,10.0,61.0,3694.0,13680.0
인천광역시 강화군_2016,11.0,15.0,14.0,8.0,13.0,22.0,28.0,22.0,83.0,10.0,130.0,617.0,7421.0
인천광역시 옹진군_2016,11.0,14.0,10.0,4.0,12.0,22.0,22.0,14.0,43.0,2.0,115.0,154.0,4186.0
인천광역시 중구_2016,13.0,15.0,14.0,10.0,17.0,23.0,28.0,25.0,326.0,54.0,81.0,2099.0,16932.0
인천광역시 동구_2016,13.0,16.0,16.0,10.0,17.0,24.0,31.0,25.0,543.0,23.0,59.0,1073.0,19904.0
인천광역시 미추홀구_2016,14.0,16.0,14.0,11.0,19.0,24.0,29.0,27.0,620.0,70.0,78.0,4655.0,29082.0
인천광역시 연수구_2016,14.0,15.0,15.0,13.0,21.0,22.0,28.0,29.0,582.0,94.0,83.0,5226.0,26605.0
인천광역시 남동구_2016,14.0,15.0,14.0,13.0,18.0,22.0,27.0,29.0,372.0,28.0,89.0,10143.0,16884.0
인천광역시 부평구_2016,14.0,16.0,15.0,12.0,21.0,23.0,29.0,27.0,656.0,26.0,86.0,6730.0,31449.0
인천광역시 계양구_2016,14.0,8.0,9.0,12.0,22.0,13.0,21.0,29.0,48.0,1.0,248.0,4106.0,2495.0
인천광역시 서구_2016,16.0,7.0,5.0,14.0,21.0,10.0,11.0,32.0,4.0,0.0,2607.0,9822.0,632.0
전라남도 목포시_2016,13.0,16.0,14.0,12.0,17.0,24.0,28.0,28.0,446.0,34.0,49.0,4108.0,15494.0
전라남도 여수시_2016,9.0,14.0,12.0,13.0,15.0,21.0,27.0,31.0,512.0,28.0,50.0,3321.0,14929.0
전라남도 순천시_2016,11.0,15.0,14.0,12.0,16.0,23.0,29.0,30.0,408.0,44.0,71.0,3812.0,16805.0
전라남도 나주시_2016,11.0,11.0,7.0,7.0,15.0,17.0,18.0,18.0,75.0,4.0,82.0,1043.0,4257.0
전라남도 광양시_2016,11.0,13.0,13.0,13.0,14.0,21.0,27.0,31.0,230.0,9.0,71.0,1697.0,8947.0
전라남도 담양군_2016,9.0,7.0,7.0,12.0,14.0,13.0,19.0,27.0,11.0,1.0,234.0,356.0,1428.0
전라남도 곡성군_2016,8.0,7.0,10.0,10.0,11.0,13.0,25.0,27.0,22.0,1.0,91.0,176.0,999.0
전라남도 구례군_2016,11.0,7.0,8.0,10.0,12.0,11.0,20.0,28.0,13.0,0.0,154.0,215.0,1051.0
전라남도 고흥군_2016,6.0,7.0,7.0,12.0,11.0,13.0,18.0,27.0,45.0,1.0,93.0,336.0,2113.0
전라남도 보성군_2016,7.0,6.0,6.0,11.0,8.0,10.0,18.0,25.0,31.0,1.0,79.0,242.0,1391.0
전라남도 화순군_2016,11.0,10.0,9.0,14.0,13.0,16.0,22.0,33.0,92.0,3.0,64.0,492.0,3105.0
전라남도 장흥군_2016,10.0,7.0,8.0,10.0,12.0,13.0,20.0,25.0,24.0,1.0,132.0,326.0,1539.0
전라남도 강진군_2016,9.0,6.0,6.0,10.0,10.0,12.0,18.0,26.0,30.0,0.0,94.0,195.0,1353.0
전라남도 해남군_2016,11.0,8.0,9.0,10.0,13.0,14.0,23.0,26.0,54.0,6.0,96.0,609.0,2938.0
전라남도 영암군_2016,10.0,9.0,8.0,10.0,14.0,16.0,20.0,25.0,44.0,1.0,109.0,564.0,2646.0
전라남도 무안군_2016,12.0,11.0,12.0,11.0,16.0,18.0,26.0,25.0,122.0,5.0,58.0,927.0,4421.0
전라남도 함평군_2016,9.0,7.0,5.0,7.0,11.0,12.0,16.0,19.0,16.0,2.0,106.0,168.0,1047.0
전라남도 영광군_2016,10.0,10.0,8.0,13.0,12.0,15.0,20.0,29.0,59.0,3.0,65.0,424.0,2329.0
전라남도 장성군_2016,13.0,9.0,7.0,11.0,16.0,15.0,21.0,29.0,35.0,2.0,93.0,653.0,1928.0
전라남도 완도군_2016,12.0,7.0,6.0,8.0,15.0,13.0,18.0,25.0,32.0,4.0,129.0,618.0,2109.0
전라남도 진도군_2016,11.0,7.0,4.0,2.0,14.0,12.0,14.0,9.0,23.0,0.0,62.0,280.0,1201.0
전라남도 신안군_2016,10.0,4.0,3.0,6.0,10.0,7.0,11.0,17.0,6.0,0.0,292.0,239.0,951.0
전북특별자치도 전주시_2016,12.0,16.0,15.0,16.0,18.0,24.0,32.0,34.0,3375.0,305.0,25.0,11056.0,38399.0
전북특별자치도 군산시_2016,12.0,13.0,14.0,14.0,18.0,21.0,30.0,32.0,3375.0,305.0,8.0,4131.0,15626.0
전북특별자치도 익산시_2016,12.0,13.0,13.0,13.0,16.0,21.0,29.0,29.0,3375.0,305.0,9.0,4678.0,16180.0
전북특별자치도 정읍시_2016,10.0,9.0,10.0,10.0,14.0,15.0,23.0,24.0,3375.0,305.0,3.0,1257.0,5380.0
전북특별자치도 남원시_2016,9.0,9.0,10.0,10.0,13.0,16.0,24.0,25.0,3375.0,305.0,2.0,647.0,4268.0
전북특별자치도 김제시_2016,9.0,8.0,9.0,9.0,13.0,12.0,23.0,20.0,3375.0,305.0,2.0,943.0,3612.0
전북특별자치도 완주군_2016,11.0,10.0,9.0,10.0,16.0,16.0,22.0,22.0,3375.0,305.0,2.0,1426.0,5072.0
전북특별자치도 진안군_2016,7.0,5.0,3.0,6.0,12.0,10.0,11.0,18.0,3375.0,305.0,0.0,259.0,915.0
전북특별자치도 무주군_2016,9.0,8.0,6.0,7.0,12.0,13.0,16.0,17.0,3375.0,305.0,0.0,253.0,1075.0
전북특별자치도 장수군_2016,10.0,8.0,5.0,6.0,14.0,12.0,14.0,18.0,3375.0,305.0,0.0,241.0,993.0
전북특별자치도 임실군_2016,9.0,5.0,4.0,8.0,12.0,9.0,13.0,26.0,3375.0,305.0,0.0,233.0,1033.0
전북특별자치도 순창군_2016,7.0,5.0,6.0,8.0,12.0,10.0,17.0,23.0,3375.0,305.0,0.0,265.0,1172.0
전북특별자치도 고창군_2016,9.0,7.0,8.0,10.0,13.0,12.0,20.0,22.0,3375.0,305.0,1.0,436.0,2095.0
전북특별자치도 부안군_2016,8.0,6.0,7.0,10.0,13.0,11.0,18.0,24.0,3375.0,305.0,1.0,564.0,2075.0
제주특별자치도 제주시_2016,12.0,15.0,14.0,14.0,24.0,23.0,28.0,32.0,785.0,44.0,61.0,4813.0,29504.0
제주특별자치도 서귀포시_2016,9.0,11.0,11.0,12.0,18.0,18.0,25.0,26.0,162.0,3.0,94.0,1130.0,8768.0
충청남도 천안시_2016,13.0,15.0,14.0,15.0,21.0,24.0,29.0,34.0,1034.0,79.0,66.0,10880.0,38136.0
