,인구밀도,미세먼지(PM10)
2014,231.99623165410551,
2015,231.778524321912,51.1
2016,231.1027252109901,50.75
2017,229.8434750278845,48.17
2018,227.6377786865945,43.92
2019,225.41758064716012,43.08
2020,223.56241790378945,33.17
2021,221.36185131502333,38.25
2022,219.19523856711092,33.08
2023,217.3531269740998,39.0
