,인구밀도,미세먼지(PM2.5)
2014,2840.365288336733,
2015,2816.196921935843,28.33
2016,2808.0289263860564,22.5
2017,2784.480074142725,21.08
2018,2761.697868396664,21.67
2019,2733.26538176427,22.25
2020,2712.3994811932557,17.42
2021,2691.846153846154,16.82
2022,2679.3996664813785,17.08
2023,2671.759911078177,18.42
