,인구밀도,오존
2014,328.4726879394267,0.037
2015,337.6750851765724,0.037
2016,346.97798929208807,0.034
2017,355.141606312831,0.037
2018,360.6047994811372,0.039
2019,362.6575505350773,0.044
2020,364.628148308291,0.04
2021,365.756363832892,0.042
2022,366.5328072640796,0.042
2023,364.94190131330055,0.041
