,인구밀도,미세먼지(PM2.5)
2014,4571.838139776565,
2015,4564.532346063913,25.58
2016,4544.134303156255,26.83
2017,4507.341558441559,25.58
2018,4470.0,23.17
2019,4432.984028048305,21.33
2020,4404.552655499286,16.92
2021,4350.012983640612,15.25
2022,4301.584338130429,15.33
2023,4269.8846103980295,16.25
