,인구밀도,미세먼지(PM10)
2014,335.8249085824909,
2015,453.611529361153,
2016,522.79630027963,46.0
2017,602.4951602495161,46.83
2018,675.6850935685094,42.0
2019,732.5768982576899,43.75
2020,765.3925575392558,35.67
2021,799.9462249946225,38.83
2022,825.1043235104324,33.75
2023,831.236559139785,38.42
