,인구밀도,미세먼지(PM2.5)
2014,2770.721649484536,
2015,2789.1468064823644,29.17
2016,2769.6866177300963,26.42
2017,2773.5321230364034,25.18
2018,2778.7472961534845,22.25
2019,2780.9893727076087,23.25
2020,2762.6999624483665,18.45
2021,2764.5335208626348,20.5
2022,2780.987816307404,19.0
2023,2808.9307468840784,21.5
