,인구밀도,미세먼지(PM10)
2014,141.92818443137688,
2015,142.02451827836074,47.67
2016,141.89171579600028,39.92
2017,141.42682254039144,39.83
2018,140.64230884415932,43.83
2019,140.06168136896912,41.08
2020,138.66880319428392,31.17
2021,137.9898396620926,34.0
2022,136.6062911054611,29.83
2023,138.64036777915882,35.92
