행정구역(시군)별(1),산업대분류별(1),2015,2015.1,2015.2,2015.3,2015.4,2016,2016.1,2016.2,2016.3,2016.4,2017,2017.1,2017.2,2017.3,2017.4,2018,2018.1,2018.2,2018.3,2018.4,2019,2019.1,2019.2,2019.3,2019.4,2020,2020.1,2020.2,2020.3,2020.4,2021,2021.1,2021.2,2021.3,2021.4
행정구역(시군)별(1),산업대분류별(1),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명)
통영시,"전기,가스,증기 및 공기조절 공급업",13,-,315,-,-,13,-,295,-,-,11,-,295,-,-,11,-,324,-,-,12,-,356,-,-,57,-,387,-,-,61,-,397,-,-
통영시,수도·하수 및 폐기물 처리 원료재생업,24,-,250,-,-,26,-,246,-,-,26,-,320,-,-,25,-,306,-,-,26,-,320,-,-,41,-,391,-,-,45,-,385,-,-
통영시,건설업,299,-,1542,-,-,308,-,2429,-,-,336,-,2526,-,-,355,-,1939,-,-,364,-,2336,-,-,914,-,2824,-,-,970,-,2856,-,-
통영시,도매 및 소매업,3052,-,7585,-,-,2999,-,7000,-,-,3030,-,7138,-,-,3104,-,7353,-,-,3103,-,7489,-,-,4267,-,8042,-,-,4123,-,7993,-,-
통영시,운수 및 창고업,827,-,1970,-,-,823,-,1955,-,-,772,-,1947,-,-,902,-,2038,-,-,935,-,2125,-,-,974,-,2145,-,-,1100,-,2355,-,-
통영시,숙박 및 음식점업,3193,-,7410,-,-,3242,-,7219,-,-,3359,-,7429,-,-,3499,-,7648,-,-,3555,-,7908,-,-,3818,-,7021,-,-,3850,-,7042,-,-
통영시,정보통신업,39,-,318,-,-,39,-,313,-,-,40,-,361,-,-,43,-,362,-,-,40,-,313,-,-,71,-,343,-,-,71,-,339,-,-
통영시,금융 및 보험업,150,-,2180,-,-,155,-,2077,-,-,164,-,2121,-,-,163,-,1992,-,-,162,-,2002,-,-,186,-,2023,-,-,187,-,2072,-,-
통영시,부동산업,342,-,960,-,-,358,-,1128,-,-,318,-,932,-,-,330,-,924,-,-,328,-,860,-,-,418,-,1006,-,-,422,-,1102,-,-
통영시,전문  과학 및 기술 서비스업,144,-,907,-,-,141,-,813,-,-,145,-,729,-,-,165,-,795,-,-,178,-,852,-,-,284,-,985,-,-,297,-,1037,-,-
통영시,"사업시설관리, 사업지원 및 임대 서비스업",98,-,670,-,-,101,-,697,-,-,154,-,923,-,-,163,-,839,-,-,165,-,1078,-,-,301,-,1040,-,-,304,-,1072,-,-
통영시,공공행정  국방 및 사회보장 행정,64,-,2356,-,-,62,-,2497,-,-,63,-,2577,-,-,65,-,2755,-,-,64,-,2985,-,-,64,-,2940,-,-,66,-,4107,-,-
통영시,교육 서비스업,430,-,3199,-,-,434,-,2988,-,-,458,-,3333,-,-,472,-,3373,-,-,493,-,3585,-,-,579,-,3360,-,-,614,-,3583,-,-
통영시,보건업 및 사회복지 서비스업,345,-,3551,-,-,354,-,3782,-,-,369,-,4109,-,-,370,-,4253,-,-,366,-,4505,-,-,364,-,5053,-,-,367,-,5188,-,-
통영시,예술  스포츠 및 여가관련 서비스업,293,-,776,-,-,367,-,977,-,-,330,-,901,-,-,334,-,947,-,-,335,-,978,-,-,341,-,922,-,-,355,-,940,-,-
통영시,협회 및 단체  수리  및 기타 개인 서비스업,1263,-,2570,-,-,1264,-,2440,-,-,1168,-,2031,-,-,1195,-,2081,-,-,1222,-,2058,-,-,1381,-,2243,-,-,1426,-,2257,-,-
사천시,계,9591,4318,50465,31597,18868,9742,4412,49798,30409,19389,9944,4536,49606,30131,19475,10315,4720,52591,31737,20854,10478,4789,54422,32722,21700,13146,5659,55925,34491,21434,13520,25242,56653,34145,22508
