곡성군,2058,739,11551,7218,4333,16,176,2,9,208,2916,3,34,16,80,120,857,546,1079,132,489,388,927,18,85,23,212,10,13,26,138,20,244,33,1271,64,871,97,1248,59,376,277,526,2042,747,11337,6961,4376,16,176,2,14,200,2885,3,34,16,79,110,752,533,988,131,467,399,930,19,83,22,209,14,19,24,130,20,145,34,1291,66,840,98,1312,66,418,269,565,2038,750,10943,6848,4095,16,155,3,12,214,3040,2,33,12,64,107,705,530,1003,123,410,407,967,18,77,23,226,8,10,25,134,26,130,34,1139,73,858,104,1176,69,414,244,390,2104,792,11294,7003,4291,13,77,4,13,219,2972,2,35,12,52,116,799,530,999,121,405,436,1028,20,85,25,263,12,18,34,160,26,198,34,1110,76,1034,111,1285,67,398,246,363,2202,824,11760,7411,4349,15,91,3,18,225,3169,4,36,13,102,139,804,531,1093,153,631,452,1073,21,108,25,231,15,26,37,202,26,105,34,1072,73,911,115,1268,70,453,251,367,3554,1199,14507,9415,5092,60,212,3,17,268,3173,285,323,19,89,460,2123,689,1192,487,916,481,998,24,87,24,242,31,41,66,291,59,168,35,1431,79,848,123,1515,76,425,285,416
구례군,2269,999,8151,4195,3956,7,71,-,-,170,753,7,102,10,18,97,393,640,1332,102,264,651,1386,12,74,24,169,24,56,24,122,21,157,31,861,61,592,83,1161,44,178,261,462,2249,1005,7920,4040,3880,7,47,-,-,164,741,7,99,10,25,95,474,609,1169,104,325,656,1327,12,77,25,184,26,64,24,84,20,102,31,866,66,596,83,1105,51,173,259,462,2251,1019,8293,4256,4037,5,47,-,-,176,729,2,30,15,75,92,573,585,1162,104,358,669,1378,12,80,25,188,25,62,23,153,25,105,30,839,67,636,84,1223,60,197,252,458,2332,1061,8533,4473,4060,7,52,-,-,187,736,2,31,14,77,95,640,597,1220,114,437,693,1375,14,94,25,193,27,52,24,167,23,95,31,807,71,626,88,1247,67,236,253,448,2381,1078,9360,4846,4514,6,63,-,-,186,816,2,29,14,70,105,719,619,1299,113,473,698,1431,18,90,25,185,27,50,23,183,29,122,31,978,77,654,85,1469,68,241,255,488,3163,1352,9725,5048,4677,28,120,-,-,217,818,53,90,22,80,278,818,850,1483,232,547,747,1304,23,103,29,193,48,73,39,103,42,346,31,793,83,625,88,1445,77,259,276,525
고흥군,5085,2067,18653,9599,9054,30,199,6,56,469,2813,12,73,12,126,242,1696,1602,3393,348,705,947,1929,32,170,66,680,28,56,58,218,35,116,59,1384,143,1445,196,2212,79,180,721,1202,5093,2100,18483,9539,8944,34,205,7,37,473,2835,12,81,12,131,251,1862,1590,3093,341,709,942,1928,32,178,67,697,35,64,56,146,35,124,60,1398,142,1220,205,2404,87,201,712,1170,5144,2128,18701,9830,8871,30,202,8,46,558,2839,11,77,13,134,239,1900,1618,3145,326,689,962,1958,34,164,67,702,26,49,56,164,48,139,60,1443,150,1363,207,2492,98,222,633,973,5233,2170,20156,10546,9610,32,216,8,44,591,3311,11,71,12,141,257,2060,1600,3326,339,725,985,2036,32,187,66,749,31,48,60,235,47,133,58,1601,156,1277,208,2670,107,304,633,1022,5309,2187,20652,10953,9699,40,244,6,51,604,3171,8,76,11,161,285,2249,1606,3394,351,764,990,2132,31,173,66,753,29,54,62,245,54,205,54,1534,156,1339,206,2732,116,366,634,1009,7555,3059,23636,12957,10679,144,399,11,54,629,3143,1137,1240,21,184,660,2982,1902,3563,367,754,1062,2071,36,166,80,766,55,108,88,346,80,181,54,1711,167,1407,224,3128,150,356,688,1077
보성군,3896,1500,13384,7401,5983,38,355,3,9,325,1145,10,71,15,75,246,1480,1246,2353,242,499,674,1417,24,127,47,338,25,71,46,236,26,74,62,1167,119,1042,134,1573,71,208,543,1144,3783,1506,13554,7553,6001,32,313,1,4,294,1016,12,76,16,83,239,1912,1202,2355,248,564,681,1496,24,127,47,322,25,52,45,188,33,105,62,1221,121,1072,128,1629,67,209,506,810,3639,1436,12949,7050,5899,27,245,1,4,334,1088,4,61,20,109,229,1594,1179,2136,239,516,667,1474,23,132,47,306,19,38,44,203,38,111,63,1271,115,1102,131,1694,62,267,397,598,3635,1439,13060,7154,5906,24,242,-,-,340,1115,5,67,17,114,232,1510,1173,2179,227,494,678,1549,22,123,47,309,21,36,47,203,38,131,63,1282,112,1043,134,1786,67,278,388,599,3681,1441,14898,7948,6950,23,213,-,-,339,1285,5,64,18,111,232,2040,1119,2331,293,653,719,1669,21,127,47,284,20,35,49,141,42,225,62,1379,109,984,140,2401,69,291,374,665,5030,1848,15643,8591,7052,105,520,3,4,383,1239,329,389,20,117,643,2160,1343,2199,447,833,737,1386,24,108,49,286,38,68,64,191,58,236,60,1440,108,1062,140,2536,72,232,407,637
화순군,4952,1846,24611,13834,10777,24,186,2,254,519,3638,12,113,20,63,305,3645,1130,2626,735,1060,779,2095,31,176,43,361,91,352,104,1362,41,252,53,1318,202,1622,233,3930,105,685,523,873,5078,1901,24008,13046,10962,36,231,2,252,522,3511,14,118,15,48,314,2987,1135,2682,736,906,805,2081,31,145,42,357,101,365,110,1189,46,326,54,1204,212,1628,234,4172,123,785,546,1021,5143,1916,23721,12935,10786,35,198,4,269,536,3460,6,53,13,122,318,2941,1154,2679,768,976,818,2187,31,140,41,343,99,365,109,1051,59,352,54,1205,207,1588,239,4204,122,680,530,908,5244,1951,24040,12858,11182,30,204,5,209,545,3449,10,75,21,152,333,2427,1175,2969,761,1000,851,2383,35,157,40,326,100,344,121,1073,62,332,54,1376,207,1706,235,4386,126,619,533,853,5298,2020,25676,13748,11928,28,205,6,221,559,3462,21,77,22,150,349,2735,1195,3200,650,1069,891,2487,37,150,41,351,123,368,128,1176,73,356,55,1557,212,1710,236,4708,124,790,548,904,7395,2792,28742,16116,12626,110,417,7,198,643,3465,590,653,30,162,976,5051,1601,3438,614,912,977,2258,51,160,45,354,192,439,202,1330,108,447,54,1481,220,1405,248,5077,137,624,590,871
장흥군,3679,1357,13558,7452,6106,49,338,2,13,343,1798,7,94,14,96,189,1064,1094,2486,215,456,682,1429,18,128,50,365,45,108,58,261,26,69,48,1353,104,928,134,1190,73,293,528,1089,3612,1377,13304,7109,6195,46,361,3,16,344,1766,11,115,16,100,192,1104,1066,2301,192,449,671,1400,18,92,50,410,46,96,54,249,28,60,49,1405,104,889,139,1255,72,299,511,937,3724,1428,13594,7266,6328,58,443,2,19,389,1956,17,61,24,193,198,1033,1063,2245,192,434,682,1457,17,111,48,429,40,84,59,235,40,94,50,1334,123,979,149,1510,76,203,497,774,3867,1488,14468,7731,6737,64,453,1,16,410,2046,18,58,23,188,221,1237,1097,2388,202,458,698,1495,17,124,50,446,45,87,65,312,40,103,52,1395,117,977,155,1617,77,274,515,794,4053,1531,15434,8396,7038,90,556,1,19,421,2053,48,93,20,172,241,1352,1112,2517,236,543,686,1504,16,134,48,348,52,110,71,296,44,124,50,1502,115,1019,157,1888,87,279,558,925,4789,1792,18077,10849,7228,174,548,2,21,408,1905,297,352,20,236,456,4055,1193,2219,334,494,681,1356,16,91,49,342,57,95,87,321,54,90,53,1842,120,914,151,2028,90,290,547,878
강진군,3072,1292,10729,5638,5091,18,241,2,17,265,1165,4,119,6,60,147,904,989,1848,149,265,573,1119,21,121,33,448,20,38,43,265,24,112,48,1004,106,874,107,1027,66,205,451,897,3109,1309,11080,6086,4994,24,185,2,15,265,1204,12,106,5,57,141,918,987,1868,180,372,564,1131,21,103,33,443,24,55,44,329,24,85,49,1034,109,892,111,1140,73,265,441,878,3208,1324,11950,6575,5375,25,199,3,12,313,1380,15,116,8,60,144,974,1001,2019,199,404,573,1181,24,137,32,430,22,40,44,278,28,104,49,1135,111,999,114,1353,78,323,425,806,3295,1339,11872,6477,5395,31,211,2,2,339,1409,19,99,11,65,153,935,1009,2036,200,362,578,1223,26,114,33,387,26,51,48,325,33,113,49,1135,114,968,119,1380,77,307,428,750,3462,1396,12796,6894,5902,39,217,2,2,359,1494,31,155,9,76,163,1035,994,2141,286,454,611,1344,27,127,32,379,27,42,47,345,37,104,48,1163,114,1023,128,1599,79,335,429,761,5457,2008,14680,8225,6455,112,405,3,18,398,1353,658,812,20,150,567,1513,1135,1978,837,992,634,1163,27,107,35,384,45,70,56,355,60,162,47,1245,120,1002,138,1878,88,425,477,668
해남군,5561,2203,24793,14493,10300,53,340,13,176,542,6248,12,105,12,91,245,1372,1667,3794,318,691,1107,2485,20,195,74,839,59,125,72,238,44,149,64,2025,196,1573,211,2480,84,440,768,1427,5510,2190,22117,12097,10020,56,414,12,170,524,3610,14,84,12,90,240,1574,1657,3731,313,799,1095,2448,20,192,75,950,57,132,72,247,49,126,64,1794,185,1489,210,2400,85,368,770,1499,5604,2230,22845,12669,10176,60,429,13,153,601,4198,11,63,14,165,249,1775,1638,3645,364,821,1118,2516,21,182,69,847,58,105,75,277,59,135,63,1691,192,1544,223,2780,92,416,684,1103,5645,2245,23833,13162,10671,52,318,12,152,624,4696,11,70,14,168,243,1819,1639,3760,365,758,1133,2581,21,288,74,840,59,105,75,282,63,139,63,1878,183,1560,223,2839,97,453,694,1127,5794,2314,24886,13530,11356,54,363,14,157,642,4602,15,85,13,170,264,1940,1647,3893,382,777,1137,2613,23,206,71,856,66,162,81,291,75,244,65,2169,192,1591,228,3171,106,428,719,1168,8903,3394,28835,16246,12589,329,965,21,165,760,4592,1176,1335,18,177,937,2943,2238,4245,374,711,1209,2403,30,184,83,868,94,196,123,391,127,276,64,2566,194,1578,235,3481,127,440,764,1319
영암군,4599,1665,38452,29049,9403,19,204,4,31,800,19911,8,106,20,112,293,3607,1121,2734,305,1456,906,2576,20,216,51,468,38,108,77,456,48,357,42,1193,140,1850,174,1797,80,490,453,780,4518,1631,35710,26562,9148,23,197,5,44,776,17627,10,117,21,107,285,3764,1134,2689,313,1368,822,2062,21,241,47,414,48,132,70,480,46,325,42,1221,141,1610,179,1862,83,588,452,862,4627,1691,33298,24403,8895,31,253,5,45,864,15816,11,85,25,191,287,3427,1117,2611,302,1350,825,2039,24,247,50,424,39,96,73,351,60,382,42,1238,149,1621,192,1981,98,492,433,649,4752,1718,33078,23809,9269,38,291,5,42,879,15402,16,103,26,192,304,3243,1137,2755,321,1021,827,2154,22,266,48,411,47,170,82,386,65,351,42,1435,146,1660,191,1979,101,528,455,689,4938,1793,34233,24416,9817,41,297,4,51,922,15458,15,100,27,208,328,3461,1175,2974,337,1031,842,2109,27,294,48,442,54,187,92,488,79,437,42,1441,150,1773,198,2194,105,547,452,741,7769,2736,37808,27132,10676,162,479,5,45,1212,15726,1055,1166,27,220,723,4568,1492,3047,693,1423,952,1997,41,313,49,417,77,221,141,611,128,507,42,1656,152,1680,206,2388,116,610,496,734
무안군,5165,2032,25457,14118,11339,13,171,22,67,504,2554,9,100,20,249,161,1278,1292,3125,476,921,1026,2603,24,137,79,1001,138,543,80,502,25,121,55,4490,258,3323,241,2425,115,749,627,1098,5329,2198,26387,14497,11890,15,186,20,55,506,2646,8,137,20,254,165,1291,1421,3597,383,795,1077,2782,21,150,79,1048,162,578,84,474,25,163,54,4353,263,3123,250,2640,134,939,642,1176,5396,2241,26621,14206,12415,14,184,18,53,526,2577,6,88,21,281,140,1053,1417,3586,389,806,1126,2964,24,142,81,890,157,629,79,563,42,154,53,4470,286,3271,253,2859,140,915,624,1136,5577,2319,27868,14702,13166,17,180,17,47,541,2735,6,81,21,263,145,1121,1467,3727,344,844,1171,3061,21,191,81,896,168,564,85,591,56,507,53,4391,312,3459,252,3058,160,957,660,1195,5866,2446,29762,15638,14124,19,173,15,31,567,2920,11,115,22,263,181,1374,1525,3967,345,784,1218,3243,24,175,82,971,185,578,104,732,78,672,54,4539,332,3615,256,3394,173,1067,675,1149,9473,3739,35720,19613,16107,102,408,23,40,727,3091,773,899,30,298,700,2557,2334,4449,984,1607,1365,2973,41,188,93,977,323,812,194,916,126,1169,52,5523,402,4009,271,3662,177,935,756,1207
함평군,2385,855,10450,6067,4383,31,351,3,24,288,1851,6,55,10,71,115,1180,672,1412,166,435,367,842,17,95,27,241,19,56,34,108,15,101,36,843,69,773,120,1218,46,313,344,481,2454,899,10740,6132,4608,37,426,3,24,297,1921,6,53,9,80,115,1011,689,1491,176,470,374,844,18,90,27,227,21,57,31,91,18,152,36,908,68,775,123,1280,53,336,353,504,2457,894,10693,6157,4536,37,373,3,23,330,1990,6,38,14,123,111,945,670,1418,178,497,377,821,19,83,27,230,22,40,33,144,21,182,36,964,65,775,132,1296,53,313,323,438,2471,914,10879,6287,4592,43,366,2,21,340,2060,8,44,13,116,123,943,656,1504,173,513,377,824,19,89,28,234,29,52,33,124,26,147,36,966,63,784,132,1304,49,317,321,471,2676,985,11811,6757,5054,46,462,2,20,347,2019,14,49,15,122,138,1042,709,1715,245,590,388,951,21,100,28,205,32,51,37,130,31,166,36,1121,74,846,134,1410,51,355,328,457,3858,1359,13062,7548,5514,99,473,5,34,432,2108,342,391,24,141,558,1529,863,1720,285,619,396,842,26,106,29,210,47,78,60,184,43,129,34,1210,79,864,143,1578,46,302,347,544
영광군,4768,1833,19499,11438,8061,26,283,165,376,851,2695,15,1583,11,71,192,1666,1264,2719,282,565,762,1741,19,127,53,518,42,143,61,371,78,1164,48,1205,142,1289,164,1772,63,210,530,1001,4672,1843,18880,10984,7896,27,290,154,352,828,2479,20,1687,14,80,199,1450,1224,2514,263,484,752,1699,20,128,46,532,47,156,60,463,74,1017,47,1143,148,1308,165,1793,73,263,511,1042,4719,1863,19206,11212,7994,26,293,155,347,898,2646,10,1670,17,88,192,1512,1222,2465,265,530,770,1730,20,138,46,499,35,90,59,488,88,1237,47,1139,154,1331,166,1953,74,256,475,794,4750,1896,19584,11300,8284,27,288,131,297,890,2642,13,1672,16,92,202,1528,1234,2649,282,568,785,1786,24,146,46,510,39,83,66,506,78,1151,48,1107,150,1311,169,2180,77,307,473,761,4775,1954,20618,11690,8928,32,296,75,178,887,3327,18,1747,15,93,208,1553,1235,2865,287,561,807,1913,24,133,46,484,55,105,68,442,75,1040,47,1139,159,1409,177,2278,81,308,479,747,6675,2522,23548,13838,9710,99,464,83,210,946,3682,282,2065,20,87,801,2926,1646,3035,541,768,876,1842,30,148,50,427,83,192,101,523,102,892,47,1276,162,1338,189,2506,84,281,533,886
장성군,3184,1159,16590,10359,6231,16,159,2,30,476,5111,5,63,19,131,168,1788,840,1816,287,898,556,1275,24,125,28,249,41,84,48,273,32,326,32,902,93,1024,115,1215,51,390,351,731,3265,1207,16700,10277,6423,14,169,3,29,500,5174,6,63,19,127,168,1531,849,1980,289,868,571,1200,24,156,29,263,51,96,47,242,29,277,31,1056,96,1104,119,1207,62,447,358,711,3347,1221,17848,10918,6930,12,122,2,30,557,5602,4,35,20,134,184,1665,843,1975,289,876,593,1328,26,129,29,266,50,93,56,283,39,310,31,1215,98,1181,124,1447,62,444,328,713,3519,1279,18494,11228,7266,14,171,1,4,618,6035,8,52,19,189,198,1517,854,2161,330,784,613,1415,24,149,29,253,62,98,58,279,45,485,31,1122,95,1023,126,1556,64,468,330,733,3714,1363,19646,11797,7849,19,169,2,30,669,6021,15,52,23,164,223,2031,899,2243,318,873,644,1556,24,153,30,249,60,125,70,313,45,310,33,1303,96,1051,135,1754,63,517,346,732,6265,2077,24740,15496,9244,97,343,3,36,918,6450,497,520,30,194,734,4053,1296,2810,846,1461,686,1428,30,149,32,313,127,180,122,544,102,442,34,1523,105,1020,138,2014,82,441,386,819
완도군,4240,1762,14947,8141,6806,25,141,4,84,327,1705,17,148,16,97,167,1123,1320,2800,216,811,1001,1972,33,158,51,511,29,49,34,149,29,66,67,1584,147,1211,145,1380,77,210,535,748,4366,1820,14775,7879,6896,24,116,3,82,333,1628,19,126,17,97,174,1053,1368,2978,201,664,1029,2053,33,147,54,490,38,65,35,170,31,77,67,1561,150,1193,141,1153,94,281,555,841,4477,1894,15595,8459,7136,26,118,3,84,400,1747,16,81,20,125,184,1212,1416,3128,199,635,1066,2144,34,153,54,537,30,46,36,153,46,121,67,1541,151,1283,145,1540,93,253,491,694,4599,1951,15843,8463,7380,28,131,3,79,422,1857,17,82,22,141,199,1280,1426,3085,238,697,1083,2166,35,162,55,577,32,57,38,174,54,124,67,1649,148,1284,146,1339,93,266,493,693,4798,2046,16761,9032,7729,34,155,4,120,428,1817,20,92,25,164,217,1426,1487,3350,257,760,1131,2347,33,172,55,515,35,55,43,204,57,158,67,1722,151,1291,148,1358,102,324,504,731,6342,2672,18284,10328,7956,83,258,5,103,483,1876,450,641,29,168,515,1951,1933,3370,359,866,1199,2106,39,173,57,655,46,70,52,174,75,177,66,1931,163,1335,150,1410,109,284,529,736
진도군,2815,1099,10274,5878,4396,32,198,5,16,204,797,23,148,13,43,166,991,832,1831,155,279,571,1073,18,106,35,332,16,20,24,95,8,56,41,1408,90,736,98,1208,74,307,410,630,2793,1083,9491,5351,4140,37,173,4,19,200,808,24,161,14,61,170,890,838,1686,141,299,561,1081,19,97,36,346,17,23,26,108,11,20,40,1218,87,763,102,788,80,269,386,681,2883,1082,9693,5471,4222,45,229,4,21,237,808,22,120,19,115,171,856,863,1883,138,270,575,1189,18,93,36,307,13,13,31,121,20,44,40,1168,88,768,110,871,82,306,371,511,3007,1156,9684,5489,4195,48,189,4,20,251,799,30,128,18,110,175,889,910,1983,141,277,591,1209,20,109,36,325,16,23,31,113,22,64,41,1046,88,691,114,855,85,328,386,526,3065,1155,10143,5681,4462,50,187,3,18,248,765,35,158,19,107,170,784,911,1987,140,258,597,1425,21,113,34,311,23,30,36,109,26,96,41,1181,86,797,113,910,94,347,418,560,3988,1472,11314,6585,4729,95,244,7,42,254,748,391,517,19,117,425,1274,1011,1976,185,315,647,1287,23,126,32,300,30,44,43,127,44,78,41,1279,96,741,120,1271,94,251,431,577
신안군,3180,848,9914,5989,3925,7,34,794,1943,170,828,47,190,10,21,125,783,504,936,182,343,569,1207,34,139,30,334,12,18,14,43,26,59,78,966,86,850,97,687,36,120,359,413,3117,844,10285,6243,4042,10,39,810,1954,163,872,48,187,9,33,115,754,474,866,165,379,556,1047,34,142,26,281,11,20,15,59,25,75,78,1515,86,805,109,739,32,116,351,402,3118,850,10632,6216,4416,8,43,802,1966,193,956,29,162,24,59,101,691,478,862,160,367,574,1125,33,150,27,263,13,19,12,56,38,87,80,1673,84,844,108,837,36,114,318,358,3118,858,11055,6397,4658,9,35,778,1702,191,902,29,144,23,78,104,911,486,957,152,316,582,1161,32,143,26,256,14,18,16,119,38,68,82,1904,85,874,109,966,39,126,323,375,3104,871,10464,6159,4305,8,46,695,1486,189,884,24,172,22,85,97,640,505,1027,171,387,609,1307,31,132,26,240,15,23,21,143,42,88,83,1345,84,895,112,1026,45,154,325,384,4428,1292,14773,9225,5548,57,154,790,1660,216,944,222,346,24,100,303,2671,826,1486,510,854,661,1327,34,154,27,235,15,24,25,205,56,110,83,1824,84,892,120,1196,47,187,328,404
