시군별,산업별,항목,단위,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,Unnamed: 10
포천시,사업시설관리 및 사업지원 및 임대서비스업,종사자수[명],명,884,908,979,923,1444,1505,
포천시,"공공행정, 국방 및 사회보장행정",사업체수[개],개,55,55,60,60,60,62,
포천시,"공공행정, 국방 및 사회보장행정",종사자수[명],명,1945,1927,2014,2344,2592,2647,
포천시,교육서비스업,사업체수[개],개,358,353,372,365,409,435,
포천시,교육서비스업,종사자수[명],명,4857,4749,4948,5230,4841,4760,
포천시,보건업 및 사회복지서비스업,사업체수[개],개,412,428,428,428,448,469,
포천시,보건업 및 사회복지서비스업,종사자수[명],명,4521,4734,4732,4994,5626,6159,
포천시,"예술, 스포츠 및 여가관련서비스업",사업체수[개],개,382,397,404,405,463,476,
포천시,"예술, 스포츠 및 여가관련서비스업",종사자수[명],명,2259,2271,2383,2463,2450,2391,
포천시,"협회 및 단체, 수리 기타 개인서비스업",사업체수[개],개,1353,1289,1309,1332,1506,1544,
포천시,"협회 및 단체, 수리 기타 개인서비스업",종사자수[명],명,2826,2621,2654,2620,2816,2833,
연천군,합계,사업체수[개],개,3592,3659,3661,3841,8746,8967,
연천군,합계,여성대표자 사업체수[개],개,1420,1463,1463,1524,2482,2584,
연천군,합계,종사자수[명],명,14124,14312,14969,15490,21526,21350,
연천군,합계,남성 종사자수[명],명,8177,8251,8594,8958,13792,13444,
연천군,합계,여성 종사자수[명],명,5947,6061,6375,6532,7734,7906,
연천군,농업 임업 및 어업,사업체수[개],개,11,12,15,23,47,51,
연천군,농업 임업 및 어업,종사자수[명],명,138,143,166,166,227,260,
연천군,광업,사업체수[개],개,9,8,5,6,6,4,
연천군,광업,종사자수[명],명,92,64,46,47,55,46,
연천군,제조업,사업체수[개],개,330,376,381,394,478,486,
연천군,제조업,종사자수[명],명,2669,2887,2831,2940,2945,2848,
연천군,전기가스증기 및 공기조절 공급업,사업체수[개],개,4,5,6,5,278,381,
연천군,전기가스증기 및 공기조절 공급업,종사자수[명],명,107,59,78,64,354,456,
연천군,"수도, 하수 및 폐기물 처리, 원료 재생업",사업체수[개],개,31,32,36,37,46,46,
연천군,"수도, 하수 및 폐기물 처리, 원료 재생업",종사자수[명],명,257,307,362,431,403,409,
연천군,건설업,사업체수[개],개,197,207,209,219,531,559,
연천군,건설업,종사자수[명],명,1301,1274,1318,1267,2340,2060,
연천군,도매 및 소매업,사업체수[개],개,797,796,772,777,1063,1076,
연천군,도매 및 소매업,종사자수[명],명,1807,1728,1641,1686,1916,1960,
연천군,운수 및 창고업,사업체수[개],개,209,204,199,256,3970,3945,
연천군,운수 및 창고업,종사자수[명],명,404,400,475,582,4535,4376,
연천군,숙박 및 음식점업,사업체수[개],개,886,895,904,928,1005,1034,
연천군,숙박 및 음식점업,종사자수[명],명,1885,1921,1980,2019,2017,1989,
연천군,정보통신업,사업체수[개],개,17,16,18,15,27,32,
연천군,정보통신업,종사자수[명],명,87,91,93,87,124,125,
연천군,금융 및 보험업,사업체수[개],개,37,38,39,36,42,41,
연천군,금융 및 보험업,종사자수[명],명,375,348,342,282,335,317,
연천군,부동산업,사업체수[개],개,129,107,118,138,175,197,
연천군,부동산업,종사자수[명],명,249,171,201,216,240,267,
연천군,"전문, 과학 및 기술서비스업",사업체수[개],개,49,48,49,57,83,86,
연천군,"전문, 과학 및 기술서비스업",종사자수[명],명,196,202,240,245,303,297,
연천군,사업시설관리 및 사업지원 및 임대서비스업,사업체수[개],개,19,47,51,55,71,88,
연천군,사업시설관리 및 사업지원 및 임대서비스업,종사자수[명],명,45,152,132,192,217,219,
연천군,"공공행정, 국방 및 사회보장행정",사업체수[개],개,37,37,37,37,35,35,
연천군,"공공행정, 국방 및 사회보장행정",종사자수[명],명,1068,1098,1241,1500,1565,1667,
연천군,교육서비스업,사업체수[개],개,117,121,116,121,122,128,
연천군,교육서비스업,종사자수[명],명,994,1021,1069,917,960,1013,
연천군,보건업 및 사회복지서비스업,사업체수[개],개,138,144,145,149,151,156,
연천군,보건업 및 사회복지서비스업,종사자수[명],명,1282,1382,1559,1572,1683,1832,
연천군,"예술, 스포츠 및 여가관련서비스업",사업체수[개],개,119,130,134,140,133,131,
연천군,"예술, 스포츠 및 여가관련서비스업",종사자수[명],명,399,372,432,467,490,443,
연천군,"협회 및 단체, 수리 기타 개인서비스업",사업체수[개],개,456,436,427,448,483,491,
연천군,"협회 및 단체, 수리 기타 개인서비스업",종사자수[명],명,769,692,763,810,817,766,
가평군,합계,사업체수[개],개,6316,6482,6818,6932,8916,9289,
가평군,합계,여성대표자 사업체수[개],개,2681,2793,2931,2976,3620,3775,
가평군,합계,종사자수[명],명,24347,25992,27728,28377,28328,30014,
가평군,합계,남성 종사자수[명],명,12713,13424,14246,14742,15274,16249,
가평군,합계,여성 종사자수[명],명,11634,12568,13482,13635,13054,13765,
가평군,농업 임업 및 어업,사업체수[개],개,2,2,2,2,26,27,
가평군,농업 임업 및 어업,종사자수[명],명,101,102,101,106,153,210,
가평군,광업,사업체수[개],개,3,3,3,4,2,3,
가평군,광업,종사자수[명],명,116,119,128,237,108,113,
가평군,제조업,사업체수[개],개,310,326,340,334,446,459,
가평군,제조업,종사자수[명],명,1762,1745,1881,1798,1909,1920,
가평군,전기가스증기 및 공기조절 공급업,사업체수[개],개,7,6,7,8,206,221,
가평군,전기가스증기 및 공기조절 공급업,종사자수[명],명,199,162,161,161,369,369,
가평군,"수도, 하수 및 폐기물 처리, 원료 재생업",사업체수[개],개,21,22,22,22,27,31,
가평군,"수도, 하수 및 폐기물 처리, 원료 재생업",종사자수[명],명,209,239,248,294,292,359,
가평군,건설업,사업체수[개],개,278,290,310,319,844,904,
가평군,건설업,종사자수[명],명,1703,1707,1919,2063,2397,2486,
가평군,도매 및 소매업,사업체수[개],개,1107,1123,1177,1173,1630,1699,
가평군,도매 및 소매업,종사자수[명],명,2690,2806,3014,2970,3201,3516,
가평군,운수 및 창고업,사업체수[개],개,226,222,239,265,309,319,
가평군,운수 및 창고업,종사자수[명],명,694,696,746,738,854,842,
가평군,숙박 및 음식점업,사업체수[개],개,2783,2866,3032,3085,3212,3332,
가평군,숙박 및 음식점업,종사자수[명],명,6950,7552,8177,8451,7213,7633,
가평군,정보통신업,사업체수[개],개,26,25,31,35,62,74,
가평군,정보통신업,종사자수[명],명,150,156,187,164,229,266,
가평군,금융 및 보험업,사업체수[개],개,39,40,42,41,43,44,
가평군,금융 및 보험업,종사자수[명],명,414,447,421,423,446,501,
가평군,부동산업,사업체수[개],개,188,173,182,203,379,377,
가평군,부동산업,종사자수[명],명,427,353,603,437,671,670,
가평군,"전문, 과학 및 기술서비스업",사업체수[개],개,115,124,131,135,199,228,
가평군,"전문, 과학 및 기술서비스업",종사자수[명],명,470,535,533,558,591,641,
가평군,사업시설관리 및 사업지원 및 임대서비스업,사업체수[개],개,42,60,65,72,141,141,
가평군,사업시설관리 및 사업지원 및 임대서비스업,종사자수[명],명,381,428,395,438,499,533,
가평군,"공공행정, 국방 및 사회보장행정",사업체수[개],개,29,29,29,30,30,31,
가평군,"공공행정, 국방 및 사회보장행정",종사자수[명],명,1162,1302,1248,1496,1548,1647,
가평군,교육서비스업,사업체수[개],개,181,189,189,183,227,241,
가평군,교육서비스업,종사자수[명],명,1705,2070,2069,2035,1736,1844,
가평군,보건업 및 사회복지서비스업,사업체수[개],개,183,193,191,192,206,215,
가평군,보건업 및 사회복지서비스업,종사자수[명],명,2173,2270,2427,2326,2738,2836,
가평군,"예술, 스포츠 및 여가관련서비스업",사업체수[개],개,248,248,276,266,305,320,
가평군,"예술, 스포츠 및 여가관련서비스업",종사자수[명],명,1905,1962,2153,2282,1799,2056,
가평군,"협회 및 단체, 수리 기타 개인서비스업",사업체수[개],개,528,541,550,563,622,623,
가평군,"협회 및 단체, 수리 기타 개인서비스업",종사자수[명],명,1136,1341,1317,1400,1575,1572,
