시군별,산업별,항목,단위,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,Unnamed: 10
합계,합계,사업체수[개],개,856163,878275,909032,934349,1455644,1481054,
합계,합계,여성대표자 사업체수[개],개,312959,324629,337744,348442,515675,529270,
합계,합계,종사자수[명],명,4802623,4953790,5174364,5302740,5886850,5994570,
합계,합계,남성 종사자수[명],명,2807081,2875889,2998015,3070494,3490747,3511953,
합계,합계,여성 종사자수[명],명,1995542,2077901,2176349,2232246,2396103,2482617,
합계,농업 임업 및 어업,사업체수[개],개,413,457,522,558,1700,1649,
합계,농업 임업 및 어업,종사자수[명],명,4127,4528,4820,5051,7782,8262,
합계,광업,사업체수[개],개,100,101,94,92,123,116,
합계,광업,종사자수[명],명,1389,1319,1454,1589,1502,1497,
합계,제조업,사업체수[개],개,125983,130282,132785,133317,184016,184432,
합계,제조업,종사자수[명],명,1262904,1300516,1317605,1321095,1382830,1373285,
합계,전기가스증기 및 공기조절 공급업,사업체수[개],개,283,246,276,367,5307,6090,
합계,전기가스증기 및 공기조절 공급업,종사자수[명],명,10401,8149,8568,9005,14427,15557,
합계,"수도, 하수 및 폐기물 처리, 원료 재생업",사업체수[개],개,2038,2138,2255,2285,3455,3538,
합계,"수도, 하수 및 폐기물 처리, 원료 재생업",종사자수[명],명,22256,25750,27224,28916,33057,34744,
합계,건설업,사업체수[개],개,28259,28854,30361,31261,111359,113884,
합계,건설업,종사자수[명],명,248488,264621,284619,292943,435271,421535,
합계,도매 및 소매업,사업체수[개],개,202024,204601,209233,212226,374438,376406,
합계,도매 및 소매업,종사자수[명],명,686385,701193,735964,742267,891493,909374,
합계,운수 및 창고업,사업체수[개],개,84752,85870,90679,94190,149340,155809,
합계,운수 및 창고업,종사자수[명],명,235784,237171,250124,263440,312842,325661,
합계,숙박 및 음식점업,사업체수[개],개,145626,149870,154477,160465,180827,181248,
합계,숙박 및 음식점업,종사자수[명],명,454494,471850,503155,518752,459082,468186,
합계,정보통신업,사업체수[개],개,6577,6751,7117,7750,28719,31523,
합계,정보통신업,종사자수[명],명,100650,107991,114719,117021,158961,176080,
합계,금융 및 보험업,사업체수[개],개,6925,7118,7208,7213,10396,10337,
합계,금융 및 보험업,종사자수[명],명,103510,104380,103879,103692,102522,106379,
합계,부동산업,사업체수[개],개,39697,38130,41103,43792,76086,80072,
합계,부동산업,종사자수[명],명,129873,113123,122637,130321,172368,180814,
합계,"전문, 과학 및 기술서비스업",사업체수[개],개,18894,19552,21528,23241,50467,53057,
합계,"전문, 과학 및 기술서비스업",종사자수[명],명,235577,239956,260658,273434,324468,343646,
합계,사업시설관리 및 사업지원 및 임대서비스업,사업체수[개],개,9658,13708,14535,15159,38974,36130,
합계,사업시설관리 및 사업지원 및 임대서비스업,종사자수[명],명,185548,207712,213523,217284,274985,269408,
합계,"공공행정, 국방 및 사회보장행정",사업체수[개],개,1827,1842,1863,1880,1871,1924,
합계,"공공행정, 국방 및 사회보장행정",종사자수[명],명,110825,113016,119126,125943,137286,146970,
합계,교육서비스업,사업체수[개],개,42002,43757,45488,46798,59752,64609,
합계,교육서비스업,종사자수[명],명,354257,371525,383886,393038,382033,390147,
합계,보건업 및 사회복지서비스업,사업체수[개],개,32308,33888,34409,35199,37112,38264,
합계,보건업 및 사회복지서비스업,종사자수[명],명,343264,383865,412597,441605,486652,510794,
합계,"예술, 스포츠 및 여가관련서비스업",사업체수[개],개,24990,27508,28561,29701,35417,35761,
합계,"예술, 스포츠 및 여가관련서비스업",종사자수[명],명,101416,106875,112954,116150,104314,108123,
합계,"협회 및 단체, 수리 기타 개인서비스업",사업체수[개],개,83807,83602,86538,88855,106285,106205,
합계,"협회 및 단체, 수리 기타 개인서비스업",종사자수[명],명,211475,190250,196852,201194,204975,204108,
남부,합계,사업체수[개],개,639165,654188,676648,696568,1080994,1102128,
남부,합계,여성대표자 사업체수[개],개,231686,239970,249733,257562,380415,390726,
남부,합계,종사자수[명],명,3753273,3867765,4049482,4148908,4600030,4680012,
남부,합계,남성 종사자수[명],명,2226155,2280399,2382671,2442374,2768181,2780692,
남부,합계,여성 종사자수[명],명,1527118,1587366,1666811,1706534,1831849,1899320,
남부,농업 임업 및 어업,사업체수[개],개,320,344,392,424,1262,1227,
남부,농업 임업 및 어업,종사자수[명],명,3203,3566,3754,3990,6072,6400,
남부,광업,사업체수[개],개,64,61,54,48,78,81,
남부,광업,종사자수[명],명,665,584,663,644,713,778,
남부,제조업,사업체수[개],개,97034,99792,101772,101889,141641,142089,
남부,제조업,종사자수[명],명,1027018,1055685,1074524,1078136,1129849,1125521,
남부,전기가스증기 및 공기조절 공급업,사업체수[개],개,194,164,185,262,3727,4307,
남부,전기가스증기 및 공기조절 공급업,종사자수[명],명,7372,5506,5904,6266,10184,11119,
남부,"수도, 하수 및 폐기물 처리, 원료 재생업",사업체수[개],개,1466,1530,1636,1668,2548,2621,
남부,"수도, 하수 및 폐기물 처리, 원료 재생업",종사자수[명],명,16023,18479,19521,20639,23912,25190,
남부,건설업,사업체수[개],개,21303,21601,22598,23310,81376,83217,
남부,건설업,종사자수[명],명,195218,211138,224776,231940,342363,327868,
남부,도매 및 소매업,사업체수[개],개,149145,150443,153966,155789,271433,273675,
남부,도매 및 소매업,종사자수[명],명,510907,520158,548854,552342,657274,671064,
남부,운수 및 창고업,사업체수[개],개,63483,64384,67493,71457,111941,118058,
남부,운수 및 창고업,종사자수[명],명,181097,182612,191977,203902,236235,246583,
남부,숙박 및 음식점업,사업체수[개],개,106366,109594,112931,117546,132800,132991,
남부,숙박 및 음식점업,종사자수[명],명,336424,349749,374824,384951,340553,346584,
남부,정보통신업,사업체수[개],개,4961,5067,5370,5933,22036,24004,
남부,정보통신업,종사자수[명],명,87016,93542,99982,102459,137846,152980,
남부,금융 및 보험업,사업체수[개],개,5240,5374,5456,5484,7843,7786,
남부,금융 및 보험업,종사자수[명],명,78223,79676,80263,80030,80063,82516,
남부,부동산업,사업체수[개],개,30332,29279,31601,33712,58751,61426,
남부,부동산업,종사자수[명],명,98247,87517,95068,101234,134484,140399,
남부,"전문, 과학 및 기술서비스업",사업체수[개],개,14849,15374,16909,18185,39297,41309,
남부,"전문, 과학 및 기술서비스업",종사자수[명],명,214195,217445,236253,247209,288948,307264,
남부,사업시설관리 및 사업지원 및 임대서비스업,사업체수[개],개,7539,10457,11054,11541,29077,27069,
남부,사업시설관리 및 사업지원 및 임대서비스업,종사자수[명],명,159574,176553,183497,186646,235049,227392,
남부,"공공행정, 국방 및 사회보장행정",사업체수[개],개,1320,1328,1343,1360,1353,1389,
남부,"공공행정, 국방 및 사회보장행정",종사자수[명],명,84100,84684,89539,93999,103725,111452,
남부,교육서비스업,사업체수[개],개,31314,32711,33982,35007,44636,48340,
남부,교육서비스업,종사자수[명],명,269305,282187,291764,298581,290437,296228,
남부,보건업 및 사회복지서비스업,사업체수[개],개,23774,24924,25296,25907,27350,28193,
남부,보건업 및 사회복지서비스업,종사자수[명],명,249423,280165,300549,321718,353617,369461,
남부,"예술, 스포츠 및 여가관련서비스업",사업체수[개],개,18601,20383,21157,22002,26132,26494,
남부,"예술, 스포츠 및 여가관련서비스업",종사자수[명],명,75750,79007,83205,86075,77232,79747,
남부,"협회 및 단체, 수리 기타 개인서비스업",사업체수[개],개,61860,61378,63453,65044,77713,77852,
남부,"협회 및 단체, 수리 기타 개인서비스업",종사자수[명],명,159513,139512,144565,148147,151474,151466,
수원시,합계,사업체수[개],개,70004,71898,73441,74015,109330,110987,
수원시,합계,여성대표자 사업체수[개],개,28217,29444,30074,30452,41965,42995,
수원시,합계,종사자수[명],명,411761,423649,449540,438591,477961,481383,
수원시,합계,남성 종사자수[명],명,222195,227667,246482,238116,268529,257222,
수원시,합계,여성 종사자수[명],명,189566,195982,203058,200475,209432,224161,
수원시,농업 임업 및 어업,사업체수[개],개,5,6,6,6,32,26,
수원시,농업 임업 및 어업,종사자수[명],명,196,205,252,221,237,243,
수원시,광업,사업체수[개],개,-,-,-,-,-,1,
수원시,광업,종사자수[명],명,-,-,-,-,-,10,
수원시,제조업,사업체수[개],개,3641,3900,3892,3858,5570,5521,
수원시,제조업,종사자수[명],명,39903,42643,47932,38044,38712,38897,
수원시,전기가스증기 및 공기조절 공급업,사업체수[개],개,12,9,10,15,85,81,
수원시,전기가스증기 및 공기조절 공급업,종사자수[명],명,829,654,685,537,692,875,
수원시,"수도, 하수 및 폐기물 처리, 원료 재생업",사업체수[개],개,67,78,80,85,135,129,
수원시,"수도, 하수 및 폐기물 처리, 원료 재생업",종사자수[명],명,690,1012,1021,1138,1443,1419,
수원시,건설업,사업체수[개],개,2297,2376,2409,2510,9148,9259,
수원시,건설업,종사자수[명],명,22230,23943,24865,25568,39914,31798,
수원시,도매 및 소매업,사업체수[개],개,16945,17131,17186,16891,28231,28027,
수원시,도매 및 소매업,종사자수[명],명,56115,57152,58530,57653,64823,67121,
수원시,운수 및 창고업,사업체수[개],개,7503,7306,7715,7587,10065,10979,
수원시,운수 및 창고업,종사자수[명],명,19171,18536,18589,18099,20298,21209,
수원시,숙박 및 음식점업,사업체수[개],개,13184,13606,13864,14390,16064,15951,
수원시,숙박 및 음식점업,종사자수[명],명,44634,47389,50138,49399,43204,43897,
수원시,정보통신업,사업체수[개],개,530,592,619,645,2211,2531,
수원시,정보통신업,종사자수[명],명,6239,6524,6155,6046,8441,8857,
수원시,금융 및 보험업,사업체수[개],개,829,859,842,841,1236,1229,
수원시,금융 및 보험업,종사자수[명],명,14337,14822,14888,14273,13871,14765,
수원시,부동산업,사업체수[개],개,3568,3444,3669,3778,5873,5988,
수원시,부동산업,종사자수[명],명,12512,11489,12036,12024,14416,15334,
수원시,"전문, 과학 및 기술서비스업",사업체수[개],개,2184,2280,2521,2539,4921,5206,
수원시,"전문, 과학 및 기술서비스업",종사자수[명],명,46396,45124,55753,56060,61024,63559,
수원시,사업시설관리 및 사업지원 및 임대서비스업,사업체수[개],개,1190,1468,1522,1514,3428,3145,
수원시,사업시설관리 및 사업지원 및 임대서비스업,종사자수[명],명,32806,33095,32710,30705,39263,38380,
수원시,"공공행정, 국방 및 사회보장행정",사업체수[개],개,135,138,139,144,144,146,
수원시,"공공행정, 국방 및 사회보장행정",종사자수[명],명,15416,16055,16857,16538,19003,21519,
수원시,교육서비스업,사업체수[개],개,4234,4469,4531,4551,5600,6059,
수원시,교육서비스업,종사자수[명],명,36692,38622,38976,39357,38230,37876,
수원시,보건업 및 사회복지서비스업,사업체수[개],개,3085,3329,3296,3298,3397,3484,
수원시,보건업 및 사회복지서비스업,종사자수[명],명,34085,38695,41454,43828,47195,47771,
수원시,"예술, 스포츠 및 여가관련서비스업",사업체수[개],개,2401,2671,2745,2857,3201,3226,
수원시,"예술, 스포츠 및 여가관련서비스업",종사자수[명],명,8030,8724,8985,9258,7841,8105,
수원시,"협회 및 단체, 수리 기타 개인서비스업",사업체수[개],개,8194,8236,8395,8506,9989,9999,
수원시,"협회 및 단체, 수리 기타 개인서비스업",종사자수[명],명,21480,18965,19714,19843,19354,19748,
성남시,합계,사업체수[개],개,63969,64188,65511,66333,97505,97955,
성남시,합계,여성대표자 사업체수[개],개,24786,25241,25828,25992,36342,36210,
성남시,합계,종사자수[명],명,434064,448808,462083,467627,515590,534792,
성남시,합계,남성 종사자수[명],명,247531,254088,259161,264021,301149,305673,
성남시,합계,여성 종사자수[명],명,186533,194720,202922,203606,214441,229119,
성남시,농업 임업 및 어업,사업체수[개],개,8,8,10,7,25,19,
성남시,농업 임업 및 어업,종사자수[명],명,101,93,116,95,125,114,
성남시,광업,사업체수[개],개,-,-,-,-,-,1,
성남시,광업,종사자수[명],명,-,-,-,-,-,2,
성남시,제조업,사업체수[개],개,4295,4248,4164,4163,5990,6061,
성남시,제조업,종사자수[명],명,41703,39519,39467,40323,41622,40627,
성남시,전기가스증기 및 공기조절 공급업,사업체수[개],개,26,25,33,68,142,136,
성남시,전기가스증기 및 공기조절 공급업,종사자수[명],명,1269,970,1090,1340,1429,1460,
성남시,"수도, 하수 및 폐기물 처리, 원료 재생업",사업체수[개],개,72,73,74,76,103,105,
성남시,"수도, 하수 및 폐기물 처리, 원료 재생업",종사자수[명],명,1098,1575,1525,1584,1605,1671,
성남시,건설업,사업체수[개],개,2111,2085,2113,2148,5769,5808,
성남시,건설업,종사자수[명],명,30461,34103,30597,28303,36374,39525,
성남시,도매 및 소매업,사업체수[개],개,16262,16166,16348,16123,27260,26820,
성남시,도매 및 소매업,종사자수[명],명,65305,67742,73763,69543,81414,78650,
성남시,운수 및 창고업,사업체수[개],개,5890,5802,5950,6253,7991,8384,
성남시,운수 및 창고업,종사자수[명],명,15982,15336,15141,15609,15998,17292,
성남시,숙박 및 음식점업,사업체수[개],개,11209,11229,11292,11429,12588,12205,
성남시,숙박 및 음식점업,종사자수[명],명,41060,41134,42581,41500,36673,37015,
성남시,정보통신업,사업체수[개],개,1595,1517,1639,1744,4413,4704,
성남시,정보통신업,종사자수[명],명,51917,55562,60352,62226,78890,88073,
성남시,금융 및 보험업,사업체수[개],개,689,692,714,715,1016,1068,
성남시,금융 및 보험업,종사자수[명],명,11030,11306,12130,12355,12583,14565,
성남시,부동산업,사업체수[개],개,3528,3365,3545,3690,5783,6017,
성남시,부동산업,종사자수[명],명,15175,14231,14779,16361,18171,18504,
성남시,"전문, 과학 및 기술서비스업",사업체수[개],개,2425,2376,2618,2749,5512,5640,
성남시,"전문, 과학 및 기술서비스업",종사자수[명],명,40195,39287,39248,41421,47482,49741,
성남시,사업시설관리 및 사업지원 및 임대서비스업,사업체수[개],개,862,1102,1143,1191,2545,2439,
성남시,사업시설관리 및 사업지원 및 임대서비스업,종사자수[명],명,20803,23762,23190,27775,32918,33072,
성남시,"공공행정, 국방 및 사회보장행정",사업체수[개],개,124,124,128,126,126,132,
성남시,"공공행정, 국방 및 사회보장행정",종사자수[명],명,8669,9350,10156,11074,11091,12854,
성남시,교육서비스업,사업체수[개],개,3803,3997,4149,4137,4897,5165,
성남시,교육서비스업,종사자수[명],명,32990,35303,35882,35021,32815,33580,
성남시,보건업 및 사회복지서비스업,사업체수[개],개,2682,2842,2875,2893,3069,3112,
성남시,보건업 및 사회복지서비스업,종사자수[명],명,31176,34928,36852,38218,42468,43807,
성남시,"예술, 스포츠 및 여가관련서비스업",사업체수[개],개,1997,2141,2208,2226,2648,2656,
성남시,"예술, 스포츠 및 여가관련서비스업",종사자수[명],명,7532,7549,7920,7938,7111,7434,
성남시,"협회 및 단체, 수리 기타 개인서비스업",사업체수[개],개,6391,6396,6508,6595,7628,7483,
성남시,"협회 및 단체, 수리 기타 개인서비스업",종사자수[명],명,17598,17058,17294,16941,16821,16806,
안양시,합계,사업체수[개],개,44767,44814,44824,45375,63348,63452,
안양시,합계,여성대표자 사업체수[개],개,16668,16642,16857,16786,22627,22888,
안양시,합계,종사자수[명],명,246711,251051,255402,261491,267279,272065,
안양시,합계,남성 종사자수[명],명,139090,140737,143050,147989,155220,156722,
안양시,합계,여성 종사자수[명],명,107621,110314,112352,113502,112059,115343,
안양시,농업 임업 및 어업,사업체수[개],개,1,1,3,2,5,5,
안양시,농업 임업 및 어업,종사자수[명],명,6,3,6,3,15,18,
안양시,광업,사업체수[개],개,2,2,2,3,3,2,
안양시,광업,종사자수[명],명,79,55,54,53,50,45,
안양시,제조업,사업체수[개],개,4025,4005,3887,3878,5038,5163,
안양시,제조업,종사자수[명],명,35652,35152,34588,34837,35480,35444,
안양시,전기가스증기 및 공기조절 공급업,사업체수[개],개,9,9,7,14,46,39,
안양시,전기가스증기 및 공기조절 공급업,종사자수[명],명,295,256,247,225,322,282,
안양시,"수도, 하수 및 폐기물 처리, 원료 재생업",사업체수[개],개,49,53,56,60,68,75,
안양시,"수도, 하수 및 폐기물 처리, 원료 재생업",종사자수[명],명,784,798,1005,1042,957,1328,
안양시,건설업,사업체수[개],개,1871,1854,1893,1897,3948,3974,
안양시,건설업,종사자수[명],명,18773,19902,20971,21332,24033,23635,
안양시,도매 및 소매업,사업체수[개],개,12131,11858,11817,11551,17828,17840,
안양시,도매 및 소매업,종사자수[명],명,40648,39521,39786,39650,42262,44881,
안양시,운수 및 창고업,사업체수[개],개,4113,4334,4082,4544,6520,6189,
안양시,운수 및 창고업,종사자수[명],명,11363,11429,11174,12708,12307,11660,
안양시,숙박 및 음식점업,사업체수[개],개,7149,7025,7048,7079,7571,7421,
안양시,숙박 및 음식점업,종사자수[명],명,23777,23591,24366,23877,19628,19805,
안양시,정보통신업,사업체수[개],개,764,803,801,861,2054,2222,
안양시,정보통신업,종사자수[명],명,7341,8922,9459,9553,11125,12456,
안양시,금융 및 보험업,사업체수[개],개,500,533,552,553,741,725,
안양시,금융 및 보험업,종사자수[명],명,8537,9134,8680,8888,7651,7920,
안양시,부동산업,사업체수[개],개,2155,2071,2152,2220,3241,3404,
안양시,부동산업,종사자수[명],명,8476,7580,7766,8382,9355,9214,
안양시,"전문, 과학 및 기술서비스업",사업체수[개],개,1717,1791,1967,2191,3842,3892,
안양시,"전문, 과학 및 기술서비스업",종사자수[명],명,22130,22817,24260,25330,28148,29857,
안양시,사업시설관리 및 사업지원 및 임대서비스업,사업체수[개],개,571,716,754,763,1584,1505,
안양시,사업시설관리 및 사업지원 및 임대서비스업,종사자수[명],명,13690,15157,15348,16021,17817,16601,
안양시,"공공행정, 국방 및 사회보장행정",사업체수[개],개,73,73,74,74,73,73,
안양시,"공공행정, 국방 및 사회보장행정",종사자수[명],명,4649,4643,4976,5337,5724,5907,
안양시,교육서비스업,사업체수[개],개,2378,2422,2435,2439,2842,3014,
안양시,교육서비스업,종사자수[명],명,18389,19247,19397,20024,18428,19183,
안양시,보건업 및 사회복지서비스업,사업체수[개],개,1564,1672,1662,1639,1708,1734,
안양시,보건업 및 사회복지서비스업,종사자수[명],명,16452,18973,19222,20062,20968,20845,
안양시,"예술, 스포츠 및 여가관련서비스업",사업체수[개],개,1295,1344,1359,1377,1515,1538,
안양시,"예술, 스포츠 및 여가관련서비스업",종사자수[명],명,3871,3953,4292,4519,3545,3653,
안양시,"협회 및 단체, 수리 기타 개인서비스업",사업체수[개],개,4400,4248,4273,4230,4721,4637,
안양시,"협회 및 단체, 수리 기타 개인서비스업",종사자수[명],명,11799,9918,9805,9648,9464,9331,
부천시,합계,사업체수[개],개,59833,60076,60413,61147,90250,87889,
부천시,합계,여성대표자 사업체수[개],개,21563,21917,22555,22973,32149,31632,
부천시,합계,종사자수[명],명,285643,291822,301024,297595,319739,318670,
부천시,합계,남성 종사자수[명],명,148079,150398,153958,154388,169906,165771,
부천시,합계,여성 종사자수[명],명,137564,141424,147066,143207,149833,152899,
부천시,농업 임업 및 어업,사업체수[개],개,2,4,2,-,10,12,
부천시,농업 임업 및 어업,종사자수[명],명,34,31,35,-,28,43,
부천시,광업,사업체수[개],개,-,-,-,-,1,-,
부천시,광업,종사자수[명],명,-,-,-,-,1,-,
부천시,제조업,사업체수[개],개,10780,10657,10501,10229,13472,13221,
부천시,제조업,종사자수[명],명,72470,71475,70185,68426,69655,66509,
부천시,전기가스증기 및 공기조절 공급업,사업체수[개],개,6,5,6,6,25,21,
부천시,전기가스증기 및 공기조절 공급업,종사자수[명],명,186,215,207,201,235,243,
부천시,"수도, 하수 및 폐기물 처리, 원료 재생업",사업체수[개],개,58,56,58,57,112,127,
부천시,"수도, 하수 및 폐기물 처리, 원료 재생업",종사자수[명],명,1459,1490,1465,1416,1568,1782,
부천시,건설업,사업체수[개],개,1712,1738,1799,1850,5901,5772,
부천시,건설업,종사자수[명],명,14124,16533,18415,18369,23518,22304,
부천시,도매 및 소매업,사업체수[개],개,13372,13196,13358,13411,23426,22160,
부천시,도매 및 소매업,종사자수[명],명,41628,42122,42966,42634,50168,49907,
부천시,운수 및 창고업,사업체수[개],개,5847,5967,5672,5883,8558,8473,
부천시,운수 및 창고업,종사자수[명],명,11106,11039,11041,11358,14168,14086,
부천시,숙박 및 음식점업,사업체수[개],개,9541,9643,9768,10108,11146,10848,
부천시,숙박 및 음식점업,종사자수[명],명,28770,28981,30667,30872,26093,26122,
부천시,정보통신업,사업체수[개],개,418,414,438,468,1703,1871,
부천시,정보통신업,종사자수[명],명,3957,3858,4172,4031,6030,6100,
부천시,금융 및 보험업,사업체수[개],개,626,631,625,597,915,888,
부천시,금융 및 보험업,종사자수[명],명,10261,10119,10234,9277,10260,10033,
부천시,부동산업,사업체수[개],개,2644,2469,2551,2665,4149,4129,
부천시,부동산업,종사자수[명],명,8424,7569,8068,8920,10669,11041,
부천시,"전문, 과학 및 기술서비스업",사업체수[개],개,1169,1205,1336,1378,2862,2790,
부천시,"전문, 과학 및 기술서비스업",종사자수[명],명,6895,6988,7505,7860,10019,10017,
부천시,사업시설관리 및 사업지원 및 임대서비스업,사업체수[개],개,588,804,833,874,2373,2084,
부천시,사업시설관리 및 사업지원 및 임대서비스업,종사자수[명],명,14219,17645,18575,16298,18487,19020,
부천시,"공공행정, 국방 및 사회보장행정",사업체수[개],개,82,82,82,84,86,85,
부천시,"공공행정, 국방 및 사회보장행정",종사자수[명],명,4797,4977,5410,6095,6138,6412,
부천시,교육서비스업,사업체수[개],개,2537,2615,2667,2703,3225,3396,
부천시,교육서비스업,종사자수[명],명,20923,21596,22184,21224,21217,21540,
부천시,보건업 및 사회복지서비스업,사업체수[개],개,2080,2199,2213,2214,2340,2377,
부천시,보건업 및 사회복지서비스업,종사자수[명],명,24869,28095,30480,31046,33575,35854,
부천시,"예술, 스포츠 및 여가관련서비스업",사업체수[개],개,1898,2013,2060,2115,2422,2342,
부천시,"예술, 스포츠 및 여가관련서비스업",종사자수[명],명,5460,5646,6039,6044,4871,4887,
부천시,"협회 및 단체, 수리 기타 개인서비스업",사업체수[개],개,6473,6378,6444,6505,7524,7293,
부천시,"협회 및 단체, 수리 기타 개인서비스업",종사자수[명],명,16061,13443,13376,13524,13039,12770,
광명시,합계,사업체수[개],개,18679,19114,18990,18577,27517,26653,
광명시,합계,여성대표자 사업체수[개],개,7283,7436,7474,7212,10215,9949,
광명시,합계,종사자수[명],명,89703,92010,94647,93906,102769,105342,
광명시,합계,남성 종사자수[명],명,48660,48509,50654,50511,57624,58751,
광명시,합계,여성 종사자수[명],명,41043,43501,43993,43395,45145,46591,
광명시,농업 임업 및 어업,사업체수[개],개,1,1,-,-,4,4,
광명시,농업 임업 및 어업,종사자수[명],명,2,2,-,-,7,13,
광명시,광업,사업체수[개],개,-,-,-,-,-,-,
광명시,광업,종사자수[명],명,-,-,-,-,-,-,
광명시,제조업,사업체수[개],개,1798,1793,1756,1680,2369,2324,
광명시,제조업,종사자수[명],명,15067,14550,15337,14817,15256,15635,
광명시,전기가스증기 및 공기조절 공급업,사업체수[개],개,4,4,3,3,12,15,
광명시,전기가스증기 및 공기조절 공급업,종사자수[명],명,135,89,93,89,110,112,
광명시,"수도, 하수 및 폐기물 처리, 원료 재생업",사업체수[개],개,28,29,32,26,48,49,
광명시,"수도, 하수 및 폐기물 처리, 원료 재생업",종사자수[명],명,348,328,427,451,525,420,
광명시,건설업,사업체수[개],개,639,641,620,592,1652,1520,
광명시,건설업,종사자수[명],명,5305,4882,4976,5732,9487,8830,
광명시,도매 및 소매업,사업체수[개],개,5016,5040,4918,4706,8278,7629,
광명시,도매 및 소매업,종사자수[명],명,17470,17675,17751,16587,19416,19979,
광명시,운수 및 창고업,사업체수[개],개,2096,2320,2325,2336,3171,3245,
광명시,운수 및 창고업,종사자수[명],명,5400,5689,5579,5410,5947,6227,
광명시,숙박 및 음식점업,사업체수[개],개,2901,2976,2949,2924,3129,3114,
광명시,숙박 및 음식점업,종사자수[명],명,9508,10111,10208,10344,8748,8820,
광명시,정보통신업,사업체수[개],개,107,105,100,96,648,622,
광명시,정보통신업,종사자수[명],명,822,810,853,790,1515,1568,
광명시,금융 및 보험업,사업체수[개],개,140,149,144,133,202,176,
광명시,금융 및 보험업,종사자수[명],명,2485,2453,2239,2167,2184,2050,
광명시,부동산업,사업체수[개],개,896,867,911,936,1376,1372,
광명시,부동산업,종사자수[명],명,2850,2715,2732,2721,3635,3382,
광명시,"전문, 과학 및 기술서비스업",사업체수[개],개,260,264,276,320,901,962,
광명시,"전문, 과학 및 기술서비스업",종사자수[명],명,2129,2263,2171,2232,3125,3563,
광명시,사업시설관리 및 사업지원 및 임대서비스업,사업체수[개],개,145,220,234,233,643,530,
광명시,사업시설관리 및 사업지원 및 임대서비스업,종사자수[명],명,2687,4455,5716,5146,5247,5607,
광명시,"공공행정, 국방 및 사회보장행정",사업체수[개],개,45,45,43,44,41,42,
광명시,"공공행정, 국방 및 사회보장행정",종사자수[명],명,2038,1898,2066,2352,2729,3594,
광명시,교육서비스업,사업체수[개],개,1171,1208,1209,1202,1380,1449,
광명시,교육서비스업,종사자수[명],명,8358,8744,8723,8986,7914,8141,
광명시,보건업 및 사회복지서비스업,사업체수[개],개,859,904,878,869,870,885,
광명시,보건업 및 사회복지서비스업,종사자수[명],명,7924,8850,9225,9654,10429,10851,
광명시,"예술, 스포츠 및 여가관련서비스업",사업체수[개],개,494,530,546,532,612,622,
광명시,"예술, 스포츠 및 여가관련서비스업",종사자수[명],명,2391,2337,2291,2413,2470,2524,
광명시,"협회 및 단체, 수리 기타 개인서비스업",사업체수[개],개,2079,2018,2046,1945,2181,2093,
광명시,"협회 및 단체, 수리 기타 개인서비스업",종사자수[명],명,4784,4159,4260,4015,4025,4026,
평택시,합계,사업체수[개],개,34000,34730,36133,37539,59691,60910,
평택시,합계,여성대표자 사업체수[개],개,13295,13711,14342,14746,21531,22266,
평택시,합계,종사자수[명],명,207697,214956,225077,234439,274148,276230,
평택시,합계,남성 종사자수[명],명,130595,134797,141482,146258,175752,176911,
평택시,합계,여성 종사자수[명],명,77102,80159,83595,88181,98396,99319,
평택시,농업 임업 및 어업,사업체수[개],개,46,46,47,55,135,131,
평택시,농업 임업 및 어업,종사자수[명],명,546,532,563,768,935,966,
평택시,광업,사업체수[개],개,2,2,3,6,6,5,
평택시,광업,종사자수[명],명,43,38,43,42,38,48,
평택시,제조업,사업체수[개],개,3592,3672,3817,3846,5527,5580,
평택시,제조업,종사자수[명],명,80151,82769,86014,85424,92861,95282,
평택시,전기가스증기 및 공기조절 공급업,사업체수[개],개,17,15,18,18,365,398,
평택시,전기가스증기 및 공기조절 공급업,종사자수[명],명,1065,984,1134,1207,1606,1610,
평택시,"수도, 하수 및 폐기물 처리, 원료 재생업",사업체수[개],개,134,125,138,144,238,247,
평택시,"수도, 하수 및 폐기물 처리, 원료 재생업",종사자수[명],명,1293,1407,1535,1638,2065,1982,
평택시,건설업,사업체수[개],개,1208,1212,1273,1353,6587,6823,
평택시,건설업,종사자수[명],명,9072,10259,11303,13868,25427,23904,
평택시,도매 및 소매업,사업체수[개],개,8035,8004,8289,8373,13329,13464,
평택시,도매 및 소매업,종사자수[명],명,23666,23795,25122,26050,30022,30219,
평택시,운수 및 창고업,사업체수[개],개,3512,3375,3421,3934,6988,7123,
평택시,운수 및 창고업,종사자수[명],명,12203,12660,13490,14328,18418,18187,
평택시,숙박 및 음식점업,사업체수[개],개,6844,7192,7468,7842,9146,9319,
평택시,숙박 및 음식점업,종사자수[명],명,19878,20895,22162,23970,21603,21906,
평택시,정보통신업,사업체수[개],개,91,100,102,101,366,678,
평택시,정보통신업,종사자수[명],명,971,1052,995,901,1226,1562,
평택시,금융 및 보험업,사업체수[개],개,316,308,309,307,411,379,
평택시,금융 및 보험업,종사자수[명],명,4138,3964,3901,3986,3885,3904,
평택시,부동산업,사업체수[개],개,1849,1956,2124,1984,3642,3643,
평택시,부동산업,종사자수[명],명,4343,3920,4536,4456,6554,6711,
