,인구밀도,미세먼지(PM10)
2014,2840.365288336733,
2015,2816.196921935843,48.0
2016,2808.0289263860564,43.83
2017,2784.480074142725,45.33
2018,2761.697868396664,43.67
2019,2733.26538176427,41.17
2020,2712.3994811932557,32.58
2021,2691.846153846154,37.09
2022,2679.3996664813785,31.0
2023,2671.759911078177,35.75
