,인구밀도,미세먼지(PM2.5)
2014,213.1648013392556,
2015,213.83950750621017,36.0
2016,214.87249065111445,26.33
2017,215.23981802718797,27.08
2018,215.8875779583682,27.17
2019,216.01865852999944,28.25
2020,216.1248818685028,21.33
2021,215.66450654786013,19.58
2022,215.33304533304533,20.0
2023,215.1301471580937,20.25
