,인구밀도,아황산가스
2014,4571.838139776565,0.0068
2015,4564.532346063913,0.0066
2016,4544.134303156255,0.0056
2017,4507.341558441559,0.0048
2018,4470.0,0.0049
2019,4432.984028048305,0.0047
2020,4404.552655499286,0.0035
2021,4350.012983640612,0.003
2022,4301.584338130429,0.003
2023,4269.8846103980295,0.0027
