,인구밀도,아황산가스
2014,335.8249085824909,
2015,453.611529361153,
2016,522.79630027963,0.0037
2017,602.4951602495161,0.0033
2018,675.6850935685094,0.0027
2019,732.5768982576899,0.0033
2020,765.3925575392558,0.0033
2021,799.9462249946225,0.0033
2022,825.1043235104324,0.0029
2023,831.236559139785,0.0027
