,인구밀도,미세먼지(PM2.5)
2014,2944.700718276137,
2015,2937.3483639265764,26.91
2016,2931.392657621708,23.42
2017,2920.530726256983,24.17
2018,2911.683958499601,24.0
2019,2906.541608461385,23.5
2020,2893.7577329874275,18.0
2021,2876.892835761325,18.08
2022,2856.3872255489023,16.75
2023,2832.808383233533,16.83
