행정구역(동읍면)별,소멸위험등급
부산광역시 연제구_2019,3
부산광역시 영도구_2019,1
부산광역시 중구_2019,1
부산광역시 해운대구_2019,3
서울특별시 강남구_2019,4
서울특별시 강동구_2019,4
서울특별시 강북구_2019,2
서울특별시 강서구_2019,4
서울특별시 관악구_2019,4
서울특별시 광진구_2019,4
서울특별시 구로구_2019,3
서울특별시 금천구_2019,3
서울특별시 노원구_2019,3
서울특별시 도봉구_2019,3
서울특별시 동대문구_2019,3
서울특별시 동작구_2019,3
서울특별시 마포구_2019,4
서울특별시 서대문구_2019,3
서울특별시 서초구_2019,4
서울특별시 성동구_2019,3
서울특별시 성북구_2019,3
서울특별시 송파구_2019,4
서울특별시 양천구_2019,4
서울특별시 영등포구_2019,3
서울특별시 용산구_2019,3
서울특별시 은평구_2019,3
서울특별시 종로구_2019,3
서울특별시 중구_2019,3
서울특별시 중랑구_2019,3
세종특별자치시_2019,4
울산광역시 남구_2019,4
울산광역시 동구_2019,3
울산광역시 북구_2019,4
울산광역시 울주군_2019,3
울산광역시 중구_2019,3
인천광역시 강화군_2019,2
인천광역시 계양구_2019,4
인천광역시 남동구_2019,4
인천광역시 동구_2019,1
인천광역시 미추홀구_2019,3
인천광역시 부평구_2019,3
인천광역시 서구_2019,4
인천광역시 연수구_2019,4
인천광역시 옹진군_2019,1
인천광역시 중구_2019,4
전라남도 강진군_2019,1
전라남도 고흥군_2019,1
전라남도 곡성군_2019,1
전라남도 광양시_2019,4
전라남도 구례군_2019,1
전라남도 나주시_2019,2
전라남도 담양군_2019,1
전라남도 목포시_2019,3
전라남도 무안군_2019,2
전라남도 보성군_2019,1
전라남도 순천시_2019,3
전라남도 신안군_2019,1
전라남도 여수시_2019,2
전라남도 영광군_2019,1
전라남도 영암군_2019,2
전라남도 완도군_2019,1
전라남도 장성군_2019,2
전라남도 장흥군_2019,1
전라남도 진도군_2019,1
전라남도 함평군_2019,1
전라남도 해남군_2019,1
전라남도 화순군_2019,1
전북특별자치도 고창군_2019,1
전북특별자치도 군산시_2019,2
전북특별자치도 김제시_2019,1
전북특별자치도 남원시_2019,1
전북특별자치도 무주군_2019,1
전북특별자치도 부안군_2019,1
전북특별자치도 순창군_2019,1
전북특별자치도 완주군_2019,1
전북특별자치도 익산시_2019,2
전북특별자치도 임실군_2019,1
전북특별자치도 장수군_2019,1
전북특별자치도 전주시_2019,3
전북특별자치도 정읍시_2019,1
전북특별자치도 진안군_2019,1
제주특별자치도 서귀포시_2019,2
제주특별자치도 제주시_2019,3
충청남도 계룡시_2019,4
충청남도 공주시_2019,2
충청남도 금산군_2019,1
충청남도 논산시_2019,1
충청남도 당진시_2019,2
충청남도 보령시_2019,2
충청남도 부여군_2019,1
충청남도 서산시_2019,3
충청남도 서천군_2019,1
충청남도 아산시_2019,4
충청남도 예산군_2019,1
충청남도 천안시_2019,4
충청남도 청양군_2019,1
충청남도 태안군_2019,1
충청남도 홍성군_2019,2
충청북도 괴산군_2019,2
충청북도 단양군_2019,1
충청북도 보은군_2019,1
충청북도 영동군_2019,1
충청북도 옥천군_2019,1
충청북도 음성군_2019,2
충청북도 제천시_2019,2
충청북도 증평군_2019,3
충청북도 진천군_2019,3
충청북도 청주시_2019,4
충청북도 충주시_2019,2
강원특별자치도 강릉시_2020,2
강원특별자치도 고성군_2020,1
강원특별자치도 동해시_2020,2
강원특별자치도 삼척시_2020,1
강원특별자치도 속초시_2020,2
강원특별자치도 양구군_2020,1
강원특별자치도 양양군_2020,2
강원특별자치도 영월군_2020,1
강원특별자치도 원주시_2020,3
강원특별자치도 인제군_2020,2
강원특별자치도 정선군_2020,1
강원특별자치도 철원군_2020,1
강원특별자치도 춘천시_2020,3
강원특별자치도 태백시_2020,1
강원특별자치도 평창군_2020,1
강원특별자치도 홍천군_2020,2
강원특별자치도 화천군_2020,2
강원특별자치도 횡성군_2020,2
경기도 가평군_2020,2
경기도 고양시_2020,4
경기도 과천시_2020,4
경기도 광명시_2020,3
경기도 광주시_2020,4
경기도 구리시_2020,3
경기도 군포시_2020,3
경기도 김포시_2020,4
경기도 남양주시_2020,3
경기도 동두천시_2020,2
경기도 부천시_2020,3
경기도 성남시_2020,3
경기도 수원시_2020,4
경기도 시흥시_2020,4
경기도 안산시_2020,4
경기도 안성시_2020,3
경기도 안양시_2020,3
경기도 양주시_2020,3
경기도 양평군_2020,2
경기도 여주시_2020,2
경기도 연천군_2020,1
경기도 오산시_2020,4
경기도 용인시_2020,4
경기도 의왕시_2020,4
경기도 의정부시_2020,3
경기도 이천시_2020,3
경기도 파주시_2020,3
경기도 평택시_2020,4
경기도 포천시_2020,2
경기도 하남시_2020,4
경기도 화성시_2020,4
경상남도 거제시_2020,4
경상남도 거창군_2020,1
경상남도 고성군_2020,1
경상남도 김해시_2020,4
경상남도 남해군_2020,1
경상남도 밀양시_2020,1
경상남도 사천시_2020,2
경상남도 산청군_2020,1
경상남도 양산시_2020,3
경상남도 의령군_2020,1
경상남도 진주시_2020,3
경상남도 창녕군_2020,1
경상남도 창원시_2020,3
경상남도 통영시_2020,2
경상남도 하동군_2020,1
경상남도 함안군_2020,1
경상남도 함양군_2020,1
경상남도 합천군_2020,1
경상북도 경산시_2020,3
경상북도 경주시_2020,2
경상북도 고령군_2020,1
경상북도 구미시_2020,4
경상북도 김천시_2020,2
경상북도 문경시_2020,1
경상북도 봉화군_2020,1
경상북도 상주시_2020,1
경상북도 성주군_2020,1
경상북도 안동시_2020,2
경상북도 영덕군_2020,1
경상북도 영양군_2020,1
경상북도 영주시_2020,1
경상북도 영천시_2020,1
경상북도 예천군_2020,2
경상북도 울릉군_2020,1
경상북도 울진군_2020,1
경상북도 의성군_2020,1
경상북도 청도군_2020,1
경상북도 청송군_2020,1
경상북도 칠곡군_2020,2
경상북도 포항시_2020,2
광주광역시 광산구_2020,4
광주광역시 남구_2020,3
광주광역시 동구_2020,3
광주광역시 북구_2020,3
광주광역시 서구_2020,3
대구광역시 군위군_2020,1
대구광역시 남구_2020,2
대구광역시 달서구_2020,3
대구광역시 달성군_2020,4
대구광역시 동구_2020,2
대구광역시 북구_2020,3
대구광역시 서구_2020,1
대구광역시 수성구_2020,3
대구광역시 중구_2020,2
대전광역시 대덕구_2020,3
대전광역시 동구_2020,2
대전광역시 서구_2020,4
대전광역시 유성구_2020,4
대전광역시 중구_2020,2
부산광역시 강서구_2020,4
부산광역시 금정구_2020,2
부산광역시 기장군_2020,3
부산광역시 남구_2020,2
부산광역시 동구_2020,2
부산광역시 동래구_2020,3
부산광역시 부산진구_2020,3
부산광역시 북구_2020,2
부산광역시 사상구_2020,2
부산광역시 사하구_2020,2
부산광역시 서구_2020,2
부산광역시 수영구_2020,2
부산광역시 연제구_2020,3
부산광역시 영도구_2020,1
부산광역시 중구_2020,2
부산광역시 해운대구_2020,3
서울특별시 강남구_2020,4
서울특별시 강동구_2020,4
서울특별시 강북구_2020,2
서울특별시 강서구_2020,3
서울특별시 관악구_2020,3
서울특별시 광진구_2020,4
서울특별시 구로구_2020,3
서울특별시 금천구_2020,3
서울특별시 노원구_2020,3
서울특별시 도봉구_2020,2
서울특별시 동대문구_2020,3
서울특별시 동작구_2020,3
서울특별시 마포구_2020,4
서울특별시 서대문구_2020,3
서울특별시 서초구_2020,4
서울특별시 성동구_2020,3
서울특별시 성북구_2020,3
서울특별시 송파구_2020,4
서울특별시 양천구_2020,3
서울특별시 영등포구_2020,3
서울특별시 용산구_2020,3
서울특별시 은평구_2020,3
서울특별시 종로구_2020,3
서울특별시 중구_2020,3
서울특별시 중랑구_2020,3
세종특별자치시_2020,4
울산광역시 남구_2020,4
울산광역시 동구_2020,3
울산광역시 북구_2020,4
울산광역시 울주군_2020,3
울산광역시 중구_2020,3
인천광역시 강화군_2020,2
인천광역시 계양구_2020,3
인천광역시 남동구_2020,3
인천광역시 동구_2020,1
인천광역시 미추홀구_2020,3
인천광역시 부평구_2020,3
인천광역시 서구_2020,4
인천광역시 연수구_2020,4
인천광역시 옹진군_2020,1
인천광역시 중구_2020,3
전라남도 강진군_2020,1
전라남도 고흥군_2020,1
전라남도 곡성군_2020,1
전라남도 광양시_2020,3
전라남도 구례군_2020,1
전라남도 나주시_2020,2
전라남도 담양군_2020,1
전라남도 목포시_2020,2
전라남도 무안군_2020,3
전라남도 보성군_2020,1
전라남도 순천시_2020,3
전라남도 신안군_2020,1
전라남도 여수시_2020,2
전라남도 영광군_2020,1
전라남도 영암군_2020,1
전라남도 완도군_2020,1
전라남도 장성군_2020,1
전라남도 장흥군_2020,1
전라남도 진도군_2020,2
전라남도 함평군_2020,1
전라남도 해남군_2020,1
전라남도 화순군_2020,2
전북특별자치도 고창군_2020,1
전북특별자치도 군산시_2020,2
전북특별자치도 김제시_2020,1
전북특별자치도 남원시_2020,1
전북특별자치도 무주군_2020,1
전북특별자치도 부안군_2020,1
전북특별자치도 순창군_2020,1
전북특별자치도 완주군_2020,2
전북특별자치도 익산시_2020,2
전북특별자치도 임실군_2020,1
전북특별자치도 장수군_2020,1
전북특별자치도 전주시_2020,3
전북특별자치도 정읍시_2020,1
전북특별자치도 진안군_2020,1
제주특별자치도 서귀포시_2020,2
제주특별자치도 제주시_2020,3
충청남도 계룡시_2020,4
충청남도 공주시_2020,1
충청남도 금산군_2020,1
충청남도 논산시_2020,1
충청남도 당진시_2020,2
충청남도 보령시_2020,2
충청남도 부여군_2020,1
충청남도 서산시_2020,2
충청남도 서천군_2020,1
충청남도 아산시_2020,3
충청남도 예산군_2020,1
충청남도 천안시_2020,4
충청남도 청양군_2020,1
충청남도 태안군_2020,1
충청남도 홍성군_2020,2
충청북도 괴산군_2020,2
충청북도 단양군_2020,1
충청북도 보은군_2020,1
충청북도 영동군_2020,1
충청북도 옥천군_2020,1
충청북도 음성군_2020,2
충청북도 제천시_2020,2
충청북도 증평군_2020,2
충청북도 진천군_2020,3
충청북도 청주시_2020,3
충청북도 충주시_2020,2
강원특별자치도 강릉시_2021,2
강원특별자치도 고성군_2021,2
강원특별자치도 동해시_2021,2
강원특별자치도 삼척시_2021,1
강원특별자치도 속초시_2021,2
강원특별자치도 양구군_2021,1
강원특별자치도 양양군_2021,2
강원특별자치도 영월군_2021,1
강원특별자치도 원주시_2021,3
강원특별자치도 인제군_2021,2
강원특별자치도 정선군_2021,1
강원특별자치도 철원군_2021,1
강원특별자치도 춘천시_2021,3
강원특별자치도 태백시_2021,1
강원특별자치도 평창군_2021,1
강원특별자치도 홍천군_2021,1
강원특별자치도 화천군_2021,1
강원특별자치도 횡성군_2021,2
경기도 가평군_2021,2
경기도 고양시_2021,3
경기도 과천시_2021,4
경기도 광명시_2021,3
경기도 광주시_2021,3
경기도 구리시_2021,3
경기도 군포시_2021,3
경기도 김포시_2021,4
경기도 남양주시_2021,3
경기도 동두천시_2021,2
경기도 부천시_2021,3
경기도 성남시_2021,3
경기도 수원시_2021,4
경기도 시흥시_2021,4
경기도 안산시_2021,4
경기도 안성시_2021,3
경기도 안양시_2021,3
경기도 양주시_2021,3
경기도 양평군_2021,2
경기도 여주시_2021,2
경기도 연천군_2021,1
경기도 오산시_2021,4
경기도 용인시_2021,3
경기도 의왕시_2021,3
경기도 의정부시_2021,3
경기도 이천시_2021,3
경기도 파주시_2021,4
경기도 평택시_2021,4
경기도 포천시_2021,2
경기도 하남시_2021,4
경기도 화성시_2021,4
경상남도 거제시_2021,3
경상남도 거창군_2021,2
경상남도 고성군_2021,1
경상남도 김해시_2021,4
경상남도 남해군_2021,1
경상남도 밀양시_2021,1
경상남도 사천시_2021,2
경상남도 산청군_2021,1
경상남도 양산시_2021,3
경상남도 의령군_2021,1
경상남도 진주시_2021,3
경상남도 창녕군_2021,1
경상남도 창원시_2021,3
경상남도 통영시_2021,2
경상남도 하동군_2021,1
경상남도 함안군_2021,1
경상남도 함양군_2021,1
경상남도 합천군_2021,1
경상북도 경산시_2021,3
경상북도 경주시_2021,2
경상북도 고령군_2021,1
경상북도 구미시_2021,4
경상북도 김천시_2021,2
경상북도 문경시_2021,1
경상북도 봉화군_2021,1
경상북도 상주시_2021,1
경상북도 성주군_2021,1
경상북도 안동시_2021,2
경상북도 영덕군_2021,1
경상북도 영양군_2021,1
경상북도 영주시_2021,1
경상북도 영천시_2021,2
경상북도 예천군_2021,2
경상북도 울릉군_2021,1
경상북도 울진군_2021,1
경상북도 의성군_2021,1
경상북도 청도군_2021,1
경상북도 청송군_2021,1
경상북도 칠곡군_2021,3
경상북도 포항시_2021,2
광주광역시 광산구_2021,4
광주광역시 남구_2021,3
광주광역시 동구_2021,2
광주광역시 북구_2021,3
광주광역시 서구_2021,3
대구광역시 군위군_2021,1
대구광역시 남구_2021,2
대구광역시 달서구_2021,3
대구광역시 달성군_2021,3
대구광역시 동구_2021,2
대구광역시 북구_2021,3
대구광역시 서구_2021,1
대구광역시 수성구_2021,3
대구광역시 중구_2021,2
대전광역시 대덕구_2021,3
대전광역시 동구_2021,2
대전광역시 서구_2021,4
대전광역시 유성구_2021,4
대전광역시 중구_2021,2
부산광역시 강서구_2021,4
부산광역시 금정구_2021,2
부산광역시 기장군_2021,3
부산광역시 남구_2021,2
부산광역시 동구_2021,2
부산광역시 동래구_2021,2
부산광역시 부산진구_2021,2
부산광역시 북구_2021,2
부산광역시 사상구_2021,2
부산광역시 사하구_2021,2
부산광역시 서구_2021,2
부산광역시 수영구_2021,2
부산광역시 연제구_2021,2
부산광역시 영도구_2021,1
부산광역시 중구_2021,2
부산광역시 해운대구_2021,2
서울특별시 강남구_2021,4
서울특별시 강동구_2021,3
서울특별시 강북구_2021,2
서울특별시 강서구_2021,3
서울특별시 관악구_2021,3
서울특별시 광진구_2021,3
서울특별시 구로구_2021,3
서울특별시 금천구_2021,3
서울특별시 노원구_2021,3
서울특별시 도봉구_2021,2
서울특별시 동대문구_2021,3
서울특별시 동작구_2021,3
서울특별시 마포구_2021,4
서울특별시 서대문구_2021,3
서울특별시 서초구_2021,3
서울특별시 성동구_2021,3
서울특별시 성북구_2021,3
서울특별시 송파구_2021,3
서울특별시 양천구_2021,3
서울특별시 영등포구_2021,3
서울특별시 용산구_2021,3
서울특별시 은평구_2021,3
서울특별시 종로구_2021,3
서울특별시 중구_2021,3
서울특별시 중랑구_2021,2
세종특별자치시_2021,4
울산광역시 남구_2021,3
울산광역시 동구_2021,3
울산광역시 북구_2021,4
울산광역시 울주군_2021,3
울산광역시 중구_2021,2
인천광역시 강화군_2021,2
인천광역시 계양구_2021,3
인천광역시 남동구_2021,3
인천광역시 동구_2021,2
인천광역시 미추홀구_2021,3
인천광역시 부평구_2021,3
인천광역시 서구_2021,4
인천광역시 연수구_2021,4
인천광역시 옹진군_2021,1
인천광역시 중구_2021,3
전라남도 강진군_2021,1
전라남도 고흥군_2021,1
전라남도 곡성군_2021,1
전라남도 광양시_2021,3
전라남도 구례군_2021,1
전라남도 나주시_2021,2
전라남도 담양군_2021,2
전라남도 목포시_2021,2
전라남도 무안군_2021,3
전라남도 보성군_2021,1
전라남도 순천시_2021,3
전라남도 신안군_2021,1
전라남도 여수시_2021,2
전라남도 영광군_2021,1
전라남도 영암군_2021,1
전라남도 완도군_2021,1
전라남도 장성군_2021,1
전라남도 장흥군_2021,1
전라남도 진도군_2021,1
전라남도 함평군_2021,1
전라남도 해남군_2021,1
전라남도 화순군_2021,2
전북특별자치도 고창군_2021,1
전북특별자치도 군산시_2021,2
전북특별자치도 김제시_2021,1
전북특별자치도 남원시_2021,1
전북특별자치도 무주군_2021,1
전북특별자치도 부안군_2021,1
전북특별자치도 순창군_2021,1
전북특별자치도 완주군_2021,2
전북특별자치도 익산시_2021,2
전북특별자치도 임실군_2021,1
전북특별자치도 장수군_2021,1
전북특별자치도 전주시_2021,3
전북특별자치도 정읍시_2021,1
전북특별자치도 진안군_2021,1
제주특별자치도 서귀포시_2021,2
제주특별자치도 제주시_2021,3
충청남도 계룡시_2021,4
충청남도 공주시_2021,1
충청남도 금산군_2021,1
충청남도 논산시_2021,1
충청남도 당진시_2021,2
충청남도 보령시_2021,1
충청남도 부여군_2021,1
충청남도 서산시_2021,2
충청남도 서천군_2021,1
충청남도 아산시_2021,3
충청남도 예산군_2021,1
충청남도 천안시_2021,4
충청남도 청양군_2021,1
충청남도 태안군_2021,1
충청남도 홍성군_2021,2
충청북도 괴산군_2021,1
충청북도 단양군_2021,1
충청북도 보은군_2021,1
충청북도 영동군_2021,1
충청북도 옥천군_2021,2
충청북도 음성군_2021,2
충청북도 제천시_2021,2
충청북도 증평군_2021,2
충청북도 진천군_2021,3
충청북도 청주시_2021,3
충청북도 충주시_2021,2
