행정구역(동읍면)별,2015,2016,2017,2018,2019,2020,2021
대구광역시 달서구,2.680683813542956,2.1788123173536293,1.667763757662272,1.4979074603291205,1.2224750973466771,0.9196315258133326,0.6415715135271493
대구광역시 달성군,2.003096156218731,2.5509058268237075,2.562469104136769,1.910557299627572,1.6927076488014867,1.356310998426071,1.1974891906285827
대구광역시 동구,0.9089624498250626,0.8346708629611764,0.6448901615778326,0.6611631848427207,0.4064176461370603,0.394883205770153,0.4227139483672676
대구광역시 북구,2.0892042636036683,1.8252474460578527,1.639273250167862,1.3677936699519335,1.1643434151569043,1.0676155245364285,0.8410983963550667
대구광역시 서구,0.6549635449903378,0.4037257304027738,0.2178862830569514,0.1311202599213123,-0.0166178077338174,0.094315378805639,-0.0209976642365588
대구광역시 수성구,1.792096797170832,1.5829943912231004,1.2979408680206943,1.1337436715147051,1.0052819424114878,0.8548194116462873,0.6707415226786969
대구광역시 중구,0.7427790291293993,0.4766039278012212,0.4990488103371598,0.5949667311757006,0.3953398781419049,0.4613854227040949,0.4099519472167796
대전광역시 대덕구,1.8517003283002496,1.5678330484266625,1.1900660787242834,0.936310956836712,0.7000704961363975,0.7439985158825732,0.5963414455482852
대전광역시 동구,0.835404541449332,0.7720187028534264,0.6488767468568324,0.6640792359112503,0.542666044616825,0.4171357332174306,0.4810872966288683
대전광역시 서구,3.2822403104425444,3.006158959340937,2.530312816972449,2.227316077581571,1.890754577027289,1.5879403294401948,1.337631480076414
대전광역시 유성구,6.013181861662981,5.629019253782486,4.898368236147097,4.182312139511054,3.530885947165354,3.0321862914684856,2.557799679596473
대전광역시 중구,0.9588376628197705,0.884168394047574,0.7469813547530297,0.6161917969262442,0.5133490391396522,0.3985659314514834,0.3236941888597494
부산광역시 강서구,2.258737379392752,2.4590178126797486,2.199073983338911,1.9654673076850395,1.9247769005069264,1.8718907517204944,1.6794629747973435
부산광역시 금정구,0.8612065514330272,0.7992584852791992,0.7062728982318894,0.5570609267511403,0.3729384605454001,0.2460837144085286,0.2609793824574921
부산광역시 기장군,1.7665661011602038,1.553016366651199,1.2924351755443768,1.208985024408182,0.8900447550815876,1.197180309764667,0.8935177597871615
부산광역시 남구,0.83500406411167,0.6956536100323061,0.5434863974198331,0.7932831174882786,0.4318791046534385,0.3239437878657798,0.2934977298565481
부산광역시 동구,0.1796704159146527,0.1394173520892837,0.2295352834897476,0.1186895091279424,0.3655493182230848,0.2954170654939434,0.1831313680273795
부산광역시 동래구,1.1303816112128957,1.0600117971122718,0.8513016055020185,0.6759911049400675,0.8447299753837674,0.5938293677334089,0.4431454342220974
부산광역시 부산진구,0.915081082940735,0.7964332318354436,0.7061863641591164,0.5044594479985538,0.5304123741199741,0.6015777439283654,0.4295040171571033
부산광역시 북구,1.879010368735781,1.5272610796112405,1.0148678562467317,0.7977243182119012,0.6095344027780552,0.4040730188325686,0.5177497288601607
부산광역시 사상구,1.3003119516320307,1.0579992977117991,0.8663799758393087,0.5638331526493515,0.4230661415591888,0.2976199491933108,0.2893646523653216
부산광역시 사하구,1.1937342244505806,1.0471738656693703,0.9091061692080824,0.6256342285258341,0.4426798771523831,0.2633672721852823,0.3126867166353886
부산광역시 서구,0.3251638190002764,0.2101495562039234,0.1731886530282965,0.3887067619049392,0.1448669646600221,0.2815245890354494,0.1579532441343247
부산광역시 수영구,0.9125055853358393,0.778908358403999,0.7274959642725427,0.4761148905287774,0.5348648568395047,0.5070578247503577,0.3890087589308724
부산광역시 연제구,1.1171549262567364,0.8579023418212581,0.8391039532677314,0.7904425673759672,0.7066418696492477,0.5530496234800831,0.4449669082612024
부산광역시 영도구,0.2288098320561287,0.147175970397221,0.1079911455158337,0.0069550803807957,-0.0458574311481089,-0.0586970750783955,0.0978223343802642
부산광역시 중구,0.3010238156275302,0.3087427067709806,0.201275846487018,0.0589440396975599,0.1309826544476459,0.1839432535745488,0.2214174699819933
부산광역시 해운대구,1.5295411797998826,1.3143977740931136,0.9841115349102396,0.9337477596662276,0.7700732544261769,0.6274473257028684,0.5072755245254977
서울특별시 강남구,3.3374597942130824,2.9327942593720406,2.4590015745215275,2.107620394422929,2.0032610126035806,1.6065990923166442,1.4077873990548169
서울특별시 강동구,1.9454754403407528,1.695499125201958,1.514213189232784,1.239132922612813,1.3299084931303469,1.36562636010444,1.029289571128964
서울특별시 강북구,0.8759298057550254,0.7830345386134135,0.7025388359880872,0.5573493133229199,0.4592668669993885,0.366707807540702,0.2726535305810842
서울특별시 강서구,2.246331843668901,2.115547147873236,1.8940399735433024,1.5628787235432795,1.3489189042937455,1.0791427377053586,1.0440732923560458
서울특별시 관악구,1.8711148488837823,1.7261746801419595,1.55020651700379,1.4881125524811665,1.3568064424627684,1.1674884329745263,1.0715517723473893
서울특별시 광진구,2.6143361725284127,2.3770317909629064,2.160160756746244,1.906402760122297,1.618611298624102,1.3992039701719892,1.238787886761207
서울특별시 구로구,1.6564135510025224,1.4516189472508672,1.167637745048851,0.9913585122609312,1.0054825274824108,0.7773095294865782,0.5978484412761754
서울특별시 금천구,1.4214325993206336,1.3009832867345514,1.1456720738004196,0.9711371922495494,0.8546329759452578,0.7522239879345424,0.761869379693542
서울특별시 노원구,1.8403437722606857,1.6613161772046836,1.2932039008875709,1.1250674661692148,0.9003103237245256,0.7611132196392163,0.6100772420127674
서울특별시 도봉구,1.2935657312685476,1.1162269045265576,0.8998859091145713,0.7326300595154099,0.5560175837154903,0.3982341871257083,0.3359186716521187
서울특별시 동대문구,1.1615103722978248,1.0318719153626357,0.9063281278377188,0.8802169603958779,0.8034030965796368,0.7003792326131464,0.6863313602961061
서울특별시 동작구,1.536514323979847,1.5339219349989526,1.2980150620606368,1.2599129852591038,1.1293472899455044,0.9249523773765468,0.8525914135881214
서울특별시 마포구,2.104351660798661,1.9116089074845992,1.7972874207201956,1.7948977227543972,1.665083014040562,1.521748835126854,1.5027640245972795
서울특별시 서대문구,1.2590933178034118,1.22712536152708,1.0666081017940958,0.9607338620285908,0.9130896854706732,0.9310195967396852,0.7207231261331232
서울특별시 서초구,2.73372228390025,2.569250193969713,2.175034140938113,1.923429432212434,1.7373586634767852,1.432080740154354,1.2161452223080955
서울특별시 성동구,1.7319638508895785,1.6758926211739948,1.6554738202302564,1.5328549203166395,1.1281973495162525,0.967601629884608,0.8643761879703014
서울특별시 성북구,1.342951990661072,1.2055424712392402,1.105900243481582,0.9573748660879248,1.1301955738775362,0.8252432560681159,0.7796176240210853
서울특별시 송파구,2.98029976545642,2.7224226307015145,2.4463131952621446,2.1105372947938927,1.9116124749129624,1.4532065377866894,1.2446554830776912
서울특별시 양천구,2.727172867188379,2.352528666481712,1.9423701262472863,1.6249957990848258,1.3639938320208569,1.1607630209561683,0.9454829741954082
서울특별시 영등포구,1.473837510611323,1.329380278962376,1.2839305137638712,1.2144273227331417,1.138388582489886,1.2436100939207462,1.0585262091059813
서울특별시 용산구,1.0900241361912202,1.0232797037007628,1.028716215854031,1.0112090672150071,0.9295232156303788,0.9134378214607236,0.8030975358313788
서울특별시 은평구,1.3760664101490592,1.181498995391734,1.0524514932740932,0.9478076962725006,0.8478538782808177,0.7897458786968107,0.656502186362252
서울특별시 종로구,0.9668910352245528,0.8868912477685253,1.0045055556537663,0.7863869232158309,0.6951811289987067,0.610618469993396,0.5761085710753912
서울특별시 중구,0.8436422732145479,0.8945272653332406,0.8949390498783137,0.8252462189062352,0.7567240258278252,0.6067060438622353,0.5834129010593172
서울특별시 중랑구,1.4625886858766284,1.3279276228216654,1.1162423101035222,0.9212976733832942,0.7313669142109026,0.6894455903657222,0.5451309192039855
세종특별자치시,3.333634781804432,3.3475163146185056,3.5687383009917326,3.696176696249964,3.529805663590829,3.070798405632549,2.9127880133633086
울산광역시 남구,4.35771298478758,3.7318002455470536,2.8824214726749884,2.316925976231324,1.7289033096868716,1.4218781735466064,1.077494559419689
울산광역시 동구,4.030839555645279,3.460750568819501,2.4390626530723054,1.83346742286344,1.302096512305147,1.043131948800736,0.8305839927048426
울산광역시 북구,7.161515038047316,6.487422567120393,5.6651363336871015,5.098729754507154,4.69280168981506,3.518038008373098,2.7555609938413426
울산광역시 울주군,1.939033286065616,1.5792905004469284,1.4515616473101418,1.250990989671331,1.0984904758415597,0.8209467296478933,0.6856455136421142
울산광역시 중구,2.6226539241737834,2.011705775479266,1.536701143431168,1.0552038004780266,0.727496058668147,0.5706335821024373,0.4849652175847624
인천광역시 강화군,0.2544838426941899,0.2347639676769118,0.2850637952908035,0.1843459393171374,0.1873546070914423,0.1479850879480466,0.2217995440812448
인천광역시 계양구,3.9056919879938254,3.376758176546553,2.630144785832204,1.9552627321405711,1.5255810372079217,1.1940720589399674,1.1035729199830366
인천광역시 남동구,3.133397232163686,2.616322852320419,2.287553630736076,1.889259828341088,1.4890328380815314,1.1583852727842234,0.9533274886345502
인천광역시 동구,0.49455991208452,0.4176483575681584,0.3153915761564627,0.0668308673007485,0.1158044307407133,0.0761483236951311,0.2374896493482308
인천광역시 미추홀구,1.216975718565153,1.402964644469571,1.1146174131805284,0.9279565659688794,0.6935559598325293,0.6421209626535548,0.7138063532363128
인천광역시 부평구,2.4107727601025046,2.112601278287044,1.721959390443177,1.3151880014429416,1.0753793015841822,0.7796510604280782,0.7794061008225178
인천광역시 서구,4.582645829427933,4.175811616320489,3.556951055396359,3.3955172130987297,2.761066123532041,2.156694454875448,2.0503810004775422
인천광역시 연수구,4.785205611521492,4.559381750540624,3.9839212881891233,3.6509912714853967,3.4603598168834786,3.0643199209163647,2.395811350997404
인천광역시 옹진군,0.2736742312025436,0.3106774572618408,0.2476866473863015,-0.0017218149646407,-0.0044973559519155,0.0951257090467788,0.0798267619623347
인천광역시 중구,1.3329294412559811,1.2066273039486073,1.2613176567382696,1.3065020575349398,1.6360073242655218,1.262163158773832,1.1568757364044502
전라남도 강진군,-0.086203600762149,-0.1236980976477526,-0.090515374897563,-0.0616727241097121,-0.1037385880052886,-0.0453560662404246,-0.0434429213225333
전라남도 고흥군,0.0103465025435883,0.0116121821660507,0.0444191987576767,0.0129063314054444,0.0128663809440979,-0.0069578388807446,-0.0037470839546937
전라남도 곡성군,0.1430364282836992,0.0671526792124041,0.0847182525410342,0.0031862544139785,-0.0924671154557817,-0.1161966046488349,0.0060016449700934
전라남도 광양시,2.226345411226049,2.107890347550896,1.7997340359804552,1.626317545312458,1.3475129459080912,0.7965429927789165,0.8456199663489595
전라남도 구례군,0.219245104796222,0.2024525747044396,0.1938678767311829,0.0469467663539747,-0.0314705559928599,-0.1247428736738933,0.0122889137724213
전라남도 나주시,0.636493240793141,0.6165655815659654,0.6309843707894689,0.5203392090007448,0.3665853237114401,0.3613579309401922,0.3888085090994274
전라남도 담양군,0.1271758466230762,0.20665049007503,0.1816704596934104,0.0946277848506572,0.0922123474013225,0.0949603668590683,0.1586131941875252
전라남도 목포시,1.3282919971285092,1.2053617323567871,0.9685115085305942,0.9008470385583504,0.7680473021098837,0.5435957223693968,0.4544823715104839
전라남도 무안군,0.513932664301234,0.4244731131582785,0.5265483050923385,0.3363764943080328,0.3083827937733502,0.7534046129786324,0.8320052147775157
전라남도 보성군,0.0154364105080236,-0.0619209930503946,-0.0268792116260672,-0.0641562513310277,-0.2084986345509602,-0.0781715998061191,-0.0603387899553837
전라남도 순천시,1.4138957885192274,1.2483971345931275,1.1497583431132803,1.0317397492758382,0.90924971379576,0.8729828022999147,0.7157266665333258
전라남도 신안군,0.0318601019634686,-0.0137780909921611,-0.0058808473648513,-0.0529438960936047,-0.1113968235560161,-0.1906597104678548,0.0163295291562844
전라남도 여수시,0.7976930156795098,0.7004949543649623,0.5804128087959776,0.4921289144853609,0.4955419657527303,0.3681433314596729,0.3061729943912628
전라남도 영광군,0.1156339960759402,0.0886946805997648,0.0345748169376235,0.0587632803662801,0.0949576612685234,-0.0105761123303291,-0.0220325452747593
전라남도 영암군,0.1292222376570698,0.0485823513243865,-0.0139839456434116,0.054417558274881,0.1663383508291569,0.0356107042820923,0.0853346745994754
전라남도 완도군,0.1389305932009247,0.0636009258691601,0.0418853490222171,0.0132802695679031,-0.039962582501601,-0.0164907647435751,-0.1164583120830031
전라남도 장성군,0.1790835447798139,0.1173882204129106,0.1725550938817594,0.1080385205395257,0.1441221692382352,-0.066996016755846,0.001341808364667
전라남도 장흥군,0.215535206053176,-0.3849725421685415,0.0456758276397457,-0.0310150921917393,-0.0519530332622953,-0.0724726767622819,-0.176505331179192
전라남도 진도군,0.0662657608771602,0.0421179948886256,0.0649771905655262,-0.0057815874423656,-0.0273816587716128,0.2956827666018362,-0.1739947290572533
전라남도 함평군,0.0872778509372439,0.0059512719345147,0.1291240558863779,-0.0984252917902875,-0.0255382883596373,-0.1055674847796789,-0.0255710119819154
전라남도 해남군,0.0288737664554697,-0.0256630578988592,-0.0946683553282405,-0.1128916062346115,-0.0903690542372582,-0.0932497933250667,-0.0553607397637128
전라남도 화순군,0.1800373907484231,0.2318876573914552,0.194520144605395,0.1627111267431708,0.0470847653476217,0.1932635052790588,0.2583519731543553
전북특별자치도 고창군,0.1689146238156742,0.2375610231061325,0.163242252121479,-0.3448223954880633,-0.1255811743299227,-0.0260946469655802,-0.024215919764129
전북특별자치도 군산시,0.934026043452818,0.8301984221549248,0.6842596469817785,0.6208622077509293,0.5234822761202595,0.4426146127441655,0.3951700255896555
전북특별자치도 김제시,0.070317229489113,0.0967637449048479,0.101602692656679,0.0151354168617469,0.0146192053121723,0.0168043667526988,0.0427588061383554
전북특별자치도 남원시,0.2002720317006278,0.1933373537587039,0.1538347336240687,0.1552900477008156,0.0863313770823176,0.1250842266542912,0.0600105207813444
전북특별자치도 무주군,0.0825251547150109,0.0644774071433298,0.1170005691239462,0.101824306755723,0.0581716773166368,0.0691455511902314,0.0616474823172822
전북특별자치도 부안군,0.0826006655615298,0.2040228226703588,0.0322199267503031,-0.1040155178742173,-0.0471364394007002,-0.0425523023254696,-0.0466216925499637
