,인구밀도,미세먼지(PM2.5)
2014,231.99623165410551,
2015,231.778524321912,39.25
2016,231.1027252109901,31.5
2017,229.8434750278845,28.36
2018,227.6377786865945,25.25
2019,225.41758064716012,25.83
2020,223.56241790378945,20.5
2021,221.36185131502333,19.42
2022,219.19523856711092,19.42
2023,217.3531269740998,20.25
