,인구밀도,아황산가스
2014,2822.0305602716467,0.0039
2015,2815.560208239022,0.0034
2016,2811.8571751923946,0.0035
2017,2801.302625622453,0.0034
2018,2786.382569326542,0.0028
2019,2759.5144312393886,0.0028
2020,2737.233729485002,0.0023
2021,2699.345931877334,0.0019
2022,2670.2338454586534,0.0018
2023,1583.8346115371792,0.002
