,인구밀도,미세먼지(PM10)
2014,2822.0305602716467,
2015,2815.560208239022,45.58
2016,2811.8571751923946,42.27
2017,2801.302625622453,43.5
2018,2786.382569326542,39.92
2019,2759.5144312393886,39.0
2020,2737.233729485002,34.0
2021,2699.345931877334,35.0
2022,2670.2338454586534,30.25
2023,1583.8346115371792,35.5
