,인구밀도,미세먼지(PM10)
2014,2770.721649484536,
2015,2789.1468064823644,56.22
2016,2769.6866177300963,49.58
2017,2773.5321230364034,47.09
2018,2778.7472961534845,39.5
2019,2780.9893727076087,42.67
2020,2762.6999624483665,33.25
2021,2764.5335208626348,38.92
2022,2780.987816307404,33.42
2023,2808.9307468840784,40.42
