"행정구역(동읍면)별","5세별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년",
"울산광역시","80 - 84세","총인구수[명]","명","10995","11853","12626","13404","14389","15164","16051","18006","19039",
"울산광역시","80 - 84세","남자인구수[명]","명","3434","3787","4103","4442","4994","5471","5994","6965","7536",
"울산광역시","80 - 84세","여자인구수[명]","명","7561","8066","8523","8962","9395","9693","10057","11041","11503",
"울산광역시","85 - 89세","총인구수[명]","명","5016","5361","5804","6250","6833","7548","8068","8460","9018",
"울산광역시","85 - 89세","남자인구수[명]","명","1090","1182","1372","1569","1786","2032","2224","2382","2610",
"울산광역시","85 - 89세","여자인구수[명]","명","3926","4179","4432","4681","5047","5516","5844","6078","6408",
"울산광역시","90 - 94세","총인구수[명]","명","1729","1813","1971","2115","2394","2484","2673","2834","3068",
"울산광역시","90 - 94세","남자인구수[명]","명","275","287","306","333","387","451","490","558","652",
"울산광역시","90 - 94세","여자인구수[명]","명","1454","1526","1665","1782","2007","2033","2183","2276","2416",
"울산광역시","95 - 99세","총인구수[명]","명","345","387","447","509","534","602","603","608","657",
"울산광역시","95 - 99세","남자인구수[명]","명","68","67","68","78","79","82","78","71","76",
"울산광역시","95 - 99세","여자인구수[명]","명","277","320","379","431","455","520","525","537","581",
"울산광역시","100+","총인구수[명]","명","139","138","153","158","158","175","67","61","79",
"울산광역시","100+","남자인구수[명]","명","26","28","28","32","31","35","4","3","9",
"울산광역시","100+","여자인구수[명]","명","113","110","125","126","127","140","63","58","70",
"중구","15 - 19세","총인구수[명]","명","16365","15264","13867","12660","11442","10280","9480","9407","9286",
"중구","15 - 19세","남자인구수[명]","명","8860","8255","7494","6833","6153","5527","5078","5041","4952",
"중구","15 - 19세","여자인구수[명]","명","7505","7009","6373","5827","5289","4753","4402","4366","4334",
"중구","20 - 24세","총인구수[명]","명","18324","17852","16986","15760","14275","13001","11967","10490","9598",
"중구","20 - 24세","남자인구수[명]","명","10255","10040","9457","8785","7974","7268","6738","5959","5478",
"중구","20 - 24세","여자인구수[명]","명","8069","7812","7529","6975","6301","5733","5229","4531","4120",
"중구","25 - 29세","총인구수[명]","명","14982","15177","15214","14725","14284","13815","13220","12596","12246",
"중구","25 - 29세","남자인구수[명]","명","8185","8249","8367","8107","7954","7677","7395","7003","6845",
"중구","25 - 29세","여자인구수[명]","명","6797","6928","6847","6618","6330","6138","5825","5593","5401",
"중구","30 - 34세","총인구수[명]","명","17389","16089","14553","13118","12210","11717","11775","11726","12557",
"중구","30 - 34세","남자인구수[명]","명","9112","8410","7623","6955","6507","6307","6286","6386","6863",
"중구","30 - 34세","여자인구수[명]","명","8277","7679","6930","6163","5703","5410","5489","5340","5694",
"중구","35 - 39세","총인구수[명]","명","18321","18689","18610","18012","16195","14654","13330","12025","11907",
"중구","35 - 39세","남자인구수[명]","명","9690","9816","9703","9249","8346","7516","6900","6270","6282",
"중구","35 - 39세","여자인구수[명]","명","8631","8873","8907","8763","7849","7138","6430","5755","5625",
"중구","40 - 44세","총인구수[명]","명","19950","18707","17863","16770","16206","16186","16353","16192","16278",
"중구","40 - 44세","남자인구수[명]","명","9963","9494","9119","8685","8370","8422","8461","8364","8347",
"중구","40 - 44세","여자인구수[명]","명","9987","9213","8744","8085","7836","7764","7892","7828","7931",
"중구","45 - 49세","총인구수[명]","명","22811","22509","21709","20620","19407","18072","16744","15975","15251",
"중구","45 - 49세","남자인구수[명]","명","11211","10908","10607","10111","9670","9063","8449","8047","7783",
"중구","45 - 49세","여자인구수[명]","명","11600","11601","11102","10509","9737","9009","8295","7928","7468",
"중구","65 - 69세","총인구수[명]","명","9463","10204","10918","11397","11889","13096","14066","14704","15589",
"중구","65 - 69세","남자인구수[명]","명","4717","5069","5408","5627","5842","6297","6719","7019","7431",
"중구","65 - 69세","여자인구수[명]","명","4746","5135","5510","5770","6047","6799","7347","7685","8158",
"중구","70 - 74세","총인구수[명]","명","6727","6784","6976","7381","7873","8479","9043","9678","10220",
"중구","70 - 74세","남자인구수[명]","명","3097","3187","3275","3446","3776","4046","4298","4627","4893",
"중구","70 - 74세","여자인구수[명]","명","3630","3597","3701","3935","4097","4433","4745","5051","5327",
"중구","75 - 79세","총인구수[명]","명","4502","4796","5338","5629","5795","5803","5818","5979","6401",
"중구","75 - 79세","남자인구수[명]","명","1824","2016","2290","2440","2468","2530","2587","2651","2854",
"중구","75 - 79세","여자인구수[명]","명","2678","2780","3048","3189","3327","3273","3231","3328","3547",
"중구","80 - 84세","총인구수[명]","명","2421","2672","2854","3079","3402","3573","3737","4219","4484",
"중구","80 - 84세","남자인구수[명]","명","813","924","1004","1098","1249","1346","1434","1659","1807",
"중구","80 - 84세","여자인구수[명]","명","1608","1748","1850","1981","2153","2227","2303","2560","2677",
"중구","85 - 89세","총인구수[명]","명","1069","1156","1251","1349","1407","1590","1730","1821","1973",
"중구","85 - 89세","남자인구수[명]","명","241","258","316","371","408","459","516","571","639",
"중구","85 - 89세","여자인구수[명]","명","828","898","935","978","999","1131","1214","1250","1334",
"중구","90 - 94세","총인구수[명]","명","317","337","372","422","498","514","560","601","656",
"중구","90 - 94세","남자인구수[명]","명","43","45","50","54","85","99","103","121","146",
"중구","90 - 94세","여자인구수[명]","명","274","292","322","368","413","415","457","480","510",
"중구","95 - 99세","총인구수[명]","명","82","89","97","102","107","116","97","108","134",
"중구","95 - 99세","남자인구수[명]","명","11","14","12","14","13","11","10","8","13",
"중구","95 - 99세","여자인구수[명]","명","71","75","85","88","94","105","87","100","121",
"중구","100+","총인구수[명]","명","40","44","47","46","52","60","11","13","13",
"중구","100+","남자인구수[명]","명","9","10","9","9","10","13","1","1","1",
"중구","100+","여자인구수[명]","명","31","34","38","37","42","47","10","12","12",
"남구","15 - 19세","총인구수[명]","명","25874","24267","22023","20059","18184","16226","14870","14537","14151",
"남구","15 - 19세","남자인구수[명]","명","13756","12908","11723","10662","9692","8713","7905","7727","7451",
"남구","15 - 19세","여자인구수[명]","명","12118","11359","10300","9397","8492","7513","6965","6810","6700",
"남구","20 - 24세","총인구수[명]","명","27269","27055","26156","24988","23500","22101","20418","18494","16952",
"남구","20 - 24세","남자인구수[명]","명","15217","15119","14472","13818","13007","12178","11255","10255","9448",
"남구","20 - 24세","여자인구수[명]","명","12052","11936","11684","11170","10493","9923","9163","8239","7504",
"남구","25 - 29세","총인구수[명]","명","22220","22804","23232","23668","23472","23646","22950","22297","21510",
"남구","25 - 29세","남자인구수[명]","명","12199","12608","13007","13146","13260","13323","12948","12529","12119",
"남구","25 - 29세","여자인구수[명]","명","10021","10196","10225","10522","10212","10323","10002","9768","9391",
"남구","30 - 34세","총인구수[명]","명","24858","23217","21237","20365","19821","19970","20395","21203","21588",
"남구","30 - 34세","남자인구수[명]","명","12978","12218","11282","11011","10742","10938","11230","11775","12020",
"남구","30 - 34세","여자인구수[명]","명","11880","10999","9955","9354","9079","9032","9165","9428","9568",
"남구","35 - 39세","총인구수[명]","명","24959","25397","25342","25049","23590","22210","20451","19418","18849",
"남구","35 - 39세","남자인구수[명]","명","12644","12966","12975","12759","12103","11529","10671","10229","10090",
"남구","35 - 39세","여자인구수[명]","명","12315","12431","12367","12290","11487","10681","9780","9189","8759",
"남구","40 - 44세","총인구수[명]","명","29779","27417","25832","24026","23226","23474","23699","23912","23849",
"남구","40 - 44세","남자인구수[명]","명","14119","13030","12413","11752","11521","11796","12038","12236","12149",
"남구","40 - 44세","여자인구수[명]","명","15660","14387","13419","12274","11705","11678","11661","11676","11700",
"남구","45 - 49세","총인구수[명]","명","34789","34672","33514","32030","30053","28179","25905","24441","22939",
"남구","45 - 49세","남자인구수[명]","명","17070","16761","16222","15361","14339","13377","12381","11740","11294",
"남구","45 - 49세","여자인구수[명]","명","17719","17911","17292","16669","15714","14802","13524","12701","11645",
"남구","65 - 69세","총인구수[명]","명","11385","12064","13021","13638","14806","16346","17570","18725","19976",
"남구","65 - 69세","남자인구수[명]","명","5816","6143","6581","6810","7391","8107","8737","9224","9795",
"남구","65 - 69세","여자인구수[명]","명","5569","5921","6440","6828","7415","8239","8833","9501","10181",
"남구","70 - 74세","총인구수[명]","명","7390","7453","7733","8617","9280","10156","10720","11533","12098",
"남구","70 - 74세","남자인구수[명]","명","3523","3539","3740","4254","4579","5014","5245","5624","5831",
"남구","70 - 74세","여자인구수[명]","명","3867","3914","3993","4363","4701","5142","5475","5909","6267",
"남구","75 - 79세","총인구수[명]","명","4868","5227","5785","6130","6348","6315","6413","6658","7367",
"남구","75 - 79세","남자인구수[명]","명","1983","2215","2530","2736","2844","2842","2899","3077","3477",
"남구","75 - 79세","여자인구수[명]","명","2885","3012","3255","3394","3504","3473","3514","3581","3890",
"남구","80 - 84세","총인구수[명]","명","2673","2914","3199","3369","3577","3839","4067","4573","4893",
"남구","80 - 84세","남자인구수[명]","명","858","931","1043","1131","1281","1434","1580","1835","1993",
"남구","80 - 84세","여자인구수[명]","명","1815","1983","2156","2238","2296","2405","2487","2738","2900",
"남구","85 - 89세","총인구수[명]","명","1160","1219","1309","1434","1643","1805","1926","2093","2180",
"남구","85 - 89세","남자인구수[명]","명","249","270","319","368","447","513","561","611","660",
"남구","85 - 89세","여자인구수[명]","명","911","949","990","1066","1196","1292","1365","1482","1520",
"남구","90 - 94세","총인구수[명]","명","379","417","464","489","532","553","582","601","688",
"남구","90 - 94세","남자인구수[명]","명","66","74","80","80","85","105","109","133","156",
"남구","90 - 94세","여자인구수[명]","명","313","343","384","409","447","448","473","468","532",
"남구","95 - 99세","총인구수[명]","명","73","79","86","94","99","125","139","128","134",
"남구","95 - 99세","남자인구수[명]","명","20","17","18","15","20","20","21","14","16",
"남구","95 - 99세","여자인구수[명]","명","53","62","68","79","79","105","118","114","118",
"남구","100+","총인구수[명]","명","28","27","32","33","33","34","13","8","11",
"남구","100+","남자인구수[명]","명","7","6","8","10","10","8","0","0","1",
"남구","100+","여자인구수[명]","명","21","21","24","23","23","26","13","8","10",
"동구","15 - 19세","총인구수[명]","명","10367","9776","9049","8545","7975","7368","7207","7335","7481",
"동구","15 - 19세","남자인구수[명]","명","5439","5076","4664","4437","4173","3899","3857","3924","3991",
"동구","15 - 19세","여자인구수[명]","명","4928","4700","4385","4108","3802","3469","3350","3411","3490",
"동구","20 - 24세","총인구수[명]","명","11782","11160","10442","9760","9196","8579","7929","7300","6880",
"동구","20 - 24세","남자인구수[명]","명","6794","6418","5940","5453","5091","4760","4348","3970","3811",
"동구","20 - 24세","여자인구수[명]","명","4988","4742","4502","4307","4105","3819","3581","3330","3069",
"동구","25 - 29세","총인구수[명]","명","12854","12318","11299","10196","9383","9146","8795","8551","8576",
"동구","25 - 29세","남자인구수[명]","명","7651","7224","6498","5741","5318","5252","5026","4900","4913",
"동구","25 - 29세","여자인구수[명]","명","5203","5094","4801","4455","4065","3894","3769","3651","3663",
"동구","30 - 34세","총인구수[명]","명","16706","15700","13566","11792","10425","9461","8902","8635","8613",
"동구","30 - 34세","남자인구수[명]","명","9428","8726","7516","6573","5827","5339","5054","4936","4861",
"동구","30 - 34세","여자인구수[명]","명","7278","6974","6050","5219","4598","4122","3848","3699","3752",
"동구","35 - 39세","총인구수[명]","명","15212","16067","16288","15951","14714","13581","12434","11023","10316",
"동구","35 - 39세","남자인구수[명]","명","8452","8904","8961","8675","7995","7349","6667","5931","5656",
"동구","35 - 39세","여자인구수[명]","명","6760","7163","7327","7276","6719","6232","5767","5092","4660",
"동구","40 - 44세","총인구수[명]","명","13521","13272","13179","13041","13067","13542","13952","14222","14582",
"동구","40 - 44세","남자인구수[명]","명","7354","7258","7137","7129","7083","7379","7592","7700","7850",
"동구","40 - 44세","여자인구수[명]","명","6167","6014","6042","5912","5984","6163","6360","6522","6732",
"동구","45 - 49세","총인구수[명]","명","13588","13572","13242","12935","12618","12448","12220","12351","12402",
"동구","45 - 49세","남자인구수[명]","명","6902","6929","6909","6846","6775","6757","6670","6704","6783",
"동구","45 - 49세","여자인구수[명]","명","6686","6643","6333","6089","5843","5691","5550","5647","5619",
"동구","65 - 69세","총인구수[명]","명","5799","6290","6899","7313","7895","8817","9524","10144","11137",
"동구","65 - 69세","남자인구수[명]","명","3207","3442","3729","3858","4109","4521","4798","5006","5536",
"동구","65 - 69세","여자인구수[명]","명","2592","2848","3170","3455","3786","4296","4726","5138","5601",
"동구","70 - 74세","총인구수[명]","명","3344","3569","3817","4210","4744","5304","5706","6227","6700",
"동구","70 - 74세","남자인구수[명]","명","1642","1829","2014","2244","2535","2810","2970","3213","3383",
"동구","70 - 74세","여자인구수[명]","명","1702","1740","1803","1966","2209","2494","2736","3014","3317",
"동구","75 - 79세","총인구수[명]","명","2094","2236","2579","2764","2867","2973","3175","3417","3803",
"동구","75 - 79세","남자인구수[명]","명","846","937","1128","1265","1327","1410","1569","1735","1946",
"동구","75 - 79세","여자인구수[명]","명","1248","1299","1451","1499","1540","1563","1606","1682","1857",
"동구","80 - 84세","총인구수[명]","명","1197","1303","1363","1439","1560","1661","1799","2108","2278",
"동구","80 - 84세","남자인구수[명]","명","306","365","410","446","539","613","696","852","960",
"동구","80 - 84세","여자인구수[명]","명","891","938","953","993","1021","1048","1103","1256","1318",
"동구","85 - 89세","총인구수[명]","명","620","646","661","709","747","806","846","851","971",
"동구","85 - 89세","남자인구수[명]","명","113","110","115","158","163","199","212","215","261",
"동구","85 - 89세","여자인구수[명]","명","507","536","546","551","584","607","634","636","710",
"동구","90 - 94세","총인구수[명]","명","261","248","263","248","276","283","279","295","316",
"동구","90 - 94세","남자인구수[명]","명","31","33","32","29","35","42","44","43","62",
"동구","90 - 94세","여자인구수[명]","명","230","215","231","219","241","241","235","252","254",
"동구","95 - 99세","총인구수[명]","명","42","52","66","73","77","84","80","74","71",
"동구","95 - 99세","남자인구수[명]","명","7","8","9","10","11","9","10","11","8",
"동구","95 - 99세","여자인구수[명]","명","35","44","57","63","66","75","70","63","63",
"동구","100+","총인구수[명]","명","25","26","24","27","23","27","8","7","15",
"동구","100+","남자인구수[명]","명","5","6","4","6","4","5","1","0","3",
"동구","100+","여자인구수[명]","명","20","20","20","21","19","22","7","7","12",
"북구","15 - 19세","총인구수[명]","명","14271","13627","12648","12034","11707","10991","10691","11233","11504",
"북구","15 - 19세","남자인구수[명]","명","7608","7249","6781","6460","6256","5867","5601","5833","5894",
"북구","15 - 19세","여자인구수[명]","명","6663","6378","5867","5574","5451","5124","5090","5400","5610",
"북구","20 - 24세","총인구수[명]","명","14203","14309","14354","14237","14103","13459","12488","11165","10268",
"북구","20 - 24세","남자인구수[명]","명","7985","8154","8122","7980","7951","7674","7175","6456","5993",
"북구","20 - 24세","여자인구수[명]","명","6218","6155","6232","6257","6152","5785","5313","4709","4275",
"북구","25 - 29세","총인구수[명]","명","11072","11898","12564","13236","14250","14310","13725","13541","13213",
"북구","25 - 29세","남자인구수[명]","명","6170","6649","7003","7422","7929","8003","7865","7771","7745",
"북구","25 - 29세","여자인구수[명]","명","4902","5249","5561","5814","6321","6307","5860","5770","5468",
"북구","30 - 34세","총인구수[명]","명","14587","13825","13768","13703","14859","14854","14853","14905","14779",
"북구","30 - 34세","남자인구수[명]","명","7292","6944","7020","7145","7873","7981","7962","7962","8036",
"북구","30 - 34세","여자인구수[명]","명","7295","6881","6748","6558","6986","6873","6891","6943","6743",
"북구","35 - 39세","총인구수[명]","명","17534","18502","19249","20138","20625","19410","17957","16618","15148",
"북구","35 - 39세","남자인구수[명]","명","9048","9489","9822","10136","10410","9862","9148","8512","7906",
"북구","35 - 39세","여자인구수[명]","명","8486","9013","9427","10002","10215","9548","8809","8106","7242",
"북구","40 - 44세","총인구수[명]","명","17327","17094","17346","17587","19162","20118","20938","21338","21217",
"북구","40 - 44세","남자인구수[명]","명","8683","8712","8945","9205","10090","10503","10805","10927","10720",
"북구","40 - 44세","여자인구수[명]","명","8644","8382","8401","8382","9072","9615","10133","10411","10497",
"북구","45 - 49세","총인구수[명]","명","19150","19017","18817","18527","18783","18472","18071","18202","18106",
"북구","45 - 49세","남자인구수[명]","명","9510","9273","9206","9085","9243","9245","9196","9373","9475",
"북구","45 - 49세","여자인구수[명]","명","9640","9744","9611","9442","9540","9227","8875","8829","8631",
"북구","65 - 69세","총인구수[명]","명","4387","4740","5149","5502","6196","7147","8110","8971","9994",
"북구","65 - 69세","남자인구수[명]","명","2145","2331","2596","2822","3187","3664","4156","4571","5141",
"북구","65 - 69세","여자인구수[명]","명","2242","2409","2553","2680","3009","3483","3954","4400","4853",
"북구","70 - 74세","총인구수[명]","명","3135","3292","3386","3635","3985","4417","4782","5206","5526",
"북구","70 - 74세","남자인구수[명]","명","1450","1545","1576","1730","1897","2127","2313","2572","2771",
"북구","70 - 74세","여자인구수[명]","명","1685","1747","1810","1905","2088","2290","2469","2634","2755",
"북구","75 - 79세","총인구수[명]","명","2273","2379","2702","2806","2958","2980","3122","3288","3554",
"북구","75 - 79세","남자인구수[명]","명","815","913","1097","1156","1249","1315","1413","1476","1627",
"북구","75 - 79세","여자인구수[명]","명","1458","1466","1605","1650","1709","1665","1709","1812","1927",
"북구","80 - 84세","총인구수[명]","명","1444","1554","1671","1765","1901","1980","2088","2315","2448",
"북구","80 - 84세","남자인구수[명]","명","422","460","495","521","584","634","730","859","931",
"북구","80 - 84세","여자인구수[명]","명","1022","1094","1176","1244","1317","1346","1358","1456","1517",
"북구","85 - 89세","총인구수[명]","명","653","691","776","880","969","1042","1136","1190","1258",
"북구","85 - 89세","남자인구수[명]","명","136","143","159","202","232","251","276","291","306",
"북구","85 - 89세","여자인구수[명]","명","517","548","617","678","737","791","860","899","952",
"북구","90 - 94세","총인구수[명]","명","256","253","280","288","330","342","381","403","442",
"북구","90 - 94세","남자인구수[명]","명","45","43","47","47","49","50","62","73","88",
"북구","90 - 94세","여자인구수[명]","명","211","210","233","241","281","292","319","330","354",
"북구","95 - 99세","총인구수[명]","명","54","63","72","89","93","97","92","104","111",
"북구","95 - 99세","남자인구수[명]","명","13","11","11","16","13","16","11","15","14",
"북구","95 - 99세","여자인구수[명]","명","41","52","61","73","80","81","81","89","97",
"북구","100+","총인구수[명]","명","16","13","17","19","17","20","17","13","14",
"북구","100+","남자인구수[명]","명","3","3","3","4","3","4","1","1","1",
"북구","100+","여자인구수[명]","명","13","10","14","15","14","16","16","12","13",
"울주군","15 - 19세","총인구수[명]","명","14766","14423","13716","13149","12486","11578","11057","11091","10868",
"울주군","15 - 19세","남자인구수[명]","명","7875","7644","7264","6952","6603","6082","5825","5802","5680",
"울주군","15 - 19세","여자인구수[명]","명","6891","6779","6452","6197","5883","5496","5232","5289","5188",
"울주군","20 - 24세","총인구수[명]","명","14736","14558","14564","14340","13868","13608","13086","12307","11415",
"울주군","20 - 24세","남자인구수[명]","명","8328","8204","8206","8033","7762","7692","7364","6915","6448",
"울주군","20 - 24세","여자인구수[명]","명","6408","6354","6358","6307","6106","5916","5722","5392","4967",
"울주군","25 - 29세","총인구수[명]","명","11173","11573","12155","12449","12806","12904","12844","12468","11864",
"울주군","25 - 29세","남자인구수[명]","명","6255","6538","6876","7114","7307","7373","7474","7315","6851",
"울주군","25 - 29세","여자인구수[명]","명","4918","5035","5279","5335","5499","5531","5370","5153","5013",
"울주군","30 - 34세","총인구수[명]","명","14266","12858","11929","11599","11628","11396","11531","11829","11788",
"울주군","30 - 34세","남자인구수[명]","명","7480","6773","6291","6170","6282","6189","6271","6450","6581",
"울주군","30 - 34세","여자인구수[명]","명","6786","6085","5638","5429","5346","5207","5260","5379","5207",
"울주군","35 - 39세","총인구수[명]","명","17001","16800","16523","16481","15676","14452","13263","12253","11364",
"울주군","35 - 39세","남자인구수[명]","명","8731","8669","8597","8597","8125","7555","6956","6482","6039",
"울주군","35 - 39세","여자인구수[명]","명","8270","8131","7926","7884","7551","6897","6307","5771","5325",
"울주군","40 - 44세","총인구수[명]","명","20228","19171","18521","17492","16987","16863","16734","16489","16121",
"울주군","40 - 44세","남자인구수[명]","명","10347","9785","9388","8993","8751","8749","8689","8609","8414",
"울주군","40 - 44세","여자인구수[명]","명","9881","9386","9133","8499","8236","8114","8045","7880","7707",
"울주군","45 - 49세","총인구수[명]","명","20845","21404","21672","21397","21262","20454","19338","18508","17369",
"울주군","45 - 49세","남자인구수[명]","명","10947","11120","11262","11038","10870","10353","9803","9400","8958",
"울주군","45 - 49세","여자인구수[명]","명","9898","10284","10410","10359","10392","10101","9535","9108","8411",
"울주군","65 - 69세","총인구수[명]","명","8130","8557","9201","9751","10525","11820","13205","14383","15566",
"울주군","65 - 69세","남자인구수[명]","명","4150","4348","4667","4895","5392","5991","6724","7389","8011",
"울주군","65 - 69세","여자인구수[명]","명","3980","4209","4534","4856","5133","5829","6481","6994","7555",
"울주군","70 - 74세","총인구수[명]","명","6418","6366","6367","6782","7197","7942","8442","9040","9652",
"울주군","70 - 74세","남자인구수[명]","명","2824","2907","3011","3290","3588","4021","4294","4548","4811",
"울주군","70 - 74세","여자인구수[명]","명","3594","3459","3356","3492","3609","3921","4148","4492","4841",
"울주군","75 - 79세","총인구수[명]","명","5066","5259","5761","5928","5899","5799","5803","5890","6265",
"울주군","75 - 79세","남자인구수[명]","명","1964","2045","2306","2422","2438","2460","2522","2655","2941",
"울주군","75 - 79세","여자인구수[명]","명","3102","3214","3455","3506","3461","3339","3281","3235","3324",
"울주군","80 - 84세","총인구수[명]","명","3260","3410","3539","3752","3949","4111","4360","4791","4936",
"울주군","80 - 84세","남자인구수[명]","명","1035","1107","1151","1246","1341","1444","1554","1760","1845",
"울주군","80 - 84세","여자인구수[명]","명","2225","2303","2388","2506","2608","2667","2806","3031","3091",
"울주군","85 - 89세","총인구수[명]","명","1514","1649","1807","1878","2067","2305","2430","2505","2636",
"울주군","85 - 89세","남자인구수[명]","명","351","401","463","470","536","610","659","694","744",
"울주군","85 - 89세","여자인구수[명]","명","1163","1248","1344","1408","1531","1695","1771","1811","1892",
"울주군","90 - 94세","총인구수[명]","명","516","558","592","668","758","792","871","934","966",
"울주군","90 - 94세","남자인구수[명]","명","90","92","97","123","133","155","172","188","200",
"울주군","90 - 94세","여자인구수[명]","명","426","466","495","545","625","637","699","746","766",
"울주군","95 - 99세","총인구수[명]","명","94","104","126","151","158","180","195","194","207",
"울주군","95 - 99세","남자인구수[명]","명","17","17","18","23","22","26","26","23","25",
"울주군","95 - 99세","여자인구수[명]","명","77","87","108","128","136","154","169","171","182",
"울주군","100+","총인구수[명]","명","30","28","33","33","33","34","18","20","26",
"울주군","100+","남자인구수[명]","명","2","3","4","3","4","5","1","1","3",
"울주군","100+","여자인구수[명]","명","28","25","29","30","29","29","17","19","23",
"세종특별자치시","15 - 19세","총인구수[명]","명","10812","12449","14370","16325","17716","18358","19802","21445","22838",
"세종특별자치시","15 - 19세","남자인구수[명]","명","5565","6345","7326","8242","8885","9170","9936","10666","11369",
"세종특별자치시","15 - 19세","여자인구수[명]","명","5247","6104","7044","8083","8831","9188","9866","10779","11469",
"세종특별자치시","20 - 24세","총인구수[명]","명","11419","12764","14210","15914","16611","17056","17528","17737","17657",
"세종특별자치시","20 - 24세","남자인구수[명]","명","5989","6714","7517","8424","8683","8931","9203","9340","9184",
"세종특별자치시","20 - 24세","여자인구수[명]","명","5430","6050","6693","7490","7928","8125","8325","8397","8473",
"세종특별자치시","25 - 29세","총인구수[명]","명","11624","13759","16056","18117","19729","20397","20982","20642","20153",
"세종특별자치시","25 - 29세","남자인구수[명]","명","5774","6711","7799","8859","9674","10119","10525","10365","10015",
"세종특별자치시","25 - 29세","여자인구수[명]","명","5850","7048","8257","9258","10055","10278","10457","10277","10138",
"세종특별자치시","30 - 34세","총인구수[명]","명","18411","20193","21908","23831","25644","26014","27081","27853","27376",
"세종특별자치시","30 - 34세","남자인구수[명]","명","8807","9749","10535","11612","12495","12727","13174","13615","13434",
"세종특별자치시","30 - 34세","여자인구수[명]","명","9604","10444","11373","12219","13149","13287","13907","14238","13942",
"세종특별자치시","35 - 39세","총인구수[명]","명","21614","25758","30499","34550","35820","35478","34638","33230","31964",
"세종특별자치시","35 - 39세","남자인구수[명]","명","10701","12652","14846","16746","17489","17277","16957","16334","15834",
"세종특별자치시","35 - 39세","여자인구수[명]","명","10913","13106","15653","17804","18331","18201","17681","16896","16130",
"세종특별자치시","40 - 44세","총인구수[명]","명","21362","24293","28270","30886","33875","36398","38999","41183","41770",
"세종특별자치시","40 - 44세","남자인구수[명]","명","11337","12668","14463","15616","16918","18085","19300","20249","20350",
"세종특별자치시","40 - 44세","여자인구수[명]","명","10025","11625","13807","15270","16957","18313","19699","20934","21420",
"세종특별자치시","45 - 49세","총인구수[명]","명","16008","19895","23850","27361","30597","32433","33765","35321","35413",
"세종특별자치시","45 - 49세","남자인구수[명]","명","8722","10863","12975","14769","16306","17103","17531","17981","17894",
"세종특별자치시","45 - 49세","여자인구수[명]","명","7286","9032","10875","12592","14291","15330","16234","17340","17519",
"세종특별자치시","65 - 69세","총인구수[명]","명","6662","7446","8550","9492","10624","12130","13816","15002","16311",
"세종특별자치시","65 - 69세","남자인구수[명]","명","3219","3585","4139","4588","5191","5934","6767","7398","8025",
"세종특별자치시","65 - 69세","여자인구수[명]","명","3443","3861","4411","4904","5433","6196","7049","7604","8286",
"세종특별자치시","70 - 74세","총인구수[명]","명","5637","5763","6040","6622","7437","8276","8733","9541","9916",
"세종특별자치시","70 - 74세","남자인구수[명]","명","2460","2593","2763","3127","3533","3989","4230","4640","4794",
"세종특별자치시","70 - 74세","여자인구수[명]","명","3177","3170","3277","3495","3904","4287","4503","4901","5122",
"세종특별자치시","75 - 79세","총인구수[명]","명","4714","5030","5670","5911","6008","6116","6042","6164","6562",
"세종특별자치시","75 - 79세","남자인구수[명]","명","1916","2049","2341","2476","2545","2613","2640","2754","2999",
"세종특별자치시","75 - 79세","여자인구수[명]","명","2798","2981","3329","3435","3463","3503","3402","3410","3563",
"세종특별자치시","80 - 84세","총인구수[명]","명","3178","3501","3826","4063","4372","4429","4665","5094","5160",
"세종특별자치시","80 - 84세","남자인구수[명]","명","1077","1220","1360","1465","1582","1644","1751","1988","2024",
"세종특별자치시","80 - 84세","여자인구수[명]","명","2101","2281","2466","2598","2790","2785","2914","3106","3136",
"세종특별자치시","85 - 89세","총인구수[명]","명","1540","1718","1942","2145","2392","2680","2892","2985","3074",
"세종특별자치시","85 - 89세","남자인구수[명]","명","415","454","513","565","667","771","855","895","948",
"세종특별자치시","85 - 89세","여자인구수[명]","명","1125","1264","1429","1580","1725","1909","2037","2090","2126",
"세종특별자치시","90 - 94세","총인구수[명]","명","541","576","636","736","882","994","1071","1165","1222",
"세종특별자치시","90 - 94세","남자인구수[명]","명","120","122","138","168","199","222","225","233","253",
"세종특별자치시","90 - 94세","여자인구수[명]","명","421","454","498","568","683","772","846","932","969",
"세종특별자치시","95 - 99세","총인구수[명]","명","93","114","138","155","181","206","217","233","272",
"세종특별자치시","95 - 99세","남자인구수[명]","명","13","17","27","36","40","41","38","39","49",
"세종특별자치시","95 - 99세","여자인구수[명]","명","80","97","111","119","141","165","179","194","223",
"세종특별자치시","100+","총인구수[명]","명","34","49","49","54","53","50","27","35","43",
"세종특별자치시","100+","남자인구수[명]","명","9","8","6","7","9","10","7","7","5",
"세종특별자치시","100+","여자인구수[명]","명","25","41","43","47","44","40","20","28","38",
"세종특별자치시","15 - 19세","총인구수[명]","명","10812","12449","14370","16325","17716","18358","19802","21445","22838",
"세종특별자치시","15 - 19세","남자인구수[명]","명","5565","6345","7326","8242","8885","9170","9936","10666","11369",
"세종특별자치시","15 - 19세","여자인구수[명]","명","5247","6104","7044","8083","8831","9188","9866","10779","11469",
