"행정구역(동읍면)별","5세별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년",
"군포시","90 - 94세","여자인구수[명]","명","469","459","514","566","647","701","745","787","880",
"군포시","95 - 99세","총인구수[명]","명","141","168","183","212","212","222","225","242","288",
"군포시","95 - 99세","남자인구수[명]","명","36","44","47","50","51","51","53","57","61",
"군포시","95 - 99세","여자인구수[명]","명","105","124","136","162","161","171","172","185","227",
"군포시","100+","총인구수[명]","명","50","51","50","58","68","78","42","43","46",
"군포시","100+","남자인구수[명]","명","11","13","13","14","20","22","11","7","11",
"군포시","100+","여자인구수[명]","명","39","38","37","44","48","56","31","36","35",
"의왕시","15 - 19세","총인구수[명]","명","10412","9817","9289","8690","8420","7628","7169","6952","6766",
"의왕시","15 - 19세","남자인구수[명]","명","5312","5024","4713","4481","4320","3916","3686","3582","3462",
"의왕시","15 - 19세","여자인구수[명]","명","5100","4793","4576","4209","4100","3712","3483","3370","3304",
"의왕시","20 - 24세","총인구수[명]","명","11695","11549","11328","11016","11175","11223","10724","9759","8867",
"의왕시","20 - 24세","남자인구수[명]","명","6157","6075","5951","5801","5848","5758","5521","5063","4619",
"의왕시","20 - 24세","여자인구수[명]","명","5538","5474","5377","5215","5327","5465","5203","4696","4248",
"의왕시","25 - 29세","총인구수[명]","명","10283","10712","10786","10862","11557","12309","11942","11317","10892",
"의왕시","25 - 29세","남자인구수[명]","명","5347","5622","5719","5815","6214","6605","6374","6005","5754",
"의왕시","25 - 29세","여자인구수[명]","명","4936","5090","5067","5047","5343","5704","5568","5312","5138",
"의왕시","30 - 34세","총인구수[명]","명","11348","10678","9931","9369","10231","10845","11420","11404","11970",
"의왕시","30 - 34세","남자인구수[명]","명","5881","5580","5215","4945","5324","5585","5894","5861","6174",
"의왕시","30 - 34세","여자인구수[명]","명","5467","5098","4716","4424","4907","5260","5526","5543","5796",
"의왕시","35 - 39세","총인구수[명]","명","12289","11937","11590","11434","11901","12077","11496","10876","11009",
"의왕시","35 - 39세","남자인구수[명]","명","6259","6048","5919","5764","6067","6200","5885","5531","5621",
"의왕시","35 - 39세","여자인구수[명]","명","6030","5889","5671","5670","5834","5877","5611","5345","5388",
"의왕시","40 - 44세","총인구수[명]","명","13314","12631","12034","10980","11166","11497","11618","11671","12004",
"의왕시","40 - 44세","남자인구수[명]","명","6651","6409","6036","5522","5681","5835","5920","6000","6162",
"의왕시","40 - 44세","여자인구수[명]","명","6663","6222","5998","5458","5485","5662","5698","5671","5842",
"의왕시","45 - 49세","총인구수[명]","명","14098","14333","14239","13780","13800","13119","12415","11815","10711",
"의왕시","45 - 49세","남자인구수[명]","명","6861","6845","6854","6659","6616","6317","6085","5791","5320",
"의왕시","45 - 49세","여자인구수[명]","명","7237","7488","7385","7121","7184","6802","6330","6024","5391",
"의왕시","65 - 69세","총인구수[명]","명","5495","5548","6099","6377","7127","8187","9214","9915","10731",
"의왕시","65 - 69세","남자인구수[명]","명","2701","2768","3052","3218","3657","4167","4655","4938","5315",
"의왕시","65 - 69세","여자인구수[명]","명","2794","2780","3047","3159","3470","4020","4559","4977","5416",
"의왕시","70 - 74세","총인구수[명]","명","4078","4185","4307","4604","5018","5304","5286","5669","5923",
"의왕시","70 - 74세","남자인구수[명]","명","1886","1925","2041","2202","2416","2584","2588","2807","2967",
"의왕시","70 - 74세","여자인구수[명]","명","2192","2260","2266","2402","2602","2720","2698","2862","2956",
"의왕시","75 - 79세","총인구수[명]","명","3182","3325","3647","3719","3838","3793","3868","3869","4149",
"의왕시","75 - 79세","남자인구수[명]","명","1309","1406","1554","1602","1676","1685","1730","1764","1918",
"의왕시","75 - 79세","여자인구수[명]","명","1873","1919","2093","2117","2162","2108","2138","2105","2231",
"의왕시","80 - 84세","총인구수[명]","명","2093","2197","2351","2515","2660","2712","2865","3026","3065",
"의왕시","80 - 84세","남자인구수[명]","명","701","738","795","889","977","1024","1118","1217","1236",
"의왕시","80 - 84세","여자인구수[명]","명","1392","1459","1556","1626","1683","1688","1747","1809","1829",
"의왕시","85 - 89세","총인구수[명]","명","992","1113","1205","1296","1447","1514","1619","1662","1738",
"의왕시","85 - 89세","남자인구수[명]","명","280","318","359","384","416","442","480","506","556",
"의왕시","85 - 89세","여자인구수[명]","명","712","795","846","912","1031","1072","1139","1156","1182",
"의왕시","90 - 94세","총인구수[명]","명","379","406","441","465","550","583","619","636","680",
"의왕시","90 - 94세","남자인구수[명]","명","92","97","102","113","133","135","145","149","164",
"의왕시","90 - 94세","여자인구수[명]","명","287","309","339","352","417","448","474","487","516",
"의왕시","95 - 99세","총인구수[명]","명","82","98","107","122","138","139","154","156","164",
"의왕시","95 - 99세","남자인구수[명]","명","20","21","26","31","31","26","31","29","28",
"의왕시","95 - 99세","여자인구수[명]","명","62","77","81","91","107","113","123","127","136",
"의왕시","100+","총인구수[명]","명","37","40","41","48","45","48","19","21","27",
"의왕시","100+","남자인구수[명]","명","9","9","10","13","13","13","1","2","4",
"의왕시","100+","여자인구수[명]","명","28","31","31","35","32","35","18","19","23",
"하남시","15 - 19세","총인구수[명]","명","9202","10599","10791","11147","11352","11404","12432","13275","14070",
"하남시","15 - 19세","남자인구수[명]","명","4733","5472","5533","5699","5800","5826","6306","6715","7093",
"하남시","15 - 19세","여자인구수[명]","명","4469","5127","5258","5448","5552","5578","6126","6560","6977",
"하남시","20 - 24세","총인구수[명]","명","10311","12702","13473","14042","14495","15407","16319","15642","15088",
"하남시","20 - 24세","남자인구수[명]","명","5424","6709","7157","7446","7499","7825","8235","7912","7615",
"하남시","20 - 24세","여자인구수[명]","명","4887","5993","6316","6596","6996","7582","8084","7730","7473",
"하남시","25 - 29세","총인구수[명]","명","9861","12650","14102","15883","17755","21000","21970","21338","20889",
"하남시","25 - 29세","남자인구수[명]","명","5182","6474","7193","8118","9198","10710","10957","10597","10274",
"하남시","25 - 29세","여자인구수[명]","명","4679","6176","6909","7765","8557","10290","11013","10741","10615",
"하남시","30 - 34세","총인구수[명]","명","12721","15937","16499","17559","19460","21783","24229","24680","24966",
"하남시","30 - 34세","남자인구수[명]","명","6517","8016","8209","8758","9733","11103","12138","12230","12340",
"하남시","30 - 34세","여자인구수[명]","명","6204","7921","8290","8801","9727","10680","12091","12450","12626",
"하남시","35 - 39세","총인구수[명]","명","14445","20543","23292","26327","27377","28326","29247","27808","26607",
"하남시","35 - 39세","남자인구수[명]","명","7484","10440","11751","13141","13850","14303","14803","13971","13193",
"하남시","35 - 39세","여자인구수[명]","명","6961","10103","11541","13186","13527","14023","14444","13837","13414",
"하남시","40 - 44세","총인구수[명]","명","14543","18182","20217","22241","24588","27529","31512","33019","34125",
"하남시","40 - 44세","남자인구수[명]","명","7738","9650","10654","11795","12836","14368","16182","16823","17255",
"하남시","40 - 44세","여자인구수[명]","명","6805","8532","9563","10446","11752","13161","15330","16196","16870",
"하남시","45 - 49세","총인구수[명]","명","13705","17270","19283","20875","22476","23894","25969","26742","26985",
"하남시","45 - 49세","남자인구수[명]","명","7110","8918","9966","10979","11887","12631","13702","14032","14135",
"하남시","45 - 49세","여자인구수[명]","명","6595","8352","9317","9896","10589","11263","12267","12710","12850",
"하남시","65 - 69세","총인구수[명]","명","7298","8771","10289","11396","12714","14566","16579","17489","18790",
"하남시","65 - 69세","남자인구수[명]","명","3737","4469","5216","5687","6269","7056","8012","8416","9059",
"하남시","65 - 69세","여자인구수[명]","명","3561","4302","5073","5709","6445","7510","8567","9073","9731",
"하남시","70 - 74세","총인구수[명]","명","5086","6058","6880","8145","8989","9961","10596","11514","11961",
"하남시","70 - 74세","남자인구수[명]","명","2485","3029","3536","4205","4645","5111","5341","5731","5822",
"하남시","70 - 74세","여자인구수[명]","명","2601","3029","3344","3940","4344","4850","5255","5783","6139",
"하남시","75 - 79세","총인구수[명]","명","3388","4075","4742","5223","5689","6217","6770","7367","8128",
"하남시","75 - 79세","남자인구수[명]","명","1488","1844","2103","2379","2675","2965","3276","3655","4084",
"하남시","75 - 79세","여자인구수[명]","명","1900","2231","2639","2844","3014","3252","3494","3712","4044",
"하남시","80 - 84세","총인구수[명]","명","1954","2445","2688","3051","3470","3750","4236","4768","4922",
"하남시","80 - 84세","남자인구수[명]","명","639","816","959","1141","1340","1481","1706","1950","2114",
"하남시","80 - 84세","여자인구수[명]","명","1315","1629","1729","1910","2130","2269","2530","2818","2808",
"하남시","85 - 89세","총인구수[명]","명","993","1209","1377","1565","1695","1957","2209","2307","2573",
"하남시","85 - 89세","남자인구수[명]","명","236","287","340","418","442","543","643","717","834",
"하남시","85 - 89세","여자인구수[명]","명","757","922","1037","1147","1253","1414","1566","1590","1739",
"하남시","90 - 94세","총인구수[명]","명","417","525","590","630","729","789","888","910","940",
"하남시","90 - 94세","남자인구수[명]","명","98","114","138","135","154","170","192","186","201",
"하남시","90 - 94세","여자인구수[명]","명","319","411","452","495","575","619","696","724","739",
"하남시","95 - 99세","총인구수[명]","명","103","132","172","206","207","209","224","226","226",
"하남시","95 - 99세","남자인구수[명]","명","28","38","42","51","58","51","50","41","35",
"하남시","95 - 99세","여자인구수[명]","명","75","94","130","155","149","158","174","185","191",
"하남시","100+","총인구수[명]","명","86","91","82","93","104","124","38","37","43",
"하남시","100+","남자인구수[명]","명","25","25","18","22","28","33","5","5","6",
"하남시","100+","여자인구수[명]","명","61","66","64","71","76","91","33","32","37",
"용인시","15 - 19세","총인구수[명]","명","66304","66576","64495","63383","62431","59345","58022","59370","59617",
"용인시","15 - 19세","남자인구수[명]","명","34145","34325","33329","32719","32127","30496","29749","30437","30543",
"용인시","15 - 19세","여자인구수[명]","명","32159","32251","31166","30664","30304","28849","28273","28933","29074",
"용인시","20 - 24세","총인구수[명]","명","61381","64305","65004","66443","67683","70071","69470","66695","64300",
"용인시","20 - 24세","남자인구수[명]","명","31786","33154","33608","34324","34815","35957","35811","34530","33300",
"용인시","20 - 24세","여자인구수[명]","명","29595","31151","31396","32119","32868","34114","33659","32165","31000",
"용인시","25 - 29세","총인구수[명]","명","49929","53070","56481","60309","64570","67691","68416","68007","68331",
"용인시","25 - 29세","남자인구수[명]","명","25422","27304","29161","31206","33668","35387","36079","35915","36057",
"용인시","25 - 29세","여자인구수[명]","명","24507","25766","27320","29103","30902","32304","32337","32092","32274",
"용인시","30 - 34세","총인구수[명]","명","68601","63772","59479","60075","61283","61674","62807","64281","65341",
"용인시","30 - 34세","남자인구수[명]","명","33196","31054","29119","29636","30359","30737","31458","32701","33550",
"용인시","30 - 34세","여자인구수[명]","명","35405","32718","30360","30439","30924","30937","31349","31580","31791",
"용인시","35 - 39세","총인구수[명]","명","89107","89029","88038","90732","88194","83629","77730","71824","67679",
"용인시","35 - 39세","남자인구수[명]","명","42802","42766","42575","44038","43169","41009","38266","35261","33441",
"용인시","35 - 39세","여자인구수[명]","명","46305","46263","45463","46694","45025","42620","39464","36563","34238",
"용인시","40 - 44세","총인구수[명]","명","102352","99083","97354","95043","95033","95873","96555","95555","95320",
"용인시","40 - 44세","남자인구수[명]","명","50916","48973","47666","46726","46322","46852","47111","46834","46696",
"용인시","40 - 44세","여자인구수[명]","명","51436","50110","49688","48317","48711","49021","49444","48721","48624",
"용인시","45 - 49세","총인구수[명]","명","90405","96621","100562","103466","105191","104142","100837","98707","94807",
"용인시","45 - 49세","남자인구수[명]","명","46122","48885","50865","51985","52746","51981","50074","48647","46782",
"용인시","45 - 49세","여자인구수[명]","명","44283","47736","49697","51481","52445","52161","50763","50060","48025",
"용인시","65 - 69세","총인구수[명]","명","35381","35087","36811","38635","41331","45272","49187","50750","53929",
"용인시","65 - 69세","남자인구수[명]","명","16055","15826","16802","17594","18787","20705","22698","23578","25424",
"용인시","65 - 69세","여자인구수[명]","명","19326","19261","20009","21041","22544","24567","26489","27172","28505",
"용인시","70 - 74세","총인구수[명]","명","28850","29909","31339","33702","35603","37004","36288","37503","38492",
"용인시","70 - 74세","남자인구수[명]","명","13610","13937","14304","15417","16175","16684","16231","16855","17202",
"용인시","70 - 74세","여자인구수[명]","명","15240","15972","17035","18285","19428","20320","20057","20648","21290",
"용인시","75 - 79세","총인구수[명]","명","20308","22258","24704","26400","27576","28620","29633","30588","32376",
"용인시","75 - 79세","남자인구수[명]","명","9388","10400","11621","12343","12862","13212","13457","13552","14324",
"용인시","75 - 79세","여자인구수[명]","명","10920","11858","13083","14057","14714","15408","16176","17036","18052",
"용인시","80 - 84세","총인구수[명]","명","11466","12802","14185","15552","17217","18621","20307","22480","23612",
"용인시","80 - 84세","남자인구수[명]","명","4590","5207","5922","6657","7451","8174","9051","10068","10431",
"용인시","80 - 84세","여자인구수[명]","명","6876","7595","8263","8895","9766","10447","11256","12412","13181",
"용인시","85 - 89세","총인구수[명]","명","5508","6017","6650","7259","8076","9185","10239","11061","12118",
"용인시","85 - 89세","남자인구수[명]","명","1695","1888","2184","2452","2834","3390","3858","4266","4831",
"용인시","85 - 89세","여자인구수[명]","명","3813","4129","4466","4807","5242","5795","6381","6795","7287",
"용인시","90 - 94세","총인구수[명]","명","2003","2193","2404","2646","3074","3351","3610","3871","4158",
"용인시","90 - 94세","남자인구수[명]","명","490","554","624","673","809","929","989","1141","1255",
"용인시","90 - 94세","여자인구수[명]","명","1513","1639","1780","1973","2265","2422","2621","2730","2903",
"용인시","95 - 99세","총인구수[명]","명","488","559","635","705","767","838","853","833","944",
"용인시","95 - 99세","남자인구수[명]","명","99","119","151","171","172","194","196","176","191",
"용인시","95 - 99세","여자인구수[명]","명","389","440","484","534","595","644","657","657","753",
"용인시","100+","총인구수[명]","명","114","143","154","167","173","205","146","140","138",
"용인시","100+","남자인구수[명]","명","23","25","17","26","32","37","22","29","30",
"용인시","100+","여자인구수[명]","명","91","118","137","141","141","168","124","111","108",
"파주시","15 - 19세","총인구수[명]","명","26130","26029","25475","25199","24458","23693","23792","24557","24863",
"파주시","15 - 19세","남자인구수[명]","명","13584","13505","13302","13123","12722","12309","12281","12546","12658",
"파주시","15 - 19세","여자인구수[명]","명","12546","12524","12173","12076","11736","11384","11511","12011","12205",
"파주시","20 - 24세","총인구수[명]","명","26490","26510","26468","26513","26214","26894","28033","27164","25845",
"파주시","20 - 24세","남자인구수[명]","명","13248","13434","13745","14042","13987","14383","15104","14671","13842",
"파주시","20 - 24세","여자인구수[명]","명","13242","13076","12723","12471","12227","12511","12929","12493","12003",
"파주시","25 - 29세","총인구수[명]","명","25888","26349","27574","28631","29063","29982","31429","31734","30667",
"파주시","25 - 29세","남자인구수[명]","명","14358","14186","14527","14731","15068","15747","16833","17296","16829",
"파주시","25 - 29세","여자인구수[명]","명","11530","12163","13047","13900","13995","14235","14596","14438","13838",
"파주시","30 - 34세","총인구수[명]","명","32330","31171","30296","30744","29999","29691","31499","33237","33624",
"파주시","30 - 34세","남자인구수[명]","명","17305","16939","16477","16730","16309","15845","16454","17123","17135",
"파주시","30 - 34세","여자인구수[명]","명","15025","14232","13819","14014","13690","13846","15045","16114","16489",
"파주시","35 - 39세","총인구수[명]","명","35431","36481","37146","39275","37820","37344","36944","36536","35592",
"파주시","35 - 39세","남자인구수[명]","명","17981","18600","19269","20484","19835","19579","19588","19352","18931",
"파주시","35 - 39세","여자인구수[명]","명","17450","17881","17877","18791","17985","17765","17356","17184","16661",
"파주시","40 - 44세","총인구수[명]","명","39901","38591","37643","37105","37110","38803","41279","43233","44139",
"파주시","40 - 44세","남자인구수[명]","명","20461","19669","19013","18856","18883","19850","21266","22517","22997",
"파주시","40 - 44세","여자인구수[명]","명","19440","18922","18630","18249","18227","18953","20013","20716","21142",
"파주시","45 - 49세","총인구수[명]","명","36577","38923","40567","42035","42024","42037","41695","41421","39970",
"파주시","45 - 49세","남자인구수[명]","명","19510","20595","21430","21985","21845","21606","21270","20982","20301",
"파주시","45 - 49세","여자인구수[명]","명","17067","18328","19137","20050","20179","20431","20425","20439","19669",
"파주시","65 - 69세","총인구수[명]","명","15196","15083","15820","16517","17469","19695","22520","24430","26836",
"파주시","65 - 69세","남자인구수[명]","명","7107","7004","7363","7782","8358","9532","10997","12014","13262",
"파주시","65 - 69세","여자인구수[명]","명","8089","8079","8457","8735","9111","10163","11523","12416","13574",
"파주시","70 - 74세","총인구수[명]","명","13693","13698","13848","14482","14997","15569","15469","16222","16964",
"파주시","70 - 74세","남자인구수[명]","명","6028","6102","6197","6551","6826","7083","7006","7415","7814",
"파주시","70 - 74세","여자인구수[명]","명","7665","7596","7651","7931","8171","8486","8463","8807","9150",
"파주시","75 - 79세","총인구수[명]","명","10886","11567","12579","13007","13089","13212","13368","13572","14055",
"파주시","75 - 79세","남자인구수[명]","명","4562","4851","5318","5486","5505","5567","5737","5811","6143",
"파주시","75 - 79세","여자인구수[명]","명","6324","6716","7261","7521","7584","7645","7631","7761","7912",
"파주시","80 - 84세","총인구수[명]","명","6287","6854","7458","8220","8911","9484","10237","11249","11528",
"파주시","80 - 84세","남자인구수[명]","명","2357","2637","2894","3198","3443","3644","3907","4366","4511",
"파주시","80 - 84세","여자인구수[명]","명","3930","4217","4564","5022","5468","5840","6330","6883","7017",
"파주시","85 - 89세","총인구수[명]","명","2941","3219","3517","3773","4114","4684","5183","5575","6197",
"파주시","85 - 89세","남자인구수[명]","명","886","998","1117","1217","1348","1528","1720","1932","2104",
"파주시","85 - 89세","여자인구수[명]","명","2055","2221","2400","2556","2766","3156","3463","3643","4093",
"파주시","90 - 94세","총인구수[명]","명","1019","1095","1165","1350","1521","1673","1835","2010","2106",
"파주시","90 - 94세","남자인구수[명]","명","265","281","282","306","360","448","471","527","574",
"파주시","90 - 94세","여자인구수[명]","명","754","814","883","1044","1161","1225","1364","1483","1532",
"파주시","95 - 99세","총인구수[명]","명","269","296","329","367","380","402","409","416","500",
"파주시","95 - 99세","남자인구수[명]","명","74","83","102","111","90","86","84","69","84",
"파주시","95 - 99세","여자인구수[명]","명","195","213","227","256","290","316","325","347","416",
"파주시","100+","총인구수[명]","명","149","168","165","173","182","196","63","69","71",
"파주시","100+","남자인구수[명]","명","43","49","44","48","55","60","14","18","18",
"파주시","100+","여자인구수[명]","명","106","119","121","125","127","136","49","51","53",
"이천시","15 - 19세","총인구수[명]","명","13834","13733","13246","12552","11932","11351","11050","11054","11103",
"이천시","15 - 19세","남자인구수[명]","명","7294","7171","6930","6578","6243","5933","5758","5748","5741",
"이천시","15 - 19세","여자인구수[명]","명","6540","6562","6316","5974","5689","5418","5292","5306","5362",
"이천시","20 - 24세","총인구수[명]","명","13289","13696","13522","13448","13322","13604","13850","13024","12160",
"이천시","20 - 24세","남자인구수[명]","명","6962","7298","7242","7309","7268","7430","7533","7117","6555",
"이천시","20 - 24세","여자인구수[명]","명","6327","6398","6280","6139","6054","6174","6317","5907","5605",
"이천시","25 - 29세","총인구수[명]","명","12351","13063","13924","14737","15466","16501","17505","17224","16716",
"이천시","25 - 29세","남자인구수[명]","명","6250","6769","7441","8230","8934","9607","10319","10254","9966",
"이천시","25 - 29세","여자인구수[명]","명","6101","6294","6483","6507","6532","6894","7186","6970","6750",
"이천시","30 - 34세","총인구수[명]","명","15094","14941","14353","13985","14175","14274","14954","15562","15882",
"이천시","30 - 34세","남자인구수[명]","명","7989","7795","7376","7170","7325","7657","8223","8826","9195",
"이천시","30 - 34세","여자인구수[명]","명","7105","7146","6977","6815","6850","6617","6731","6736","6687",
"이천시","35 - 39세","총인구수[명]","명","16304","16877","17416","17180","16689","16252","15952","14907","14412",
"이천시","35 - 39세","남자인구수[명]","명","8128","8689","9206","9181","9052","8720","8441","7802","7480",
"이천시","35 - 39세","여자인구수[명]","명","8176","8188","8210","7999","7637","7532","7511","7105","6932",
"이천시","40 - 44세","총인구수[명]","명","17292","17285","17219","16808","16703","16967","17320","17578","17414",
"이천시","40 - 44세","남자인구수[명]","명","8979","8774","8615","8406","8379","8653","9074","9420","9369",
"이천시","40 - 44세","여자인구수[명]","명","8313","8511","8604","8402","8324","8314","8246","8158","8045",
"이천시","45 - 49세","총인구수[명]","명","17548","18065","18290","18281","18143","17723","17738","17442","17096",
"이천시","45 - 49세","남자인구수[명]","명","9128","9413","9619","9633","9616","9287","9110","8857","8672",
"이천시","45 - 49세","여자인구수[명]","명","8420","8652","8671","8648","8527","8436","8628","8585","8424",
"이천시","65 - 69세","총인구수[명]","명","7391","7428","8194","8532","9158","10314","11692","12249","13497",
"이천시","65 - 69세","남자인구수[명]","명","3661","3624","4037","4169","4506","5164","5949","6272","6938",
"이천시","65 - 69세","여자인구수[명]","명","3730","3804","4157","4363","4652","5150","5743","5977","6559",
"이천시","70 - 74세","총인구수[명]","명","6385","6400","6417","6652","6903","7223","7243","7997","8370",
"이천시","70 - 74세","남자인구수[명]","명","2877","2958","3029","3197","3358","3493","3450","3841","4053",
"이천시","70 - 74세","여자인구수[명]","명","3508","3442","3388","3455","3545","3730","3793","4156","4317",
"이천시","75 - 79세","총인구수[명]","명","5311","5543","5887","5961","5855","5842","5936","5915","6156",
"이천시","75 - 79세","남자인구수[명]","명","2221","2334","2508","2545","2507","2520","2652","2698","2868",
"이천시","75 - 79세","여자인구수[명]","명","3090","3209","3379","3416","3348","3322","3284","3217","3288",
"이천시","80 - 84세","총인구수[명]","명","3331","3636","3893","4098","4298","4401","4622","4863","4918",
"이천시","80 - 84세","남자인구수[명]","명","1160","1315","1432","1549","1642","1729","1798","1913","1954",
"이천시","80 - 84세","여자인구수[명]","명","2171","2321","2461","2549","2656","2672","2824","2950","2964",
"이천시","85 - 89세","총인구수[명]","명","1509","1610","1730","1862","2082","2341","2510","2671","2811",
"이천시","85 - 89세","남자인구수[명]","명","428","464","504","573","673","750","815","874","922",
"이천시","85 - 89세","여자인구수[명]","명","1081","1146","1226","1289","1409","1591","1695","1797","1889",
"이천시","90 - 94세","총인구수[명]","명","553","585","606","666","710","741","809","834","915",
"이천시","90 - 94세","남자인구수[명]","명","142","152","155","161","169","183","198","209","258",
"이천시","90 - 94세","여자인구수[명]","명","411","433","451","505","541","558","611","625","657",
"이천시","95 - 99세","총인구수[명]","명","112","134","154","158","177","209","198","193","208",
"이천시","95 - 99세","남자인구수[명]","명","29","31","39","39","44","56","46","43","41",
"이천시","95 - 99세","여자인구수[명]","명","83","103","115","119","133","153","152","150","167",
"이천시","100+","총인구수[명]","명","37","44","54","59","62","63","24","28","30",
"이천시","100+","남자인구수[명]","명","11","13","11","16","19","19","4","5","8",
"이천시","100+","여자인구수[명]","명","26","31","43","43","43","44","20","23","22",
"안성시","15 - 19세","총인구수[명]","명","11098","10997","10554","10033","9549","9124","8672","8606","8714",
"안성시","15 - 19세","남자인구수[명]","명","5766","5699","5536","5243","4986","4760","4566","4477","4550",
"안성시","15 - 19세","여자인구수[명]","명","5332","5298","5018","4790","4563","4364","4106","4129","4164",
"안성시","20 - 24세","총인구수[명]","명","10973","11233","11250","11179","10972","11386","11508","11056","10606",
"안성시","20 - 24세","남자인구수[명]","명","5856","6073","5994","5970","5866","6034","6133","5964","5674",
"안성시","20 - 24세","여자인구수[명]","명","5117","5160","5256","5209","5106","5352","5375","5092","4932",
"안성시","25 - 29세","총인구수[명]","명","9546","9792","9933","10375","10484","11158","11603","11529","11528",
"안성시","25 - 29세","남자인구수[명]","명","5141","5279","5503","5802","5935","6372","6676","6499","6521",
"안성시","25 - 29세","여자인구수[명]","명","4405","4513","4430","4573","4549","4786","4927","5030","5007",
"안성시","30 - 34세","총인구수[명]","명","12548","11830","10799","10351","10013","10072","10581","10692","10805",
"안성시","30 - 34세","남자인구수[명]","명","6646","6318","5819","5659","5455","5553","5888","6043","6130",
"안성시","30 - 34세","여자인구수[명]","명","5902","5512","4980","4692","4558","4519","4693","4649","4675",
"안성시","35 - 39세","총인구수[명]","명","14309","14801","14690","14498","13619","13055","12210","11284","10736",
"안성시","35 - 39세","남자인구수[명]","명","7578","7780","7740","7669","7322","7107","6633","6120","5832",
"안성시","35 - 39세","여자인구수[명]","명","6731","7021","6950","6829","6297","5948","5577","5164","4904",
"안성시","40 - 44세","총인구수[명]","명","15533","15047","14653","14066","14011","14395","14907","14860","14852",
"안성시","40 - 44세","남자인구수[명]","명","8256","8005","7772","7501","7462","7695","8010","8005","7971",
"안성시","40 - 44세","여자인구수[명]","명","7277","7042","6881","6565","6549","6700","6897","6855","6881",
"안성시","45 - 49세","총인구수[명]","명","15131","15815","16026","16203","15901","15776","15277","14945","14413",
"안성시","45 - 49세","남자인구수[명]","명","8068","8432","8585","8675","8484","8400","8141","7946","7706",
"안성시","45 - 49세","여자인구수[명]","명","7063","7383","7441","7528","7417","7376","7136","6999","6707",
"안성시","65 - 69세","총인구수[명]","명","7460","7615","8220","8677","9393","10514","11756","12260","13255",
"안성시","65 - 69세","남자인구수[명]","명","3634","3700","4085","4335","4697","5243","5863","6109","6668",
"안성시","65 - 69세","여자인구수[명]","명","3826","3915","4135","4342","4696","5271","5893","6151","6587",
"안성시","70 - 74세","총인구수[명]","명","6512","6509","6657","6955","7110","7557","7707","8239","8636",
"안성시","70 - 74세","남자인구수[명]","명","2886","2932","3086","3256","3380","3650","3717","4032","4234",
"안성시","70 - 74세","여자인구수[명]","명","3626","3577","3571","3699","3730","3907","3990","4207","4402",
"안성시","75 - 79세","총인구수[명]","명","5870","5934","6150","6154","6100","6087","6133","6280","6530",
"안성시","75 - 79세","남자인구수[명]","명","2427","2480","2537","2567","2584","2599","2668","2807","2968",
"안성시","75 - 79세","여자인구수[명]","명","3443","3454","3613","3587","3516","3488","3465","3473","3562",
"안성시","80 - 84세","총인구수[명]","명","3732","4044","4306","4530","4787","4959","4990","5224","5239",
"안성시","80 - 84세","남자인구수[명]","명","1306","1440","1604","1675","1827","1885","1903","1998","2023",
"안성시","80 - 84세","여자인구수[명]","명","2426","2604","2702","2855","2960","3074","3087","3226","3216",
"안성시","85 - 89세","총인구수[명]","명","1562","1731","1973","2107","2377","2637","2879","3022","3183",
"안성시","85 - 89세","남자인구수[명]","명","392","444","533","610","720","819","906","978","997",
"안성시","85 - 89세","여자인구수[명]","명","1170","1287","1440","1497","1657","1818","1973","2044","2186",
"안성시","90 - 94세","총인구수[명]","명","556","603","626","679","736","833","912","1016","1100",
"안성시","90 - 94세","남자인구수[명]","명","145","154","143","141","138","165","198","225","266",
"안성시","90 - 94세","여자인구수[명]","명","411","449","483","538","598","668","714","791","834",
"안성시","95 - 99세","총인구수[명]","명","113","128","159","173","176","201","220","207","211",
"안성시","95 - 99세","남자인구수[명]","명","28","26","38","38","40","43","42","36","37",
"안성시","95 - 99세","여자인구수[명]","명","85","102","121","135","136","158","178","171","174",
"안성시","100+","총인구수[명]","명","41","42","43","44","50","56","32","36","37",
"안성시","100+","남자인구수[명]","명","7","8","9","10","12","12","4","6","5",
"안성시","100+","여자인구수[명]","명","34","34","34","34","38","44","28","30","32",
"김포시","15 - 19세","총인구수[명]","명","20473","20475","20692","21073","21117","21358","21678","22430","23442",
"김포시","15 - 19세","남자인구수[명]","명","10613","10635","10713","10872","10872","10843","11013","11407","11859",
"김포시","15 - 19세","여자인구수[명]","명","9860","9840","9979","10201","10245","10515","10665","11023","11583",
"김포시","20 - 24세","총인구수[명]","명","20415","20941","21585","22560","22782","24406","24402","23115","22406",
"김포시","20 - 24세","남자인구수[명]","명","10758","11105","11433","11967","12005","12814","12753","12020","11669",
"김포시","20 - 24세","여자인구수[명]","명","9657","9836","10152","10593","10777","11592","11649","11095","10737",
"김포시","25 - 29세","총인구수[명]","명","17511","18492","20538","23135","24640","27632","28003","27271","26949",
"김포시","25 - 29세","남자인구수[명]","명","8750","9389","10426","11811","12716","14082","14216","13814","13735",
"김포시","25 - 29세","여자인구수[명]","명","8761","9103","10112","11324","11924","13550","13787","13457","13214",
