시도별_2015,농업·임업 및 어업/사업체,농업·임업 및 어업/종사자,광업/사업체,광업/종사자,제조업/사업체,제조업/종사자,전기·가스·증기 및 공기조절 공급업/사업체,전기·가스·증기 및 공기조절 공급업/종사자,수도 하수 및 폐기물처리 원료 재생업/사업체,수도 하수 및 폐기물처리 원료 재생업/종사자,건설업/사업체,건설업/종사자,도매 및 소매업/사업체,도매 및 소매업/종사자,운수 및 창고업/사업체,운수 및 창고업/종사자,숙박 및 음식점업/사업체,숙박 및 음식점업/종사자,정보통신업/사업체,정보통신업/종사자,금융 및 보험업/사업체,금융 및 보험업/종사자,부동산업/사업체,부동산업/종사자,전문 과학 및 기술서비스업/사업체,전문 과학 및 기술서비스업/종사자,사업시설관리 사업지원 및 임대 서비스업/사업체,사업시설관리 사업지원 및 임대 서비스업/종사자,공공행정 국방 및 사회보장 행정/사업체,공공행정 국방 및 사회보장 행정/종사자,교육서비스업/사업체,교육서비스업/종사자,보건업 및 사회복지서비스업/사업체,보건업 및 사회복지서비스업/종사자,예술 스포츠 및 여가 관련 서비스업/사업체,예술 스포츠 및 여가 관련 서비스업/종사자,협회 및 단체 수리 및 기타 개인서비스업/사업체,협회 및 단체 수리 및 기타 개인서비스업/종사자
부산광역시 중구_2015,24,1438,1,0,693,1428,1,23,8,154,130,1172,6105,14037,2169,20614,2697,8349,104,1193,236,2642,364,1037,322,2547,365,5929,37,2112,174,1065,211,2285,255,867,1073,2320
부산광역시 서구_2015,19,1078,2,0,491,2895,3,101,10,184,190,1194,3649,8842,923,3145,1804,4694,36,130,72,552,223,725,117,430,160,1962,36,1721,360,3432,252,9011,162,487,1173,2247
부산광역시 동구_2015,4,79,1,0,1157,2848,1,23,9,122,385,5069,4957,13134,1227,8970,2205,5975,101,1286,374,8662,422,2020,450,3503,366,9884,46,2521,259,1914,329,5135,155,570,1509,3620
부산광역시 영도구_2015,5,202,0,0,930,7617,3,66,17,223,232,1661,2114,5128,1133,3889,1656,3588,45,360,48,309,281,753,98,901,55,2057,37,2014,312,3951,249,3228,173,515,1692,4325
부산광역시 부산진구_2015,1,0,1,0,2337,7960,4,596,13,239,1062,12949,10363,27180,2685,8562,6109,19722,233,1639,772,14317,1364,5589,813,4898,584,14965,61,3025,1365,12939,1088,13767,696,2482,3553,9078
부산광역시 동래구_2015,1,0,1,0,1037,3546,5,216,13,381,875,8908,5376,15001,2566,3898,3877,12148,76,662,165,2064,812,2763,425,2671,334,7834,33,1664,1150,7148,665,8589,573,1746,2399,5172
부산광역시 남구_2015,0,0,0,0,939,5147,3,281,19,261,491,5532,3766,9964,2112,9047,3121,8861,135,746,133,4721,605,1759,291,1592,238,3762,50,2182,859,9799,555,6125,426,1632,2020,4890
부산광역시 북구_2015,0,0,0,0,593,2401,3,168,12,240,371,2268,3648,9658,2380,3580,2882,8198,48,394,148,2531,641,1810,177,1284,148,2054,41,2449,946,6682,634,7927,502,1358,1737,3410
부산광역시 해운대구_2015,0,0,0,0,809,6431,6,148,29,420,719,6868,6981,23272,2675,5585,4749,20100,405,4668,255,2769,1478,5757,983,6656,333,5801,65,2877,1668,10980,958,11325,648,2527,2722,6630
부산광역시 사하구_2015,8,314,0,0,3415,33338,8,475,49,718,495,5170,5118,14510,2568,9586,4005,10910,52,498,141,1705,745,2452,256,1714,230,2430,52,2497,1065,8927,714,8679,565,1398,2463,5596
부산광역시 금정구_2015,2,0,0,0,1701,10800,5,71,24,321,673,12484,4656,13817,1680,8572,3447,9636,96,867,110,1055,696,1999,495,3162,198,2681,45,2353,911,10894,560,7287,522,2204,2062,4857
부산광역시 강서구_2015,9,74,4,35,6086,72339,6,171,70,546,345,2387,3810,12446,865,7725,1447,4228,35,560,82,677,488,1202,197,2250,93,776,57,2509,199,2026,151,1377,152,1344,669,1859
부산광역시 연제구_2015,0,0,0,0,748,3217,0,0,12,88,706,9735,3641,12136,1482,3437,2929,9137,99,1088,404,7029,828,3620,1072,5714,339,5939,49,7835,721,4804,537,6968,373,1069,1961,4696
부산광역시 수영구_2015,0,0,0,0,571,1969,2,45,11,219,527,6879,3603,9594,1032,3083,2737,8245,78,910,92,947,565,1939,312,1820,238,1877,30,1717,710,3716,431,5553,340,817,1660,3547
부산광역시 사상구_2015,0,0,1,0,7248,43119,4,130,73,677,647,3859,9555,28892,2063,6982,3591,9055,114,872,129,1174,549,1827,438,3196,195,5006,37,2791,569,6624,468,6807,511,1048,2168,5137
부산광역시 기장군_2015,7,60,1,0,1038,15909,8,2621,42,360,397,4562,2669,8164,701,3062,2099,6144,22,235,60,609,418,1300,98,326,107,1960,26,2130,472,3393,355,3984,218,1173,983,2370
서울특별시 종로구_2015,3,30,4,10,"4,450","13,078",7,363,6,136,339,"30,754","17,025","44,263","1,350","6,818","6,724","26,577",883,"18,628",551,"21,634","1,301","7,223","1,499","20,315","1,242","18,625",90,"16,504",852,"13,317",732,"15,954",926,"6,198","2,506","8,275"
서울특별시 중구_2015,0,0,2,3,"9,947","30,475",5,689,9,343,402,"5,462","32,867","97,809","1,484","14,172","6,141","31,793",929,"25,116","1,260","51,405","1,661","8,913","2,698","35,960","1,484","36,580",63,"18,145",454,"8,307",734,"9,437",574,"3,546","2,222","8,493"
서울특별시 용산구_2015,0,0,0,0,"1,054","3,446",4,11,11,142,423,"6,834","7,258","27,506","1,367","3,919","4,453","18,201",525,"9,492",292,"5,921","1,083","4,426",784,"17,785",348,"10,838",50,"3,219",539,"7,297",554,"6,367",410,"2,188","1,651","5,668"
서울특별시 성동구_2015,1,2,0,0,"4,612","28,130",5,410,30,745,649,"5,981","7,250","32,412","2,683","8,295","3,786","11,744",744,"8,701",293,"4,023","1,272","5,433","1,199","11,663",385,"15,503",47,"4,373",886,"11,311",743,"8,357",593,"2,529","2,100","7,696"
서울특별시 광진구_2015,1,3,0,0,"1,853","7,616",2,3,16,240,796,"12,798","6,103","19,488","2,518","6,133","4,675","16,498",391,"3,791",223,"4,579","1,201","3,241",726,"4,061",440,"9,998",36,"2,523","1,159","14,191",904,"10,686","1,052","3,746","2,592","5,575"
서울특별시 동대문구_2015,0,0,1,1,"3,539","14,237",1,3,17,147,775,"6,270","11,272","31,474","3,602","6,889","4,909","14,047",277,"1,855",292,"5,002","1,309","4,589",591,"7,425",441,"9,109",50,"4,267",985,"15,117","1,006","14,693",749,"2,376","2,595","5,341"
서울특별시 중랑구_2015,0,0,1,3,"3,578","16,259",6,123,20,214,920,"5,503","5,416","16,124","6,412","13,473","4,154","10,944",134,"1,118",150,"1,713","1,061","2,757",320,"1,626",308,"2,832",47,"3,350",922,"7,863",985,"11,586",896,"2,302","2,715","4,968"
서울특별시 성북구_2015,0,0,0,0,"2,424","9,199",5,11,11,177,569,"4,093","4,927","15,313","3,520","6,708","4,415","12,731",234,"1,756",151,"1,600","1,099","2,673",456,"3,954",262,"5,601",52,"3,915","1,372","20,652","1,065","12,533",735,"2,130","2,742","5,945"
서울특별시 강북구_2015,0,0,0,0,"1,541","6,621",1,80,9,326,498,"2,057","3,857","10,768","3,192","6,822","3,681","10,569",101,715,253,"4,027",789,"1,776",275,"1,123",218,"3,321",44,"2,750",683,"5,729",816,"8,573",721,"1,972","2,249","4,523"
서울특별시 도봉구_2015,1,2,0,0,"1,090","4,556",0,0,9,116,492,"3,150","3,500","10,915","4,502","9,543","2,732","7,514",87,709,136,"1,320",785,"2,609",325,"1,785",172,"1,352",39,"3,605",960,"7,423",845,"9,640",620,"1,903","2,056","4,361"
서울특별시 노원구_2015,1,2,0,0,848,"4,042",4,214,13,162,538,"2,431","5,084","15,534","6,550","12,677","4,143","14,211",168,"1,233",243,"4,315","1,198","4,574",420,"2,339",313,"5,110",38,"3,042","1,951","21,222","1,468","18,404",921,"2,852","2,615","5,495"
서울특별시 은평구_2015,0,0,0,0,957,"3,266",6,160,13,206,645,"4,092","5,121","15,605","4,990","8,482","4,178","11,781",149,"1,246",170,"2,437","1,409","3,296",347,"1,510",229,"1,694",53,"4,042","1,430","9,983","1,170","13,259",814,"2,216","2,880","5,543"
서울특별시 서대문구_2015,1,1,0,0,754,"2,721",2,51,14,574,502,"4,062","4,071","14,505","2,881","6,195","4,337","14,107",416,"2,852",213,"4,796",989,"2,594",568,"5,884",450,"7,011",44,"5,428","1,078","18,919",781,"14,639",587,"1,788","2,164","4,990"
서울특별시 마포구_2015,0,0,0,0,"1,336","5,121",8,425,22,307,"1,084","16,287","7,664","33,868","2,947","11,967","8,139","28,793","2,469","34,801",497,"11,322","1,755","5,588","2,460","19,824","1,072","35,339",58,"4,599","1,609","15,681","1,182","10,593","1,000","4,257","3,023","9,227"
서울특별시 양천구_2015,0,0,0,0,"1,190","5,294",2,270,21,457,840,"9,741","5,432","17,338","4,894","12,935","3,566","11,585",283,"5,010",207,"2,486","1,242","3,647",695,"3,049",315,"4,694",48,"6,153","2,366","15,026","1,213","13,177",935,"3,097","2,828","5,984"
서울특별시 강서구_2015,1,30,0,0,"1,258","7,027",6,426,42,639,"1,135","13,334","8,713","34,665","7,095","53,820","5,651","20,057",659,"11,196",298,"3,976","1,909","7,006",989,"17,291",554,"17,199",57,"3,267","1,787","13,832","1,542","17,902","1,176","3,498","3,684","9,229"
서울특별시 구로구_2015,1,1,0,0,"3,729","19,002",7,102,21,219,"1,020","11,691","12,201","40,111","4,768","9,552","4,688","14,686","2,096","30,009",480,"8,392","1,320","4,381","1,485","15,312",697,"21,935",46,"4,061","1,204","10,481","1,124","13,889",888,"2,403","2,630","7,241"
서울특별시 금천구_2015,1,4,2,3,"5,412","40,151",6,15,27,305,"1,130","15,891","8,948","41,969","2,824","9,589","3,318","10,293","2,441","36,266",227,"2,505",984,"3,114","1,922","26,071",610,"20,864",32,"1,908",675,"5,452",692,"7,229",588,"1,464","1,911","4,907"
서울특별시 영등포구_2015,0,0,2,19,"4,186","14,084",9,761,23,628,"1,372","23,440","11,581","51,856","4,094","12,233","7,003","25,853","1,785","28,943","1,158","54,040","1,849","11,132","2,310","30,977","1,120","58,775",67,"8,676","1,251","9,054","1,201","16,182","1,096","3,956","3,056","12,191"
서울특별시 동작구_2015,0,0,1,2,651,"2,228",3,142,14,435,569,"4,921","4,689","14,990","2,115","3,290","4,143","12,907",240,"4,182",199,"3,558","1,203","5,348",414,"6,640",323,"12,877",44,"3,217","1,215","15,448","1,010","12,622",812,"2,600","2,321","5,015"
서울특별시 관악구_2015,0,0,1,5,"1,350","5,480",0,0,12,171,695,"9,125","5,164","16,347","4,089","6,609","5,640","17,322",299,"3,124",180,"2,182","1,402","3,960",586,"4,725",347,"6,590",50,"3,763","1,227","15,100","1,172","11,432","1,068","3,088","3,092","6,367"
서울특별시 서초구_2015,4,29,2,5,"1,064","5,666",13,146,16,285,"1,805","69,230","12,253","68,309","1,390","8,717","6,728","31,508","2,201","29,731",941,"18,249","3,153","13,460","6,303","64,040","1,296","56,251",67,"11,070","2,529","21,284","1,672","19,747","1,328","6,077","3,442","12,959"
서울특별시 강남구_2015,1,2,3,10,"1,707","14,910",25,"1,052",24,856,"2,071","55,618","17,274","133,772","3,092","11,093","11,074","56,982","4,662","58,867","1,951","35,865","5,686","29,287","8,798","103,202","2,093","71,474",57,"6,052","3,850","29,001","3,057","39,254","1,833","8,557","5,253","23,193"
서울특별시 송파구_2015,9,315,2,5,"1,487","8,803",9,25,30,622,"1,887","45,141","13,728","58,913","5,746","15,124","7,032","28,346",776,"23,646",522,"8,764","2,486","13,280","2,165","25,352",800,"31,046",71,"6,687","2,299","18,803","1,781","25,071","1,622","8,597","4,224","10,907"
서울특별시 강동구_2015,4,48,0,0,"1,566","6,508",3,94,15,511,"1,072","17,302","6,897","24,610","5,597","9,738","4,885","15,466",257,"2,043",278,"4,141","1,531","4,286",602,"5,909",431,"13,764",46,"3,534","1,479","11,239","1,234","17,337",969,"3,112","3,086","6,870"
세종특별자치시_2015,8,?92,?10,?135,?948,"?18,566",?6,?216,?38,?348,?544,"?4,579","?2,177","?6,168",?724,"?2,212","?2,375","?7,507",?66,"?1,081",?119,"?1,163",?786,"?2,848",?248,"?4,753",?145,"?2,550",?86,"?16,126",?484,"?7,743",?444,"?4,143",?282,"?1,161",?990,"?2,373"
울산광역시 중구_2015,1,24,0,0,929,2696,2,59,21,137,673,4230,4419,9739,1703,2673,3029,6816,65,818,113,1812,519,1809,316,3520,172,1935,33,2583,872,5771,460,5529,500,1022,2032,3759
울산광역시 남구_2015,3,22,1,32,1496,29068,13,437,68,829,1245,16724,7634,23553,2430,10070,6525,19846,172,2149,570,9533,1230,5326,1001,7376,559,10421,69,6739,1804,12402,1015,10855,974,2793,3218,7637
울산광역시 동구_2015,2,3,0,0,507,50567,1,12,4,48,168,1710,2018,4684,614,1125,2647,7047,22,222,85,1101,282,736,118,3241,76,1601,22,1011,538,4466,371,4832,346,959,1042,1930
울산광역시 북구_2015,1,11,1,7,1491,54034,3,282,15,99,276,2192,2529,8109,1070,4961,2019,6179,26,256,95,883,378,1063,160,1645,91,2589,26,1405,638,5488,416,3441,351,816,1054,3518
울산광역시 울주군_2015,12,117,14,216,2448,47944,11,288,90,759,778,6942,3182,8103,1341,6224,3422,8011,31,257,74,864,522,1349,136,1189,314,5300,48,1393,676,6035,438,4932,436,1295,1455,2825
인천광역시 강화군_2015,10,68,1,0,376,2437,3,89,9,91,204,1333,1382,2787,356,847,1725,3822,35,149,51,663,178,277,61,227,25,82,57,1282,170,1715,181,2024,127,384,600,1156
인천광역시 옹진군_2015,5,24,2,0,53,168,19,940,0,0,84,1003,289,537,65,199,1001,2009,12,60,18,103,34,49,6,39,25,103,45,501,41,375,40,362,51,93,120,299
인천광역시 중구_2015,3,49,15,387,386,7900,8,178,36,386,269,1766,3519,10420,2025,26693,2789,10313,56,1034,92,910,361,1644,130,1015,210,8601,73,6738,282,3630,289,4717,281,1952,997,3356
인천광역시 동구_2015,0,0,1,0,1579,10612,0,0,22,147,323,1446,2767,6583,750,2692,830,1811,21,53,56,422,183,579,110,379,74,918,22,981,141,1794,200,2426,99,270,673,1728
인천광역시 미추홀구_2015,0,0,0,0,2055,16303,6,354,33,272,858,5423,6516,18243,3762,9980,4854,12394,192,1366,319,4808,1029,2759,721,4280,352,6263,58,5607,917,10253,858,10134,782,1874,3265,7596
인천광역시 연수구_2015,0,0,1,0,777,10133,7,592,26,435,447,9320,3955,13685,2079,4756,3256,13243,144,1033,117,1267,886,3424,377,7407,197,3501,33,2362,1081,11548,666,6458,598,2057,1665,3591
인천광역시 남동구_2015,3,29,0,0,7225,86379,5,175,107,1357,974,11276,8167,25294,4518,7616,5785,18518,126,1370,376,7090,1305,4404,734,5121,418,10940,57,6563,1345,11651,1262,15037,987,2798,3318,7727
인천광역시 부평구_2015,0,0,0,0,3538,36118,5,468,34,268,922,7567,8074,23379,3459,6945,5336,15584,133,1704,394,6759,1313,3939,474,3059,439,7125,53,2984,1401,11831,1255,13974,1037,2623,3640,8006
인천광역시 계양구_2015,1,17,1,10,1721,11732,1,30,30,251,538,4405,4098,13009,2574,5306,3068,8873,78,744,120,1737,794,2101,333,1565,207,4709,29,2364,785,7760,733,8454,648,1518,1964,4703
인천광역시 서구_2015,5,30,11,130,6490,61140,17,1565,141,2305,727,5619,6409,22111,3655,11355,4668,13113,57,526,142,1701,1212,2978,333,5060,233,2773,46,4241,1198,10794,1015,11303,811,2277,2877,7014
전라남도 목포시_2015,3,177,5,33,979,3632,9,279,28,316,744,4245,6339,15758,1490,5254,4301,10675,103,990,250,3656,575,1930,339,1519,255,2093,76,4466,987,7304,700,10543,589,1520,2752,5507
전라남도 여수시_2015,38,1047,3,43,1265,20737,28,1057,75,1119,976,13712,6520,15563,1893,7594,5346,12847,74,815,246,3449,404,1810,337,2035,267,4665,129,3348,1113,7378,659,8088,624,1581,2853,5941
전라남도 순천시_2015,11,112,3,29,1093,7848,19,390,37,473,861,10225,5938,15697,1944,6019,4343,11291,81,973,282,4326,523,2264,377,2167,266,2649,79,3632,1167,9233,756,10157,652,2072,2614,5542
전라남도 나주시_2015,38,1156,11,108,772,6017,16,2222,50,307,401,5501,1968,4847,584,1282,1212,3251,55,381,81,1246,224,629,154,1977,93,673,71,2792,211,3062,296,4299,144,841,771,1427
전라남도 광양시_2015,6,39,4,49,814,16299,10,233,53,1125,580,7372,2768,7423,726,7135,2701,6147,64,509,99,1163,270,1111,152,1251,164,5584,62,1891,530,4142,365,3552,331,874,1316,5145
전라남도 담양군_2015,26,173,2,11,619,4276,4,50,16,164,244,2353,943,2277,256,961,754,2168,28,156,41,316,46,110,46,260,32,272,42,979,85,1114,137,1727,61,388,350,811
전라남도 곡성군_2015,16,176,2,9,208,2916,3,34,16,80,120,857,546,1079,132,489,388,927,18,85,23,212,10,13,26,138,20,244,33,1271,64,871,97,1248,59,376,277,526
전라남도 구례군_2015,7,71,0,0,170,753,7,102,10,18,97,393,640,1332,102,264,651,1386,12,74,24,169,24,56,24,122,21,157,31,861,61,592,83,1161,44,178,261,462
전라남도 고흥군_2015,30,199,6,56,469,2813,12,73,12,126,242,1696,1602,3393,348,705,947,1929,32,170,66,680,28,56,58,218,35,116,59,1384,143,1445,196,2212,79,180,721,1202
전라남도 보성군_2015,38,355,3,9,325,1145,10,71,15,75,246,1480,1246,2353,242,499,674,1417,24,127,47,338,25,71,46,236,26,74,62,1167,119,1042,134,1573,71,208,543,1144
전라남도 화순군_2015,24,186,2,254,519,3638,12,113,20,63,305,3645,1130,2626,735,1060,779,2095,31,176,43,361,91,352,104,1362,41,252,53,1318,202,1622,233,3930,105,685,523,873
전라남도 장흥군_2015,49,338,2,13,343,1798,7,94,14,96,189,1064,1094,2486,215,456,682,1429,18,128,50,365,45,108,58,261,26,69,48,1353,104,928,134,1190,73,293,528,1089
전라남도 강진군_2015,18,241,2,17,265,1165,4,119,6,60,147,904,989,1848,149,265,573,1119,21,121,33,448,20,38,43,265,24,112,48,1004,106,874,107,1027,66,205,451,897
전라남도 해남군_2015,53,340,13,176,542,6248,12,105,12,91,245,1372,1667,3794,318,691,1107,2485,20,195,74,839,59,125,72,238,44,149,64,2025,196,1573,211,2480,84,440,768,1427
전라남도 영암군_2015,19,204,4,31,800,19911,8,106,20,112,293,3607,1121,2734,305,1456,906,2576,20,216,51,468,38,108,77,456,48,357,42,1193,140,1850,174,1797,80,490,453,780
전라남도 무안군_2015,13,171,22,67,504,2554,9,100,20,249,161,1278,1292,3125,476,921,1026,2603,24,137,79,1001,138,543,80,502,25,121,55,4490,258,3323,241,2425,115,749,627,1098
전라남도 함평군_2015,31,351,3,24,288,1851,6,55,10,71,115,1180,672,1412,166,435,367,842,17,95,27,241,19,56,34,108,15,101,36,843,69,773,120,1218,46,313,344,481
전라남도 영광군_2015,26,283,165,376,851,2695,15,1583,11,71,192,1666,1264,2719,282,565,762,1741,19,127,53,518,42,143,61,371,78,1164,48,1205,142,1289,164,1772,63,210,530,1001
전라남도 장성군_2015,16,159,2,30,476,5111,5,63,19,131,168,1788,840,1816,287,898,556,1275,24,125,28,249,41,84,48,273,32,326,32,902,93,1024,115,1215,51,390,351,731
전라남도 완도군_2015,25,141,4,84,327,1705,17,148,16,97,167,1123,1320,2800,216,811,1001,1972,33,158,51,511,29,49,34,149,29,66,67,1584,147,1211,145,1380,77,210,535,748
전라남도 진도군_2015,32,198,5,16,204,797,23,148,13,43,166,991,832,1831,155,279,571,1073,18,106,35,332,16,20,24,95,8,56,41,1408,90,736,98,1208,74,307,410,630
전라남도 신안군_2015,7,34,794,1943,170,828,47,190,10,21,125,783,504,936,182,343,569,1207,34,139,30,334,12,18,14,43,26,59,78,966,86,850,97,687,36,120,359,413
전북특별자치도 전주시_2015,16,339,3,13,"2,522","14,393",25,895,57,789,"1,884","18,274","14,314","39,205","6,415","12,030","8,725","26,373",345,"3,628",692,"12,590","2,017","6,890","1,397","7,538",758,"9,817",114,"9,321","3,193","24,072","2,075","25,980","1,445","4,217","6,354","13,654"
전북특별자치도 군산시_2015,22,264,8,194,"1,830","29,602",29,796,65,962,752,"5,302","6,329","13,882","1,856","5,129","4,425","11,289",71,497,225,"2,597",762,"2,256",350,"1,551",310,"4,685",121,"4,046","1,037","9,224",802,"9,419",492,"1,260","2,756","5,059"
전북특별자치도 익산시_2015,44,502,28,353,"2,430","25,339",18,396,71,895,658,"5,732","6,352","15,601","2,339","5,747","3,755","9,808",83,812,234,"3,763",560,"2,149",356,"1,794",273,"4,117",91,"2,887","1,208","9,833",887,"10,604",567,"1,679","2,944","5,962"
전북특별자치도 정읍시_2015,39,375,8,58,819,"7,600",14,208,35,230,292,"1,567","2,482","5,328",802,"1,727","1,545","3,301",46,442,94,"1,208",135,468,139,933,97,718,81,"2,113",414,"3,249",388,"4,121",202,757,"1,236","2,087"
전북특별자치도 남원시_2015,28,284,14,185,613,"3,073",7,83,12,90,302,"1,525","2,132","4,602",597,"1,051","1,365","3,236",33,275,88,"1,011",107,384,99,538,59,461,72,"2,012",326,"2,250",307,"3,208",149,845,881,"1,530"
전북특별자치도 김제시_2015,54,474,2,2,882,"8,960",12,90,50,234,322,"1,486","1,955","4,947",680,"1,365","1,029","2,340",28,239,63,792,127,284,97,386,70,772,56,"1,908",280,"2,326",282,"3,214",132,573,931,"1,920"
전북특별자치도 완주군_2015,21,166,3,65,852,"20,959",6,64,19,135,242,"1,783","1,568","4,037",561,"2,013","1,246","3,843",32,368,42,359,204,439,79,"2,220",72,"1,147",44,"1,439",290,"4,042",269,"3,175",105,376,723,"1,457"
전북특별자치도 진안군_2015,12,168,2,8,276,"1,123",7,82,11,57,101,729,462,"1,035",108,258,326,703,17,109,28,294,13,26,27,194,16,118,38,"1,014",69,704,91,774,23,78,218,404
전북특별자치도 무주군_2015,7,36,1,5,164,633,9,118,5,33,139,838,568,"1,049",85,297,643,"1,750",14,77,24,191,89,225,33,95,21,206,27,"1,061",61,621,85,754,54,343,246,485
전북특별자치도 장수군_2015,10,157,2,21,149,955,3,45,4,22,78,406,348,754,85,127,297,630,12,96,22,159,14,26,24,106,14,62,25,832,56,611,74,639,34,271,203,311
전북특별자치도 임실군_2015,29,365,1,3,222,"1,615",9,80,12,48,139,804,595,"1,145",185,337,355,698,19,110,32,211,20,63,28,217,21,86,48,"1,219",81,"1,013",108,810,45,496,299,528
전북특별자치도 순창군_2015,15,84,2,24,256,"1,381",8,98,8,55,131,875,558,"1,035",112,298,363,789,19,106,33,308,16,40,21,84,24,157,48,836,78,703,117,"1,167",47,177,309,497
전북특별자치도 고창군_2015,43,338,25,106,436,"2,120",11,102,14,125,278,"1,589","1,444","2,766",359,670,802,"1,938",27,149,52,534,61,161,63,236,45,199,65,"1,268",200,"1,528",186,"1,876",109,476,720,"1,409"
전북특별자치도 부안군_2015,20,142,14,85,362,"2,610",11,144,11,102,163,951,"1,420","3,057",344,754,"1,131","2,937",25,164,48,791,93,216,53,162,32,127,58,"1,690",168,"1,487",166,"1,891",86,361,579,"1,101"
제주특별자치도 제주시_2015,189,1331,10,151,1741,8814,0,0,0,0,1913,18086,10337,31476,0,0,9956,32359,0,0,481,7139,0,0,855,5029,0,0,135,7577,1997,15441,1340,15868,1054,6963,"4,053","9,843"
제주특별자치도 서귀포시_2015,207,"2,225",6,57,468,"2,309",0,0,0,0,400,"3,148","3,771","9,997",0,0,"4,570","15,234",0,0,163,"2,094",0,0,116,"1,023",0,0,73,"2,616",547,"4,729",423,"4,366",412,"3,922","1,343","2,735"
충청남도 천안시_2015,30,396,4,61,4733,82400,15,389,95,1258,1771,12369,11639,34031,4245,10397,8747,26436,236,2017,496,6841,1914,5354,1086,7381,866,16881,103,4531,2200,22507,1718,19229,1339,3888,4989,11844
충청남도 공주시_2015,19,155,6,59,768,8368,8,89,34,305,417,3231,2279,5699,623,1813,1999,4950,44,363,97,1270,247,839,169,1040,99,1077,53,2686,342,4067,332,3952,206,845,1124,2233
충청남도 보령시_2015,26,401,10,87,616,5216,16,1295,16,189,331,3235,2321,5195,519,1313,2289,5580,43,250,79,1161,146,500,98,556,62,520,67,2009,326,2362,274,2949,219,473,967,1885
충청남도 아산시_2015,26,253,7,100,2782,82527,10,461,45,583,626,4323,4493,12179,1726,4663,4227,11884,106,652,158,1748,768,2137,328,1746,307,3720,52,2130,838,10353,856,8014,502,1416,2001,4666
충청남도 서산시_2015,19,285,13,86,750,18867,12,418,37,354,478,6924,3167,8078,892,3187,2840,6943,45,323,133,1577,393,983,220,1155,136,1836,68,2424,535,4277,385,4077,292,796,1451,3328
충청남도 논산시_2015,43,426,2,11,1129,10726,6,103,36,437,412,2352,2964,6823,1104,2197,1930,4410,44,251,117,1333,213,588,123,715,92,505,51,2114,360,3567,372,4270,259,590,1360,2927
충청남도 계룡시_2015,1,4,0,0,100,821,4,32,7,58,70,413,525,1293,131,603,436,1095,14,352,29,234,74,334,30,81,21,139,11,705,174,1090,116,823,68,292,272,482
충청남도 당진시_2015,36,473,9,75,1155,28799,14,1276,46,584,545,5649,2958,7689,1067,3630,2766,6888,42,474,101,1206,459,1368,200,1342,161,3958,54,1941,428,3505,398,4241,360,1031,1326,3948
충청남도 금산군_2015,13,107,10,85,1050,9667,9,130,22,264,207,1136,1866,3422,279,836,868,2007,20,145,50,450,91,178,63,274,36,310,31,1047,138,2113,173,1411,89,316,522,960
충청남도 부여군_2015,30,268,9,105,377,3080,4,99,20,149,232,1650,1366,3057,441,773,971,2155,26,153,57,562,74,190,61,276,58,536,51,1380,167,1797,175,1881,86,545,679,1118
충청남도 서천군_2015,13,116,0,0,454,4929,6,338,23,156,185,1556,1363,2502,296,788,883,1909,23,139,45,458,77,161,53,758,50,594,48,1113,147,1160,177,1936,88,217,633,1152
충청남도 청양군_2015,25,190,2,6,291,2695,7,88,17,67,185,1102,780,1663,211,451,532,1208,23,115,32,244,33,63,40,191,27,143,34,896,75,752,97,933,66,215,458,822
충청남도 홍성군_2015,23,334,3,48,573,5148,7,77,27,259,367,1985,2255,5566,563,1270,1556,3696,46,400,104,1318,224,674,128,598,67,393,54,3772,301,3090,244,2662,172,389,954,2162
충청남도 예산군_2015,20,187,7,22,641,8199,5,94,25,257,300,1754,1732,3775,622,1128,1490,3531,30,222,79,889,160,445,109,421,61,261,44,2553,220,1783,210,1830,182,487,836,1959
충청남도 태안군_2015,5,50,19,58,219,802,7,860,16,144,189,1785,1575,3452,310,707,2193,5091,22,162,50,598,108,254,65,771,36,269,43,1351,146,1392,134,1476,136,581,608,1242
충청북도 청주시_2015,29,443,11,133,4952,79287,21,967,155,1621,2352,21900,15249,42873,5040,12785,11374,31840,303,3295,628,9169,2068,7803,1301,10507,854,15457,164,15248,3059,26453,2171,24104,1941,4994,6669,15087
충청북도 충주시_2015,31,571,24,155,1353,16738,9,404,43,496,699,4758,4450,10745,1419,3499,3868,9393,65,570,174,2378,497,1458,277,1476,211,1996,87,2602,769,8096,527,6350,512,2360,2072,4324
충청북도 제천시_2015,22,164,20,155,820,7122,7,238,39,402,633,4032,3274,8021,1103,3734,2888,6819,48,302,106,1369,321,1022,165,678,149,1656,53,1840,484,4589,365,4027,359,939,1524,3112
충청북도 보은군_2015,19,169,4,32,276,3234,4,66,8,83,165,923,780,1361,173,350,652,1308,22,103,39,351,46,85,35,201,24,65,37,1072,97,909,96,1270,58,311,341,584
충청북도 옥천군_2015,7,83,4,10,601,6025,10,146,18,128,211,1408,947,2179,342,936,771,1757,20,130,47,440,79,209,68,370,39,281,36,1257,123,1310,156,1806,88,213,450,802
충청북도 영동군_2015,13,78,2,14,303,2817,2,70,10,179,197,1509,895,1863,272,625,770,1642,23,160,47,428,60,112,60,317,40,260,38,1239,127,1435,147,1507,79,237,462,797
