시도별_2018,농업·임업 및 어업/사업체,농업·임업 및 어업/종사자,광업/사업체,광업/종사자,제조업/사업체,제조업/종사자,전기·가스·증기 및 공기조절 공급업/사업체,전기·가스·증기 및 공기조절 공급업/종사자,수도 하수 및 폐기물처리 원료 재생업/사업체,수도 하수 및 폐기물처리 원료 재생업/종사자,건설업/사업체,건설업/종사자,도매 및 소매업/사업체,도매 및 소매업/종사자,운수 및 창고업/사업체,운수 및 창고업/종사자,숙박 및 음식점업/사업체,숙박 및 음식점업/종사자,정보통신업/사업체,정보통신업/종사자,금융 및 보험업/사업체,금융 및 보험업/종사자,부동산업/사업체,부동산업/종사자,전문 과학 및 기술서비스업/사업체,전문 과학 및 기술서비스업/종사자,사업시설관리 사업지원 및 임대 서비스업/사업체,사업시설관리 사업지원 및 임대 서비스업/종사자,공공행정 국방 및 사회보장 행정/사업체,공공행정 국방 및 사회보장 행정/종사자,교육서비스업/사업체,교육서비스업/종사자,보건업 및 사회복지서비스업/사업체,보건업 및 사회복지서비스업/종사자,예술 스포츠 및 여가 관련 서비스업/사업체,예술 스포츠 및 여가 관련 서비스업/종사자,협회 및 단체 수리 및 기타 개인서비스업/사업체,협회 및 단체 수리 및 기타 개인서비스업/종사자
전라남도 여수시_2018,43,"2,226",4,39,"1,553","23,477",34,934,93,"1,400","1,115","17,732","6,530","16,520","1,921","7,991","5,939","15,802",80,806,258,"3,300",427,"1,862",352,"2,335",420,"5,722",125,"3,545","1,128","7,568",753,"10,375",705,"2,096","2,899","5,851"
전라남도 순천시_2018,13,125,3,19,"1,309","8,145",22,237,48,675,998,"10,455","6,171","16,233","2,056","5,608","4,723","12,813",83,967,305,"5,056",570,"2,456",464,"2,587",423,"3,424",82,"4,317","1,234","9,578",830,"12,517",837,"2,673","2,832","5,512"
전라남도 나주시_2018,56,"1,469",10,71,937,"7,202",27,"2,593",49,336,393,"5,756","2,214","5,650",619,"1,361","1,564","4,441",118,"1,322",86,"1,171",317,795,228,"2,524",163,872,76,"3,070",347,"3,711",394,"5,150",227,"1,137",879,"1,712"
전라남도 광양시_2018,14,58,4,33,"1,003","18,830",24,194,63,"1,159",664,"7,585","3,037","8,132",881,"7,224","2,876","7,115",62,548,104,"1,173",286,983,160,898,279,"6,473",63,"2,582",544,"4,486",402,"5,425",430,"1,130","1,335","2,509"
전라남도 담양군_2018,35,208,1,4,661,"4,032",8,54,18,167,266,"2,085",994,"2,306",289,"1,019",850,"2,242",41,164,32,232,70,129,51,371,54,277,41,997,89,"1,163",158,"2,147",74,444,325,604
전라남도 곡성군_2018,13,77,4,13,219,"2,972",2,35,12,52,116,799,530,999,121,405,436,"1,028",20,85,25,263,12,18,34,160,26,198,34,"1,110",76,"1,034",111,"1,285",67,398,246,363
전라남도 구례군_2018,7,52,0,0,187,736,2,31,14,77,95,640,597,"1,220",114,437,693,"1,375",14,94,25,193,27,52,24,167,23,95,31,807,71,626,88,"1,247",67,236,253,448
전라남도 고흥군_2018,32,216,8,44,591,"3,311",11,71,12,141,257,"2,060","1,600","3,326",339,725,985,"2,036",32,187,66,749,31,48,60,235,47,133,58,"1,601",156,"1,277",208,"2,670",107,304,633,"1,022"
전라남도 보성군_2018,24,242,0,0,340,"1,115",5,67,17,114,232,"1,510","1,173","2,179",227,494,678,"1,549",22,123,47,309,21,36,47,203,38,131,63,"1,282",112,"1,043",134,"1,786",67,278,388,599
전라남도 화순군_2018,30,204,5,209,545,"3,449",10,75,21,152,333,"2,427","1,175","2,969",761,"1,000",851,"2,383",35,157,40,326,100,344,121,"1,073",62,332,54,"1,376",207,"1,706",235,"4,386",126,619,533,853
전라남도 장흥군_2018,64,453,1,16,410,"2,046",18,58,23,188,221,"1,237","1,097","2,388",202,458,698,"1,495",17,124,50,446,45,87,65,312,40,103,52,"1,395",117,977,155,"1,617",77,274,515,794
전라남도 강진군_2018,31,211,2,2,339,"1,409",19,99,11,65,153,935,"1,009","2,036",200,362,578,"1,223",26,114,33,387,26,51,48,325,33,113,49,"1,135",114,968,119,"1,380",77,307,428,750
전라남도 해남군_2018,52,318,12,152,624,"4,696",11,70,14,168,243,"1,819","1,639","3,760",365,758,"1,133","2,581",21,288,74,840,59,105,75,282,63,139,63,"1,878",183,"1,560",223,"2,839",97,453,694,"1,127"
전라남도 영암군_2018,38,291,5,42,879,"15,402",16,103,26,192,304,"3,243","1,137","2,755",321,"1,021",827,"2,154",22,266,48,411,47,170,82,386,65,351,42,"1,435",146,"1,660",191,"1,979",101,528,455,689
전라남도 무안군_2018,17,180,17,47,541,"2,735",6,81,21,263,145,"1,121","1,467","3,727",344,844,"1,171","3,061",21,191,81,896,168,564,85,591,56,507,53,"4,391",312,"3,459",252,"3,058",160,957,660,"1,195"
전라남도 함평군_2018,43,366,2,21,340,"2,060",8,44,13,116,123,943,656,"1,504",173,513,377,824,19,89,28,234,29,52,33,124,26,147,36,966,63,784,132,"1,304",49,317,321,471
전라남도 영광군_2018,27,288,131,297,890,"2,642",13,"1,672",16,92,202,"1,528","1,234","2,649",282,568,785,"1,786",24,146,46,510,39,83,66,506,78,"1,151",48,"1,107",150,"1,311",169,"2,180",77,307,473,761
전라남도 장성군_2018,14,171,1,4,618,"6,035",8,52,19,189,198,"1,517",854,"2,161",330,784,613,"1,415",24,149,29,253,62,98,58,279,45,485,31,"1,122",95,"1,023",126,"1,556",64,468,330,733
전라남도 완도군_2018,28,131,3,79,422,"1,857",17,82,22,141,199,"1,280","1,426","3,085",238,697,"1,083","2,166",35,162,55,577,32,57,38,174,54,124,67,"1,649",148,"1,284",146,"1,339",93,266,493,693
전라남도 진도군_2018,48,189,4,20,251,799,30,128,18,110,175,889,910,"1,983",141,277,591,"1,209",20,109,36,325,16,23,31,113,22,64,41,"1,046",88,691,114,855,85,328,386,526
전라남도 신안군_2018,9,35,778,"1,702",191,902,29,144,23,78,104,911,486,957,152,316,582,"1,161",32,143,26,256,14,18,16,119,38,68,82,"1,904",85,874,109,966,39,126,323,375
전북특별자치도 전주시_2018,24,350,4,48,"2,665","13,885",30,707,73,"1,226","2,040","23,951","14,392","39,834","4,927","10,883","9,598","29,160",388,"3,968",740,"12,447","2,176","7,223","1,584","8,756","1,049","10,763",120,"9,403","3,345","24,338","2,206","30,531","1,802","5,780","6,696","14,135"
전북특별자치도 군산시_2018,26,247,7,141,"1,913","22,960",30,873,81,"1,188",758,"5,393","5,995","14,192","1,913","5,577","4,456","11,732",86,656,226,"2,806",721,"2,057",375,"1,910",402,"4,333",119,"4,010","1,042","8,829",852,"11,113",564,"1,589","2,717","4,690"
전북특별자치도 익산시_2018,63,464,20,213,"2,574","24,783",18,250,74,941,671,"5,595","6,140","15,088","2,385","5,780","3,881","10,480",79,790,227,"3,393",577,"1,973",406,"2,261",354,"4,111",91,"3,408","1,205","9,685",950,"12,650",646,"1,801","2,930","5,325"
전북특별자치도 정읍시_2018,59,488,10,80,933,"8,115",8,103,44,342,354,"1,946","2,460","5,553",830,"1,708","1,647","3,715",42,477,97,"1,252",115,396,155,"1,170",142,574,82,"2,133",420,"3,193",417,"4,904",222,813,"1,191","1,882"
전북특별자치도 남원시_2018,20,138,16,215,656,"3,399",5,71,13,121,286,"1,671","2,096","4,608",561,"1,033","1,417","3,209",36,218,84,"1,055",99,321,109,587,79,283,74,"2,098",301,"2,162",318,"3,714",166,872,830,"1,349"
전북특별자치도 김제시_2018,75,584,1,1,"1,087","10,347",25,102,56,288,367,"2,003","1,940","5,107",760,"1,484","1,050","2,493",31,243,65,776,126,296,114,515,106,637,57,"1,818",283,"2,281",306,"3,988",159,636,860,"1,462"
전북특별자치도 완주군_2018,22,134,2,40,947,"20,476",4,19,23,194,277,"1,810","1,682","4,323",613,"1,810","1,467","4,396",40,427,42,417,214,500,105,"4,288",103,"1,509",45,"1,607",358,"3,966",300,"3,668",149,456,716,"1,541"
전북특별자치도 진안군_2018,16,133,0,0,308,"1,261",2,32,15,133,127,851,517,"1,102",122,361,354,835,16,101,29,267,15,23,30,217,17,154,38,"1,142",73,828,97,936,32,140,213,351
전북특별자치도 무주군_2018,6,23,2,10,181,567,4,98,9,50,153,769,550,"1,039",113,266,665,"1,767",14,72,24,148,23,39,37,87,120,463,30,952,77,629,91,903,69,444,232,426
전북특별자치도 장수군_2018,20,169,1,18,182,"1,032",1,27,8,89,72,351,360,820,89,100,315,655,12,82,19,147,14,24,29,187,15,61,27,957,55,562,81,689,44,253,189,318
전북특별자치도 임실군_2018,32,190,1,4,251,"1,699",7,59,11,81,121,631,532,993,180,329,372,803,20,113,31,261,13,29,24,213,30,88,49,"1,095",76,931,121,"1,684",45,316,262,430
전북특별자치도 순창군_2018,23,143,2,29,279,"1,436",4,29,8,117,111,574,544,973,127,235,386,837,17,94,29,259,18,46,22,84,24,55,48,975,87,819,119,"1,211",52,190,249,382
전북특별자치도 고창군_2018,74,332,27,106,524,"2,361",18,75,17,194,353,"1,996","1,503","2,877",356,656,867,"2,067",31,152,53,510,63,119,68,262,84,203,63,"1,143",209,"1,447",207,"2,407",124,750,726,"1,047"
전북특별자치도 부안군_2018,28,186,15,67,433,"2,964",8,80,15,229,174,"1,149","1,417","3,130",310,704,"1,217","3,268",26,132,48,779,100,225,54,251,55,232,59,"1,809",174,"1,483",187,"2,110",113,408,526,877
제주특별자치도 제주시_2018,194,"1,157",9,134,"1,927","9,447",32,804,78,795,"2,126","17,955","10,746","32,923","4,666","12,480","12,527","37,904",303,"4,166",489,"6,210","1,626","3,354","1,051","6,257","1,405","11,324",143,"10,427","2,079","15,642","1,457","17,953","1,347","6,895","4,194","9,725"
제주특별자치도 서귀포시_2018,174,"1,489",2,21,610,"2,783",11,309,32,292,456,"3,525","3,967","11,395","1,120","2,529","5,967","20,293",34,319,164,"1,990",468,"2,197",162,958,246,"1,080",71,"3,620",592,"5,143",482,"5,080",465,"4,209","1,406","2,917"
충청남도 천안시_2018,42,424,5,69,"5,634","83,518",23,201,108,"1,394","2,048","13,345","12,326","36,194","5,018","12,590","9,805","30,663",303,"2,450",510,"5,965","2,126","5,797","1,332","9,017","1,121","14,913",102,"4,889","2,448","24,026","1,914","23,709","1,702","4,893","5,400","11,022"
충청남도 공주시_2018,28,276,4,23,835,"9,030",3,51,35,323,422,"3,938","2,213","5,985",651,"1,987","2,190","5,597",45,304,94,"1,067",231,730,190,"1,159",151,"2,373",53,"2,710",332,"4,059",365,"4,844",264,"1,094","1,109","2,335"
충청남도 보령시_2018,25,310,12,91,689,"5,565",17,"1,784",18,315,335,"3,423","2,380","5,339",569,"1,362","2,498","5,947",33,224,80,"1,132",143,456,124,677,92,469,68,"2,222",340,"2,405",297,"3,514",273,554,958,"1,576"
충청남도 아산시_2018,36,347,8,110,"3,354","91,350",15,460,63,952,757,"6,622","4,698","13,904","2,064","5,266","4,785","14,313",101,661,172,"2,183",790,"1,990",362,"2,309",397,"3,993",51,"2,322",880,"11,548",961,"9,763",676,"2,029","2,151","4,776"
충청남도 서산시_2018,22,302,14,100,924,"21,719",12,318,45,542,578,"7,114","3,313","8,539","1,035","3,610","3,075","7,967",47,362,128,"1,619",427,934,233,"1,249",232,"2,251",66,"2,522",571,"4,325",451,"5,381",378,949,"1,473","3,025"
충청남도 논산시_2018,56,608,0,0,"1,193","11,292",3,57,47,550,402,"2,179","2,931","6,958","1,083","2,046","2,082","4,888",43,237,115,"1,275",198,478,133,782,157,515,49,"2,306",388,"3,829",440,"5,776",313,794,"1,286","2,284"
충청남도 계룡시_2018,3,5,0,0,116,960,4,29,8,81,89,450,540,"1,430",149,606,469,"1,238",22,398,24,157,84,298,40,169,30,100,12,542,180,"1,287",138,"1,054",85,381,336,616
충청남도 당진시_2018,38,306,8,60,"1,480","32,257",11,"1,295",53,826,560,"4,924","3,002","7,712","1,141","3,887","2,797","7,032",42,310,113,"1,328",455,940,224,"1,632",260,"3,842",58,"1,964",468,"3,726",453,"5,640",433,"1,058","1,346","2,438"
충청남도 금산군_2018,29,124,6,43,"1,171","10,569",13,71,30,302,210,"1,242","1,865","3,561",395,714,917,"2,023",30,165,46,372,90,196,74,300,56,375,33,"1,064",143,"1,800",197,"1,692",94,289,497,816
충청남도 부여군_2018,55,460,7,89,417,"2,769",1,25,26,273,196,"1,347","1,323","2,944",463,862,"1,009","2,151",26,148,60,540,66,196,69,410,75,413,49,"1,495",163,"1,779",194,"2,268",101,549,637,928
충청남도 서천군_2018,20,206,0,0,560,"5,236",4,184,22,191,224,"1,638","1,385","2,690",314,912,978,"2,126",26,169,45,489,82,150,56,772,72,424,52,"1,166",156,"1,205",192,"2,699",112,244,590,899
충청남도 청양군_2018,35,253,1,20,325,"2,757",22,98,14,80,209,"1,117",828,"1,629",239,384,553,"1,218",21,117,34,258,40,88,42,211,38,130,36,"1,034",81,788,109,"1,081",82,280,501,754
충청남도 홍성군_2018,32,396,3,55,654,"5,702",5,64,23,308,383,"3,228","2,292","5,547",654,"1,342","1,702","4,100",49,417,112,"1,377",198,634,145,696,131,785,53,"4,253",338,"3,671",302,"3,956",220,665,991,"1,963"
충청남도 예산군_2018,29,261,4,35,770,"9,851",2,43,27,255,296,"1,956","1,741","3,676",608,"1,250","1,609","3,529",30,183,85,888,149,506,110,440,92,294,45,"2,295",217,"1,765",237,"2,694",226,585,810,"1,372"
충청남도 태안군_2018,24,164,19,46,300,955,10,"1,692",24,267,230,"1,700","1,612","3,386",305,786,"2,335","4,888",21,134,52,426,118,215,81,961,61,227,42,"1,438",166,"1,460",158,"2,072",155,556,554,873
충청북도 청주시_2018,44,353,14,176,"5,535","87,573",33,929,167,"2,056","2,376","24,665","15,328","43,185","5,871","14,168","12,435","35,827",333,"3,527",623,"8,939","2,078","7,765","1,439","12,715","1,179","17,235",155,"14,436","3,105","26,620","2,382","30,495","2,276","6,326","6,900","13,658"
충청북도 충주시_2018,63,580,18,238,"1,551","20,811",21,175,56,799,767,"7,435","4,450","11,340","1,677","3,957","4,160","11,154",77,725,179,"2,301",461,"1,451",330,"1,854",325,"2,792",89,"3,403",789,"7,668",596,"8,459",613,"2,726","2,059","3,753"
충청북도 제천시_2018,28,122,23,166,946,"8,553",5,83,39,453,666,"4,950","3,330","7,942","1,110","4,134","3,087","7,090",47,285,108,"1,271",318,876,190,825,211,"1,634",51,"2,075",504,"4,609",399,"5,002",402,"1,014","1,563","3,026"
충청북도 보은군_2018,24,174,2,21,334,"3,630",5,39,9,129,160,904,791,"1,338",244,444,695,"1,437",22,109,38,320,53,81,40,153,39,116,38,"1,072",104,968,104,"1,550",69,342,299,504
충청북도 옥천군_2018,14,145,4,18,654,"6,202",5,70,18,181,210,"1,355",930,"2,261",353,"1,131",814,"1,904",22,168,44,494,69,163,64,392,59,208,36,"1,194",113,"1,283",166,"2,096",97,282,446,732
충청북도 영동군_2018,22,104,3,19,347,"2,482",2,34,12,227,204,"1,488",874,"1,703",310,726,784,"1,596",29,129,47,430,66,118,62,229,46,202,38,"1,271",139,"1,446",171,"1,838",92,202,443,702
충청북도 증평군_2018,5,62,0,0,262,"3,614",2,43,12,90,107,665,735,"1,784",294,564,675,"1,547",4,35,25,250,72,252,32,128,53,742,10,561,117,920,109,"1,039",99,286,397,574
충청북도 진천군_2018,29,243,5,132,"1,308","29,591",3,53,49,473,250,"2,380","1,359","3,553",643,"1,309","1,474","3,468",24,678,46,441,168,439,98,953,184,"1,510",29,"1,116",197,"2,692",189,"2,170",188,"1,276",534,960
충청북도 괴산군_2018,21,190,4,35,361,"3,750",3,24,23,171,104,650,538,"1,491",204,540,863,"1,864",15,88,32,290,61,94,53,254,26,74,38,"1,059",87,"1,379",114,"1,226",56,144,298,550
충청북도 음성군_2018,36,450,0,0,"2,255","40,159",3,58,50,476,322,"2,498","1,955","5,232",703,"2,024","1,953","4,808",24,196,82,795,246,674,165,"1,599",230,"1,737",39,"2,160",228,"3,018",288,"4,191",274,913,797,"1,797"
충청북도 단양군_2018,5,68,14,229,233,"2,385",5,47,15,200,212,"2,161",679,"1,319",187,808,969,"2,297",12,67,27,195,39,82,39,178,62,959,33,"1,134",79,690,96,926,96,548,320,860
서울특별시_2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시_2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도_2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원도_2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도_2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청북도 _2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대전광역시_2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전북특별자치도_2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전라남도_2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주광역시_2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도_2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대구광역시_2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도_2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
울산광역시_2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시_2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
제주특별자치도_2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
