시도별_2018,농업·임업 및 어업/사업체,농업·임업 및 어업/종사자,광업/사업체,광업/종사자,제조업/사업체,제조업/종사자,전기·가스·증기 및 공기조절 공급업/사업체,전기·가스·증기 및 공기조절 공급업/종사자,수도 하수 및 폐기물처리 원료 재생업/사업체,수도 하수 및 폐기물처리 원료 재생업/종사자,건설업/사업체,건설업/종사자,도매 및 소매업/사업체,도매 및 소매업/종사자,운수 및 창고업/사업체,운수 및 창고업/종사자,숙박 및 음식점업/사업체,숙박 및 음식점업/종사자,정보통신업/사업체,정보통신업/종사자,금융 및 보험업/사업체,금융 및 보험업/종사자,부동산업/사업체,부동산업/종사자,전문 과학 및 기술서비스업/사업체,전문 과학 및 기술서비스업/종사자,사업시설관리 사업지원 및 임대 서비스업/사업체,사업시설관리 사업지원 및 임대 서비스업/종사자,공공행정 국방 및 사회보장 행정/사업체,공공행정 국방 및 사회보장 행정/종사자,교육서비스업/사업체,교육서비스업/종사자,보건업 및 사회복지서비스업/사업체,보건업 및 사회복지서비스업/종사자,예술 스포츠 및 여가 관련 서비스업/사업체,예술 스포츠 및 여가 관련 서비스업/종사자,협회 및 단체 수리 및 기타 개인서비스업/사업체,협회 및 단체 수리 및 기타 개인서비스업/종사자
경기도 수원시_2018,6,252,0,0,"3,892","47,932",10,685,80,"1,021","2,409","24,865","17,186","58,530","7,715","18,589","13,864","50,138",619,"6,155",842,"14,888","3,669","12,036","2,521","55,753","1,522","32,710",139,"16,857","4,531","38,976","3,296","41,454","2,745","8,985","8,395","19,714"
경기도 성남시_2018,10,116,0,0,"4,164","39,467",33,"1,090",74,"1,525","2,113","30,597","16,348","73,763","5,950","15,141","11,292","42,581","1,639","60,352",714,"12,130","3,545","14,779","2,618","39,248","1,143","23,190",128,"10,156","4,149","35,882","2,875","36,852","2,208","7,920","6,508","17,294"
경기도 안양시_2018,3,6,2,54,"3,887","34,588",7,247,56,"1,005","1,893","20,971","11,817","39,786","4,082","11,174","7,048","24,366",801,"9,459",552,"8,680","2,152","7,766","1,967","24,260",754,"15,348",74,"4,976","2,435","19,397","1,662","19,222","1,359","4,292","4,273","9,805"
경기도 부천시_2018,2,35,0,0,"10,501","70,185",6,207,58,"1,465","1,799","18,415","13,358","42,966","5,672","11,041","9,768","30,667",438,"4,172",625,"10,234","2,551","8,068","1,336","7,505",833,"18,575",82,"5,410","2,667","22,184","2,213","30,480","2,060","6,039","6,444","13,376"
경기도 광명시_2018,0,0,0,0,"1,756","15,337",3,93,32,427,620,"4,976","4,918","17,751","2,325","5,579","2,949","10,208",100,853,144,"2,239",911,"2,732",276,"2,171",234,"5,716",43,"2,066","1,209","8,723",878,"9,225",546,"2,291","2,046","4,260"
경기도 평택시_2018,47,563,3,43,"3,817","86,014",18,"1,134",138,"1,535","1,273","11,303","8,289","25,122","3,421","13,490","7,468","22,162",102,995,309,"3,901","2,124","4,536",690,"4,371",732,"9,292",86,"4,946","1,517","11,592","1,176","13,235","1,143","2,767","3,780","8,076"
경기도 안산시_2018,12,108,3,19,"9,421","125,877",18,577,164,"1,880","1,887","15,997","11,593","36,732","6,308","13,357","9,220","26,860",230,"1,570",511,"7,075","1,920","5,419","1,206","8,841",991,"12,477",89,"5,586","2,086","20,119","1,701","23,025","1,866","5,253","4,967","10,810"
경기도 과천시_2018,3,20,0,0,79,328,10,600,14,334,141,"2,426","1,295","4,309",307,946,538,"2,322",41,"1,475",34,685,218,819,113,"4,180",51,"2,399",34,"5,418",241,"1,894",156,"1,716",95,"4,599",315,957
경기도 오산시_2018,4,49,0,0,928,"11,748",3,136,42,474,423,"4,882","2,744","9,460","1,966","3,894","2,670","8,623",52,335,85,"1,025",472,"1,490",192,"1,231",331,"5,504",23,"1,350",679,"6,973",584,"6,853",499,"1,469","1,353","2,957"
경기도 시흥시_2018,6,17,0,0,"12,194","92,375",7,162,101,783,"1,098","8,334","9,153","28,272","3,769","7,623","5,794","17,133",111,726,182,"1,822","1,491","3,445",547,"3,371",471,"3,784",53,"3,538","1,401","10,747","1,123","12,387","1,145","2,736","2,825","5,374"
경기도 군포시_2018,2,10,0,0,"3,125","28,265",3,146,35,368,601,"5,753","3,389","12,759","1,876","9,972","2,725","9,282",139,"1,297",95,914,788,"2,511",468,"4,184",290,"7,511",27,"1,613","1,079","8,608",774,"9,177",554,"2,147","1,766","4,007"
경기도 의왕시_2018,2,6,0,0,"1,114","10,256",2,37,26,238,339,"3,256","1,875","7,246","1,316","4,954","1,334","4,469",97,"1,981",41,350,455,"1,604",249,"5,092",110,"1,919",27,"2,170",441,"3,533",384,"4,576",270,"1,107",877,"2,076"
경기도 하남시_2018,3,13,0,0,"1,470","8,771",5,199,30,332,620,"5,769","5,243","23,246","1,603","4,552","2,016","7,882",89,992,68,747,775,"2,092",290,"1,717",265,"3,073",31,"1,815",606,"4,792",614,"5,431",362,"1,925","1,238","2,871"
경기도 용인시_2018,35,226,9,266,"4,322","56,238",14,218,104,"1,775","1,683","17,934","11,945","48,139","5,582","20,525","9,102","33,190",423,"5,177",346,"4,688","3,220","9,889","1,452","29,678",818,"12,588",99,"5,952","4,055","37,024","2,495","28,648","1,791","11,982","5,228","13,379"
경기도 이천시_2018,51,487,0,0,"1,948","40,778",6,77,55,863,593,"7,512","3,752","12,555","1,934","11,510","3,199","10,837",56,386,135,"1,792",635,"1,584",312,"2,603",383,"8,490",65,"2,248",808,"6,652",547,"7,042",535,"2,650","1,743","3,515"
경기도 안성시_2018,70,785,4,21,"2,677","40,904",7,158,82,646,533,"4,203","3,112","10,145","1,365","4,587","2,949","7,813",37,644,99,"1,201",448,"1,319",247,"1,538",294,"3,995",59,"2,074",604,"7,115",529,"6,000",483,"2,186","1,383","2,918"
경기도 김포시_2018,20,137,1,4,"9,291","73,772",11,210,142,"1,055",803,"5,391","6,467","22,700","2,397","6,810","4,299","13,906",84,528,163,"1,890","1,410","3,528",443,"2,041",405,"1,904",48,"2,367","1,330","10,687","1,037","10,634",766,"2,464","2,268","5,270"
경기도 화성시_2018,36,272,19,149,"19,066","232,793",16,322,291,"2,608","2,020","19,996","11,687","40,630","5,196","14,610","8,735","29,640",189,"2,055",294,"3,407","2,961","7,714","1,192","34,527",776,"10,827",85,"4,565","2,608","23,388","1,842","18,090","1,433","5,415","4,054","9,375"
경기도 광주시_2018,27,173,3,31,"6,587","48,720",6,90,52,574,962,"7,619","6,083","24,040","3,354","10,543","3,681","11,442",51,420,95,"1,298","1,045","2,250",453,"2,234",376,"1,668",42,"2,585",852,"7,400",794,"9,076",708,"2,704","2,249","5,173"
경기도 여주시_2018,27,261,10,76,"1,135","8,598",4,58,34,366,344,"2,155","2,101","6,304",806,"2,081","1,896","5,138",26,187,69,710,307,653,167,"1,008",178,"2,220",59,"2,131",340,"3,172",321,"3,703",308,"3,166",945,"1,917"
경기도 양평군_2018,26,218,0,0,398,"1,578",6,58,26,247,444,"2,422","1,611","4,399",549,999,"2,384","6,165",46,223,53,587,504,834,170,700,97,307,50,"1,716",344,"2,906",295,"3,723",281,"1,108",796,"1,441"
경기도 의정부시_2018,2,21,2,48,"1,341","7,110",6,636,28,549,758,"5,627","6,317","19,686","3,100","6,150","5,441","16,645",112,"1,439",326,"4,764","1,193","3,561",684,"4,280",357,"3,443",64,"6,422","1,534","12,673","1,354","17,519","1,040","3,063","3,369","7,089"
경기도 동두천시_2018,1,4,0,0,506,"5,712",6,221,27,327,206,"1,021","1,427","3,580",709,"1,352","1,516","3,875",16,181,57,730,237,573,75,229,81,246,30,"1,317",280,"2,324",313,"4,375",196,684,885,"1,513"
경기도 고양시_2018,24,152,0,0,"5,858","32,669",23,579,112,"1,800","2,415","21,120","18,468","65,854","7,244","19,324","10,434","37,118",932,"6,826",598,"7,808","3,215","10,984","1,873","10,040","1,342","14,631",106,"7,250","4,331","31,112","2,667","38,170","2,379","9,512","7,234","17,955"
경기도 구리시_2018,0,0,1,2,818,"4,063",1,64,21,297,495,"4,077","4,250","14,422","1,661","4,041","2,588","8,728",50,573,185,"3,369",592,"1,732",306,"2,663",198,"2,454",31,"1,985",812,"5,169",624,"6,970",439,"1,514","1,576","4,636"
경기도 남양주시_2018,19,58,4,40,"5,702","33,453",10,238,75,"1,075","1,279","8,879","9,026","32,898","4,083","8,792","6,350","19,327",116,889,170,"1,904","1,769","4,463",555,"2,260",470,"2,487",59,"3,549","2,005","15,639","1,684","17,801","1,115","4,311","3,567","7,144"
경기도 파주시_2018,22,184,4,63,"5,810","76,911",10,202,78,"1,236",955,"8,051","6,438","22,724","2,933","10,450","5,349","16,099",404,"4,164",176,"2,096","1,253","3,346",489,"2,073",415,"3,711",65,"2,638","1,247","11,484","1,110","11,682",962,"4,093","2,649","6,051"
경기도 양주시_2018,9,33,6,84,"4,276","34,784",12,111,92,915,630,"4,464","3,782","11,947","1,665","3,701","2,630","7,573",33,183,65,708,618,"1,437",226,"1,005",280,"1,548",39,"1,923",620,"5,635",597,"6,813",459,"1,604","1,519","3,165"
경기도 포천시_2018,36,347,15,380,"5,981","43,667",10,374,128,894,506,"3,367","3,610","11,344","1,353","3,116","3,302","8,809",35,202,94,"1,474",325,669,231,"1,082",222,979,60,"2,014",372,"4,948",428,"4,732",404,"2,383","1,309","2,654"
경기도 연천군_2018,15,166,5,46,381,"2,831",6,78,36,362,209,"1,318",772,"1,641",199,475,904,"1,980",18,93,39,342,118,201,49,240,51,132,37,"1,241",116,"1,069",145,"1,559",134,432,427,763
경기도 가평군_2018,2,101,3,128,340,"1,881",7,161,22,248,310,"1,919","1,177","3,014",239,746,"3,032","8,177",31,187,42,421,182,603,131,533,65,395,29,"1,248",189,"2,069",191,"2,427",276,"2,153",550,"1,317"
강원특별자치도 춘천시_2018,27,436,5,155,"1,249","7,365",14,689,55,606,954,"8,214","5,039","14,478","1,923","5,116","5,628","16,266",222,"3,498",281,"3,858",673,"2,806",637,"4,326",383,"3,156",90,"7,820","1,170","12,993",907,"13,045",877,"3,951","2,863","6,063"
강원특별자치도 원주시_2018,38,278,15,732,"1,964","19,222",34,388,87,959,"1,464","13,867","7,256","20,544","2,871","6,395","6,422","17,574",154,"1,879",377,"8,562","1,162","3,845",684,"4,340",636,"6,825",86,"4,769","1,418","13,422","1,051","15,837",939,"3,051","3,403","7,123"
강원특별자치도 강릉시_2018,44,335,22,299,"1,273","6,961",14,452,49,422,923,"8,500","4,804","12,946","1,568","4,473","5,897","15,731",102,900,246,"3,055",470,"1,407",389,"2,308",383,"3,026",79,"3,657","1,046","8,979",650,"8,756",618,"1,747","2,298","4,494"
강원특별자치도 동해시_2018,3,18,3,84,471,"3,224",7,442,20,192,374,"3,755","2,112","5,087",699,"2,415","2,080","4,936",22,205,87,930,141,520,108,420,148,"1,303",42,"1,993",355,"2,312",253,"3,558",222,591,915,"1,691"
강원특별자치도 태백시_2018,11,55,16,743,231,"1,225",11,95,23,268,260,"1,822","1,165","2,660",386,"1,125","1,008","2,456",34,138,59,594,60,241,52,453,88,558,33,"1,764",162,"1,616",136,"1,583",149,610,689,"1,091"
강원특별자치도 속초시_2018,6,49,0,0,388,"2,251",5,53,25,223,346,"2,204","2,256","5,608",667,"1,819","2,642","7,978",34,289,88,"1,074",269,848,142,547,137,583,39,"1,634",299,"2,272",271,"2,875",294,"1,027",907,"1,659"
강원특별자치도 삼척시_2018,21,189,41,"1,566",367,"2,187",10,593,29,223,454,"3,684","1,582","3,336",386,881,"2,025","4,801",26,205,70,668,83,326,105,801,115,"1,272",58,"2,127",233,"2,754",193,"2,369",218,868,699,"1,184"
강원특별자치도 홍천군_2018,27,240,3,39,421,"2,672",9,76,27,274,346,"2,675","1,471","3,421",379,"1,040","1,827","5,455",24,164,59,712,139,302,113,771,139,"1,075",44,"1,544",225,"1,927",200,"1,953",173,"1,075",696,"1,195"
강원특별자치도 횡성군_2018,14,134,1,30,369,"4,255",8,52,17,209,209,"1,047",951,"2,586",220,368,"1,081","2,923",24,117,30,339,124,240,76,283,82,407,36,"1,235",131,"1,419",136,"1,482",114,691,390,804
강원특별자치도 영월군_2018,4,72,20,366,253,"2,103",6,163,14,106,226,"1,782",848,"1,868",250,573,"1,130","2,453",18,165,33,270,51,106,74,344,59,536,45,"2,052",142,"1,226",120,"1,276",146,682,426,769
강원특별자치도 평창군_2018,44,359,2,33,239,"1,075",3,51,20,186,217,"1,615",984,"2,296",183,451,"1,763","5,748",18,158,46,481,111,207,88,462,119,792,37,"1,290",135,"1,220",116,"1,014",134,678,372,700
강원특별자치도 정선군_2018,12,95,13,261,219,"1,110",6,42,10,94,177,"1,005",914,"1,871",289,606,"1,308","3,821",20,104,75,346,45,138,51,173,98,"1,716",42,"1,372",119,"1,043",94,962,121,"3,996",412,790
강원특별자치도 철원군_2018,22,206,1,2,238,"1,433",8,70,16,126,241,"1,450",867,"1,813",248,398,"1,060","2,260",19,113,30,301,67,125,59,240,47,102,25,"1,013",163,"1,266",120,"1,506",155,559,435,703
강원특별자치도 화천군_2018,13,72,0,0,130,510,4,52,15,167,140,931,475,928,89,214,732,"1,462",19,124,16,133,32,54,31,95,34,106,26,"1,874",86,755,73,630,106,220,223,381
강원특별자치도 양구군_2018,6,51,4,23,133,637,3,30,17,93,163,960,392,865,86,220,633,"1,408",13,90,19,166,32,65,31,148,38,135,25,813,86,879,59,622,82,327,200,349
강원특별자치도 인제군_2018,14,105,2,18,195,856,3,30,14,131,205,"1,413",773,"1,635",156,239,"1,217","2,417",10,62,30,343,34,51,46,261,46,212,30,"1,153",118,"1,040",82,"1,015",147,659,291,519
강원특별자치도 고성군_2018,15,109,12,74,226,"1,273",2,24,13,157,191,"1,328",616,"1,266",123,242,"1,105","3,111",10,39,25,185,43,74,29,135,55,455,32,"1,226",83,"1,055",75,"1,559",71,480,245,450
강원특별자치도 양양군_2018,25,118,11,75,218,"1,118",6,125,31,218,199,"1,283",834,"1,614",172,399,"1,628","3,685",17,74,27,212,100,209,40,175,88,307,30,983,141,922,74,"1,798",125,492,284,589
경상남도 창원시_2018,19,143,13,81,"10,137","128,222",25,703,142,"1,958","3,135","24,233","20,912","56,262","6,945","20,339","18,130","47,171",442,"4,107","1,005","13,967","3,081","10,436","1,951","11,736","1,439","22,077",224,"13,692","4,397","30,720","2,960","38,131","2,437","7,458","9,300","18,434"
경상남도 진주시_2018,59,621,1,16,"2,619","15,288",18,556,54,788,"1,224","11,314","7,953","20,271","2,457","7,320","6,483","16,716",135,"1,450",375,"4,279","1,082","5,150",660,"5,496",488,"2,852",90,"6,054","1,761","14,032","1,040","15,799",977,"2,450","3,383","6,590"
경상남도 통영시_2018,1,10,1,16,601,"4,056",11,324,25,306,355,"1,939","3,104","7,353",902,"2,038","3,499","7,648",43,362,163,"1,992",330,924,165,795,163,839,65,"2,755",472,"3,373",370,"4,253",334,947,"1,195","2,081"
경상남도 사천시_2018,20,237,1,16,"1,009","17,624",6,138,46,442,397,"3,410","2,863","6,834",681,"1,899","2,365","6,050",27,339,96,"1,037",337,766,153,753,153,763,49,"1,946",412,"2,733",345,"4,458",234,"1,006","1,121","2,141"
경상남도 김해시_2018,23,263,11,170,"10,146","91,274",22,296,224,"2,142","1,336","9,429","10,455","29,858","3,956","8,940","7,994","21,702",114,"1,286",308,"3,733","1,606","3,425",803,"4,573",577,"4,550",69,"3,987","2,261","15,022","1,404","16,563","1,178","4,260","4,001","7,968"
경상남도 밀양시_2018,19,176,1,16,"1,000","8,980",12,141,41,311,392,"2,478","2,203","5,411",849,"1,866","2,163","4,339",39,261,97,"1,034",302,613,157,889,113,630,51,"2,137",336,"2,161",309,"3,895",192,515,"1,139","1,844"
경상남도 거제시_2018,1,10,1,16,758,"41,616",2,36,34,698,487,"9,123","3,432","8,518",980,"2,858","5,292","13,154",51,474,163,"2,306",560,"1,920",322,"4,914",246,"2,903",64,"2,195",893,"6,794",597,"6,733",538,"1,538","1,705","3,059"
경상남도 양산시_2018,11,97,6,70,"4,127","50,875",10,183,105,"1,055",818,"6,332","5,341","15,512","2,854","9,536","5,349","14,243",54,511,179,"2,185","1,129","2,570",354,"1,974",419,"3,506",57,"2,471","1,289","9,102",961,"13,698",730,"3,068","2,650","5,430"
경상남도 의령군_2018,11,124,4,32,298,"2,026",3,45,13,104,108,623,364,780,123,223,485,914,18,86,30,216,26,37,34,91,15,84,34,"1,527",70,776,104,"1,190",46,202,244,458
경상남도 함안군_2018,19,174,2,32,"2,605","23,824",14,119,57,544,235,"1,389","1,358","3,348",504,"1,252","1,179","2,600",22,112,40,391,182,356,78,336,73,414,32,"1,084",194,"1,510",194,"2,754",117,411,602,"1,152"
경상남도 창녕군_2018,34,308,4,20,919,"9,411",24,71,29,183,211,"1,244","1,190","2,834",413,888,"1,281","2,683",25,125,50,410,163,253,75,368,81,638,36,"1,267",191,"1,431",191,"2,654",119,642,592,943
경상남도 고성군_2018,22,123,0,0,541,"5,600",19,606,14,87,216,"1,592","1,086","2,141",308,722,"1,119","2,277",26,126,50,434,104,185,69,228,67,368,45,"1,634",178,"1,291",151,"1,522",98,391,548,933
경상남도 남해군_2018,26,179,1,16,322,"1,192",2,30,26,138,197,"1,285",980,"2,127",246,513,"1,728","4,040",28,134,52,471,79,117,63,235,66,189,41,"1,077",146,"1,253",142,"1,951",98,351,432,851
경상남도 하동군_2018,15,149,4,5,387,"1,434",21,714,15,119,185,"1,190","1,076","2,034",139,277,"1,065","2,006",28,129,43,486,69,92,59,226,38,716,45,"1,241",142,"1,055",143,"1,837",77,196,452,750
경상남도 산청군_2018,32,255,17,69,418,"2,302",4,101,8,69,175,"1,099",692,"1,537",151,384,829,"1,750",21,111,28,295,53,91,40,141,30,99,37,"1,218",101,993,122,"1,421",68,164,324,607
경상남도 함양군_2018,20,113,3,51,339,"1,892",3,42,12,109,190,"1,608",878,"1,847",216,567,918,"1,909",28,125,42,413,55,98,51,168,31,64,32,"1,260",139,"1,001",129,"1,433",61,306,370,673
경상남도 거창군_2018,12,141,8,131,452,"2,726",5,53,10,157,275,"2,692","1,222","2,753",300,804,"1,111","2,338",37,167,56,709,72,180,92,420,61,412,39,"1,428",256,"1,820",194,"2,142",119,392,590,926
경상남도 합천군_2018,22,171,7,32,370,"1,420",2,30,14,152,221,"1,601",789,"1,552",205,330,816,"1,557",26,146,50,453,45,54,57,246,29,134,48,"1,350",134,"1,021",142,"1,401",69,353,418,820
경상북도 포항시_2018,20,251,13,66,"3,088","41,080",20,327,118,"1,777","1,747","17,865","11,382","27,383","3,755","10,703","9,482","23,491",201,"2,276",457,"5,837","1,184","3,209",845,"6,703",682,"10,310",141,"5,962","1,974","15,353","1,532","19,146","1,367","3,679","5,045","10,095"
경상북도 경주시_2018,39,356,19,62,"3,696","42,573",25,"3,360",105,"1,426",881,"5,945","5,498","12,730","1,874","4,578","6,478","16,558",95,663,194,"2,535",562,"1,374",434,"2,638",441,"3,159",90,"3,298",939,"7,445",664,"9,184",688,"3,407","2,466","4,647"
경상북도 김천시_2018,30,265,12,97,"1,019","13,450",9,111,54,442,456,"3,209","2,500","6,192",992,"3,850","2,298","5,675",49,270,112,"1,261",260,842,157,"3,729",157,"1,338",76,"3,728",441,"4,132",408,"6,380",298,686,"1,326","2,259"
경상북도 안동시_2018,27,255,14,114,920,"4,470",14,361,35,351,609,"4,517","3,705","9,333","1,198","2,407","3,119","7,283",104,"1,011",184,"2,101",256,"1,113",296,"1,614",203,871,101,"5,792",720,"5,571",491,"7,776",418,"1,496","1,623","3,045"
경상북도 구미시_2018,27,246,7,48,"4,688","89,744",30,462,81,925,"1,385","9,918","7,857","19,096","3,791","7,299","6,782","17,319",210,"1,272",370,"4,726",982,"3,854",619,"3,048",720,"7,484",93,"3,675","1,874","12,353","1,236","13,198","1,214","2,796","3,658","6,881"
경상북도 영주시_2018,11,76,11,154,805,"6,086",7,143,29,233,419,"2,758","2,789","6,721",757,"2,199","2,047","5,108",42,352,115,"1,442",147,533,138,697,105,510,57,"1,694",444,"3,345",296,"4,118",232,791,"1,185","2,042"
경상북도 영천시_2018,37,315,2,16,"1,728","17,978",14,70,84,579,347,"1,982","2,063","4,886",681,"1,317","1,620","3,554",35,185,96,863,248,588,112,752,111,880,59,"1,953",284,"2,061",304,"4,109",178,756,911,"1,639"
경상북도 상주시_2018,24,230,9,54,813,"4,893",2,30,18,193,422,"3,712","1,878","4,226",652,"1,387","1,570","3,213",49,253,94,963,124,362,132,781,110,393,68,"2,066",380,"2,845",312,"3,780",176,772,971,"1,635"
경상북도 문경시_2018,18,162,3,57,563,"3,424",3,43,25,329,258,"1,812","1,550","3,376",547,895,"1,509","3,186",27,164,64,809,110,219,92,290,76,308,55,"1,413",248,"1,800",237,"4,241",154,523,740,"1,217"
경상북도 경산시_2018,14,118,5,104,"3,384","36,374",13,375,71,562,612,"5,415","4,621","12,320","1,761","4,713","3,904","10,430",100,780,138,"1,561",812,"2,069",416,"2,851",272,"1,244",56,"2,535",985,"13,401",716,"8,561",570,"1,997","2,126","3,928"
경상북도 군위군_2018,13,92,1,8,296,"2,108",6,43,22,119,138,285,398,936,128,272,365,812,15,74,25,174,47,74,31,134,13,49,38,886,45,414,64,697,41,220,234,373
경상북도 의성군_2018,35,233,6,10,440,"1,968",21,76,25,169,285,"1,346","1,044","2,154",290,500,742,"1,313",32,164,64,482,46,103,67,266,45,145,57,"1,560",99,849,172,"2,031",60,444,542,833
경상북도 청송군_2018,9,246,5,35,191,502,3,90,13,91,125,714,507,"1,102",105,282,648,"1,322",14,85,29,193,19,21,21,81,15,30,38,"2,014",60,552,86,"2,114",53,204,270,447
경상북도 영양군_2018,16,90,1,8,105,337,3,37,7,32,157,578,302,465,74,131,276,504,11,73,14,112,5,6,19,57,17,44,28,848,49,398,54,450,30,77,174,232
경상북도 영덕군_2018,11,72,6,47,302,"1,233",7,48,19,110,175,"1,129","1,042","1,838",213,362,"1,174","2,304",21,133,48,378,51,73,40,179,29,106,41,"1,233",104,828,115,"1,374",83,472,426,645
경상북도 청도군_2018,55,914,2,16,514,"2,816",19,63,15,111,219,"1,205","1,021","2,363",226,492,"1,005","2,415",18,84,37,279,144,212,62,199,39,129,37,"1,209",120,774,141,"1,689",68,468,436,870
경상북도 고령군_2018,25,190,3,44,"1,482","10,769",5,44,46,359,174,"1,021",842,"2,027",196,381,495,"1,026",17,91,30,219,70,123,40,184,27,68,29,923,79,579,114,977,65,311,286,564
경상북도 성주군_2018,22,171,2,16,"1,312","9,705",4,49,42,327,256,"1,372",907,"1,947",193,543,841,"1,811",17,100,36,299,84,188,55,245,49,178,36,"1,148",96,759,120,"1,136",61,198,345,639
경상북도 칠곡군_2018,19,149,5,46,"2,949","26,711",17,147,70,531,454,"2,944","2,784","7,563","1,024","3,840","2,090","4,971",36,270,69,631,285,743,117,608,123,742,48,"1,748",417,"3,349",328,"3,529",301,936,988,"1,917"
경상북도 예천군_2018,18,96,0,0,328,"1,208",8,206,12,143,179,"1,068",855,"1,742",245,441,757,"1,618",29,143,42,318,86,143,52,152,41,159,51,"1,379",138,922,163,"1,880",80,298,420,732
경상북도 봉화군_2018,18,149,6,95,235,"1,813",8,55,22,178,249,"2,062",579,"1,064",130,361,631,"1,119",15,90,30,201,23,34,31,81,14,40,37,"1,148",81,685,75,818,61,380,285,472
경상북도 울진군_2018,11,70,11,107,273,"1,158",6,"2,312",19,212,320,"2,441","1,257","2,366",173,345,"1,442","3,117",25,139,56,441,44,107,60,359,80,425,45,"1,625",151,"1,216",129,"1,568",124,355,495,750
경상북도 울릉군_2018,2,20,0,0,86,306,5,64,9,69,91,680,289,554,87,238,406,982,11,53,12,87,5,6,12,32,39,156,23,618,29,226,17,176,22,79,108,159
광주광역시 동구_2018,4,23,0,0,954,"2,154",24,54,5,110,419,"3,521","4,725","12,784",708,"1,729","2,771","8,473",200,"1,257",301,"4,384",608,"1,700",804,"4,065",384,"4,869",36,"2,888",615,"5,995",459,"9,523",447,"1,697","1,631","3,158"
광주광역시 서구_2018,10,82,6,47,"1,045","11,163",45,367,25,658,"1,516","16,661","7,565","24,423","1,962","6,035","4,478","15,633",219,"2,201",695,"14,299","1,362","7,726",938,"6,128",584,"11,167",68,"5,851","1,482","8,080","1,101","12,861",927,"2,673","3,101","7,315"
광주광역시 남구_2018,3,16,0,0,521,"1,880",23,30,27,363,670,"7,677","3,325","8,264","1,324","3,292","2,199","6,139",143,"1,111",107,873,700,"1,917",288,"1,344",238,"2,605",31,"1,566","1,139","8,640",758,"12,078",520,"1,601","2,030","4,419"
