,인구밀도,미세먼지(PM2.5)
2014,317.9215221104574,
2015,319.26803810680536,25.5
2016,320.11376143307143,24.58
2017,320.7275280365852,22.83
2018,320.109676378782,20.17
2019,319.0156920040985,18.58
2020,316.8904995920536,16.0
2021,314.3819425340783,15.8
2022,311.19202785129534,14.67
2023,308.3858667299028,15.83
