,인구밀도,미세먼지(PM2.5)
2014,91.79119912514264,
2015,92.08785004516712,26.5
2016,92.16121613349895,28.08
2017,92.11792391162244,26.18
2018,91.696052389187,23.09
2019,91.60176607262764,21.33
2020,91.67364837162872,17.0
2021,91.41529557864963,14.83
2022,91.29464471393516,14.83
2023,90.77447298999454,15.33
