,인구밀도,미세먼지(PM10)
2014,1214.803346210937,
2015,1230.6866628010969,53.9
2016,1248.7631953650514,52.58
2017,1263.8068639192663,51.17
2018,1283.6091207130098,44.17
2019,1298.9615894039734,46.17
2020,1316.980765646916,38.67
2021,1330.376494356017,41.75
2022,1332.3625667924898,35.0
2023,1336.3943057148738,40.67
