,인구밀도,미세먼지(PM2.5)
2014,335.8249085824909,
2015,453.611529361153,
2016,522.79630027963,23.38
2017,602.4951602495161,22.75
2018,675.6850935685094,21.5
2019,732.5768982576899,25.83
2020,765.3925575392558,19.42
2021,799.9462249946225,18.08
2022,825.1043235104324,17.92
2023,831.236559139785,18.67
