±¸ºÐ,Ç×¸ñ,´ÜÀ§,2014.01 ¿ù,2014.02 ¿ù,2014.03 ¿ù,2014.04 ¿ù,2014.05 ¿ù,2014.06 ¿ù,2014.07 ¿ù,2014.08 ¿ù,2014.09 ¿ù,2014.10 ¿ù,2014.11 ¿ù,2014.12 ¿ù,2015.01 ¿ù,2015.02 ¿ù,2015.03 ¿ù,2015.04 ¿ù,2015.05 ¿ù,2015.06 ¿ù,2015.07 ¿ù,2015.08 ¿ù,2015.09 ¿ù,2015.10 ¿ù,2015.11 ¿ù,2015.12 ¿ù,2016.01 ¿ù,2016.02 ¿ù,2016.03 ¿ù,2016.04 ¿ù,2016.05 ¿ù,2016.06 ¿ù,2016.07 ¿ù,2016.08 ¿ù,2016.09 ¿ù,2016.10 ¿ù,2016.11 ¿ù,2016.12 ¿ù,2017.01 ¿ù,2017.02 ¿ù,2017.03 ¿ù,2017.04 ¿ù,2017.05 ¿ù,2017.06 ¿ù,2017.07 ¿ù,2017.08 ¿ù,2017.09 ¿ù,2017.10 ¿ù,2017.11 ¿ù,2017.12 ¿ù,2018.01 ¿ù,2018.02 ¿ù,2018.03 ¿ù,2018.04 ¿ù,2018.05 ¿ù,2018.06 ¿ù,2018.07 ¿ù,2018.08 ¿ù,2018.09 ¿ù,2018.10 ¿ù,2018.11 ¿ù,2018.12 ¿ù,2019.01 ¿ù,2019.02 ¿ù,2019.03 ¿ù,2019.04 ¿ù,2019.05 ¿ù,2019.06 ¿ù,2019.07 ¿ù,2019.08 ¿ù,2019.09 ¿ù,2019.10 ¿ù,2019.11 ¿ù,2019.12 ¿ù,2020.01 ¿ù,2020.02 ¿ù,2020.03 ¿ù,2020.04 ¿ù,2020.05 ¿ù,2020.06 ¿ù,2020.07 ¿ù,2020.08 ¿ù,2020.09 ¿ù,2020.10 ¿ù,2020.11 ¿ù,2020.12 ¿ù,2021.01 ¿ù,2021.02 ¿ù,2021.03 ¿ù,2021.04 ¿ù,2021.05 ¿ù,2021.06 ¿ù,2021.07 ¿ù,2021.08 ¿ù,2021.09 ¿ù,2021.10 ¿ù,2021.11 ¿ù,2021.12 ¿ù,2022.01 ¿ù,2022.02 ¿ù,2022.03 ¿ù,2022.04 ¿ù,2022.05 ¿ù,2022.06 ¿ù,2022.07 ¿ù,2022.08 ¿ù,2022.09 ¿ù,2022.10 ¿ù,2022.11 ¿ù,2022.12 ¿ù,2023.01 ¿ù,2023.02 ¿ù,2023.03 ¿ù,2023.04 ¿ù,2023.05 ¿ù,2023.06 ¿ù,2023.07 ¿ù,2023.08 ¿ù,2023.09 ¿ù,2023.10 ¿ù,2023.11 ¿ù,2023.12 ¿ù,Unnamed: 123
Àå¼º,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4,.4,.4,.4,.3,.3,.3,.3,.3,.4,.5,.5,.5,.5,0.5,.4,.4,.4,.4,.4,0.4,.4,.4,.3,.3,.2,.4,.3,.3,.3,.3,0.3,.3,.3,.3,.3,.3,.3,.3,.3,.2,.2,.1,.2,.2,.2,.2,.2,.2,.2,.2,.2,.2,.2,.2,.2,.3,.2,.3,.2,0.21*,.25,.19,.19,.2,.21,0.26*,.3,.29,.27,.23,.25,
ÇØ³²,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4,.4,.4,.4,.4,.4,.5,.6,.5,.5,0.4,.3,.4,.3,.3,.4,0.4,.3,.4,.4,.5,.4,.4,.3,.3,.3,.3,0.3,.4,.3,.3,.3,.3,.4,.3,.3,.3,.4,.3,,,.4,.5,.4,.5,.4,.4,.4,.4,.3,.4,.4,.4,.4,.4,.4,.4,.43,.4,.4,.36,.38,.39,.43,.42,.43,.43,.5,
¿µ±¤,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.5,.5,.5,.6,0.5,.5,.5,.4,.4,.4,0.4,.4,.5,.4,.4,.4,.4,.3,.3,.3,.3,0.3,.4,.4,.4,.4,.4,.4,.5,.4,.3,.3,.3,.3,.3,.3,.4,.4,.4,.4,.3,.3,.3,.3,.4,.3,.2,.3,.3,.3,.16,.27,.27,.29,.29,.27,.25,.3,.28,.28,.27,.34,
ÀåÈï,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.5,.5,0.5,.4,.4,.4,.3,.4,0.4,.4,.4,.4,.4,.4,.4,.4,.4,.4,.4,0.3,.4,.4,.4,0.4**,,0.5**,.5,.4,.4,.4,.2,.3,.3,.3,.3,.3,.4,.4,.4,.3,.3,.3,.3,.3,.3,.3,.4,.2,.27,.3,.27,.28,.28,.29,.25,.3,.32,.33,.32,.37,
Áøµµ,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4*,0.6,.7,.5,.6,.5,.5,0.5,.5,.5,.5,.6,.4,.5,.5,.5,.3,.4,0.3,.3,.4,.4,.4,.4,.5,0.5**,.4,.5,0.4*,.4,.4,.4,.3,.4,.4,.6,.4,.3,.3,.4,.4,.4,.4,.4,.3,.3,.2,.28,.33,.33,.43,.44,.39,.39,.44,.45,.37,.39,.36,
¿Ïµµ,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.5,0.6,.6,.6,.6,.4,.4,0.6,.4,.5,.6,.5,.5,.4,.4,.5,.4,.4,0.4,.5,.5,.4,.3,.3,.5,.5,.5,.6,.5,.5,.5,.5,.3,.4,.4,.5,.5,.3,.3,.4,.3,.4,.4,.3,.3,.3,.3,.45,.55,.38,.48,.32,.34,.38,.41,.42,.36,.38,.41,
ÇÔÆò,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.8,0.6,.5,.5,.5,.4,.4,0.6,.5,.5,.5,.6,.5,.5,.5,.5,.4,.5,0.4,.7,.5,.6,.7,,.6,.5,.5,.4,.4,.4,.4,.4,.4,.4,.3,.3,.4,.4,.3,.3,.3,.4,.3,.4,.4,.3,.4,.38,.45,.32,.32,.32,.27,.26,.33,.39,.35,.43,.38,
°íÈï,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,.5,.5,.6,.4,.6,0.4,.4,.5,.6,.5,.4,.5,.4,.3,.4,.4,0.3,.6,.6,.3,.4,.5,.4,.5,.4,.5,.4,.4,.4,.4,.3,.5,.3,.5,.2,.4,.4,.4,.4,.2,.3,.4,.4,.4,.5,.59,.58,.52,.35,.38,.5,.42,.42,.42,.49,0.43*,.43,
½Å¾È,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,.4,.4,.3,.3,.3,0.2,.2,.3,.3,.3,.3,.3,.3,.3,.2,.3,0.2,.3,.3,.2,.2,.3,.4,.4,.3,.3,.2,.2,.2,.2,.2,.3,.3,.3,.3,.3,.2,.2,.2,.2,.2,.2,.2,.2,.2,.24,.26,.24,.22,.2,.19,.21,.22,.2,.2,.23,.24,
¹«¾È,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,.4,.4,.3,.3,.4,0.4,.4,.4,.5,.5,.4,.3,.4,.4,.3,.4,0.4,.4,.4,.4,.4,.4,.4,.4,.4,.3,.4,.4,.4,.4,.4,.4,.5,.5,.5,.4,.4,.4,.3,.4,.4,.4,.4,.4,.4,.43,.44,.41,.39,.34,.35,.35,.39,.36,.39,.37,.46,
°­Áø,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.3,.2,.2,0.3,.3,.4,.4,.5,.4,.4,.3,.3,.2,0.2*,0.1,.3,.3,0.3*,.4,.4,.4,.3,.3,.3,.3,.2,.2,.2,0.3*,.3,.4,.4,.4,.4,.3,.3,.2,.2,.2,0.3**,,0.3*,.3,.31,.33,.3,.26,.25,.24,.2,.25,.28,.3,.29,.36,
°î¼º,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,.6,.5,.5,.7,.5,.5,.5,.6,.6,.6,0.5,0.5*,.5,.3,.7,.6,.5,.4,.5,.6,.6,.4,.4,.4,.4,.3,.3,.4,.4,.4,.4,.4,.4,.4,.4,.3,.3,.4,.5,.49,.44,.36,.38,.26,.53,.34,.46,.43,.32,.42,.45,
±¸·Ê,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4,.4,0.3,.3,.5,.6,.6,.6,.5,.4,.5,.5,.5,0.5,.4,.4,.5,.4,.4,.5,.4,.4,.4,.4,.4,.4,.4,.4,.4,.4,.5,.4,.3,.3,.2,.3,.4,.4,.4,.4,.4,.4,.45,.43,.44,.4,.4,.41,.45,.45,.42,.39,.4,.44,
º¸¼º,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,.4,.5,.6,.5,.4,.5,.4,.5,.6,0.7*,0.6,.6,0.5*,.6,.6,.5,.5,.6,.6,.6,.5,.4,.4,.4,.4,.5,.5,.5,.4,.5,.4,.4,.4,.3,.3,.3,.4,.5,.5,.48,.47,.46,.4,.38,.36,.3,.32,.38,.36,.46,.48,
µµÆò±Õ,¿ùÆò±Õ,,.6,0.6,0.5,0.5,0.5,0.4,0.5,0.5,0.5,.5,0.5,.5,0.6,0.6,.6,.6,.6,.5,.4,.4,.4,.5,.5,.6,.6,.5,.5,.5,.5,.4,.4,.5,.5,.5,.5,.6,.5,0.5,.5,.5,.5,.5,.4,.4,.5,.4,.5,.6,.6,.5,.5,.4,.4,.4,.4,.4,.4,.5,.6,.5,.6,.6,0.5,.5,.5,.5,.4,.4,0.4,.4,.5,.5,.5,.5,.4,.4,.4,.4,.4,0.4,.4,.4,.4,.5,.5,.5,.4,.4,.4,.4,.3,.4,.4,.4,.4,.4,.5,.4,.4,.4,.3,.3,.3,.3,.3,.3,.4,.4,.41,.43,.4,.35,.34,.34,.33,.35,.36,.35,.37,.42,
¿µ´ö,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4**,.4,.4,.3,.3,.3,.3,.2,0.2,.3,.3,.3,0.3*,.3,.4,.3,.3,.3,.3,.2,.2,.2,.3,.3,.3,.4,.3,.3,.3,.3,.2,.2,.2,.2,.3,.3,.3,.36,.37,.35,.3,.28,.29,.26,.24,.24,.27,.29,.32,
¿µÃµ,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.7,0.6,.4,.3,.4,.4,.4,0.4,.4,.5,.5,.6,.5,.5,.5,.4,.4,.4,0.3,.4,.5,.5,.5,.5,.5,.5,.4,.4,.5,.4,.4,.4,.4,.5,.5,.5,.4,.5,.4,.3,.3,.3,.3,.3,.3,.4,.4,.35,.42,.35,.26,.31,.3,.3,.27,.25,.27,.33,.35,
ÀÇ¼º,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5**,.6,.5,.4,.4,.4,.4,0.3,.4,.4,.6,.7,.6,.5,.4,.4,.4,.3,.4,.4,.4,.4,.5,.5,.5,.5,.4,.4,.4,.3,.3,.3,.3,.3,.4,.4,.47,.43,.37,.33,.29,.32,.34,.29,.28,.33,.37,.47,
¿ï¸ªµµ,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2**,.2,0.2,.2,.3,.3,.2,.3,.4,.3,.3,.3,.2,0.2,.2,.2,.2,.4,.4,.4,.3,.3,.2,.2,.2,.2,.2,.2,.3,.3,.4,.4,.3,.2,.3,.2,.2,.2,.2,.2,.3,.3,.15,.22,.32,.33,.23,.29,.26,.2,.26,.26,.32,.39,
Æ÷Ç×,¿ùÆò±Õ,,.7,0.6,0.6,0.6,0.5,0.6,0.7,0.7,0.5,.6,0.6,.6,0.7,0.6,.7,.8,.7,.9,.6,.6,.5,.5,.6,0.6*,.5,.5,.6,.6,.6,.5,.5,.5,.5,.5,.5,.6,.7,0.7,.6,.5,.5,.5,.5,0.5*,.5,.4,.4,.5,.5,.5,.5,.5,.5,.4,.5,.3,.4,.5,.4,.5,.5,.5,0.4,.4,.4,.5,.3,.4,0.4,.4,.5,.6,.6,.5,.5,.4,.4,.4,.4,0.3,.4,.5,.5,.6,.6,.5,.4,.4,.4,.4,.4,.5,.5,.5,.5,.5,.5,.5,.4,.4,.4,.3,.3,.3,.3,.4,.5,.4,.52,.55,.49,.4,.43,.42,.36,.37,.39,.47,.5,.55,
±¸¹Ì,¿ùÆò±Õ,,.8,0.6,0.6,0.6,0.4,0.5,0.5,0.4,0.5,.5,0.7,.7,0.9,1.0,.8,0.8*,0.5*,0.6*,0.5*,0.5*,0.5*,0.6*,0.7*,0.8*,0.8*,0.7*,0.7*,0.5*,0.5*,0.6*,0.5*,0.5*,.5,.5,.6,.7,.6,0.6,.7,.5,.5,.6,.6,.6,.6,.5,.5,.5,.6,.6,.5,.5,.5,.5,.5,.4,.4,.4,.5,.5,.5,.5,0.4,.4,.4,.4,.3,.4,0.3,.4,.5,.6,.6,.5,.4,.5,.4,.4,.4,0.3,.3,.4,0.4*,.5,.5,.6,.5,.4,.4,.4,.4,.4,.4,.3,.4,.4,.4,.4,.4,.3,.3,.3,.3,.2,.2,.3,.3,.4,.45,.46,.39,.31,.32,.29,.36,.36,.35,.39,.43,.53,
±èÃµ,¿ùÆò±Õ,,.8,0.6,0.6,0.6,0.6,0.6,0.5,0.3,0.3,.5,0.8,.7,0.8,0.6,.6,.3,.4,.4,.3,.2,.2,.4,.5,.7,.7,.5,.6,.6,.5,.5,.6,.5,0.4**,.4,.6,.7,.6,0.6,.7,.6,.6,.6,.4,.3,0.3**,0.3**,.5,.6,.8,.8,.5,.4,.7,.5,.3,.3,.2,.4,.5,.5,.6,0.6**,0.4,.4,.3,.3,.3,.3,0.3,0.3*,0.3*,.7,.8,.5,.5,.5,.4,.3,.3,0.3,.4,.3,.5,.6,.6,.4,.4,.3,.2,.3,.3,.2,.2,.3,.4,.4,.5,.4,.3,.3,.2,.2,.2,.3,.2,.3,.4,.4,.53,.49,.34,.28,.28,.31,.2,.24,.32,.35,.38,.48,
°æÁÖ,¿ùÆò±Õ,,.7,0.5,0.5,0.4,0.3,0.2,0.2,0.7,0.3,.5,1.0,.9,0.6,0.5,.4,.3,.2,.3,.6,.4,.3,.4,.4,.5,.5,.4,.4,.4,.4,.2,.3,.3,0.5**,0.4**,0.5*,0.4*,.5,0.5,.5,.4,0.3**,.4,.4,.3,.3,.3,.4,.5,.5,0.4**,.5,.5,.5,.3,.3,.3,.3,.3,.4,.3,.3,.3,0.2,.2,.3,0.4**,.3,.4,0.4,.4,.4,.5,.4,.3,.2,.2,.3,.3,.3,0.3,.3,.3,.4,.4,.4,.4,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,.2,.3,.3,.3,.3,.3,.3,.34,.36,.33,.29,.29,.3,.27,.26,.25,.28,.3,.33,
¾Èµ¿,¿ùÆò±Õ,,1,0.8,0.8,0.8,0.7,0.6,0.6,0.2,0.2,.3,0.5,.7,0.7,0.7,.6,.5,.5,.4,.3,.2,.2,.4,.5,.7,.6,.7,.7,.7,.6,.6,.5,.5,0.4**,.3,.5,.6,.6,0.6,.6,.6,.5,.5,.5,.3,.4,0.7*,.7,.7,.8,.8,.7,.6,.5,.4,.3,.5,.5,.6,0.7**,,,0.4**,0.3,.2,.3,.3,.2,.3,0.2,.3,.4,.8,.7,.7,.4,.4,.3,.3,.2,0.2,.3,.4,.6,.6,.7,.7,.5,.4,.4,.4,.2,.3,.3,.3,.6,.7,.7,.5,.5,.3,.2,.2,.2,.3,.2,.3,.5,.6,.53,.51,.53,.35,.35,.34,.25,.28,.24,.36,.62,.55,
¿µÁÖ,¿ùÆò±Õ,,1.5,1.2,0.8,0.5,0.4,0.3,0.3,0.3,0.3,.6,1.0,1.2,1.4,1.2,0.9*,.6,.4,.3,.3,.3,.3,.5,.8,1.3,1.2,1.1,.9,.6,.4,.3,.3,.3,.3,.5,.8,1.2,1.2,1.2,.8,.7,.6,.5,.5,.4,.4,.5,.8,.9,.9,.9,.7,.5,.4,.4,.3,.2,.3,.4,.8,.9,.8,.7,0.6,.3,.3,.3,.3,.3,0.3,.5,.7,0.7**,0.8**,.7,.6,.5,.5,.5,.3,0.3,.4,.4,.5,.7,.7,.6,.6,.4,.5,.4,.3,.3,.3,.5,.7,.7,.8,.7,.5,.4,.4,.4,.4,.3,.3,.4,.6,.7,.78,.76,.59,.46,.33,.32,.31,.38,.36,.46,.57,.83,
°æ»ê,¿ùÆò±Õ,,.7,0.5,0.5,0.4,0.4,0.4,0.3,0.3,0.4,.4,0.6,.6,0.6,0.6,.5,.4,.4,.4,.3,.3,.4,.5,.5,.7,.6,.6,.6,.5,.5,.4,.4,.4,.4,.4,.5,.6,.6,0.6,.6,.5,.5,.5,.4,.4,.4,.4,.6,.6,.6,.6,.5,.5,.4,.3,0.3*,.6,.5,.4,.7,.7,.6,.5,0.5,.4,.4,.4,.3,.5,0.4,.3,.5,.6,.6,.5,.4,.4,.3,.3,.4,0.3,.4,.4,.5,.5,.6,.5,.5,.4,.4,.5,.4,.4,.4,.4,.5,.5,.5,.5,.5,.4,0.4*,.3,.3,.3,.3,.3,.4,.4,.43,.45,.39,.33,.32,.33,.34,.31,.32,.36,.4,.46,
»óÁÖ,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5**,.5,.5,.5,.4,.4,.3,.2,.3,.4,.5,.7,.7,.6,.5,0.5,.4,.4,.3,.3,.3,0.3,.3,.4,.6,.5,.5,.4,.3,.3,.3,.3,0.3,.3,.4,.4,.5,.5,.4,.3,.3,.3,.3,.3,.3,.3,.4,.5,.6,.5,.5,.5,.4,.3,.3,.3,.2,.3,.3,.4,.4,.43,.4,.33,.29,.28,.29,.27,.24,.27,.31,.31,.34,
Ä¥°î,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6**,.5,.4,.4,.3,.3,.3,.3,.3,.4,.4,.5,.6,.6,.5,0.5,.4,.3,.3,.3,.4,0.2,.2,.3,.5,.5,.4,.3,.3,.3,.3,.3,0.3,.3,.3,.4,.4,.4,.4,.3,.3,.3,.3,.3,.2,.2,.4,.4,.5,.5,.4,.4,.3,.3,.3,.3,.2,.2,.3,.4,.4,.4,.39,.32,.29,.27,.29,.23,.26,.28,.32,.31,.36,
¿ïÁø,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4*,0.4,.3,.3,.4,.4,.4,0.3,.3,.4,.5,.4,.5,.4,.4,.4,.3,.3,0.4,.4,.4,.4,.4,.4,.4,.3,.3,.3,.3,.3,.3,.3,.5,.4,.3,.4,.3,.5,.3,.3,.3,.2,.2,.2,.2,.3,.3,.36,.34,.34,.29,.33,.38,.3,.28,.3,.32,.32,.32,
ºÀÈ­,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.3,.3,.2,.3,0.2,.3,.4,.5,.5,.5,.4,.3,.3,.3,.3,0.3,.3,.4,.4,.6,.5,.5,.4,.4,.3,.3,.3,.3,.3,.4,.5,.5,.7,.5,.5,.3,.3,.3,.3,.3,.3,.3,0.4*,.5,.58,.57,.42,.33,.3,.31,.32,.34,.33,.4,.47,.55,
°í·É,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.3,.4,.5,.5,.5,.4,.4,.4,.3,.3,0.3,.3,.3,.4,.5,.5,.6,.6,.6,0.5**,.6,.5,0.5*,0.5*,.4,.5,.3,.5,.5,.6,.5,.5,.6,.5,.4,.4,.4,0.5*,0.6**,.45,.6,.45,.38,.33,.45,.51,.54,.47,.38,.44,.6,
±ºÀ§,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5**,.5,.4,.4,.4,.4,.4,0.3,.4,.4,.4,.5,.5,.5,.4,.4,.4,.4,.3,.4,.4,.4,.4,.4,.5,.4,.3,.2,.2,.1,.2,.2,.1,.2,.3,.4,.38,.35,.32,.25,.24,.26,,,,,,,
¼ºÁÖ,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6**,.6,.6,0.5*,.4,0.2,.4,.3,.6,.6,.7,.6,.5,.4,.4,.4,0.4*,.4,.4,.4,.4,.6,.5,.4,.6,.5,.5,.5,.5,.4,.4,.3,.5,.5,.58,.63,.45,.39,.39,.46,.34,.43,.34,.45,.46,.58,
¿¹Ãµ,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.2,.2,.3,.3,.3,0.3,.3,.3,.3,.3,.3,.3,.3,.2,.2,.3,.2,.3,.3,.2,.3,.3,.3,.3,.3,.3,.2,.2,.2,.2,.2,.2,.2,.2,.27,.22,.21,.19,.16,.16,.17,.19,.22,.22,.24,.3,
Ã»µµ,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.3,.3,.3,.3,.3,.3,0.3,.3,.4,.4,.5,.4,.5,.4,.3,.3,.3,.3,.3,.3,.3,.4,.5,.5,.4,.4,.3,.3,.3,.2,.2,.2,.3,.3,.3,.4,.37,.29,.24,.24,.24,.25,.21,.29,.32,.33,.4,
Ã»¼Û,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2**,.3,.3,.3,.3,0.3,.3,.4,.4,.3,.3,.4,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,.4,.4,.4,.3,.3,.3,.3,.2,.2,.2,.3,.3,.33,.32,.29,.28,.25,.26,.27,.24,.25,.26,.26,.29,
¿µ¾ç,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.3,.3,.3,.3,.2,0.2,.2,.3,.3,.5,.4,.3,.3,.3,.3,.3,.2,.2,.2,.2,.3,.3,.3,.3,.3,.3,.3,.2,.2,.2,.2,.2,.2,.3,.33,.25,.23,.2,.2,.22,.19,.2,.23,.28,.29,.33,
¹®°æ,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4*,.4,.3,.3,.3,.2,0.2,.3,.3,.3,.4,.4,.4,.4,.3,.3,.3,.3,.3,.3,.3,.4,.4,.4,.4,.4,.3,.3,.2,.2,.2,.2,.3,.4,.4,.46,.38,.34,.27,.25,.25,.27,.27,.28,.33,.34,.39,
µµÆò±Õ,¿ùÆò±Õ,,.8,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.4,.5,0.7,.7,0.8,0.8,.7,.6,.5,.6,.5,.5,.4,.5,.6,.7,.7,.6,.6,.6,.5,.5,.5,.4,.5,.5,.6,.7,.7,0.7,.6,.5,.5,.5,.5,.5,.5,.4,.5,.5,.6,.6,.5,.5,.5,.4,.4,.4,.4,.4,.5,.5,.6,.5,0.4,.4,.4,.4,.3,.4,0.3,.4,.5,.6,.5,.5,.4,.4,.4,.3,.3,0.3,.3,.4,.4,.5,.5,.5,.4,.4,.4,.4,.3,.4,.4,.4,.4,.5,.5,.4,.4,.3,.3,.3,.3,.3,.3,.3,.4,.4,.46,.46,.39,.33,.32,.32,.31,.31,.32,.37,.41,.48,
Ã¢¿ø,¿ùÆò±Õ,,.8,0.7,0.6,0.6,0.5,0.4,0.4,0.4,0.4,.4,0.6,.6,0.6,0.5,.5,.4,.4,.4,.4,.4,.4,.5,.5,.6,.6,.6,.5,.5,.5,.4,.3,.4,.4,.4,.5,.6,.5,0.5,.5,.5,.5,.4,.4,.3,.4,.4,.6,.6,.6,.5,.5,.4,.4,.4,.4,.3,.4,.4,.6,.5,.5,.5,0.5,.4,.4,.4,.4,.5,0.4,.4,.5,.6,.5,.5,.4,.4,.4,.4,.4,0.3,.4,.4,.4,.5,.5,.5,.4,.4,.4,.4,0.3*,0.4*,0.4*,.4,.5,.5,.5,.5,.5,.4,.4,.3,.4,.4,.3,.4,.5,.5,.52,.52,.47,.38,.37,.38,.36,.36,.39,.41,.44,.49,
¸¶»ê,¿ùÆò±Õ,,.5,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.2,.3,0.3,.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ÁøÁÖ,¿ùÆò±Õ,,.8,0.7,0.6,0.5,0.4,0.4,0.4,0.3,0.4,.4,0.6,.6,0.6,0.6,.6,.5,.5,.4,.5,.4,.5,.6,.5,.7,.6,.6,.6,.5,.5,.5,.4,.4,.4,.4,.6,.7,.7,0.7,.6,.6,.4,.4,.4,.3,.4,.4,.7,.7,.6,.5,.5,.5,.4,.4,.4,.4,.5,.5,.6,.5,.6,.5,0.6,.4,.5,.4,.4,.5,0.5,.5,.5,.6,.5,.5,.4,.4,.4,.4,.4,0.4,.4,0.5*,0.5*,.5,.5,.5,.5,0.5*,0.5*,0.6*,0.4**,0.5*,0.5*,.5,.5,.6,.7,.5,.5,.4,.4,.4,.5,0.5*,0.4*,.4,.5,.5,.59,.5,.54,.42,.45,.41,.43,.39,.42,.48,.48,.55,
ÁøÇØ,¿ùÆò±Õ,,.9,0.8,0.7,0.7,0.5,0.4,0.4,0.3,0.4,.4,0.4,.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
