,인구밀도,미세먼지(PM10)
2014,2944.700718276137,
2015,2937.3483639265764,45.63
2016,2931.392657621708,40.08
2017,2920.530726256983,40.42
2018,2911.683958499601,40.92
2019,2906.541608461385,42.0
2020,2893.7577329874275,29.75
2021,2876.892835761325,33.42
2022,2856.3872255489023,27.83
2023,2832.808383233533,33.25
