,인구밀도,미세먼지(PM10)
2014,213.1648013392556,
2015,213.83950750621017,53.7
2016,214.87249065111445,45.92
2017,215.23981802718797,44.0
2018,215.8875779583682,44.17
2019,216.01865852999944,44.0
2020,216.1248818685028,35.42
2021,215.66450654786013,37.25
2022,215.33304533304533,33.17
2023,215.1301471580937,38.58
