,인구밀도,오존
2014,4571.838139776565,0.029
2015,4564.532346063913,0.029
2016,4544.134303156255,0.029
2017,4507.341558441559,0.03
2018,4470.0,0.029
2019,4432.984028048305,0.031
2020,4404.552655499286,0.031
2021,4350.012983640612,0.033
2022,4301.584338130429,0.033
2023,4269.8846103980295,0.033
