,인구밀도,미세먼지(PM10)
2014,1099.629489959461,
2015,1106.0640904806787,48.11
2016,1105.113122171946,43.17
2017,1097.938183188843,42.67
2018,1088.6698068770609,40.08
2019,1080.997175141243,36.75
2020,1069.5951417004048,30.25
2021,1055.8147415984183,30.0
2022,1045.0348136996613,28.75
2023,1038.446556266466,34.33
