,인구밀도,미세먼지(PM10)
2014,154.82817450645868,
2015,155.04032356309236,39.6
2016,154.55352794103322,36.75
2017,153.74208559314476,35.33
2018,152.5462587899802,35.17
2019,151.3742183196708,33.75
2020,149.9460645767365,27.83
2021,148.29823042503784,32.0
2022,147.0569151733344,26.33
2023,145.94509112382002,31.58
