,행정구역,소멸위험지수,소멸위험등급
433,전라남도 신안군_2016,0.0,A
434,전라남도 여수시_2016,0.7004949543649623,C
435,전라남도 영광군_2016,0.08869468059976486,A
436,전라남도 영암군_2016,0.04858235132438657,A
437,전라남도 완도군_2016,0.06360092586916019,A
438,전라남도 장성군_2016,0.11738822041291064,A
439,전라남도 장흥군_2016,0.0,A
440,전라남도 진도군_2016,0.042117994888625665,A
441,전라남도 함평군_2016,0.005951271934514779,A
442,전라남도 해남군_2016,0.0,A
443,전라남도 화순군_2016,0.23188765739145523,B
444,전북특별자치도_2016,0.5537712851890226,B
445,전북특별자치도 고창군_2016,0.23756102310613253,B
446,전북특별자치도 군산시_2016,0.8301984221549248,C
447,전북특별자치도 김제시_2016,0.09676374490484799,A
448,전북특별자치도 남원시_2016,0.1933373537587039,B
449,전북특별자치도 무주군_2016,0.0644774071433298,A
450,전북특별자치도 부안군_2016,0.2040228226703588,B
451,전북특별자치도 순창군_2016,0.061995639407250724,A
452,전북특별자치도 완주군_2016,0.4213233988467491,B
453,전북특별자치도 익산시_2016,0.7492472178510041,C
454,전북특별자치도 임실군_2016,0.11460063318411133,A
455,전북특별자치도 장수군_2016,0.3290132460547588,B
456,전북특별자치도 전주시_2016,1.6767745721708855,D
457,전북특별자치도 정읍시_2016,0.2091457919362183,B
458,전북특별자치도 진안군_2016,0.10417059902327301,A
459,제주특별자치도_2016,1.302387769609075,C
460,제주특별자치도 서귀포시_2016,0.8179125284172639,C
461,제주특별자치도 제주시_2016,1.6361066837356766,D
462,충청남도_2016,0.7674828875328231,C
463,충청남도 계룡시_2016,3.5552126863127476,D
464,충청남도 공주시_2016,0.24036273327628035,B
465,충청남도 금산군_2016,0.15634367444243458,A
466,충청남도 논산시_2016,0.2270556027441814,B
467,충청남도 당진시_2016,0.6956165383386297,C
468,충청남도 보령시_2016,0.2346492055924446,B
469,충청남도 부여군_2016,0.0449725325134077,A
470,충청남도 서산시_2016,0.7185166388913393,C
