,2015,2016,2017,2018,2019,2020,2021,2022,2023
경상북도 상주시,0.1533124034436744,0.15358936825043804,0.11899174212485089,0.12504586758961675,0.1988342646294701,-0.13057152332119887,0.03862489446614397,0.11761231789992957,0.06070342644303581
경상북도 성주군,0.1907526008582882,0.20824277622290882,0.15045215707025086,0.059203756732712456,0.0017198708318869466,0.007300537065480027,0.0408327865945844,0.09862694351256443,0.04336524350775177
경상북도 안동시,0.4438218622772092,0.37865051642512926,0.24043019951667416,0.13143975613602846,0.16801205412533088,0.20704599134568374,0.16020388541952596,0.1212099594626973,0.13015391242576416
경상북도 영덕군,0.047761438176384535,0.13225521957806868,0.012900513799085404,0.05245022246861431,-0.07541941263712142,-0.15122025302506292,-0.09436035805382971,0.03808695423733415,-0.008284394961797763
경상북도 영양군,-0.010213306717335474,0.04349217150269284,-0.009306063084821264,0.08211162666990915,-0.07268501759762924,-0.03849416114156187,-0.007943683711098881,0.006168028711403154,-0.08536694254573328
경상북도 영주시,0.2391633257051284,0.26368849412837686,0.20759532317528626,0.10950594533331211,0.06992303875459395,0.03242629690006926,0.11241541225466126,0.10944604845949528,0.14521322909601697
경상북도 영천시,0.2377582938001661,0.22462631869778565,0.22831230185103468,0.27713286378848956,0.23294784376093125,0.1310883295346673,0.16099551573839113,0.1029802018225751,0.07472938904251612
경상북도 예천군,0.02891125359759647,0.4541763227284371,0.663674487804444,0.6985359550193506,0.439487692280797,0.23377214071019042,0.2111344868540043,0.2073324040804866,0.12304964911797275
경상북도 울릉군,0.2279141704889121,0.16500048401781817,0.22741268106129417,0.1254044120811401,0.038007829620179026,-0.22247190039974332,0.044732421624807214,0.2340822545311615,0.17708308797206504
경상북도 울진군,0.19389122489301386,0.2117253490381413,0.07930825992342191,0.02239215770530964,0.0511287233948384,0.07695841293366167,0.03780455694737467,0.014536769044362116,0.09959204788129558
경상북도 의성군,0.013627236879474702,0.07118687939223942,0.07127639610889905,0.07340135965158859,0.08915577834715593,-0.01623450865791539,0.004736952245876766,0.16718458433703168,0.21769159231312318
경상북도 청도군,0.10787894437014828,0.12217635063339331,0.11058694304366393,0.09379204076825205,0.11786407039603092,0.012965599735132397,0.09786194862619015,0.14009358222899268,0.10282852245403401
경상북도 청송군,0.1283754729779099,0.11749080199160933,0.037283878413834626,0.023622773140195716,0.0283429348935011,0.014006798492312816,-0.0356915561194818,0.09855961709999694,0.036163326508638474
경상북도 칠곡군,1.5566164149400403,1.4525831176160264,1.0303062677593067,0.868661084685236,0.7164908590997773,0.541886293602923,0.5699298001687898,0.44593094324211435,0.2697455721294316
경상북도 포항시,1.3590305506258058,1.1320089752048066,0.9307264516831153,0.7682366071454066,0.6433364804849665,0.4981826032661075,0.5135064909048204,0.2804714234836445,0.2824277451750311
광주광역시,2.1464364438562487,1.9395831233774143,1.6910559789570083,1.5200861592773147,1.3519555735036821,1.1546786645662601,1.0217761315324894,0.8767405103531685,0.7333974493988443
광주광역시 광산구,5.058368083251393,4.713492985396646,4.226559519911322,3.7804853233585667,3.409302216502185,2.9864555926870406,2.6323484080311546,2.2429984253063386,1.8830763214795772
광주광역시 남구,1.3522928600314068,1.1024215009629632,0.9682036175502026,0.8391591024770746,0.8696639400759698,0.5984498528292941,0.6970187619334206,0.4621989163623934,0.387240223278162
광주광역시 동구,0.40649057475097794,0.29969866094865355,0.42785612173195486,0.36446377216490583,0.6309975018149118,0.6480477756893636,0.46650731997687894,0.5544736680493592,0.47560143144592637
광주광역시 북구,2.0037487375010583,1.6707133234916998,1.4753483587071436,1.3669429607465786,1.052344650166384,0.9383797070758659,0.8112505778970264,0.7187842257569984,0.594109864225878
광주광역시 서구,2.31007050794567,2.317246854388829,1.8656528682374716,1.6226936703172727,1.3832420707181132,1.122006627160614,0.9352923998612532,0.812049063116945,0.6687235199464061
대구광역시,1.4906695781836845,1.341888854393351,1.1333744976838174,0.9729545021974806,0.7993474952915096,0.6902006603690929,0.5539756629853984,0.506158726429838,0.4414581725474005
대구광역시 군위군,0.13666452552703914,0.17810204772586782,0.17209639044229014,0.044172833792469605,0.11189238816247161,-0.10732188408899879,0.06128971799113991,0.40093200404008555,0.03381924015055414
대구광역시 남구,0.5260261522404586,0.36994574682972486,0.32494033570075354,0.3328203467890458,0.29098817868377247,0.30252748087515324,0.21113458080525213,0.25777218362862037,0.16385398638417542
대구광역시 달서구,2.680683813542956,2.1788123173536293,1.667763757662272,1.4979074603291205,1.2224750973466771,0.9196315258133326,0.6415715135271493,0.6103822014530199,0.4498682708644882
대구광역시 달성군,2.003096156218731,2.5509058268237075,2.5624691041367695,1.9105572996275713,1.6927076488014867,1.356310998426071,1.1974891906285827,0.9686942508287898,0.7670622901767339
대구광역시 동구,0.9089624498250626,0.8346708629611764,0.6448901615778326,0.6611631848427207,0.40641764613706033,0.394883205770153,0.4227139483672676,0.3503933169165705,0.4179277586720876
대구광역시 북구,2.0892042636036683,1.8252474460578534,1.639273250167862,1.3677936699519337,1.1643434151569045,1.0676155245364285,0.8410983963550667,0.6393910478620354,0.39901015238847226
대구광역시 서구,0.6549635449903378,0.4037257304027738,0.2178862830569514,0.13112025992131232,-0.016617807733817436,0.09431537880563909,-0.020997664236558855,-0.009304966202858894,0.4068333246565192
대구광역시 수성구,1.7920967971708321,1.5829943912231004,1.2979408680206943,1.1337436715147051,1.0052819424114878,0.8548194116462873,0.6707415226786969,0.5800860453150473,0.5118536277234558
대구광역시 중구,0.7427790291293993,0.47660392780122124,0.49904881033715986,0.5949667311757006,0.39533987814190497,0.4613854227040949,0.40995194721677963,0.9481561417615111,1.123687948572323
대전광역시,2.2281883596222074,2.055160954778948,1.7363175064785148,1.5085281264740276,1.2592989718803196,1.0815763410990493,0.9350439239938898,0.8377072057292151,0.7278113735277733
대전광역시 대덕구,1.8517003283002498,1.5678330484266623,1.1900660787242834,0.9363109568367121,0.7000704961363975,0.7439985158825732,0.5963414455482852,0.43084235805822035,0.2809765883950627
대전광역시 동구,0.835404541449332,0.7720187028534264,0.6488767468568324,0.6640792359112503,0.542666044616825,0.41713573321743064,0.4810872966288683,0.36737662757662104,0.3076735760300663
대전광역시 서구,3.2822403104425444,3.0061589593409366,2.530312816972449,2.227316077581571,1.8907545770272893,1.5879403294401948,1.337631480076414,1.174000506242426,0.9372977204826725
대전광역시 유성구,6.013181861662981,5.629019253782486,4.898368236147097,4.182312139511054,3.5308859471653546,3.0321862914684856,2.5577996795964735,2.3050525835157942,2.1685725673802936
대전광역시 중구,0.9588376628197703,0.884168394047574,0.7469813547530297,0.6161917969262442,0.5133490391396522,0.39856593145148345,0.32369418885974943,0.337257010650697,0.2273817555868852
부산광역시,1.0484382572029385,0.9100595131862815,0.7492900449097718,0.6401013773183599,0.5464478672542201,0.47874794883806104,0.4024729490198729,0.35309805427528246,0.30623978810302743
부산광역시 강서구,2.258737379392752,2.4590178126797486,2.199073983338911,1.9654673076850393,1.9247769005069264,1.8718907517204944,1.6794629747973437,1.2563848927559882,1.0241351221447574
부산광역시 금정구,0.8612065514330272,0.7992584852791992,0.7062728982318894,0.5570609267511403,0.3729384605454001,0.2460837144085286,0.2609793824574921,0.09347734336318719,0.04730513519027907
부산광역시 기장군,1.7665661011602038,1.5530163666511987,1.2924351755443768,1.208985024408182,0.8900447550815876,1.197180309764667,0.8935177597871615,0.7533937792304789,0.6011413211948233
부산광역시 남구,0.83500406411167,0.6956536100323061,0.5434863974198331,0.7932831174882786,0.4318791046534385,0.3239437878657798,0.2934977298565481,0.22472316306627582,0.29076299053669563
부산광역시 동구,0.17967041591465277,0.13941735208928374,0.22953528348974764,0.11868950912794243,0.3655493182230848,0.2954170654939434,0.18313136802737956,0.17285932136583496,0.32882972056820065
부산광역시 동래구,1.1303816112128957,1.0600117971122718,0.8513016055020185,0.6759911049400675,0.8447299753837674,0.5938293677334089,0.44314543422209746,0.689079055019998,0.3536806170132897
부산광역시 부산진구,0.915081082940735,0.7964332318354436,0.7061863641591164,0.5044594479985538,0.5304123741199741,0.6015777439283654,0.4295040171571033,0.5574446231303949,0.5250487839899042
부산광역시 북구,1.8790103687357813,1.5272610796112405,1.0148678562467315,0.7977243182119012,0.6095344027780552,0.40407301883256863,0.5177497288601607,0.29216985842248244,0.14500307929754097
부산광역시 사상구,1.3003119516320307,1.0579992977117991,0.8663799758393087,0.5638331526493515,0.42306614155918887,0.2976199491933108,0.2893646523653216,0.20519749760036174,0.30599298757520726
부산광역시 사하구,1.1937342244505806,1.0471738656693705,0.9091061692080824,0.6256342285258341,0.4426798771523831,0.2633672721852823,0.31268671663538866,0.2730463876572945,0.18798396427247643
부산광역시 서구,0.3251638190002764,0.2101495562039234,0.17318865302829659,0.38870676190493925,0.1448669646600221,0.2815245890354494,0.1579532441343247,0.2922717153159037,0.16470374056163029
부산광역시 수영구,0.9125055853358393,0.778908358403999,0.7274959642725427,0.4761148905287774,0.5348648568395047,0.5070578247503577,0.38900875893087244,0.40081456861956216,0.3498011793234466
부산광역시 연제구,1.1171549262567364,0.8579023418212581,0.8391039532677314,0.7904425673759672,0.7066418696492477,0.5530496234800831,0.44496690826120244,0.2971239435335889,0.48940422702747505
부산광역시 영도구,0.22880983205612876,0.14717597039722108,0.10799114551583378,0.006955080380795758,-0.045857431148108974,-0.05869707507839558,0.09782233438026425,0.016593112776442834,0.045549221967179664
부산광역시 중구,0.3010238156275302,0.3087427067709806,0.20127584648701802,0.05894403969755996,0.13098265444764598,0.18394325357454885,0.2214174699819933,0.13156918870639164,0.017429267492255512
부산광역시 해운대구,1.5295411797998826,1.3143977740931136,0.9841115349102395,0.9337477596662275,0.7700732544261769,0.6274473257028684,0.5072755245254977,0.3144417124125424,0.28537577722354984
서울특별시,1.770039234316745,1.6118215510458487,1.4258175620965814,1.2599574102419784,1.146732185542761,0.9831049520193751,0.8547825150782761,0.8065774193662391,0.718375039084373
서울특별시 강남구,3.3374597942130824,2.9327942593720406,2.4590015745215275,2.107620394422929,2.0032610126035806,1.6065990923166442,1.4077873990548169,1.2576403494904624,1.3608051247778232
서울특별시 강동구,1.9454754403407526,1.695499125201958,1.5142131892327841,1.239132922612813,1.3299084931303469,1.36562636010444,1.029289571128964,0.8259856110390873,0.7284854731269348
서울특별시 강북구,0.8759298057550254,0.7830345386134135,0.7025388359880872,0.5573493133229199,0.4592668669993885,0.366707807540702,0.27265353058108427,0.27702808940799195,0.18905162964276287
서울특별시 강서구,2.2463318436689015,2.1155471478732357,1.8940399735433022,1.5628787235432795,1.3489189042937457,1.0791427377053586,1.0440732923560458,0.9165807965032777,0.7545769036912804
서울특별시 관악구,1.8711148488837825,1.7261746801419597,1.55020651700379,1.4881125524811663,1.3568064424627684,1.1674884329745265,1.0715517723473893,1.1209864186202676,0.9220605656835341
서울특별시 광진구,2.6143361725284127,2.3770317909629064,2.1601607567462437,1.906402760122297,1.618611298624102,1.3992039701719892,1.238787886761207,1.1694850707664795,1.0179228668900824
서울특별시 구로구,1.6564135510025224,1.4516189472508672,1.167637745048851,0.9913585122609313,1.0054825274824108,0.7773095294865782,0.5978484412761754,0.6504201171263102,0.5050102490242376
서울특별시 금천구,1.4214325993206336,1.3009832867345514,1.1456720738004196,0.9711371922495494,0.8546329759452578,0.7522239879345424,0.761869379693542,0.6647629242887374,0.5188919877410424
서울특별시 노원구,1.8403437722606857,1.6613161772046836,1.2932039008875709,1.1250674661692148,0.9003103237245256,0.7611132196392163,0.6100772420127674,0.5706159706628954,0.48881633207526815
서울특별시 도봉구,1.2935657312685476,1.1162269045265576,0.8998859091145713,0.7326300595154099,0.5560175837154903,0.39823418712570835,0.3359186716521187,0.2943314618534775,0.21821764038543673
서울특별시 동대문구,1.1615103722978248,1.0318719153626355,0.9063281278377187,0.8802169603958779,0.8034030965796368,0.7003792326131464,0.6863313602961061,0.701282508259249,0.7570387131477018
서울특별시 동작구,1.5365143239798473,1.5339219349989526,1.2980150620606368,1.2599129852591038,1.1293472899455044,0.9249523773765469,0.8525914135881214,0.7864036317283126,0.7427527367461068
서울특별시 마포구,2.104351660798661,1.9116089074845992,1.7972874207201956,1.7948977227543972,1.6650830140405621,1.521748835126854,1.5027640245972795,1.3532327854620192,1.2724060871251768
서울특별시 서대문구,1.2590933178034118,1.22712536152708,1.0666081017940958,0.9607338620285907,0.9130896854706732,0.9310195967396853,0.7207231261331232,0.8696324566024203,0.7324203757300574
서울특별시 서초구,2.7337222839002506,2.5692501939697134,2.175034140938113,1.9234294322124341,1.7373586634767852,1.432080740154354,1.2161452223080955,1.110462133465331,1.1554100858923424
서울특별시 성동구,1.7319638508895783,1.6758926211739948,1.6554738202302564,1.5328549203166395,1.1281973495162525,0.967601629884608,0.8643761879703014,0.8026641574952236,0.7220555867050007
서울특별시 성북구,1.342951990661072,1.2055424712392402,1.1059002434815821,0.9573748660879248,1.1301955738775362,0.8252432560681159,0.7796176240210853,0.8067173709046365,0.5938485293917086
서울특별시 송파구,2.9802997654564196,2.7224226307015145,2.4463131952621446,2.1105372947938927,1.9116124749129624,1.4532065377866894,1.2446554830776912,1.1779775489843054,0.9550352422122251
서울특별시 양천구,2.727172867188379,2.3525286664817116,1.9423701262472863,1.6249957990848258,1.3639938320208567,1.1607630209561683,0.9454829741954082,0.7746466257046027,0.655204493381649
서울특별시 영등포구,1.473837510611323,1.329380278962376,1.2839305137638712,1.2144273227331415,1.138388582489886,1.2436100939207462,1.0585262091059813,0.994063247380814,0.9041422653711292
서울특별시 용산구,1.0900241361912202,1.0232797037007628,1.028716215854031,1.0112090672150071,0.9295232156303788,0.9134378214607237,0.8030975358313788,0.8354685343209431,0.6187908913258395
서울특별시 은평구,1.3760664101490592,1.1814989953917339,1.0524514932740932,0.9478076962725006,0.8478538782808177,0.7897458786968107,0.656502186362252,0.5838041918145569,0.5998359035570209
