,행정구역,교원_1인당_학생수_유치원,교원_1인당_학생수_초등학교,교원_1인당_학생수_중학교,교원_1인당_학생수_고등학교,유치원_학급당 학생 수 (명),초등학교_학급당 학생 수 (명),중학교_학급당 학생 수 (명),고등학교_학급당 학생 수 (명),학교교과 교습학원 (개),평생직업 교육학원 (개),사설학원당 학생수 (명),유치원생 수,초등학생 수,종합병원,병원,의원,치과병(의)원,한방병원,한의원,인구 천명당 의료기관병상수(개),총병상수 (개),하수도보급률,상수도보급률,출생아수,합계출산율,남녀성비,인구증가율,주민등록인구,가구수,일반공공행정예산비중,소멸위험지수,소멸위험등급
1165,경기도 여주시_2020,10,11,9,8,11,18,24,19,116,7,69,1039,5248,0,2,49,32,1,27,18.5,2066.0,82.0,90.7,554,1.053,103.2,0.61,111897,45457,9.5,0.3991071661077208,B
1166,경기도 양평군_2020,7,11,7,7,9,18,21,20,95,5,72,490,5086,0,2,43,28,1,30,11.4,1355.0,79.2,80.8,493,0.967,100.5,1.52,118810,48197,5.8,0.3430974248760288,B
1167,경기도 의정부시_2020,11,16,13,10,15,24,27,23,684,54,58,4628,22170,5,12,274,148,4,98,13.1,6056.0,98.9,99.3,2302,0.795,97.0,2.12,461710,180351,4.3,1.1139963313404302,C
1168,경기도 동두천시_2020,9,15,11,8,9,22,24,19,85,5,72,544,4787,0,1,40,27,0,17,25.2,2373.0,98.9,97.7,393,0.809,99.4,-0.57,94353,39055,5.0,0.3854185060557059,B
1169,경기도 고양시_2020,12,16,13,10,15,24,28,24,1882,127,54,12679,54930,6,20,580,318,4,276,12.2,13121.0,92.8,99.7,5544,0.788,96.0,1.1,1079216,404705,6.6,1.424406890099839,D
1170,경기도 구리시_2020,12,15,13,10,17,24,28,24,365,19,51,2107,9738,1,8,150,100,2,70,12.4,2446.0,99.6,100.0,1015,0.784,98.4,-0.95,197454,73909,4.2,1.216846652778368,C
1171,경기도 남양주시_2020,12,17,13,11,15,25,28,25,1027,32,73,9449,44660,3,11,300,195,1,141,8.7,6212.0,95.9,97.2,3683,0.868,99.2,1.57,713321,255575,4.5,1.293183416915759,C
1172,경기도 파주시_2020,13,15,14,12,16,23,30,26,620,39,77,6860,29154,1,11,392,0,2,82,10.8,5046.0,93.9,99.1,2691,0.917,102.8,2.29,465617,174764,8.8,1.308311630908621,C
1173,경기도 양주시_2020,10,14,14,12,13,22,28,29,253,13,93,2593,13384,0,4,88,52,1,31,12.7,2922.0,95.0,98.1,1243,0.987,103.1,3.3,230359,88985,7.7,1.069228338759714,C
1174,경기도 포천시_2020,9,11,8,8,9,17,21,19,118,10,98,906,6334,2,2,61,37,0,24,11.6,1712.0,85.4,90.9,582,0.868,112.3,-1.39,147274,63701,8.8,0.3202143053668034,B
1175,경기도 연천군_2020,10,8,6,7,13,13,18,16,34,0,98,393,1702,0,0,13,12,0,7,7.7,333.0,92.6,98.0,243,1.281,110.0,-0.91,43516,18368,10.0,0.125054321306633,A
1176,경기도 가평군_2020,8,9,10,8,8,15,23,19,49,3,98,265,2449,0,3,25,20,1,15,13.5,839.0,82.5,82.2,265,1.025,106.4,-0.13,62377,26056,7.5,0.2089124502288889,B
1177,강원특별자치도 춘천시_2020,10,14,11,10,17,21,25,25,394,36,62,3005,14913,2,3,3,160,84,0,14.7,4164.0,95.4,98.1,1592,0.975,97.5,0.32,282765,119722,5.3,0.6527336040753672,C
1178,강원특별자치도 원주시_2020,11,13,11,11,16,21,24,26,546,57,58,4603,19691,2,15,15,205,104,2,13.6,4826.0,91.1,95.6,2076,0.978,98.6,1.37,354376,151688,6.6,1.0302317545443331,C
1179,강원특별자치도 강릉시_2020,10,12,12,9,16,19,25,22,376,44,47,1708,9771,4,3,3,110,59,1,12.5,2660.0,92.3,95.1,950,0.945,98.4,-0.14,213321,99109,3.8,0.3700681307854616,B
1180,강원특별자치도 동해시_2020,11,14,11,9,15,21,23,22,120,18,71,1037,4913,1,2,2,49,27,0,15.9,1439.0,98.4,99.6,404,1.055,103.1,0.04,90593,37871,5.1,0.3947418765361563,B
1181,강원특별자치도 태백시_2020,7,9,8,8,11,15,21,21,47,7,83,255,2100,1,1,1,23,9,0,11.9,509.0,81.1,97.9,161,1.001,102.7,-2.67,42719,18688,6.4,0.0,A
1182,강원특별자치도 속초시_2020,10,13,12,10,17,20,25,24,110,7,73,540,3832,2,3,3,121,33,0,10.5,872.0,99.5,99.7,415,1.063,98.2,1.03,82665,35922,9.2,0.5032137517809009,B
1183,강원특별자치도 삼척시_2020,10,9,6,7,15,14,16,18,61,6,78,720,2667,1,1,1,27,12,0,6.2,406.0,89.4,91.1,358,1.361,102.4,-3.03,65243,31016,3.8,0.0,A
1184,강원특별자치도 홍천군_2020,8,7,7,9,11,11,18,23,69,4,73,545,2626,1,1,1,29,16,0,10.2,704.0,78.8,77.1,295,1.102,106.2,-0.02,69242,29533,3.0,0.2213646402355818,B
1185,강원특별자치도 횡성군_2020,7,7,5,7,12,11,13,19,42,0,70,259,1578,0,1,1,15,7,0,4.3,199.0,69.8,84.1,159,0.992,105.2,-0.34,46472,19775,6.9,0.1482600256259543,A
1186,강원특별자치도 영월군_2020,6,6,4,5,9,10,12,16,35,2,60,224,1213,1,1,1,12,6,0,8.6,334.0,78.6,78.8,123,1.009,107.0,-1.28,38662,17175,6.1,0.0475818038648058,A
1187,강원특별자치도 평창군_2020,5,6,6,6,8,10,16,17,33,1,86,195,1448,0,0,0,16,11,0,4.7,196.0,79.5,81.9,109,0.757,104.7,-1.05,41681,18519,8.4,0.074070640295505,A
1188,강원특별자치도 정선군_2020,6,6,5,4,10,10,15,14,21,0,121,250,1366,0,2,2,8,5,0,5.4,199.0,88.8,83.2,133,1.027,108.4,-1.17,36870,16375,6.2,0.0648580494047317,A
1189,강원특별자치도 철원군_2020,8,8,9,8,14,13,21,21,45,2,90,295,1996,0,1,1,18,9,0,7.9,355.0,82.9,92.7,342,1.656,108.1,-2.1,44699,17244,6.7,0.0661416481960446,A
1190,강원특별자치도 화천군_2020,8,6,7,6,11,10,17,18,16,0,115,261,1022,0,0,0,8,5,0,1.9,47.0,70.7,68.6,150,1.235,118.3,-0.4,24857,9997,4.1,0.2120255241860946,B
1191,강원특별자치도 양구군_2020,9,6,5,8,12,11,15,20,20,0,97,156,1029,0,2,2,5,5,0,7.5,168.0,86.4,81.1,159,1.428,113.2,-2.28,22278,8606,8.8,0.1337987160682113,A
1192,강원특별자치도 인제군_2020,6,7,6,6,10,12,16,17,26,1,99,266,1461,0,1,1,5,5,0,4.4,138.0,76.1,85.7,222,1.439,116.9,-0.07,31694,12698,7.6,0.2866984341965643,B
1193,강원특별자치도 고성군_2020,9,5,6,5,12,9,15,15,13,0,116,165,938,0,0,0,6,5,0,0.0,0.0,88.4,90.8,98,1.02,106.5,-1.84,26757,12096,5.0,0.009909191142966,A
1194,강원특별자치도 양양군_2020,5,6,7,8,10,10,17,20,19,1,96,195,914,0,0,0,6,4,0,0.0,0.0,82.6,92.8,89,0.924,103.6,0.75,27946,12445,13.7,0.2206347662254226,B
1195,경상남도 창원시_2020,11,14,12,9,17,22,25,22,1766,177,52,15720,58402,10,40,544,334,5,285,19.9,20639.0,96.5,98.7,5376,0.895,102.7,-0.91,1036738,415535,11.9,0.8770417110420186,C
1196,경상남도 진주시_2020,11,14,11,9,18,21,24,22,797,70,35,4406,20126,4,14,192,112,2,95,19.3,6709.0,93.8,100.0,1822,0.942,97.8,0.06,348096,148396,3.6,0.6855879037659759,C
1197,경상남도 통영시_2020,10,14,10,10,14,21,22,22,212,11,60,1458,8075,0,7,72,33,1,25,16.3,2087.0,90.7,99.0,468,0.776,101.1,-2.51,128293,54922,10.7,0.2128256350844569,B
1198,경상남도 사천시_2020,8,13,10,8,12,20,22,18,189,14,43,760,6145,0,5,50,35,0,29,27.4,3047.0,93.2,96.9,523,1.068,101.7,-1.14,111105,47359,12.1,0.2504117728997688,B
1199,경상남도 김해시_2020,13,15,13,11,18,22,26,27,1049,80,60,8810,35472,5,23,215,138,3,110,19.9,10795.0,97.7,98.5,2995,0.952,102.3,-0.4,542338,214170,13.2,1.7572084466083582,D
1200,경상남도 밀양시_2020,10,11,11,8,15,17,25,20,134,9,45,940,4053,0,9,45,25,1,23,20.3,2125.0,72.6,86.4,373,0.941,96.0,-0.93,104831,46860,5.1,0.1215132494527501,A
1201,경상남도 거제시_2020,12,15,13,12,17,23,25,29,399,31,72,4769,18620,3,7,93,57,0,44,9.4,2318.0,67.1,97.5,1446,1.015,110.4,-1.63,245754,98586,8.8,1.691419220216338,D
1202,경상남도 양산시_2020,12,15,13,12,18,23,27,30,547,32,62,7348,22174,3,9,175,86,3,82,22.6,7957.0,98.4,98.4,2370,1.066,100.6,0.26,352229,141072,4.6,1.1581358456641753,C
1203,경상남도 의령군_2020,5,4,6,7,9,8,16,17,17,0,65,147,723,0,2,10,5,0,7,20.6,551.0,64.7,75.8,87,1.044,96.2,-1.49,26800,12535,4.2,0.0288772546852516,A
1204,경상남도 함안군_2020,9,10,11,8,14,16,22,21,76,1,63,702,3486,0,4,24,13,0,13,24.5,1570.0,63.1,97.4,207,0.806,103.0,-2.8,64182,27594,3.7,0.0109012125567988,A
1205,경상남도 창녕군_2020,7,8,7,7,12,14,18,19,46,3,64,432,2255,0,4,32,13,0,14,38.4,2355.0,77.1,99.8,242,1.11,98.7,-2.28,61301,27754,4.6,0.012030971725594,A
1206,경상남도 고성군_2020,4,7,6,9,7,13,17,18,63,1,53,192,2157,0,3,20,11,0,11,19.7,1011.0,66.6,80.5,137,0.825,100.6,-1.93,51361,22436,4.1,0.0,A
1207,경상남도 남해군_2020,6,6,6,8,11,11,17,19,39,2,55,191,1247,0,1,24,9,0,9,6.8,290.0,81.0,76.1,105,0.897,93.1,-1.67,42958,19721,6.3,0.024453853790776,A
1208,경상남도 하동군_2020,5,6,5,6,7,10,15,15,32,3,79,150,1404,0,3,20,12,0,10,19.2,859.0,76.1,60.2,136,1.049,99.7,-3.92,44785,19600,5.5,0.0,A
1209,경상남도 산청군_2020,5,5,7,6,8,9,16,16,21,1,99,136,972,0,0,13,6,0,14,4.5,158.0,66.9,47.6,86,0.852,96.4,-1.65,34857,15823,5.7,0.0092682996449705,A
1210,경상남도 함양군_2020,7,7,7,6,12,12,18,17,38,2,68,307,1426,0,1,20,10,0,10,4.1,159.0,78.2,64.1,105,0.861,93.2,-1.58,39080,17501,5.3,0.0315645478848013,A
1211,경상남도 거창군_2020,8,10,7,7,13,16,19,19,74,5,57,508,2941,0,3,31,16,0,13,13.5,833.0,84.1,79.0,238,1.046,95.7,-1.15,61502,26054,8.6,0.0919248862423911,A
1212,경상남도 합천군_2020,6,5,5,5,9,9,16,15,29,2,64,215,1171,0,2,17,11,0,14,18.1,798.0,68.2,56.3,107,0.927,93.0,-2.66,44006,20322,8.1,0.0,A
1213,경상북도 포항시_2020,12,15,10,9,18,23,22,21,694,60,56,7760,27554,5,13,269,160,1,126,19.6,19.6,85.2,95.9,2461,0.956,102.2,-0.84,502916,209373,9.7,0.4981826032661075,B
1214,경상북도 경주시_2020,11,12,9,9,16,20,21,20,304,29,52,2737,11482,1,10,113,58,1,71,17.3,17.3,94.3,93.9,1103,0.971,100.3,-1.31,253502,116452,6.7,0.2313194141565236,B
1215,경상북도 김천시_2020,11,12,8,7,16,19,22,20,109,13,83,2063,6776,2,0,59,33,0,24,15.3,15.3,84.7,88.5,842,1.254,100.7,-0.6,140548,60013,9.7,0.2355671059640034,B
1216,경상북도 안동시_2020,11,12,10,8,16,20,22,21,218,25,53,2070,8267,3,3,78,47,1,43,32.9,32.9,80.3,93.1,726,1.017,98.0,-0.81,158907,71424,7.1,0.2070459913456837,B
1217,경상북도 구미시_2020,12,15,11,11,18,24,24,25,761,64,60,9644,27922,3,7,208,109,2,92,9.3,9.3,98.4,99.9,2695,0.944,105.5,-0.88,416328,171496,11.6,2.5933412187245377,D
1218,경상북도 영주시_2020,9,12,7,8,13,20,19,22,152,17,40,830,4743,1,4,51,28,1,26,23.3,23.3,87.5,89.6,362,0.966,98.1,-2.03,103119,45970,8.9,0.0324262969000692,A
1219,경상북도 영천시_2020,10,10,6,6,15,17,16,16,81,9,62,650,3458,1,3,57,21,1,36,18.8,18.8,72.5,95.8,570,1.358,103.2,-0.8,102015,45647,14.2,0.1310883295346673,A
1220,경상북도 상주시_2020,10,8,5,4,15,15,16,16,86,11,56,1160,3787,2,0,44,26,0,24,12.4,12.4,72.7,75.5,358,1.066,96.0,-3.48,97228,44043,7.2,0.0,A
1221,경상북도 문경시_2020,8,10,7,5,16,16,18,19,73,10,53,700,2791,1,2,43,21,0,18,15.6,15.6,82.6,94.3,327,1.291,96.1,-1.18,71406,30839,7.7,0.0677813183317533,A
1222,경상북도 경산시_2020,10,14,10,11,17,22,23,23,341,28,51,4021,13342,1,5,131,65,0,50,13.6,13.6,92.4,99.3,1340,0.888,101.4,-0.28,263728,120756,2.8,0.6958885414689487,C
1223,대구광역시 군위군_2020,7,5,4,7,6,10,11,21,6,0,172,66,494,0,0,8,4,0,5,0.4,10.0,37.9,87.7,59,1.014,0.0,0.0,23256,10850,15.6,0.0,A
1224,경상북도 의성군_2020,4,6,4,5,6,11,13,14,16,1,120,119,1092,0,3,18,8,0,10,26.8,26.8,48.9,93.6,226,1.598,95.5,-1.77,51724,24312,4.5,0.0,A
1225,경상북도 청송군_2020,8,6,3,4,12,10,10,17,13,1,73,168,611,0,1,10,5,0,9,14.1,14.1,50.5,75.4,78,1.184,99.4,-1.56,25044,11797,8.0,0.0140067984923128,A
1226,경상북도 영양군_2020,7,5,4,4,9,10,11,12,6,1,126,79,490,0,1,1,3,0,2,3.0,3.0,59.5,90.9,52,1.078,98.0,-1.83,16692,7725,7.7,0.0,A
1227,경상북도 영덕군_2020,8,7,4,6,9,13,12,18,24,0,78,148,1062,0,1,17,9,0,8,7.7,7.7,77.0,95.0,151,1.36,90.0,-2.89,36313,17206,9.0,0.0,A
1228,경상북도 청도군_2020,8,6,2,3,12,12,10,16,27,1,44,270,1048,0,3,17,10,0,12,30.7,30.7,56.5,82.7,112,0.903,96.7,-1.64,42263,19004,7.7,0.0129655997351323,A
1229,경상북도 고령군_2020,7,8,4,3,9,13,13,16,18,0,81,147,1055,0,1,12,8,0,9,9.2,9.2,63.4,98.7,100,0.977,105.1,-3.61,31361,13917,7.8,0.0,A
1230,경상북도 성주군_2020,6,6,4,7,10,11,12,20,25,0,70,169,1157,0,2,17,9,0,11,22.7,22.7,46.5,80.0,188,1.264,107.3,-1.63,43414,18713,4.5,0.00730053706548,A
1231,경상북도 칠곡군_2020,9,12,10,7,15,19,23,21,169,4,62,1614,6824,0,2,44,23,0,18,16.7,16.7,76.6,95.1,464,0.741,108.9,-2.19,114758,47953,11.1,0.541886293602923,B
1232,경상북도 예천군_2020,8,10,4,9,16,16,12,18,62,5,52,589,2088,0,1,21,13,1,13,13.1,13.1,63.7,90.4,314,1.38,96.8,0.9,55613,24213,10.0,0.2337721407101904,B
1233,경상북도 봉화군_2020,6,5,4,9,8,9,15,18,12,0,178,172,896,0,1,8,4,0,8,8.1,8.1,64.5,69.0,108,1.302,101.4,-2.01,31494,14189,3.9,0.0,A
1234,경상북도 울진군_2020,8,8,7,7,11,14,18,17,50,2,68,220,1859,0,1,14,0,0,10,6.3,6.3,66.5,78.8,207,1.118,100.7,-1.39,48716,22006,7.4,0.0769584129336616,A
1235,경상북도 울릉군_2020,9,6,6,7,10,10,18,17,5,0,184,82,281,0,0,0,1,0,1,6.9,6.9,1.2,91.5,30,0.86,120.3,-5.7,9077,4199,6.2,0.0,A
1236,광주광역시 동구_2020,10,10,8,8,17,17,20,21,179,106,26,1026,3318,2,7,110,56,5,31,57.6,5924.0,99.9,100.0,493,0.802,97.5,3.99,102897,48193,13.6,0.6480477756893636,C
1237,광주광역시 서구_2020,11,14,11,10,17,21,23,25,647,69,40,4337,16292,5,22,259,155,16,84,20.9,6210.0,99.3,100.0,1336,0.712,96.1,-1.47,296576,124973,15.8,1.122006627160614,C
1238,광주광역시 남구_2020,11,14,10,10,19,21,22,25,560,39,35,3746,13534,4,11,135,104,15,47,30.9,6638.0,99.1,100.0,951,0.753,92.8,-1.63,214579,87579,4.0,0.5984498528292941,C
1239,광주광역시 북구_2020,11,13,10,10,18,20,22,25,774,136,42,6237,23067,6,25,252,184,29,85,26.8,11544.0,99.2,99.82,2220,0.827,98.5,-0.84,430431,183018,2.8,0.938379707075866,C
1240,광주광역시 광산구_2020,12,15,12,12,18,22,24,30,871,58,55,7874,30208,6,17,203,145,19,69,23.4,9477.0,97.9,100.0,2318,0.9,101.5,-0.29,405579,164553,3.6,2.9864555926870406,D
1241,대구광역시 중구_2020,12,13,11,10,18,22,23,25,121,158,47,800,4254,3,12,261,111,1,69,43.6,3334.0,100.0,100.0,413,0.788,92.6,-1.22,76547,35114,22.7,0.4613854227040949,B
1242,대구광역시 동구_2020,12,13,10,10,16,22,21,25,362,36,60,5064,16676,1,8,234,103,1,108,11.8,4030.0,99.0,99.8,1649,0.82,97.1,-1.06,341920,142473,16.5,0.394883205770153,B
1243,대구광역시 서구_2020,11,10,9,7,17,18,21,20,114,25,73,1077,5445,1,8,117,52,0,69,23.0,3934.0,100.0,100.0,405,0.497,100.5,-2.74,170700,75132,19.6,0.094315378805639,A
1244,대구광역시 남구_2020,11,11,8,7,19,19,21,20,94,29,64,1392,4251,3,7,106,57,0,63,33.7,4946.0,100.0,100.0,484,0.567,92.5,-0.94,146632,69654,10.4,0.3025274808751532,B
1245,대구광역시 북구_2020,12,14,10,10,18,22,22,25,575,44,59,7106,21942,2,21,249,143,1,123,15.8,6935.0,99.8,100.0,2198,0.875,99.2,0.45,440263,181778,20.1,1.0676155245364285,C
1246,대구광역시 수성구_2020,12,15,11,10,18,24,24,25,927,64,38,5452,23136,1,13,350,170,3,207,9.8,4155.0,99.6,100.0,1342,0.628,93.7,-1.01,424314,160984,22.8,0.8548194116462873,C
1247,대구광역시 달서구_2020,13,13,11,9,19,22,24,24,912,79,51,8705,30392,6,30,380,202,1,170,16.5,9223.0,100.0,100.0,2373,0.743,97.4,-1.88,558631,230703,19.7,0.9196315258133326,C
1248,대구광역시 달성군_2020,12,13,10,10,21,21,22,24,387,14,63,6055,16491,0,5,123,61,0,62,10.8,2804.0,91.4,100.0,2329,1.321,103.2,0.8,259339,101578,13.9,1.356310998426071,D
1249,대전광역시 동구_2020,10,12,12,9,17,19,26,22,185,34,84,2024,10740,1,3,156,76,1,83,15.9,3541.0,99.2,99.99,950,0.787,101.6,-1.98,223021,104650,3.1,0.4171357332174306,B
1250,대전광역시 중구_2020,10,11,12,11,17,19,26,24,231,106,72,3107,11797,3,4,178,87,2,84,24.7,5819.0,99.4,100.0,918,0.697,97.4,-2.07,235550,98346,3.5,0.3985659314514834,B
1251,대전광역시 서구_2020,11,14,12,9,17,22,26,23,751,139,61,7034,26179,3,24,441,226,8,181,15.9,7575.0,99.3,99.92,2580,0.785,96.8,-0.81,477880,204879,3.0,1.5879403294401948,D
1252,대전광역시 유성구_2020,11,13,12,10,17,21,25,24,520,49,74,6755,22814,1,10,208,106,1,111,13.1,4591.0,92.9,99.82,2332,0.906,102.0,0.34,351047,156839,4.8,3.0321862914684856,D
1253,대전광역시 대덕구_2020,10,11,10,9,16,18,22,21,203,19,66,2356,8277,2,3,114,51,0,47,14.0,2477.0,99.6,99.96,701,0.752,103.5,-0.51,176384,74306,3.4,0.7439985158825732,C
1254,부산광역시 중구_2020,7,13,10,9,13,20,22,21,28,22,233,143,1254,1,2,69,40,1,24,42.4,1760.0,100.0,100.0,94,0.445,95.5,-1.03,41523,21101,15.8,0.1839432535745488,B
1255,부산광역시 서구_2020,10,12,11,9,18,19,24,22,111,4,60,828,3677,4,3,60,34,1,34,50.2,5432.0,100.0,100.0,359,0.661,93.8,-0.25,108135,47829,3.1,0.2815245890354494,B
1256,부산광역시 동구_2020,12,13,11,8,20,20,24,21,43,21,108,822,2524,3,5,74,37,1,43,33.6,2988.0,100.0,100.0,347,0.728,95.9,0.68,88901,40501,4.2,0.2954170654939434,B
1257,부산광역시 영도구_2020,10,11,9,8,15,18,21,21,75,2,84,740,3808,2,2,73,30,0,34,17.1,1943.0,100.0,100.0,289,0.577,97.1,-2.92,113342,51276,2.5,0.0,A
1258,부산광역시 부산진구_2020,12,14,11,8,21,21,24,19,382,189,55,4486,14931,4,20,442,177,2,161,21.0,7562.0,100.0,100.0,1468,0.621,93.5,0.46,359886,158049,18.3,0.6015777439283654,C
1259,부산광역시 동래구_2020,11,16,13,10,19,23,27,25,552,50,40,3381,13073,3,15,192,138,0,120,22.4,6052.0,100.0,100.0,1270,0.801,94.8,-0.2,270745,106443,7.0,0.5938293677334089,C
1260,부산광역시 남구_2020,11,15,12,8,17,23,25,21,305,52,64,3003,12484,1,5,161,104,0,93,12.6,3376.0,100.0,100.0,998,0.675,95.9,-2.73,267731,112568,14.2,0.3239437878657798,B
1261,부산광역시 북구_2020,11,14,10,9,17,21,23,23,374,37,61,3992,12712,2,10,166,92,1,78,16.1,4582.0,100.0,100.0,1272,0.771,98.0,-2.53,283952,113727,3.9,0.4040730188325686,B
1262,부산광역시 해운대구_2020,11,15,13,11,18,23,25,25,700,36,47,4270,19600,2,12,326,166,1,133,14.9,5997.0,100.0,100.0,1728,0.736,92.8,-1.09,402169,160011,16.0,0.6274473257028684,C
1263,부산광역시 사하구_2020,10,15,11,10,17,21,24,24,381,36,50,3323,14073,0,19,190,102,2,88,23.5,7315.0,100.0,100.0,1327,0.758,99.2,-2.98,311757,129762,4.1,0.2633672721852823,B
1264,부산광역시 금정구_2020,11,15,12,8,18,22,24,22,342,50,46,2514,9608,1,10,144,95,2,80,25.2,5866.0,100.0,100.0,782,0.625,95.4,-3.01,232666,103542,3.0,0.2460837144085286,B
1265,부산광역시 강서구_2020,14,15,10,9,21,23,23,24,285,11,50,3645,10234,0,6,43,28,0,19,3.6,502.0,94.38,100.0,1312,1.259,106.8,5.71,137957,52737,11.9,1.8718907517204944,D
1266,부산광역시 연제구_2020,12,16,11,9,23,23,24,24,271,39,50,1705,9631,1,10,158,93,1,83,23.4,4885.0,100.0,100.0,1058,0.793,92.8,-0.14,209157,86043,2.2,0.5530496234800831,B
1267,부산광역시 수영구_2020,11,15,12,9,20,22,25,23,252,28,35,2007,6100,2,9,126,81,0,81,23.9,4219.0,100.0,100.0,787,0.656,89.6,0.39,176894,77302,14.5,0.5070578247503577,B
1268,부산광역시 사상구_2020,10,13,10,8,17,20,23,21,147,31,78,2708,8006,2,8,109,58,0,42,30.7,6522.0,100.0,100.0,823,0.679,102.1,-2.84,212586,92172,3.1,0.2976199491933108,B
1269,부산광역시 기장군_2020,13,16,13,12,18,23,26,28,295,13,64,3198,11812,1,5,79,42,1,36,10.0,1747.0,91.94,100.0,1144,1.086,98.1,5.82,174545,67189,4.3,1.197180309764667,C
1270,서울특별시 종로구_2020,11,11,8,8,18,19,21,20,99,144,68,1180,5192,4,2,197,158,0,126,22.4,3347.0,100.0,100.0,529,0.522,94.6,-1.77,149384,68069,13.7,0.610618469993396,C
1271,서울특별시 중구_2020,10,12,7,8,14,20,17,20,53,56,127,1038,4990,2,4,240,215,1,96,10.9,1365.0,100.0,100.0,690,0.688,95.6,-1.36,125240,59817,12.8,0.6067060438622353,C
1272,서울특별시 용산구_2020,11,12,11,10,20,19,22,23,128,26,77,1344,6870,1,2,140,105,0,60,4.0,926.0,100.0,100.0,1176,0.634,92.8,-0.22,230040,101431,16.2,0.9134378214607236,C
1273,서울특별시 성동구_2020,12,11,11,8,19,19,22,19,246,43,70,2110,10992,1,5,219,130,0,98,6.1,1803.0,100.0,100.0,1945,0.783,95.5,-2.74,293556,126658,16.0,0.967601629884608,C
1274,서울특별시 광진구_2020,11,14,12,10,19,22,24,24,348,57,62,2470,14257,2,5,269,155,1,117,7.5,2591.0,100.0,100.0,1532,0.527,93.3,-1.87,346682,160944,22.2,1.3992039701719892,D
1275,서울특별시 동대문구_2020,11,14,10,8,17,21,22,19,299,51,58,2849,13157,4,13,256,153,1,150,16.1,5509.0,100.0,100.0,1702,0.699,98.1,-1.66,342837,158899,14.7,0.7003792326131464,C
1276,서울특별시 중랑구_2020,10,13,11,10,17,20,23,22,242,20,91,2700,14554,3,13,244,157,1,110,8.2,3238.0,100.0,100.0,1873,0.66,97.8,-0.61,394702,167617,15.3,0.6894455903657222,C
1277,서울특별시 성북구_2020,11,14,12,10,18,22,25,25,419,20,65,4346,20086,1,6,256,148,0,121,8.0,3484.0,100.0,100.0,2041,0.676,93.1,-1.69,437153,184871,18.6,0.8252432560681159,C
1278,서울특별시 강북구_2020,10,14,12,9,13,21,24,22,184,22,82,1244,9913,1,10,223,128,0,98,7.6,2355.0,100.0,100.0,1049,0.55,95.1,-1.93,308055,131884,16.3,0.366707807540702,B
1279,서울특별시 도봉구_2020,10,14,10,9,18,21,21,21,283,14,81,2252,14540,1,8,162,106,2,82,7.9,2582.0,100.0,100.0,1218,0.601,95.2,-2.46,325257,128378,17.3,0.3982341871257083,B
1280,서울특별시 노원구_2020,11,14,12,10,17,21,23,22,671,47,61,5872,25841,3,6,357,202,3,156,6.8,3582.0,100.0,100.0,2252,0.695,93.2,-1.91,523037,204210,4.5,0.7611132196392163,C
1281,서울특별시 은평구_2020,11,14,12,10,16,22,24,22,478,41,59,3551,20400,2,10,321,184,2,150,7.9,3812.0,100.0,100.0,2144,0.623,92.3,-0.1,479835,192581,15.6,0.7897458786968107,C
1282,서울특별시 서대문구_2020,12,14,11,10,20,22,23,24,289,59,58,2371,12988,2,5,211,127,1,92,12.0,3733.0,100.0,100.0,1533,0.685,91.7,-0.07,312173,138528,16.0,0.9310195967396852,C
1283,서울특별시 마포구_2020,12,13,12,10,19,21,24,24,502,187,40,2784,14375,0,3,375,207,2,151,2.5,925.0,100.0,100.0,2015,0.594,89.0,-1.05,371890,166007,14.6,1.521748835126854,D
1284,서울특별시 양천구_2020,11,15,13,10,18,23,25,23,976,32,41,4150,23985,3,5,286,186,3,151,6.4,2886.0,99.0,100.0,1875,0.644,96.3,-0.97,454251,168184,16.4,1.1607630209561683,C
1285,서울특별시 강서구_2020,11,14,10,9,18,22,22,22,643,51,54,5375,26078,4,17,410,228,6,189,8.2,4729.0,100.0,100.0,3345,0.675,93.3,-2.07,580185,247202,16.5,1.0791427377053586,C
1286,서울특별시 구로구_2020,11,13,11,10,18,20,23,24,352,42,82,2905,18180,2,8,266,171,2,110,11.0,4433.0,100.0,100.0,2269,0.737,97.5,-1.57,404408,182636,16.1,0.7773095294865782,C
1287,서울특별시 금천구_2020,11,12,10,8,15,18,21,21,177,35,67,1550,8339,1,6,160,106,3,74,9.6,2220.0,100.0,100.0,1092,0.668,102.4,-1.58,231733,115254,15.7,0.7522239879345424,C
1288,서울특별시 영등포구_2020,11,13,11,9,19,20,23,21,308,137,75,3410,13537,7,8,354,239,2,148,15.4,5837.0,100.0,100.0,2296,0.705,97.8,1.59,379480,178217,15.5,1.2436100939207462,C
1289,서울특별시 동작구_2020,11,14,11,10,18,22,23,23,348,123,66,2846,15553,2,5,269,175,1,133,7.1,2781.0,100.0,100.0,2044,0.655,93.6,-1.8,391220,174572,7.2,0.9249523773765468,C
1290,서울특별시 관악구_2020,11,13,11,9,15,20,23,21,348,83,63,2991,14410,1,11,324,201,2,153,5.0,2459.0,100.0,100.0,1905,0.474,100.7,-1.46,495060,259822,17.2,1.1674884329745263,C
1291,서울특별시 서초구_2020,11,17,12,10,18,25,25,25,881,267,41,2467,22668,1,13,661,315,5,244,8.7,3682.0,100.0,100.0,2238,0.656,91.7,-1.4,425126,158582,16.9,1.432080740154354,D
