행정구역(시군구)별,2015,2016,2017,2018,2019,2020,2021,2022,2023
대구광역시,-0.0361598963134168,-0.02782146527491417,-0.03648884091436667,-0.04339063551759795,-0.07303969642969703,-0.04734264154307254,-0.07677301943079612,-0.04249413370672862,-0.01768992556451514
대구광역시 중구,0.1308482206510286,-0.10782482073909497,-0.050674115488482385,0.029484077210298967,-0.14069644857032168,-0.045786559823156665,-0.08815477641599613,0.37803369919317215,0.47963210226727443
대구광역시 동구,0.012709329977330451,0.020013442096159427,-0.05188738801481227,0.039060738376147756,-0.12719325059962333,-0.056136937634413936,0.023468116324119086,-0.0035739664353220597,0.09525281968106672
대구광역시 서구,-0.16339048831684796,-0.2642685474896229,-0.29672589482093803,-0.2798948742317394,-0.33826496963944586,-0.16022120979328866,-0.2315481632640329,-0.18498521070626137,0.23875536759577992
대구광역시 남구,-0.09863231365897887,-0.1744762756663431,-0.13755106777530954,-0.07393887068167497,-0.0732749556806408,-0.02391579734888968,-0.08143982170238064,-0.008950640107256247,-0.07090674766923567
대구광역시 북구,-0.05675416926648008,-0.07946363117212446,0.0027599072251074837,-0.046491518705435095,-0.036670654227437344,0.04047939010042158,-0.03490693494164453,-0.10536509775876536,-0.21000383134174486
대구광역시 수성구,-0.07595987573508024,-0.09088751140754348,-0.13218823379187847,-0.0998365580390008,-0.06103956725295614,-0.052938552978901425,-0.09887411789366966,-0.07692434090204056,-0.055561894196649704
대구광역시 달서구,-0.07864910181101993,-0.1758298076295751,-0.2146968531764106,-0.07191761619057677,-0.06649697617495687,-0.12393333828386828,-0.2011687165991094,-0.10152505867577627,-0.13938821627370715
대구광역시 달성군,0.26147396994711414,0.6360794896522242,0.6497378624747393,0.1877632218940346,0.14175980739159214,0.049063298503825084,0.07954996810628608,0.01221164113781768,-0.047507452214687294
대구광역시 군위군,0.08421640611443754,0.13022858223583977,0.12969077340533477,0.008240187885455795,0.08041714134698669,-0.13082184275452033,0.042045332807427956,0.3830197667356023,0.019384871541728625
인천광역시,0.020361293790943258,0.0131669167179071,-0.004070198161115682,-0.0001544944632949241,-0.005548677820009058,-0.03481110949965222,0.026726716030034153,0.07377202304665685,0.08229771827545301
인천광역시 중구,0.09000827779113037,0.01969772344860756,0.14225155012742216,0.2052408182300623,0.4495203660148738,0.18307990333458318,0.16485242435166408,0.3677676631511502,0.2500995574998301
인천광역시 동구,-0.1634144469953362,-0.17539946208206877,-0.18417892589497245,-0.3600735352762513,-0.23841102344499823,-0.20556011148919753,-0.020880443704017097,-0.2102954088363608,0.09727913695242726
인천광역시 미추홀구,-0.06803625185297706,0.15496456681820203,0.02477415563697128,-0.04324330320926545,-0.12951019602376287,-0.06338638847113133,0.07588763427902889,0.019154209595126533,0.01835109643716225
인천광역시 연수구,0.12379972958817628,0.15122060159269857,0.1070603769384026,0.19079733079195382,0.3001087197443397,0.26491598790956505,0.025528143018080183,-0.08668017096592753,0.10704370461100772
인천광역시 남동구,0.15227860119689815,-0.03992866600021349,0.05102452775599751,-0.011698194473549684,-0.07368328280759083,-0.09828312284031224,-0.08912813251855824,-0.18180811091912305,-0.2227665484822232
인천광역시 부평구,-0.046261161841393145,-0.10448978500213975,-0.15105626453847884,-0.2417336338654448,-0.20361208045534473,-0.2370837378519941,-0.09554755645435946,0.07164858317217514,0.08470274069285445
인천광역시 계양구,-0.1429387092854879,-0.12039846600707388,-0.1736527278594494,-0.30475126805253094,-0.25831459562013853,-0.1691287470190886,-0.007168489478612516,-0.19190692846157878,-0.2731520506389828
인천광역시 서구,0.03153915458082083,0.041558874570488756,0.046555853004911475,0.23267801107762226,0.0515979556042513,-0.048747534213355447,0.15256860518465803,0.38314744004155493,0.3518434973997888
인천광역시 강화군,0.12754906713983635,0.11721615166901313,0.1790281750403354,0.09092280121265936,0.10369770602588164,0.07542546418105911,0.15704171370163553,0.12802437523503823,-0.014109288752404515
인천광역시 옹진군,0.0802348367848899,0.12705542621854768,0.08485040924163949,-0.1368133122096321,-0.12151973031248402,0.0,0.0009426552151295413,0.13572890592479525,-0.015342230101891912
광주광역시,-0.04045238529986389,-0.03637937150106615,-0.03826156984535242,-0.028001829548493087,-0.01768907319053274,-0.026541176482868755,-0.027259314809493545,-0.040927825223590196,-0.05387013548982914
광주광역시 동구,-0.11381765560536679,-0.16988874020202524,-0.002447083076025724,-0.039818756714371364,0.2160024431628433,0.23633075827946748,0.06827718976959704,0.16274470652256565,0.10646072133352906
광주광역시 서구,-0.13302338269864514,0.07253722312455631,-0.07038442618992868,-0.06599267305261923,-0.07471210925598899,-0.09326554311586184,-0.10762718961153021,-0.07775983727161775,-0.07821277770219971
광주광역시 남구,0.031082401787986613,-0.058799103297408555,-0.03828008078917168,-0.06176442623865928,0.05199706842277077,-0.09676707431503206,0.05721659246663365,-0.09145884423656085,-0.0870898422099611
광주광역시 북구,-0.044773198268067145,-0.10671750773687833,-0.046650571222036835,0.0068748562853945755,-0.10274913693482364,-0.04126563619182151,-0.042732784900155626,-0.025527187848035253,-0.04236936508398715
광주광역시 광산구,0.01319968322200174,-0.0038139679668443543,-0.013658504421232627,-0.0169286324906218,-0.005037522122251388,-0.007468270720799812,-0.03155441871852254,-0.07824090073312631,-0.09009618530046126
대전광역시,-0.08927432893842914,-0.04734873062396416,-0.07371131019066642,-0.06700636073256025,-0.07411536973007411,-0.04666009412603054,-0.04134727425701762,-0.014965090001746641,-0.013207467198175324
대전광역시 동구,-0.19007959663715773,-0.14835042670730386,-0.1430314208908104,-0.03338166909281491,-0.05385578762646181,-0.08929934004588026,0.02456396694462475,-0.0351496172236977,-0.04716381699249829
대전광역시 중구,-0.15757930191445246,-0.12084558579135603,-0.10980501054789148,-0.12651126842149008,-0.10659960339732427,-0.12062313404070663,-0.12615712771477033,-0.061567760450995296,-0.11052643217305451
대전광역시 서구,-0.10428742132892353,-0.02847074442017118,-0.06970972415727052,-0.053122859998520094,-0.05775841972266812,-0.04831066284161604,-0.05988857721328595,-0.03629298641982382,-0.09220688981641106
대전광역시 유성구,0.08447872681294796,0.08835914152785089,0.05044791642768744,-0.008111395985981047,-0.03303549037461381,0.007152802603621427,-0.011347739475362318,0.07534063537679725,0.17579836354068337
대전광역시 대덕구,-0.21121112873232217,-0.2007789250214811,-0.24581113339017682,-0.23207343512513065,-0.22770657317164844,-0.013704601722550648,-0.036753284735967263,-0.0849006645633765,-0.13917180399166118
울산광역시,-0.00046939267318457304,-0.05015491809138229,-0.08447362410513568,-0.09432756461815973,-0.06915805091347871,-0.09512849472818534,-0.10010032379966094,-0.08480393125131071,-0.05191209621159203
울산광역시 중구,0.12160951278616784,-0.10405526988307091,-0.15854587433054484,-0.28375338980087456,-0.30808836257177136,-0.22031981314448987,-0.15495251680574454,-0.20299937759240863,0.04635925652596616
울산광역시 남구,-0.1150392113893726,-0.09547575642528427,-0.15144931221417324,-0.1309046203459351,-0.17209523439326807,-0.08203239401950435,-0.13877082913266534,-0.07620847541863603,-0.08691233697030669
울산광역시 동구,-0.12516314295400605,-0.06531777275668194,-0.28344424983128785,-0.3053386570765118,-0.3102662335809376,-0.17114825619582946,-0.15051070228082747,-0.1415120428508015,0.03457239490747012
울산광역시 북구,0.02399722418988308,0.11512549148715193,0.17227686335057663,0.1843945244979112,0.3153484870626732,0.002463251146177886,-0.038381842488842924,-0.027677876085836935,-0.12184898018038445
울산광역시 울주군,0.14632835521859744,-0.03718865065764552,0.04288129903691277,0.03834454487293147,0.04347675995363649,-0.029346385485710322,-0.005481513662918715,-0.005034205160763211,-0.10714492340356653
세종특별자치시,0.9983723685901381,0.6131186628186521,0.5493455805528313,0.4520363620997717,0.3395644662180068,0.18033705750701198,0.20227699376785097,0.16789514861694807,0.030615560235225985
경기도,0.04871611067688785,0.07065952205370286,0.06348939304342183,0.08698524065865222,0.07190538677552777,0.0814480999855948,0.07679464819113531,0.027021764798113367,0.026894512981379026
경기도 수원시,0.009867280889339297,0.013063294904284865,0.018882792255160763,-0.030198691992734915,-0.061897095456789605,-0.06509795298338683,-0.011377909203040106,0.047324091261319694,0.035104073172737504
경기도 성남시,-0.057597735693836444,-0.011868053180661968,-0.06457541186782742,-0.10747279557048331,-0.10049835738009656,-0.02327491639239869,-0.04657567942561139,-0.05048912754380074,-0.019103267588099635
경기도 의정부시,0.020838182753949563,0.05250582486936264,0.040315017352915976,0.0810500138679835,0.07610114914393207,0.1349910916549604,0.0696310687850808,0.040379239151019986,0.026396124507675523
경기도 안양시,-0.07197121920398673,-0.03330588848148424,-0.12747236791598418,-0.16175775403732193,-0.14565396017301926,-0.20260448727777958,-0.02733415609820027,0.02503212856195445,-0.06653605881924216
경기도 부천시,-0.0819896744738017,-0.00917979922719711,-0.031848921824013596,-0.07317179134391306,-0.15869871809952932,-0.12417618220226191,-0.12243555546484228,-0.18426004982751396,-0.12107154399658944
경기도 광명시,-0.12187039521277798,-0.16031689998161192,-0.16401892659861356,-0.1403816033519204,-0.2479051731939555,-0.3298156903962997,-0.12494728178273776,-0.12791818072401376,-0.2258212788065041
경기도 평택시,0.11500555904625304,0.11276432524094963,0.12389023400335634,0.15722312403741215,0.18769059093109378,0.252653857185698,0.28238740244134924,0.16525774770908636,0.12931413593673774
경기도 동두천시,0.008378560596489308,0.012898557138442998,-0.0730377272530345,-0.04246114435758547,-0.09254644647163089,-0.002992894115828358,0.03886843922143175,-0.0835259746762401,-0.2205147761129496
경기도 안산시,-0.1252656772603658,-0.11194898238331377,-0.16641493090441034,-0.1969547855780518,-0.11479079630312426,0.02644088346616962,-0.023961792084457957,-0.14010077441183177,-0.1634483191532644
경기도 고양시,0.09949546602563869,0.05290297509290628,-0.0008629245045116004,0.006023509133787734,0.13661378532960947,0.0746609418705395,0.008486329435638613,-0.0008280818982721427,-0.004455001539776029
경기도 과천시,-0.14153208031516143,-0.4109563768557363,-0.567361653856164,0.06268682462329665,0.013562132129302946,0.38253216076056695,0.6172470289953863,0.32670189691107193,0.18744789537294582
경기도 구리시,-0.0335623174490513,0.1984900018233049,0.2025552918269834,0.10015896593376088,-0.18302816359668553,-0.06305925262368857,-0.1887609923434086,-0.12834233684678997,-0.07234553379860237
경기도 남양주시,0.15713801348585377,0.0757575417517133,0.022352220194795904,0.17736291208501787,0.22289475125487296,0.127021079529551,0.22353604847600864,0.06575738886646158,-0.060952168347796355
경기도 오산시,-0.12091014252524354,0.004208241291122756,0.11370714874996057,0.1515833618670032,0.1551903283307124,0.07622336972375063,-0.0038101434534182437,-0.010866273273120461,-0.012976453522890183
경기도 시흥시,0.023357033322185066,0.049167534255483716,0.24811465513076342,0.37391974371753733,0.31466134347832986,0.2979131758183795,0.13807522257694232,0.012196715211291643,0.08789056693557876
경기도 군포시,-0.0816581879121486,-0.12585582847327986,-0.14548348295400967,-0.14291327227356923,-0.053754521388543565,-0.0667026253365352,-0.15208052697975327,-0.07226950206690047,-0.1906130369490806
경기도 의왕시,-0.07406990756503118,-0.0786473353029208,-0.0664928436264696,-0.119769986877978,0.2680166342399907,0.08633948101576203,-0.01867870397454431,-0.19005738829050237,-0.07840026449651756
경기도 하남시,0.47634956261719785,0.817776680928925,0.49453713576709873,0.42808515015668785,0.3622181058867395,0.37995427311580904,0.42749350809542325,0.12990700002896566,0.06923179156932081
경기도 용인시,0.05261077030257572,0.0697167754330915,0.06928873236541341,0.17402644099898298,0.15094960499357613,0.07868442462017775,0.018083722185128756,-0.014559414825152365,0.00793274925439604
경기도 파주시,0.1514464593101869,0.09494904876450073,0.10206198254991453,0.1962950021563067,0.024882982637247475,0.16107345634174008,0.2670229850256195,0.20908206013409436,0.05615349593881492
경기도 이천시,-0.03962661819472398,0.14833064252708508,0.07426105213580181,0.02325110926840337,0.044909293302872015,0.0821914752283261,0.15429820706977235,0.002052760241853544,-0.012831687866655525
경기도 안성시,-0.09232681006545337,0.08414921029642475,-0.007225337627746859,0.03207842349389155,-0.0025751087191382546,0.15434191869714126,0.12610652926300162,0.007921903066499012,0.039396577461324925
경기도 김포시,0.13163992819467055,0.20854524494460497,0.4095826672617418,0.42415479493119607,0.21704828089138212,0.37967135552202474,0.16852412442112244,-0.05446708187283176,0.023771262926589095
경기도 화성시,0.4325291903650837,0.3923134620790084,0.4284820529203601,0.4585868971838785,0.36779998059397045,0.2642694089322286,0.20542532786755052,0.19297607330110877,0.2367147575313462
경기도 양주시,0.07952534631552897,-0.009325762732690358,0.20750176587881866,0.15598454273953666,0.17455212338312606,0.2393533580434882,0.21225268348080792,0.2751834216604852,0.6034208506236436
경기도 광주시,0.24674079024496898,0.2802997785708151,0.34526087581054843,0.3290485049530488,0.16555189534738676,0.1705111827652758,0.09477269940365482,0.09490725789925047,-0.0029463124347704865
경기도 포천시,-0.034875433619921854,-0.019445586716505134,-0.07866895281173025,-0.09683497506841772,-0.10463424381104676,-0.023869855324878463,0.1508497005241407,-0.07078247008876236,-0.15276846895241256
경기도 여주시,0.03585583313608037,0.03743566612888173,0.050542864341077326,-0.011770502699299261,-0.011099060671521213,0.08685035209805408,0.07717859078443189,0.1325038923644889,0.14535756328775276
경기도 연천군,0.07171778229313637,0.03634953331432144,-0.06743722573593328,-0.1268825956916868,-0.12364278507304394,-0.020248586593858333,-0.05457316613307961,-0.04103587538942684,-0.028885125075323648
경기도 가평군,0.1258818103702717,0.08992181693268332,0.11031002146676086,0.04116937043490973,-0.029194975627704088,0.049071488040245345,0.0806866727440321,0.09137614537662289,0.11192957590398152
경기도 양평군,0.20931687945158683,0.20961324471154347,0.2676323921438272,0.09282580095180835,0.08191084362444967,0.15695255354914406,0.2061691576343115,0.1434226881048009,0.23208940868906303
강원특별자치도,0.021238814972109096,0.008501969985727225,0.009661314588724327,-0.01765304057985877,0.00766163562039704,0.024735482676611263,0.03125685717068847,0.039216607734333594,-0.008025803646347893
강원특별자치도 춘천시,0.03844828331103437,0.0509988841138277,-0.004812526670214422,0.0038918356058338694,0.017423598078704736,0.03703066902976789,0.07114951459672487,0.07897542031205061,0.0194395598913218
강원특별자치도 원주시,0.08600594900595492,0.07688695185435537,0.06174047136046385,0.04926193009383163,0.0843853425434134,0.09004501284806452,0.07796829559587995,0.07941902486255559,0.02914854948063773
강원특별자치도 강릉시,-0.04038096115943722,-0.015952577871161607,0.01872129560820897,-0.012103769589509157,0.03801818444831571,0.019560213256245063,0.03687525721299285,-0.010919626157624575,-0.03395919095363179
강원특별자치도 동해시,-0.05776878224575339,-0.058250972673661014,-0.03649421350913486,-0.11794678217713572,-0.048536550168579905,0.027735069428252077,-0.0010554090689436032,-0.006354991882377228,-0.042833601353823976
강원특별자치도 태백시,-0.11483263345362053,-0.05424424599097578,-0.18655104669260572,-0.1660731963357169,-0.16188887592238022,-0.19873727186054194,-0.24232031338435242,-0.19986586644486415,-0.08702963566021646
강원특별자치도 속초시,-0.038334213142915734,-0.013183382368653962,0.04811276207909647,-0.03177705330009751,0.019054096712593577,0.07509199481385295,0.045938353396053025,0.03932873586516159,-0.03146682539274777
강원특별자치도 삼척시,-0.1399553367192249,-0.11406938867234986,-0.08895285007515756,0.011361741252274347,-0.10963650275127322,-0.21514294719524132,-0.14836826670766573,0.07284711592187203,-0.06619566686589022
강원특별자치도 홍천군,0.0025120072315361714,0.0032013389439892585,0.07579276909475675,-0.010820400935599116,-0.06123322966685682,0.07728682709763496,-0.015093551525106354,0.03409421134297614,-0.023629348269041433
강원특별자치도 횡성군,0.11495040468458984,0.0881701256708482,0.12187906775281605,0.1597011103579073,0.03596915241926802,0.05334314572790882,0.11121419090928691,0.1468741404443883,0.07207767016724227
강원특별자치도 영월군,0.05835257612937931,0.015860578428258047,0.07554152076481248,-0.01664879638128286,-0.07722597689075789,-0.047707899361983316,-0.014610025348554719,0.09275753004554588,-0.003233109832147159
강원특별자치도 평창군,0.004702571562885554,0.006558993512892399,0.0005036514838270853,-0.05392337306911104,-0.07267611690324784,-0.03318186830528763,-0.036440268449202985,0.13432656380893765,0.020748221909206846
강원특별자치도 정선군,-0.014879084192313277,-0.07572032741536407,-0.07719455208036126,-0.05715841383994864,-0.05357495338222041,-0.04259516555021439,-0.10393905131044875,-0.0950600547404896,-0.13897839352581454
강원특별자치도 철원군,0.17051542522981766,-0.14133798683062437,-0.14437922901242053,-0.1336835417309401,-0.1451600185310658,-0.16997051182562606,-0.21679554500139223,-0.19747404921576434,-0.15582994134697825
강원특별자치도 화천군,-0.04442286014061915,-0.1747635594228828,-0.057337691862223865,-0.2384900030288168,-0.04481401578979254,-0.0032670870334483206,-0.1293137566803191,-0.2290321219992377,-0.10288872331382125
강원특별자치도 양구군,0.05192907043415501,-0.04286801843049252,-0.06201896394965325,-0.127224317775168,-0.20643885775337895,-0.1519707595703225,-0.1566363882908315,-0.12101919859102218,-0.11549507911001927
강원특별자치도 인제군,0.133097270629426,-0.1444425587523809,-0.04835717000808812,-0.1038931639638765,-0.10322230899227401,0.007074519726362546,0.11304743091054928,0.041270659748749196,-0.024038439792744205
강원특별자치도 고성군,-0.01220915321124429,0.03969178797106759,0.01913498018601975,-0.3896306042413737,-0.2140584790917388,-0.08084291140444728,0.1972261280089635,0.0965958024369395,0.08740162089702141
강원특별자치도 양양군,0.024471528540685187,-0.030945640985094884,0.05447513479826521,0.07528756533090064,0.15811954475308387,0.11966890843121127,0.06446582294408935,0.09591204560642339,0.04300293071793006
충청북도,0.006722572966860604,0.02503459104017961,0.011538236409408285,0.02380475908529137,0.01220783936001355,0.015138257606695479,0.01628683640357579,0.028450899804950826,0.021003513359665913
충청북도 청주시,-0.03663864741594271,-0.006615870746989311,-0.02361012578393553,-0.0013399598320864559,0.0050241583207616385,0.033312771373191885,0.031401279256915195,0.023883887443651792,0.026209086493240066
충청북도 충주시,-0.02303481690153214,0.016958357606310304,0.013601138514025075,0.08391625665992378,0.023175801221982952,0.002038941125857612,0.016134803806069718,0.007774929894214636,0.022938046657084703
충청북도 제천시,-0.03114532789340878,0.0270199430137935,0.012551037806768153,-0.039671172834519826,-0.017337096516694496,-0.06677627117744381,-0.029488601421386883,0.028572425267612736,-0.0040116885276273
충청북도 보은군,0.08828860699367248,0.053672191766740276,0.0322557103010643,-0.025864921971725633,-0.13164353101039805,-0.03603993648319693,-0.0034059978431025873,0.06675885771224839,-0.010627092574286238
충청북도 옥천군,0.042930958395075595,0.026372446462767273,-0.03380331502350742,0.018779894651596275,-0.0035915892892328023,-0.01813176713280852,0.06510973630348625,0.02127739844728488,-0.02215232444917177
충청북도 영동군,0.04322225588775693,0.038931436242625,-0.001297858715599952,-0.04380825914449477,-0.10948104685493248,-0.1645310693459289,-0.22035760306436294,-0.03532873984799834,-0.04377375388141665
충청북도 증평군,0.39366583524726373,0.11784319145993283,0.08337070672644693,-0.1404306150847944,0.00943871885644743,-0.11718107104466892,-0.05986038792367895,0.24676829692095248,0.07816907790562479
충청북도 진천군,0.2967701350020367,0.22508341613203642,0.3888645328594645,0.3938220270334258,0.26296439451367554,0.23622607061187012,0.1628688152583433,0.11964947488961448,0.044306774532092974
충청북도 괴산군,0.15526179105268134,0.11236716168335088,0.09504521396444172,0.1056640255350668,0.07392666492813234,0.10518582791172748,-0.11366379299570503,-0.1251181698254428,0.026722473026190255
